_step,_timestamp,train/loss,train/step_loss,lr,_runtime,val/loss,Sample Generation,iter
57,1779619011.9554026,,1.541398048400879,,171.3778396,,,540.0
58,1779619013.8407352,,1.52451491355896,,173.2631293,,,550.0
59,1779619015.7270443,,1.517143726348877,,175.1493947,,,560.0
60,1779619017.6128943,,1.5295062065124512,,177.0352112,,,570.0
61,1779619019.497731,,1.533862590789795,,178.9201689,,,580.0
62,1779619021.3842502,,1.5284491777420044,,180.8060942,,,590.0
63,1779619023.2724273,,1.484429121017456,,182.6947764,,,600.0
64,1779619025.1602244,,1.5201131105422974,,184.5828875,,,610.0
65,1779619027.0484865,,1.4825257062911987,,186.4703305,,,620.0
66,1779619028.9343903,,1.4586067199707031,,188.3562342,,,630.0
67,1779619030.8256018,,1.4750243425369263,,190.2482078,,,640.0
68,1779619032.7136965,,1.4653171300888062,,192.1360624,,,650.0
69,1779619034.6120002,,1.4576022624969482,,194.0347417,,,660.0
70,1779619036.5034986,,1.4437381029129028,,195.9258741,,,670.0
71,1779619038.3959215,,1.4488208293914795,,197.8182705,,,680.0
72,1779619040.446625,,1.4481089115142822,,199.8684691,,,690.0
73,1779619042.4477708,,1.4259511232376099,,201.8696148,,,700.0
74,1779619044.4667108,,1.4597309827804565,,203.8890584,,,710.0
75,1779619046.3673687,,1.4085328578948975,,205.7945233,,,720.0
76,1779619048.3010983,,1.4622859954833984,,207.7288477,,,730.0
77,1779619050.2988958,,1.4453959465026855,,209.7220909,,,740.0
78,1779619076.4597468,1.3501936197280884,,0.0009614856803571157,235.8820849,1.577848196029663,,750.0
79,1779619076.6558154,,1.4220654964447021,,236.0785706,,,750.0
80,1779619078.5441473,,1.41884183883667,,237.9659912,,,760.0
81,1779619080.4335017,,1.4091030359268188,,239.8558895,,,770.0
82,1779619082.3189638,,1.412679672241211,,241.7408078,,,780.0
83,1779619084.2143753,,1.4027843475341797,,243.6362192,,,790.0
84,1779619086.1130972,,1.407344102859497,,245.5354476,,,800.0
85,1779619088.008989,,1.4351305961608887,,247.4313978,,,810.0
86,1779619089.8968046,,1.3529832363128662,,249.3193803,,,820.0
87,1779619091.7954936,,1.3664860725402832,,251.2181875,,,830.0
88,1779619093.6944273,,1.3747860193252563,,253.1172781,,,840.0
89,1779619095.5901554,,1.3716484308242798,,255.0119993,,,850.0
90,1779619097.4874516,,1.3717530965805054,,256.9092956,,,860.0
91,1779619099.3911126,,1.357731819152832,,258.8144911,,,870.0
92,1779619101.2953112,,1.3395106792449951,,260.717155,,,880.0
93,1779619103.239416,,1.3630646467208862,,262.6648962,,,890.0
94,1779619105.2160456,,1.3782755136489868,,264.6378896,,,900.0
95,1779619107.196402,,1.3617360591888428,,266.6189029,,,910.0
96,1779619109.18246,,1.3540327548980713,,268.6048192,,,920.0
97,1779619111.1674337,,1.365511417388916,,270.5892776,,,930.0
98,1779619113.1483977,,1.3088929653167725,,272.5709536,,,940.0
99,1779619115.1310556,,1.3407106399536133,,274.5535746,,,950.0
100,1779619117.1109438,,1.322350263595581,,276.5327878,,,960.0
101,1779619119.091902,,1.3401395082473755,,278.5142502,,,970.0
102,1779619121.0717566,,1.301933765411377,,280.4945194,,,980.0
103,1779619122.886993,,1.3285396099090576,,282.3093772,,,990.0
104,1779619148.4759634,1.2622771263122559,,0.0009271396472013282,307.898439,1.5065314769744873,,1000.0
105,1779619148.668046,,1.3309980630874634,,308.0905517,,,1000.0
106,1779619150.5135522,,1.3145568370819092,,309.9359039,,,1010.0
107,1779619152.3615146,,1.2974491119384766,,311.7838632,,,1020.0
108,1779619154.2166057,,1.350602626800537,,313.639041,,,1030.0
109,1779619156.197078,,1.3322657346725464,,315.618922,,,1040.0
110,1779619158.1233208,,1.2944273948669434,,317.5451648,,,1050.0
111,1779619160.0492568,,1.3058843612670898,,319.4711006,,,1060.0
112,1779619161.9790244,,1.2904300689697266,,321.4013674,,,1070.0
113,1779619163.9074066,,1.3254213333129883,,323.3297576,,,1080.0
114,1779619165.829776,,1.293830156326294,,325.2516201,,,1090.0
115,1779619167.75639,,1.3334487676620483,,327.1782342,,,1100.0
116,1779619169.6838253,,1.3119781017303467,,329.1056691,,,1110.0
117,1779619171.613289,,1.280900239944458,,331.0354353,,,1120.0
118,1779619173.5457058,,1.310209035873413,,332.9675497,,,1130.0
119,1779619175.480195,,1.3138110637664795,,334.9025481,,,1140.0
120,1779619177.4104064,,1.2867318391799927,,336.8332399,,,1150.0
121,1779619179.3449707,,1.3108735084533691,,338.7673233,,,1160.0
122,1779619181.2744205,,1.2932578325271606,,340.6968019,,,1170.0
123,1779619183.2038221,,1.2799755334854126,,342.6263118,,,1180.0
124,1779619185.1370409,,1.2774450778961182,,344.5593964,,,1190.0
125,1779619187.0673018,,1.257999062538147,,346.4898649,,,1200.0
126,1779619188.9965472,,1.2351081371307373,,348.418836,,,1210.0
127,1779619190.9271667,,1.26898193359375,,350.349761,,,1220.0
128,1779619192.8556519,,1.2679364681243896,,352.2790111,,,1230.0
129,1779619194.7825,,1.3006360530853271,,354.2047439,,,1240.0
130,1779619221.2611547,1.1979269981384277,,0.000883125098683892,380.6829985,1.5011658668518066,,1250.0
131,1779619221.4591842,,1.2742631435394287,,380.881028,,,1250.0
132,1779619223.3752584,,1.2651734352111816,,382.79710239999997,,,1260.0
133,1779619225.2973583,,1.2481629848480225,,384.7197183,,,1270.0
134,1779619227.2283635,,1.2562248706817627,,386.6502074,,,1280.0
135,1779619229.1553707,,1.2538610696792603,,388.5777208,,,1290.0
136,1779619231.083517,,1.2337100505828857,,390.5053612,,,1300.0
137,1779619233.0139434,,1.2658478021621704,,392.4357876,,,1310.0
138,1779619234.9472358,,1.2618383169174194,,394.3690799,,,1320.0
139,1779619236.875932,,1.2470766305923462,,396.2983729,,,1330.0
140,1779619238.8047173,,1.2537126541137695,,398.2270964,,,1340.0
141,1779619240.7322364,,1.2687195539474487,,400.1540803,,,1350.0
142,1779619242.664488,,1.254465103149414,,402.0868658,,,1360.0
143,1779619244.5933747,,1.2437059879302979,,404.0155455,,,1370.0
144,1779619246.5223236,,1.243288278579712,,405.9450459,,,1380.0
145,1779619248.4601667,,1.262497901916504,,407.8827949,,,1390.0
146,1779619250.388073,,1.241105318069458,,409.810252,,,1400.0
147,1779619252.3197198,,1.2367814779281616,,411.7421858,,,1410.0
148,1779619254.2473726,,1.258349061012268,,413.6692165,,,1420.0
149,1779619256.1734135,,1.2449114322662354,,415.5952576,,,1430.0
150,1779619258.1027305,,1.23838210105896,,417.5291202,,,1440.0
151,1779619260.0360434,,1.242903232574463,,419.462473,,,1450.0
152,1779619261.9733894,,1.2179210186004639,,421.3958867,,,1460.0
153,1779619263.9032102,,1.2352573871612549,,423.3271338,,,1470.0
154,1779619265.8293576,,1.2538018226623535,,425.252598,,,1480.0
155,1779619267.7631922,,1.2126091718673706,,427.1856456,,,1490.0
156,1779619293.7818277,1.1450275182724,,0.0008305704108364302,453.2046465,1.4857776165008545,,1500.0
157,1779619293.9743168,,1.1930608749389648,,453.3967142,,,1500.0
158,1779619295.8278463,,1.243003487586975,,455.2505917,,,1510.0
159,1779619297.6836596,,1.1984732151031494,,457.1068501,,,1520.0
160,1779619299.641521,,1.204237461090088,,459.0681837,,,1530.0
161,1779619301.5403821,,1.2412041425704956,,460.962731,,,1540.0
162,1779619303.358978,,1.221982717514038,,462.780822,,,1550.0
163,1779619305.407185,,1.2003077268600464,,464.8295544,,,1560.0
164,1779619307.2759995,,1.2344028949737549,,466.6983544,,,1570.0
165,1779619309.1460607,,1.231988787651062,,468.5694109,,,1580.0
166,1779619311.1768007,,1.178859829902649,,470.5986447,,,1590.0
167,1779619312.967725,,1.1946134567260742,,472.389569,,,1600.0
168,1779619314.896284,,1.1499303579330444,,474.3181281,,,1610.0
169,1779619316.8968675,,1.1967036724090576,,476.3191852,,,1620.0
170,1779619318.923669,,1.2038426399230957,,478.3458451,,,1630.0
171,1779619320.792965,,1.1941368579864502,,480.2148089,,,1640.0
172,1779619322.6570854,,1.214651107788086,,482.0794344,,,1650.0
173,1779619324.5763283,,1.1523241996765137,,483.9986775,,,1660.0
174,1779619326.6705663,,1.1936895847320557,,486.0937834,,,1670.0
175,1779619328.670155,,1.1997945308685303,,488.0923483,,,1680.0
176,1779619330.668077,,1.1540664434432983,,490.0899211,,,1690.0
177,1779619332.6666083,,1.1710618734359741,,492.0891461,,,1700.0
178,1779619334.6594827,,1.170400857925415,,494.0813266,,,1710.0
179,1779619336.65367,,1.1917898654937744,,496.0755142,,,1720.0
180,1779619338.491071,,1.1395560503005981,,497.9134187,,,1730.0
181,1779619340.396853,,1.1635615825653076,,499.8192318,,,1740.0
182,1779619366.098461,1.0974836349487305,,0.0007708228984017721,525.5211653,1.474421739578247,,1750.0
183,1779619366.2915287,,1.1743707656860352,,525.7138832,,,1750.0
184,1779619368.1467986,,1.1707515716552734,,527.5686425,,,1760.0
185,1779619369.9942572,,1.1660799980163574,,529.4161011,,,1770.0
186,1779619371.8495226,,1.1707545518875122,,531.2728296,,,1780.0
187,1779619373.7075932,,1.155857801437378,,533.1299132,,,1790.0
188,1779619375.5644817,,1.1804016828536987,,534.9868349,,,1800.0
189,1779619377.4229994,,1.1551556587219238,,536.8453484,,,1810.0
190,1779619379.2840366,,1.162532925605774,,538.7065417,,,1820.0
191,1779619381.1455653,,1.1501775979995728,,540.5680385,,,1830.0
192,1779619383.0097444,,1.1373395919799805,,542.4344682,,,1840.0
193,1779619384.8772347,,1.1710731983184814,,544.2990786,,,1850.0
194,1779619386.7403295,,1.1895420551300049,,546.1626952,,,1860.0
195,1779619388.6032088,,1.1704343557357788,,548.0265406,,,1870.0
196,1779619390.6031702,,1.179694652557373,,550.0302671,,,1880.0
197,1779619392.5026639,,1.1547075510025024,,551.9251144,,,1890.0
198,1779619394.3976274,,1.1397032737731934,,553.820345,,,1900.0
199,1779619396.292021,,1.140655517578125,,555.7143701,,,1910.0
200,1779619398.1888902,,1.1299312114715576,,557.6107342,,,1920.0
201,1779619400.0825992,,1.1564784049987793,,559.5052417,,,1930.0
202,1779619401.9800944,,1.1140916347503662,,561.4024429,,,1940.0
203,1779619403.8754008,,1.1293084621429443,,563.298291,,,1950.0
204,1779619405.775518,,1.1538136005401611,,565.1978686,,,1960.0
205,1779619407.67221,,1.1495274305343628,,567.0940539,,,1970.0
206,1779619409.5695493,,1.1366475820541382,,568.9918775,,,1980.0
207,1779619411.464251,,1.1458256244659424,,570.8860951,,,1990.0
208,1779619437.5243666,1.050724744796753,,0.0007054142744895884,596.9470751,1.4864857196807861,,2000.0
209,1779619437.7207894,,1.135035514831543,,597.1433823,,,2000.0
210,1779619439.6046689,,1.1371039152145386,,599.026513,,,2010.0
211,1779619441.4880736,,1.1122784614562988,,600.911319,,,2020.0
212,1779619443.380803,,1.1406632661819458,,602.8032447,,,2030.0
213,1779619445.2723339,,1.095720648765564,,604.6948462,,,2040.0
214,1779619447.1711183,,1.141191005706787,,606.5936104,,,2050.0
215,1779619449.0665786,,1.117530345916748,,608.4889639,,,2060.0
216,1779619450.964007,,1.1297554969787598,,610.3858508,,,2070.0
217,1779619452.8504105,,1.1410458087921143,,612.2777295,,,2080.0
218,1779619454.751396,,1.102027177810669,,614.1732398,,,2090.0
219,1779619456.6525977,,1.1262595653533936,,616.0750674,,,2100.0
220,1779619458.5486236,,1.1304171085357666,,617.9704675,,,2110.0
221,1779619460.4447672,,1.1314654350280762,,619.8671189,,,2120.0
222,1779619462.3384476,,1.12880277633667,,621.7608025,,,2130.0
223,1779619464.2340653,,1.092279076576233,,623.6559093,,,2140.0
224,1779619466.1355557,,1.095078945159912,,625.5578749,,,2150.0
225,1779619468.025167,,1.1190268993377686,,627.447011,,,2160.0
226,1779619469.919692,,1.123167634010315,,629.3415361,,,2170.0
227,1779619471.8191144,,1.092926263809204,,631.2415111,,,2180.0
228,1779619473.7185833,,1.1091952323913574,,633.1414111,,,2190.0
229,1779619475.768436,,1.0849480628967285,,635.1911511,,,2200.0
230,1779619477.7104328,,1.0890185832977295,,637.1380566,,,2210.0
231,1779619479.6524556,,1.1250734329223633,,639.0742996,,,2220.0
232,1779619481.5885825,,1.128846526145935,,641.0111329,,,2230.0
233,1779619483.530566,,1.098963975906372,,642.9529642,,,2240.0
234,1779619509.6791286,1.0042390823364258,,0.0006360213829156177,669.1019349,1.4864529371261597,,2250.0
235,1779619509.8706982,,1.0940954685211182,,669.2930453,,,2250.0
236,1779619511.709257,,1.1152927875518799,,671.131101,,,2260.0
237,1779619513.7419038,,1.0925554037094116,,673.1637478,,,2270.0
238,1779619515.6555614,,1.1081418991088867,,675.0779087,,,2280.0
239,1779619517.5743446,,1.090664029121399,,676.9961888,,,2290.0
240,1779619519.495596,,1.0986195802688599,,678.9179463,,,2300.0
241,1779619521.4125154,,1.094374179840088,,680.8382845,,,2310.0
242,1779619523.3366618,,1.1262961626052856,,682.7599357,,,2320.0
243,1779619525.2525427,,1.0886379480361938,,684.6750196,,,2330.0
244,1779619527.1724422,,1.0755834579467773,,686.5947942,,,2340.0
245,1779619529.0906873,,1.0768170356750488,,688.5162858,,,2350.0
246,1779619531.0163484,,1.0868711471557617,,690.4386981,,,2360.0
247,1779619532.9375918,,1.0748436450958252,,692.3599399,,,2370.0
248,1779619534.8561947,,1.0691509246826172,,694.2785448,,,2380.0
249,1779619536.776264,,1.0887987613677979,,696.1981079,,,2390.0
250,1779619538.6985807,,1.0386191606521606,,698.1204247,,,2400.0
251,1779619540.6165853,,1.0867664813995361,,700.0384293,,,2410.0
252,1779619542.5363235,,1.0603289604187012,,701.9601556,,,2420.0
253,1779619544.4583137,,1.0868408679962158,,703.8801578,,,2430.0
254,1779619546.3798668,,1.0614064931869507,,705.8024611,,,2440.0
255,1779619548.2983022,,1.0726747512817383,,707.720651,,,2450.0
256,1779619550.2134564,,1.0581434965133667,,709.6353003,,,2460.0
257,1779619552.1264558,,1.1048603057861328,,711.5566265,,,2470.0
258,1779619554.048227,,1.0541932582855225,,713.4755612,,,2480.0
259,1779619555.9740152,,1.0597285032272339,,715.3958592,,,2490.0
260,1779619582.3260016,0.9606737494468689,,0.000564423209907245,741.750566,1.5048120021820068,,2500.0
261,1779619582.5257382,,1.070167064666748,,741.9475822,,,2500.0
262,1779619584.439204,,1.0397430658340454,,743.8610482,,,2510.0
263,1779619586.3495977,,1.0787862539291382,,745.7718411,,,2520.0
264,1779619588.262503,,1.047853946685791,,747.6849025,,,2530.0
265,1779619590.1845953,,1.0686826705932617,,749.6064394,,,2540.0
266,1779619592.0967767,,1.0621263980865479,,751.519468,,,2550.0
267,1779619594.0117648,,1.0508601665496826,,753.4368665,,,2560.0
268,1779619595.925631,,1.056091547012329,,755.3510615,,,2570.0
269,1779619597.8456848,,1.0377097129821777,,757.2675288,,,2580.0
270,1779619599.7633002,,1.0370882749557495,,759.1851442,,,2590.0
271,1779619601.6805034,,1.0226963758468628,,761.1029781,,,2600.0
272,1779619603.5949986,,1.0842618942260742,,763.0200464,,,2610.0
273,1779619605.5078378,,1.0682710409164429,,764.9349538,,,2620.0
274,1779619607.4282758,,1.0702544450759888,,766.8510216,,,2630.0
275,1779619609.3382034,,1.0475116968154907,,768.7635003,,,2640.0
276,1779619611.2576993,,1.0415802001953125,,770.6795434000001,,,2650.0
277,1779619613.166262,,1.054803490638733,,772.5881061,,,2660.0
278,1779619615.0838032,,1.0623259544372559,,774.5056471,,,2670.0
279,1779619617.003493,,1.0403296947479248,,776.4258333,,,2680.0
280,1779619618.920181,,1.0302648544311523,,778.3427975,,,2690.0
281,1779619620.837572,,1.0414917469024658,,780.2599232,,,2700.0
282,1779619622.7528715,,1.037038803100586,,782.17522,,,2710.0
283,1779619624.6655667,,1.0479180812835693,,784.0884074,,,2720.0
284,1779619626.576565,,1.0281163454055786,,785.9984091,,,2730.0
285,1779619628.490145,,1.0341696739196777,,787.9125358,,,2740.0
286,1779619653.70071,0.9101383686065674,,0.0004924552772419723,813.1251052,1.5172866582870483,,2750.0
287,1779619653.887361,,1.025132656097412,,813.3092051,,,2750.0
288,1779619655.9429622,,1.0263012647628784,,815.3656762,,,2760.0
289,1779619657.827413,,1.0297616720199585,,817.2553913,,,2770.0
290,1779619659.7811687,,1.024425983428955,,819.203509,,,2780.0
291,1779619661.7158086,,1.0123016834259033,,821.1376524,,,2790.0
292,1779619663.6557343,,1.0389363765716553,,823.0781401,,,2800.0
293,1779619665.5917978,,1.0075087547302246,,825.0136418,,,2810.0
294,1779619667.5283456,,1.0128227472305298,,826.9501895,,,2820.0
295,1779619669.4671185,,1.012603521347046,,828.8889627,,,2830.0
296,1779619671.4020805,,1.0080689191818237,,830.8239244,,,2840.0
297,1779619673.3395777,,0.999459981918335,,832.7619403,,,2850.0
298,1779619675.2690978,,1.0088238716125488,,834.6977635,,,2860.0
299,1779619677.2087777,,1.0183027982711792,,836.6312192,,,2870.0
300,1779619679.1453674,,1.0185779333114624,,838.5672114,,,2880.0
301,1779619681.0834453,,1.0237557888031006,,840.5052892,,,2890.0
302,1779619683.022389,,1.0139975547790527,,842.4442329,,,2900.0
303,1779619684.964115,,1.0043867826461792,,844.385959,,,2910.0
304,1779619686.9028172,,1.0199776887893677,,846.3251681,,,2920.0
305,1779619688.8414483,,0.9984274506568909,,848.2638006,,,2930.0
306,1779619690.7721157,,1.01497220993042,,850.1959117,,,2940.0
307,1779619692.707802,,0.9867123365402222,,852.130156,,,2950.0
308,1779619694.642896,,0.9945172667503357,,854.0652499,,,2960.0
309,1779619696.5791597,,0.9857189655303955,,856.00151,,,2970.0
310,1779619698.5190527,,1.0045408010482788,,857.9415346,,,2980.0
311,1779619700.4511986,,1.0128681659698486,,859.876864,,,2990.0
312,1779619725.8197844,0.8644986152648926,,0.0004219625860160354,885.2421165,1.5440683364868164,,3000.0
313,1779619726.008393,,1.0031483173370361,,885.4313706,,,3000.0
314,1779619727.9846005,,0.9957662224769592,,887.4064447,,,3010.0
315,1779619729.8776362,,1.007621169090271,,889.2994802,,,3020.0
316,1779619731.7789297,,0.9889100790023804,,891.2007736,,,3030.0
317,1779619733.6843636,,0.991210401058197,,893.1067196,,,3040.0
318,1779619735.5948446,,1.0071189403533936,,895.0166886,,,3050.0
319,1779619737.5013406,,0.9920975565910339,,896.9237499,,,3060.0
320,1779619739.4018667,,0.997180700302124,,898.828304,,,3070.0
321,1779619741.312639,,0.9543577432632446,,900.7351523,,,3080.0
322,1779619743.2147596,,0.9938732385635376,,902.6375222,,,3090.0
323,1779619745.1228197,,1.0161032676696777,,904.5453151,,,3100.0
324,1779619747.0255384,,0.9868599772453308,,906.4490991,,,3110.0
325,1779619748.932076,,0.9665961861610413,,908.3539201,,,3120.0
326,1779619750.8404868,,0.9835482835769653,,910.2623307,,,3130.0
327,1779619752.745125,,0.9732496738433838,,912.166969,,,3140.0
328,1779619754.65765,,0.9749010801315308,,914.079494,,,3150.0
329,1779619756.5614865,,0.9453333616256714,,915.9833305,,,3160.0
330,1779619758.4722219,,0.9766525030136108,,917.8945825,,,3170.0
331,1779619760.381366,,0.9743788242340088,,919.8041262,,,3180.0
332,1779619762.2928567,,0.9433040618896484,,921.7152203,,,3190.0
333,1779619764.2057953,,0.9535777568817139,,923.6276393,,,3200.0
334,1779619766.117335,,0.9587820172309875,,925.5391791,,,3210.0
335,1779619768.0271225,,0.9718608856201172,,927.4494715,,,3220.0
336,1779619769.9384532,,0.9664913415908813,,929.3602972,,,3230.0
337,1779619771.8465934,,0.9533337354660034,,931.269158,,,3240.0
338,1779619798.0491412,0.8210413455963135,,0.00035475231739709885,957.4751333,1.5603843927383423,,3250.0
339,1779619798.248593,,0.9762281179428101,,957.6709378,,,3250.0
340,1779619800.1469843,,0.961717963218689,,959.5697115,,,3260.0
341,1779619802.0470488,,0.9732517600059509,,961.4688926,,,3270.0
342,1779619803.9520366,,0.9568492770195007,,963.3776193,,,3280.0
343,1779619805.8590086,,0.9633667469024658,,965.2818939,,,3290.0
344,1779619807.7629132,,0.9656203985214233,,967.1847573,,,3300.0
345,1779619809.6697552,,0.9107407927513123,,969.092609,,,3310.0
346,1779619811.576041,,0.972590446472168,,970.9986181,,,3320.0
347,1779619813.4809282,,0.9561256170272827,,972.9027722,,,3330.0
348,1779619815.3863776,,0.935481607913971,,974.8082214,,,3340.0
349,1779619817.2959938,,0.9521154165267944,,976.7183481,,,3350.0
350,1779619819.2004762,,0.9129560589790344,,978.623881,,,3360.0
351,1779619821.1063209,,0.977688729763031,,980.5281648,,,3370.0
352,1779619823.0155072,,0.9689799547195435,,982.437856,,,3380.0
353,1779619824.9203947,,0.9565849900245667,,984.3430038,,,3390.0
354,1779619826.8303459,,0.9470043182373047,,986.2521901,,,3400.0
355,1779619828.7364597,,0.9425668120384216,,988.1588126,,,3410.0
356,1779619830.6462314,,0.9286309480667114,,990.0685815,,,3420.0
357,1779619832.5493262,,0.9175093173980713,,991.9717654,,,3430.0
358,1779619834.454681,,0.9267511367797852,,993.8765248,,,3440.0
359,1779619836.362209,,0.937975287437439,,995.784053,,,3450.0
360,1779619838.2664,,0.9455273151397705,,997.6890249,,,3460.0
361,1779619840.17521,,0.9345802664756775,,999.5974097,,,3470.0
362,1779619842.0834916,,0.9501392841339111,,1001.50597,,,3480.0
363,1779619843.9869568,,0.9321997165679932,,1003.4132364,,,3490.0
364,1779619870.1385791,0.7807891368865967,,0.0002925475029450237,1029.5660851,1.5933650732040405,,3500.0
365,1779619870.3386114,,0.9288339614868164,,1029.7643441,,,3500.0
366,1779619872.2441375,,0.9077248573303223,,1031.6659814,,,3510.0
367,1779619874.1462443,,0.919371485710144,,1033.5680883,,,3520.0
368,1779619876.0463398,,0.9164300560951233,,1035.4681839,,,3530.0
369,1779619877.950915,,0.9493463635444641,,1037.3727591,,,3540.0
370,1779619879.8533425,,0.9587364196777344,,1039.2780938,,,3550.0
371,1779619881.7614934,,0.9051200747489929,,1041.1838712,,,3560.0
372,1779619883.6729789,,0.9359967708587646,,1043.0954258,,,3570.0
373,1779619885.57981,,0.9606982469558716,,1045.0020519,,,3580.0
374,1779619887.4903772,,0.9263663291931152,,1046.9130612,,,3590.0
375,1779619889.39375,,0.934746503829956,,1048.8155941,,,3600.0
376,1779619891.301146,,0.9095066785812378,,1050.7234235,,,3610.0
377,1779619893.2094579,,0.9325040578842163,,1052.631302,,,3620.0
378,1779619895.1118703,,0.9306372404098511,,1054.5337141,,,3630.0
379,1779619897.0158849,,0.9075795412063599,,1056.4381106,,,3640.0
380,1779619898.9233193,,0.9242157936096191,,1058.3451633,,,3650.0
381,1779619900.83129,,0.9083799719810486,,1060.2536871,,,3660.0
382,1779619902.73745,,0.9173830151557922,,1062.1599715,,,3670.0
383,1779619904.6468031,,0.9030089378356934,,1064.0691728,,,3680.0
384,1779619906.5522304,,0.9036909341812134,,1065.977797,,,3690.0
385,1779619908.4631968,,0.9159406423568726,,1067.8850407,,,3700.0
386,1779619910.3725312,,0.8950874209403992,,1069.7948805,,,3710.0
387,1779619912.2795296,,0.8835111856460571,,1071.7013734,,,3720.0
388,1779619914.1861744,,0.9133951663970947,,1073.6085495,,,3730.0
389,1779619916.0931668,,0.9024971127510071,,1075.5150109,,,3740.0
390,1779619942.2280068,0.7430317401885986,,0.00023694285222843113,1101.6546616,1.6123864650726318,,3750.0
391,1779619942.428705,,0.9057109355926514,,1101.8516939,,,3750.0
392,1779619944.3288512,,0.9038455486297607,,1103.7513131,,,3760.0
393,1779619946.2245023,,0.9136927723884583,,1105.6469166,,,3770.0
394,1779619948.1263661,,0.9011688828468323,,1107.5487321,,,3780.0
395,1779619950.0324836,,0.9016788005828857,,1109.4549373,,,3790.0
396,1779619951.933322,,0.9086186289787292,,1111.3558202,,,3800.0
397,1779619953.8380516,,0.8985845446586609,,1113.2598956,,,3810.0
