_step,_timestamp,train/loss,train/step_loss,lr,_runtime,val/loss,Sample Generation,iter
398,1779619955.7368505,,0.8985736966133118,,1115.1620694,,,3820.0
399,1779619957.6399648,,0.8764630556106567,,1117.0667434,,,3830.0
400,1779619959.549921,,0.8634549975395203,,1118.9717649,,,3840.0
401,1779619961.4519355,,0.8876489400863647,,1120.8795778,,,3850.0
402,1779619963.3637753,,0.9126323461532593,,1122.7856193,,,3860.0
403,1779619965.2767122,,0.9065306186676025,,1124.6991556,,,3870.0
404,1779619967.1859105,,0.910605788230896,,1126.6077546,,,3880.0
405,1779619969.197137,,0.8913684487342834,,1128.6195449,,,3890.0
406,1779619971.1798158,,0.8883407115936279,,1130.602181,,,3900.0
407,1779619973.1565797,,0.8916417360305786,,1132.5790294,,,3910.0
408,1779619975.1347122,,0.9092303514480591,,1134.5565562,,,3920.0
409,1779619977.1145327,,0.9146502017974854,,1136.5371009,,,3930.0
410,1779619979.0930138,,0.8466735482215881,,1138.5151963,,,3940.0
411,1779619981.0755897,,0.8851354122161865,,1140.4979392,,,3950.0
412,1779619983.0578518,,0.8617180585861206,,1142.4802034,,,3960.0
413,1779619985.0355787,,0.8781453967094421,,1144.4579283,,,3970.0
414,1779619987.0168295,,0.8980535268783569,,1146.4386735,,,3980.0
415,1779619988.9901257,,0.8798085451126099,,1148.4185859,,,3990.0
416,1779620015.068449,0.7125954627990723,,0.00018936387015941957,1174.4965485,1.6344478130340576,,4000.0
417,1779620015.268357,,0.8866857290267944,,1174.6911722,,,4000.0
418,1779620017.1477962,,0.861798107624054,,1176.5749345,,,4010.0
419,1779620019.0390906,,0.8707097172737122,,1178.4609347,,,4020.0
420,1779620020.9207711,,0.8811794519424438,,1180.3426151,,,4030.0
421,1779620022.809178,,0.8537217974662781,,1182.2315303,,,4040.0
422,1779620024.6945608,,0.8847200274467468,,1184.1169865,,,4050.0
423,1779620026.5848482,,0.8736435174942017,,1186.0066921,,,4060.0
424,1779620028.4791756,,0.8673579692840576,,1187.9017825,,,4070.0
425,1779620030.4927795,,0.885861873626709,,1189.9200175,,,4080.0
426,1779620032.5216339,,0.8595377206802368,,1191.9434779,,,4090.0
427,1779620034.5352283,,0.8835617899894714,,1193.958127,,,4100.0
428,1779620036.5533195,,0.8727201223373413,,1195.9759208,,,4110.0
429,1779620038.574423,,0.8671934604644775,,1197.996267,,,4120.0
430,1779620040.5923963,,0.862270176410675,,1200.0149028,,,4130.0
431,1779620042.6086748,,0.8824170827865601,,1202.0305189,,,4140.0
432,1779620044.626175,,0.8830779790878296,,1204.048019,,,4150.0
433,1779620046.6417809,,0.8696228861808777,,1206.0636248,,,4160.0
434,1779620048.654568,,0.8842858076095581,,1208.076412,,,4170.0
435,1779620050.527902,,0.8621879816055298,,1209.9514872,,,4180.0
436,1779620052.44589,,0.8513321876525879,,1211.8687285,,,4190.0
437,1779620054.2654154,,0.8828386664390564,,1213.6881288,,,4200.0
438,1779620056.0857298,,0.8694393038749695,,1215.5127435,,,4210.0
439,1779620058.020053,,0.8712307214736938,,1217.4418969,,,4220.0
440,1779620059.8750465,,0.8656672239303589,,1219.2977274,,,4230.0
441,1779620061.8855033,,0.8657454252243042,,1221.3110849,,,4240.0
442,1779620087.1610494,0.6826651692390442,,0.00015103031213214996,1246.5835709,1.6662559509277344,,4250.0
443,1779620087.3501198,,0.8691993951797485,,1246.7734735,,,4250.0
444,1779620089.2919173,,0.8525335192680359,,1248.7137612,,,4260.0
445,1779620091.324817,,0.8593143224716187,,1250.7475711,,,4270.0
446,1779620093.1320279,,0.8317897319793701,,1252.5538719,,,4280.0
447,1779620095.1433938,,0.8433018922805786,,1254.5652378,,,4290.0
448,1779620097.0347123,,0.8710277676582336,,1256.4565563,,,4300.0
449,1779620098.9315438,,0.8563741445541382,,1258.3539145,,,4310.0
450,1779620100.8268652,,0.8375672698020935,,1260.2497005,,,4320.0
451,1779620102.7280023,,0.8762951493263245,,1262.1498462,,,4330.0
452,1779620104.6270423,,0.867681622505188,,1264.0488864,,,4340.0
453,1779620106.525588,,0.8711985349655151,,1265.947432,,,4350.0
454,1779620108.64634,,0.8688530921936035,,1268.0686747,,,4360.0
455,1779620110.7275894,,0.8604544997215271,,1270.1499379,,,4370.0
456,1779620112.8085623,,0.8596769571304321,,1272.2310816,,,4380.0
457,1779620114.8909261,,0.8525993824005127,,1274.3132762,,,4390.0
458,1779620116.7757816,,0.8425984382629395,,1276.1982077,,,4400.0
459,1779620118.7808547,,0.8531401753425598,,1278.2031044,,,4410.0
460,1779620120.6005425,,0.8547655344009399,,1280.0274396,,,4420.0
461,1779620122.6555214,,0.8407914042472839,,1282.0778708,,,4430.0
462,1779620124.589173,,0.8433347940444946,,1284.0115211,,,4440.0
463,1779620126.5233123,,0.8552852869033813,,1285.9459214,,,4450.0
464,1779620128.4639657,,0.8590494394302368,,1287.8863128,,,4460.0
465,1779620130.4078705,,0.8326594829559326,,1289.8302226,,,4470.0
466,1779620132.350314,,0.8546825647354126,,1291.7726311,,,4480.0
467,1779620134.2892,,0.8381966948509216,,1293.7110441,,,4490.0
468,1779620160.8201869,0.660409688949585,,0.00012292491384519912,1320.2427508,1.669185757637024,,4500.0
469,1779620161.0237718,,0.8733630180358887,,1320.4456157,,,4500.0
470,1779620162.9791174,,0.8435649871826172,,1322.4009612,,,4510.0
471,1779620164.9403973,,0.839332103729248,,1324.3627983,,,4520.0
472,1779620166.9007835,,0.8520592451095581,,1326.324289,,,4530.0
473,1779620168.8698187,,0.8392409086227417,,1328.2928364,,,4540.0
474,1779620170.8327117,,0.8300513029098511,,1330.2550625,,,4550.0
475,1779620172.7927272,,0.8404445052146912,,1332.2150802,,,4560.0
476,1779620174.7550766,,0.845491349697113,,1334.1769207,,,4570.0
477,1779620176.7139564,,0.8459527492523193,,1336.1364667,,,4580.0
478,1779620178.6723185,,0.8577463030815125,,1338.0946434,,,4590.0
479,1779620180.6333556,,0.8395398855209351,,1340.0557035,,,4600.0
480,1779620182.591199,,0.8361384868621826,,1342.013043,,,4610.0
481,1779620184.5506861,,0.846269965171814,,1343.9737568,,,4620.0
482,1779620186.5178628,,0.8007882237434387,,1345.9402378,,,4630.0
483,1779620188.4759955,,0.8263074159622192,,1347.8983472,,,4640.0
484,1779620190.4410493,,0.8560790419578552,,1349.8648312,,,4650.0
485,1779620192.4094243,,0.865510880947113,,1351.8318577,,,4660.0
486,1779620194.374145,,0.8233564496040344,,1353.7968965,,,4670.0
487,1779620196.335865,,0.8544764518737793,,1355.758271,,,4680.0
488,1779620198.2979913,,0.8440526723861694,,1357.7208278,,,4690.0
489,1779620200.2654889,,0.8370737433433533,,1359.688044,,,4700.0
490,1779620202.22508,,0.8296341896057129,,1361.6475016,,,4710.0
491,1779620204.1857243,,0.856453537940979,,1363.6127645,,,4720.0
492,1779620206.1471174,,0.8127240538597107,,1365.5703306,,,4730.0
493,1779620208.1061733,,0.8407026529312134,,1367.5286153,,,4740.0
494,1779620234.0446367,0.6415668725967407,,0.00010576819746349742,1393.4672746,1.6862040758132935,,4750.0
495,1779620234.2340705,,0.8148813247680664,,1393.6572116,,,4750.0
496,1779620236.078655,,0.8425167798995972,,1395.501199,,,4760.0
497,1779620238.0699446,,0.8385164737701416,,1397.4926401,,,4770.0
498,1779620239.9910522,,0.8044683337211609,,1399.4189163,,,4780.0
499,1779620241.9242892,,0.8300480246543884,,1401.3472704,,,4790.0
500,1779620243.853006,,0.8412186503410339,,1403.2772378,,,4800.0
501,1779620245.786938,,0.8192205429077148,,1405.2093622,,,4810.0
502,1779620247.7211251,,0.8199859857559204,,1407.1435892,,,4820.0
503,1779620249.649739,,0.8341039419174194,,1409.0720912,,,4830.0
504,1779620251.5820227,,0.8196070194244385,,1411.0043736,,,4840.0
505,1779620253.51807,,0.8048498630523682,,1412.9404406,,,4850.0
506,1779620255.454485,,0.842195451259613,,1414.8769785,,,4860.0
507,1779620257.3888552,,0.8329036235809326,,1416.8112051,,,4870.0
508,1779620259.3229387,,0.8285943865776062,,1418.7453124,,,4880.0
509,1779620261.25942,,0.8087737560272217,,1420.6818026,,,4890.0
510,1779620263.1947637,,0.8138350248336792,,1422.6166078,,,4900.0
511,1779620265.133641,,0.8461251258850098,,1424.556049,,,4910.0
512,1779620267.066916,,0.8183304071426392,,1426.489273,,,4920.0
513,1779620269.002184,,0.8315907120704651,,1428.4243984,,,4930.0
514,1779620270.9383023,,0.8050647377967834,,1430.3610074,,,4940.0
515,1779620272.87805,,0.8302686214447021,,1432.3004016,,,4950.0
516,1779620274.8134687,,0.8137503266334534,,1434.2358194,,,4960.0
517,1779620276.7523274,,0.8064301013946533,,1436.1741713,,,4970.0
518,1779620278.6878233,,0.8392004370689392,,1438.1104553,,,4980.0
519,1779620280.6263077,,0.8105657696723938,,1440.048892,,,4990.0
520,1779620306.4865484,0.6272647976875305,,0.0001,1465.91369,1.7031036615371704,,5000.0
521,1779620306.683312,,0.8350892066955566,,1466.1056617,,,5000.0
522,1779620307.2359948,,,,1466.6587438,,"{'path': 'media/html/Sample Generation_522_d1e314a0968fef16318a.html', 'size': 272, '_type': 'html-file', 'sha256': 'd1e314a0968fef16318aeea1d200343b9b8a8f3f517d0babbe2c65f0b74409b8'}",
