_runtime,_timestamp,train/loss,Sample Generation,_step,lr,iter,val/loss,train/step_loss
232.1676805,1779612097.032979,,,85,,810.0,,1.4320743083953857
233.9749461,1779612098.839867,,,86,,820.0,,1.3470983505249023
235.7865948,1779612100.652399,,,87,,830.0,,1.362941026687622
237.5898818,1779612102.4556859,,,88,,840.0,,1.3732563257217407
239.4057142,1779612104.270993,,,89,,850.0,,1.3663768768310547
241.2143113,1779612106.0801156,,,90,,860.0,,1.3627066612243652
243.0291161,1779612107.89492,,,91,,870.0,,1.3537043333053589
244.8455777,1779612109.7108781,,,92,,880.0,,1.3418186902999878
246.658024,1779612111.5238283,,,93,,890.0,,1.362112283706665
248.4684018,1779612113.333656,,,94,,900.0,,1.3774712085723877
250.2811048,1779612115.1466074,,,95,,910.0,,1.3545476198196411
252.0841356,1779612116.9499397,,,96,,920.0,,1.3496068716049194
253.8867464,1779612118.7520359,,,97,,930.0,,1.3555797338485718
255.6989216,1779612120.5643702,,,98,,940.0,,1.322682499885559
257.5047447,1779612122.3701642,,,99,,950.0,,1.3370170593261719
259.3198563,1779612124.1841557,,,100,,960.0,,1.321182131767273
261.1404802,1779612126.005278,,,101,,970.0,,1.340507984161377
262.9528319,1779612127.818168,,,102,,980.0,,1.2963018417358398
264.7664686,1779612129.6317682,,,103,,990.0,,1.3129425048828125
288.647423,1779612153.5094206,1.2572829723358154,,104,0.0009271396472013282,1000.0,1.50321626663208,
288.8099619,1779612153.6752427,,,105,,1000.0,,1.3250118494033813
290.6092567,1779612155.474253,,,106,,1010.0,,1.317540168762207
292.3151122,1779612157.1809165,,,107,,1020.0,,1.3001130819320679
294.0206198,1779612158.886424,,,108,,1030.0,,1.3490252494812012
295.9657563,1779612160.8315604,,,109,,1040.0,,1.333869457244873
297.7579967,1779612162.6238008,,,110,,1050.0,,1.2982218265533447
299.5083922,1779612164.3731942,,,111,,1060.0,,1.3060832023620605
301.3081226,1779612166.1731215,,,112,,1070.0,,1.2798322439193726
303.1123388,1779612167.9757786,,,113,,1080.0,,1.3163427114486694
304.9117607,1779612169.777036,,,114,,1090.0,,1.2866638898849487
306.7195657,1779612171.5853698,,,115,,1100.0,,1.3322978019714355
308.5205083,1779612173.3863125,,,116,,1110.0,,1.309598445892334
310.3191704,1779612175.1844692,,,117,,1120.0,,1.2751328945159912
312.1233693,1779612176.9891734,,,118,,1130.0,,1.3047535419464111
313.9258035,1779612178.7911017,,,119,,1140.0,,1.3076629638671875
315.737038,1779612180.6024754,,,120,,1150.0,,1.2774330377578735
317.5440257,1779612182.4098299,,,121,,1160.0,,1.3033249378204346
319.3571614,1779612184.2229655,,,122,,1170.0,,1.2821520566940308
321.1623246,1779612186.0281289,,,123,,1180.0,,1.2814629077911377
322.9747769,1779612187.839371,,,124,,1190.0,,1.2767112255096436
324.7835994,1779612189.6483834,,,125,,1200.0,,1.2651159763336182
326.5981214,1779612191.4606433,,,126,,1210.0,,1.2237664461135864
328.4108556,1779612193.276022,,,127,,1220.0,,1.2640738487243652
330.2193451,1779612195.0846198,,,128,,1230.0,,1.2648301124572754
332.02167,1779612196.886755,,,129,,1240.0,,1.2942779064178467
355.9371869,1779612220.8013186,1.195975422859192,,130,0.000883125098683892,1250.0,1.490260124206543,
356.1313354,1779612220.9957564,,,131,,1250.0,,1.2628827095031738
357.9794726,1779612222.8447716,,,132,,1260.0,,1.2612051963806152
359.8196767,1779612224.6849759,,,133,,1270.0,,1.2450222969055176
361.6641959,1779612226.5294414,,,134,,1280.0,,1.2564246654510498
363.4999487,1779612228.365753,,,135,,1290.0,,1.249030590057373
365.3268486,1779612230.1926527,,,136,,1300.0,,1.231624960899353
367.1679065,1779612232.0334063,,,137,,1310.0,,1.2598557472229004
369.0046473,1779612233.8696773,,,138,,1320.0,,1.261002779006958
370.8425535,1779612235.707733,,,139,,1330.0,,1.2491133213043213
372.6752175,1779612237.5410216,,,140,,1340.0,,1.2538224458694458
374.5133013,1779612239.378447,,,141,,1350.0,,1.2632609605789185
376.3483852,1779612241.2141893,,,142,,1360.0,,1.2507332563400269
378.1831402,1779612243.0474854,,,143,,1370.0,,1.240017056465149
379.9027396,1779612244.7685437,,,144,,1380.0,,1.2310601472854614
381.7031975,1779612246.5683825,,,145,,1390.0,,1.257938265800476
383.448152,1779612248.3135314,,,146,,1400.0,,1.2371094226837158
385.1962818,1779612250.0611453,,,147,,1410.0,,1.2278501987457275
386.9397136,1779612251.8049815,,,148,,1420.0,,1.2621405124664307
388.695379,1779612253.5606787,,,149,,1430.0,,1.235369086265564
390.4467623,1779612255.3125665,,,150,,1440.0,,1.233649730682373
392.2012091,1779612257.0660098,,,151,,1450.0,,1.2330114841461182
393.9559054,1779612258.8167748,,,152,,1460.0,,1.2115113735198975
395.7086575,1779612260.5738587,,,153,,1470.0,,1.22532320022583
397.4648818,1779612262.329813,,,154,,1480.0,,1.2478139400482178
399.3606633,1779612264.2259634,,,155,,1490.0,,1.2126576900482178
423.3928291,1779612288.2581522,1.1412241458892822,,156,0.0008305704108364302,1500.0,1.4790687561035156,
423.5791215,1779612288.4433815,,,157,,1500.0,,1.1865839958190918
425.3507983,1779612290.2160892,,,158,,1510.0,,1.2373559474945068
427.1197394,1779612291.9846947,,,159,,1520.0,,1.1985517740249634
428.8906879,1779612293.7559154,,,160,,1530.0,,1.1984962224960327
430.6694372,1779612295.5306234,,,161,,1540.0,,1.2341499328613281
432.4364038,1779612297.302208,,,162,,1550.0,,1.2217142581939697
434.207977,1779612299.0733218,,,163,,1560.0,,1.1934943199157715
435.9824942,1779612300.8482985,,,164,,1570.0,,1.2386797666549683
437.7542903,1779612302.6195898,,,165,,1580.0,,1.2346495389938354
439.5306519,1779612304.3964562,,,166,,1590.0,,1.1684356927871704
441.3083132,1779612306.1734347,,,167,,1600.0,,1.1871848106384277
443.0820979,1779612307.947394,,,168,,1610.0,,1.1465098857879639
444.8815929,1779612309.7473972,,,169,,1620.0,,1.1894714832305908
446.6779818,1779612311.543786,,,170,,1630.0,,1.195739507675171
448.4744471,1779612313.3402514,,,171,,1640.0,,1.1872555017471313
450.2713245,1779612315.1366246,,,172,,1650.0,,1.2112395763397217
452.0693731,1779612316.9346604,,,173,,1660.0,,1.1463351249694824
453.8621776,1779612318.7279818,,,174,,1670.0,,1.1866682767868042
455.653606,1779612320.5185044,,,175,,1680.0,,1.1972999572753906
457.4482917,1779612322.3126261,,,176,,1690.0,,1.145164132118225
459.2447925,1779612324.110173,,,177,,1700.0,,1.1675933599472046
461.0348446,1779612325.9000995,,,178,,1710.0,,1.1665623188018799
462.8232395,1779612327.6880145,,,179,,1720.0,,1.1852995157241821
464.6113285,1779612329.4766235,,,180,,1730.0,,1.133270502090454
466.405397,1779612331.2706954,,,181,,1740.0,,1.15703547000885
490.4713386,1779612355.3366382,1.0896775722503662,,182,0.0007708228984017721,1750.0,1.4727565050125122,
490.654367,1779612355.5201712,,,183,,1750.0,,1.1656264066696167
492.4033011,1779612357.2687645,,,184,,1760.0,,1.1609675884246826
494.1542851,1779612359.0168612,,,185,,1770.0,,1.1545202732086182
495.911335,1779612360.7771392,,,186,,1780.0,,1.1630592346191406
497.6620557,1779612362.52786,,,187,,1790.0,,1.148176670074463
499.41252,1779612364.277693,,,188,,1800.0,,1.1725950241088867
501.1639342,1779612366.0297384,,,189,,1810.0,,1.157169222831726
502.9179996,1779612367.7832978,,,190,,1820.0,,1.1575673818588257
504.6723822,1779612369.5352159,,,191,,1830.0,,1.146425485610962
506.431606,1779612371.2969055,,,192,,1840.0,,1.1272810697555542
508.1907446,1779612373.0503023,,,193,,1850.0,,1.167641043663025
510.0277449,1779612374.8928554,,,194,,1860.0,,1.1810117959976196
511.893454,1779612376.7562108,,,195,,1870.0,,1.1696219444274902
513.7572798,1779612378.622574,,,196,,1880.0,,1.174788236618042
515.5219333,1779612380.3877375,,,197,,1890.0,,1.158928394317627
517.343381,1779612382.2083557,,,198,,1900.0,,1.1371371746063232
519.1773666,1779612384.0422134,,,199,,1910.0,,1.1351839303970337
521.113273,1779612385.9785724,,,200,,1920.0,,1.121633768081665
522.8766356,1779612387.741932,,,201,,1930.0,,1.142368197441101
524.7623211,1779612389.6276069,,,202,,1940.0,,1.1142237186431885
526.6419532,1779612391.5049405,,,203,,1950.0,,1.1272845268249512
528.5195912,1779612393.3847432,,,204,,1960.0,,1.1511855125427246
530.4018395,1779612395.2667983,,,205,,1970.0,,1.1371469497680664
532.2836062,1779612397.1487541,,,206,,1980.0,,1.13093101978302
534.1619993,1779612399.0270884,,,207,,1990.0,,1.1323113441467285
557.9019838,1779612422.766788,1.046022891998291,,208,0.0007054142744895884,2000.0,1.476396918296814,
558.0803094,1779612422.9455366,,,209,,2000.0,,1.1271547079086304
560.0075887,1779612424.8730135,,,210,,2010.0,,1.1336795091629028
561.9751992,1779612426.840498,,,211,,2020.0,,1.1144803762435913
563.8473305,1779612428.7126267,,,212,,2030.0,,1.1346409320831299
565.6955872,1779612430.558839,,,213,,2040.0,,1.0903024673461914
567.4795364,1779612432.3444817,,,214,,2050.0,,1.131036400794983
569.2688856,1779612434.1346898,,,215,,2060.0,,1.120443344116211
571.0566815,1779612435.9217849,,,216,,2070.0,,1.123368263244629
572.8489222,1779612437.709514,,,217,,2080.0,,1.1310020685195923
574.6413448,1779612439.5066097,,,218,,2090.0,,1.0890676975250244
576.4330305,1779612441.2988348,,,219,,2100.0,,1.1176637411117554
578.2193629,1779612443.0845735,,,220,,2110.0,,1.1252150535583496
580.007136,1779612444.872444,,,221,,2120.0,,1.1232470273971558
581.7985114,1779612446.6643157,,,222,,2130.0,,1.1267898082733154
583.7459094,1779612448.6112072,,,223,,2140.0,,1.0897635221481323
585.7244117,1779612450.5894861,,,224,,2150.0,,1.098586082458496
587.5035394,1779612452.368711,,,225,,2160.0,,1.112938404083252
589.3234765,1779612454.1883771,,,226,,2170.0,,1.1159300804138184
591.0636528,1779612455.92867,,,227,,2180.0,,1.0904347896575928
592.9842561,1779612457.8484533,,,228,,2190.0,,1.1023775339126587
594.8338162,1779612459.6943498,,,229,,2200.0,,1.070385217666626
596.6781802,1779612461.5427597,,,230,,2210.0,,1.0852421522140503
598.5228608,1779612463.388117,,,231,,2220.0,,1.1158170700073242
600.3689815,1779612465.230161,,,232,,2230.0,,1.123648762702942
602.2087054,1779612467.074005,,,233,,2240.0,,1.08604896068573
626.1406813,1779612491.0058434,0.9978154897689819,,234,0.0006360213829156177,2250.0,1.4919694662094116,
626.3325624,1779612491.1952822,,,235,,2250.0,,1.0830562114715576
628.1423172,1779612493.0073593,,,236,,2260.0,,1.1041438579559326
629.9448547,1779612494.8058107,,,237,,2270.0,,1.0814437866210938
631.7514718,1779612496.611897,,,238,,2280.0,,1.09987211227417
633.5597656,1779612498.423886,,,239,,2290.0,,1.0772420167922974
635.3617939,1779612500.2275982,,,240,,2300.0,,1.089584231376648
637.1694329,1779612502.0347323,,,241,,2310.0,,1.0846295356750488
638.9794342,1779612503.8452382,,,242,,2320.0,,1.108797311782837
640.7833633,1779612505.6486626,,,243,,2330.0,,1.090120553970337
642.597236,1779612507.4626513,,,244,,2340.0,,1.064408302307129
644.4069347,1779612509.2721987,,,245,,2350.0,,1.0753425359725952
646.2184425,1779612511.0839262,,,246,,2360.0,,1.0761579275131226
648.030381,1779612512.89416,,,247,,2370.0,,1.0678553581237793
649.836633,1779612514.7018852,,,248,,2380.0,,1.063350796699524
651.6487662,1779612516.5145705,,,249,,2390.0,,1.0843119621276855
653.4562003,1779612518.3216944,,,250,,2400.0,,1.0294691324234009
655.2715853,1779612520.1373897,,,251,,2410.0,,1.0771983861923218
657.0777413,1779612521.9430025,,,252,,2420.0,,1.0519808530807495
658.8903101,1779612523.7502208,,,253,,2430.0,,1.0789698362350464
660.6973845,1779612525.5623336,,,254,,2440.0,,1.0578213930130005
662.5094435,1779612527.3752477,,,255,,2450.0,,1.0589632987976074
664.3163861,1779612529.1810122,,,256,,2460.0,,1.0444079637527466
666.1298838,1779612530.995688,,,257,,2470.0,,1.089430570602417
667.938649,1779612532.8037882,,,258,,2480.0,,1.061350703239441
669.7513568,1779612534.6166086,,,259,,2490.0,,1.0400183200836182
693.9381575,1779612558.8033087,0.9511860609054565,,260,0.000564423209907245,2500.0,1.5087876319885254,
694.1232206,1779612558.9890249,,,261,,2500.0,,1.0618171691894531
695.9044073,1779612560.7696927,,,262,,2510.0,,1.0206421613693237
697.6859263,1779612562.5517304,,,263,,2520.0,,1.0642077922821045
699.4714773,1779612564.3311825,,,264,,2530.0,,1.0363786220550537
701.256326,1779612566.1221302,,,265,,2540.0,,1.0574719905853271
703.0363095,1779612567.9012444,,,266,,2550.0,,1.044403314590454
704.8215134,1779612569.6868114,,,267,,2560.0,,1.0405676364898682
706.6025838,1779612571.4673562,,,268,,2570.0,,1.049509882926941
708.387797,1779612573.2536013,,,269,,2580.0,,1.0469729900360107
710.1775273,1779612575.0428262,,,270,,2590.0,,1.0235512256622314
711.9633318,1779612576.829136,,,271,,2600.0,,1.018938660621643
713.7480511,1779612578.6133351,,,272,,2610.0,,1.0690075159072876
715.5317075,1779612580.3913662,,,273,,2620.0,,1.0584311485290527
717.3209017,1779612582.186202,,,274,,2630.0,,1.0548174381256104
719.107884,1779612583.9731102,,,275,,2640.0,,1.0344008207321167
720.8917541,1779612585.7569482,,,276,,2650.0,,1.0319466590881348
722.6780567,1779612587.5434232,,,277,,2660.0,,1.0380269289016724
724.4702084,1779612589.3306608,,,278,,2670.0,,1.051181435585022
726.2592938,1779612591.1246457,,,279,,2680.0,,1.0279732942581177
728.0471386,1779612592.9125166,,,280,,2690.0,,1.0238572359085083
729.8404269,1779612594.706231,,,281,,2700.0,,1.0284295082092285
731.6317703,1779612596.4943004,,,282,,2710.0,,1.033919095993042
733.4222008,1779612598.2874835,,,283,,2720.0,,1.0298994779586792
735.2196935,1779612600.0849917,,,284,,2730.0,,1.0203303098678589
737.0840712,1779612601.9487014,,,285,,2740.0,,1.020933747291565
760.9134096,1779612625.779214,0.8962724804878235,,286,0.0004924552772419723,2750.0,1.5200161933898926,
761.0947694,1779612625.9602199,,,287,,2750.0,,1.0157256126403809
762.9906991,1779612627.8511786,,,288,,2760.0,,1.009889006614685
764.7495052,1779612629.6147697,,,289,,2770.0,,1.0186299085617065
766.6834851,1779612631.5487862,,,290,,2780.0,,1.011073112487793
768.4570127,1779612633.322817,,,291,,2790.0,,1.0002225637435913
770.3035962,1779612635.1694002,,,292,,2800.0,,1.021235466003418
772.2657083,1779612637.1296742,,,293,,2810.0,,0.9999083280563354
774.0429523,1779612638.906138,,,294,,2820.0,,1.0013740062713623
775.7466704,1779612640.6090033,,,295,,2830.0,,0.999527096748352
777.6960529,1779612642.5613499,,,296,,2840.0,,0.9892810583114624
779.4575381,1779612644.3228755,,,297,,2850.0,,0.9960867166519165
781.3077033,1779612646.1723452,,,298,,2860.0,,0.990898072719574
783.1540052,1779612648.019293,,,299,,2870.0,,1.0072544813156128
784.9978614,1779612649.86289,,,300,,2880.0,,1.00572669506073
786.8432311,1779612651.7085307,,,301,,2890.0,,1.009142518043518
788.689829,1779612653.5550337,,,302,,2900.0,,0.9954873919487
790.5288578,1779612655.389729,,,303,,2910.0,,0.9916669130325317
792.3657093,1779612657.2315135,,,304,,2920.0,,1.0032248497009277
794.2092671,1779612659.074472,,,305,,2930.0,,0.9896597862243652
796.0512905,1779612660.9156852,,,306,,2940.0,,1.0122344493865967
797.8982747,1779612662.759834,,,307,,2950.0,,0.9745023250579834
799.7450863,1779612664.6085052,,,308,,2960.0,,0.9864153861999512
801.584857,1779612666.4506612,,,309,,2970.0,,0.9707750082015991
803.4271921,1779612668.291936,,,310,,2980.0,,0.9948614835739136
805.2728012,1779612670.1350005,,,311,,2990.0,,1.0026495456695557
829.8798639,1779612694.7441068,0.850312352180481,,312,0.0004219625860160354,3000.0,1.5385067462921143,
830.047122,1779612694.912364,,,313,,3000.0,,0.9928207397460938
831.8690514,1779612696.733941,,,314,,3010.0,,0.9729372262954712
833.7621235,1779612698.6274152,,,315,,3020.0,,0.9880772829055786
835.7146452,1779612700.5768924,,,316,,3030.0,,0.9814020395278931
837.4040606,1779612702.2690625,,,317,,3040.0,,0.9858909845352173
839.2048968,1779612704.0701964,,,318,,3050.0,,1.0040727853775024
841.0051319,1779612705.8709362,,,319,,3060.0,,0.9763460159301758
842.8059101,1779612707.6712112,,,320,,3070.0,,0.9680031538009644
844.6036424,1779612709.4694467,,,321,,3080.0,,0.9400510787963867
846.4034019,1779612711.269206,,,322,,3090.0,,0.9722374677658081
848.2035144,1779612713.068714,,,323,,3100.0,,1.0111374855041504
850.0062702,1779612714.87091,,,324,,3110.0,,0.9694870114326477
851.8017448,1779612716.6665866,,,325,,3120.0,,0.9548482298851013
853.6021503,1779612718.4670355,,,326,,3130.0,,0.9730198383331299
855.5141333,1779612720.379432,,,327,,3140.0,,0.96286940574646
857.3100188,1779612722.1753173,,,328,,3150.0,,0.9666990637779236
859.1082501,1779612723.9731572,,,329,,3160.0,,0.9344071745872498
860.902896,1779612725.7687001,,,330,,3170.0,,0.9644052386283875
862.7001919,1779612727.5646472,,,331,,3180.0,,0.9627330899238586
864.5017169,1779612729.367521,,,332,,3190.0,,0.9350202679634094
866.3008297,1779612731.165582,,,333,,3200.0,,0.9411953687667847
868.1034881,1779612732.9692924,,,334,,3210.0,,0.9345448017120361
869.9565787,1779612734.822383,,,335,,3220.0,,0.9577168226242065
871.8711091,1779612736.7369134,,,336,,3230.0,,0.9564276933670044
873.7188732,1779612738.5841694,,,337,,3240.0,,0.9524634480476379
898.1061762,1779612762.9712176,0.8055551052093506,,338,0.00035475231739709885,3250.0,1.5693044662475586,
898.2905801,1779612763.1513023,,,339,,3250.0,,0.9611997604370117
900.0621229,1779612764.927927,,,340,,3260.0,,0.9491339921951294
901.8330379,1779612766.698842,,,341,,3270.0,,0.9640708565711975
903.6032924,1779612768.4684167,,,342,,3280.0,,0.9429671764373779
905.3740062,1779612770.235925,,,343,,3290.0,,0.9436254501342773
907.1407454,1779612772.0060105,,,344,,3300.0,,0.9537020325660706
908.9161246,1779612773.7812932,,,345,,3310.0,,0.8978488445281982
910.6839098,1779612775.548374,,,346,,3320.0,,0.9514172077178955
912.4553156,1779612777.320326,,,347,,3330.0,,0.9388678669929504
914.2804115,1779612779.1462157,,,348,,3340.0,,0.9208288192749023
916.1934717,1779612781.0539377,,,349,,3350.0,,0.9431056976318359
918.1036156,1779612782.9694197,,,350,,3360.0,,0.8927186727523804
920.0055436,1779612784.8705454,,,351,,3370.0,,0.9662175178527832
921.9081688,1779612786.7732337,,,352,,3380.0,,0.9507451057434082
923.8104585,1779612788.6726627,,,353,,3390.0,,0.9411263465881348
925.5753558,1779612790.4389513,,,354,,3400.0,,0.9417805671691895
927.3076322,1779612792.172896,,,355,,3410.0,,0.9296361207962036
929.0887485,1779612793.954033,,,356,,3420.0,,0.9207083582878113
930.9678773,1779612795.8336813,,,357,,3430.0,,0.9028834104537964
932.7781057,1779612797.64391,,,358,,3440.0,,0.9122562408447266
934.5896099,1779612799.4548986,,,359,,3450.0,,0.9291629195213318
936.4009914,1779612801.2667956,,,360,,3460.0,,0.931776225566864
938.2097259,1779612803.0750253,,,361,,3470.0,,0.9180796146392822
940.0199551,1779612804.885759,,,362,,3480.0,,0.9352625012397766
941.8261002,1779612806.6913466,,,363,,3490.0,,0.9248095750808716
965.9920246,1779612830.8529372,0.7604482769966125,,364,0.0002925475029450237,3500.0,1.596706509590149,
966.1769186,1779612831.0427227,,,365,,3500.0,,0.9182711839675903
967.94664,1779612832.8124442,,,366,,3510.0,,0.892026424407959
969.7194934,1779612834.5845335,,,367,,3520.0,,0.9066249132156372
971.4948876,1779612836.3591866,,,368,,3530.0,,0.9152060151100159
973.268992,1779612838.1342804,,,369,,3540.0,,0.9414015412330627
975.0480993,1779612839.9134734,,,370,,3550.0,,0.9384182691574097
976.8235944,1779612841.6893985,,,371,,3560.0,,0.9014754295349121
978.7304137,1779612843.5957143,,,372,,3570.0,,0.9202276468276978
980.5305344,1779612845.3957279,,,373,,3580.0,,0.9479532241821289
982.3308859,1779612847.193853,,,374,,3590.0,,0.9120656251907349
984.1282373,1779612848.9919457,,,375,,3600.0,,0.9244462847709656
985.9296506,1779612850.7949507,,,376,,3610.0,,0.8949302434921265
987.7333502,1779612852.5991545,,,377,,3620.0,,0.9256445169448853
989.5418198,1779612854.407624,,,378,,3630.0,,0.9153278470039368
991.3440265,1779612856.2088594,,,379,,3640.0,,0.8914209604263306
993.2322815,1779612858.0974917,,,380,,3650.0,,0.9107155799865723
995.0172983,1779612859.8831024,,,381,,3660.0,,0.8937146663665771
996.7980141,1779612861.6632814,,,382,,3670.0,,0.9058718681335449
998.5795228,1779612863.4448204,,,383,,3680.0,,0.8930357694625854
1000.3587686,1779612865.223572,,,384,,3690.0,,0.8959020376205444
1002.1438353,1779612867.0089114,,,385,,3700.0,,0.9017865657806396
1003.9256724,1779612868.7907908,,,386,,3710.0,,0.8789652585983276
1005.7114202,1779612870.5772245,,,387,,3720.0,,0.8663631677627563
1007.4933896,1779612872.3586872,,,388,,3730.0,,0.9062819480895996
1009.2771368,1779612874.142941,,,389,,3740.0,,0.8842673897743225
1033.4638589,1779612898.328669,0.7236557006835938,,390,0.00023694285222843113,3750.0,1.6123629808425903,
1033.6402922,1779612898.5053883,,,391,,3750.0,,0.8849974870681763
1035.4937475,1779612900.3590047,,,392,,3760.0,,0.8924461007118225
1037.3562558,1779612902.2215285,,,393,,3770.0,,0.8993419408798218
1039.2232338,1779612904.0883367,,,394,,3780.0,,0.8648505210876465
1041.0390747,1779612905.9041064,,,395,,3790.0,,0.8850911855697632
1042.8243626,1779612907.6891778,,,396,,3800.0,,0.8820719718933105
1044.6084365,1779612909.4732904,,,397,,3810.0,,0.8810375928878784
