train/loss,lr,_timestamp,iter,_step,train/step_loss,_runtime,val/loss,Sample Generation
,,1779558174.589072,1830.0,191,3.2892208099365234,391.8988958,,
,,1779558176.0286882,1840.0,192,3.34140682220459,393.3380083,,
,,1779558177.4662354,1850.0,193,3.313460350036621,394.7786772,,
,,1779558178.9072978,1860.0,194,3.3113741874694824,396.2181346,,
,,1779558180.347803,1870.0,195,3.3332223892211914,397.6571233,,
,,1779558181.7877655,1880.0,196,3.2846364974975586,399.0976026,,
,,1779558183.2261631,1890.0,197,3.3205490112304688,400.5354832,,
,,1779558184.6661818,1900.0,198,3.3465943336486816,401.9765451,,
,,1779558186.1058006,1910.0,199,3.312716007232666,403.4151208,,
,,1779558187.545824,1920.0,200,3.324613571166992,404.8557555,,
,,1779558188.9783897,1930.0,201,3.312434196472168,406.2944581,,
,,1779558190.4253411,1940.0,202,3.3307552337646484,407.7351705,,
,,1779558191.8644304,1950.0,203,3.3096923828125,409.1737504,,
,,1779558193.3031144,1960.0,204,3.3276777267456055,410.6130948,,
,,1779558194.7438438,1970.0,205,3.3087310791015625,412.0536717,,
,,1779558196.1841955,1980.0,206,3.3124470710754395,413.4940201,,
,,1779558197.620937,1990.0,207,3.3307437896728516,414.9336657,,
3.3184170722961426,0.0007054142744895884,1779558214.9421365,2000.0,208,,432.2554228,3.3609910011291504,
,,1779558215.0753958,2000.0,209,3.3289361000061035,432.390933,,
,,1779558216.466651,2010.0,210,3.3064136505126953,433.7764799,,
,,1779558217.9062948,2020.0,211,3.3352432250976562,435.2161183,,
,,1779558219.3461096,2030.0,212,3.329545021057129,436.6560265,,
,,1779558220.785029,2040.0,213,3.3198485374450684,438.0948553,,
,,1779558222.2201333,2050.0,214,3.3390231132507324,439.5338512,,
,,1779558223.6618652,2060.0,215,3.345142364501953,440.9711854,,
,,1779558225.1013017,2070.0,216,3.3083386421203613,442.4113981,,
,,1779558226.5418434,2080.0,217,3.324740409851074,443.8517363,,
,,1779558227.9809153,2090.0,218,3.3406429290771484,445.2902352,,
,,1779558229.420036,2100.0,219,3.308434009552002,446.7299939,,
,,1779558230.8596158,2110.0,220,3.3239850997924805,448.1695882,,
,,1779558232.2996204,2120.0,221,3.318502902984619,449.6094477,,
,,1779558233.7384436,2130.0,222,3.306182861328125,451.0481173,,
,,1779558235.1784809,2140.0,223,3.3069801330566406,452.487801,,
,,1779558236.617198,2150.0,224,3.2956337928771973,453.9265181,,
,,1779558238.056509,2160.0,225,3.3006200790405273,455.3666344,,
,,1779558239.4959219,2170.0,226,3.292140483856201,456.8056253,,
,,1779558240.9355214,2180.0,227,3.297848701477051,458.2458812,,
,,1779558242.3755808,2190.0,228,3.3013200759887695,459.6856812,,
,,1779558243.8155801,2200.0,229,3.3071470260620117,461.1249002,,
,,1779558245.2534711,2210.0,230,3.3255066871643066,462.563794,,
,,1779558246.6938336,2220.0,231,3.279118537902832,464.0041525,,
,,1779558248.1340435,2230.0,232,3.3150148391723633,465.4440753,,
,,1779558249.5733554,2240.0,233,3.2979393005371094,466.8833162,,
3.316260576248169,0.0006360213829156177,1779558267.033486,2250.0,234,,484.3434469,3.3619937896728516,
,,1779558267.1718125,2250.0,235,3.305975914001465,484.4817878,,
,,1779558268.558448,2260.0,236,3.3222336769104004,485.8682724,,
,,1779558269.997277,2270.0,237,3.2959461212158203,487.306597,,
,,1779558271.43652,2280.0,238,3.3148860931396484,488.7458402,,
,,1779558272.8755283,2290.0,239,3.2806930541992188,490.1853558,,
,,1779558274.3143077,2300.0,240,3.292459487915039,491.6242733,,
,,1779558275.7537763,2310.0,241,3.3250489234924316,493.0635174,,
,,1779558277.1928842,2320.0,242,3.2940359115600586,494.5027134,,
,,1779558278.633713,2330.0,243,3.3165130615234375,495.943613,,
,,1779558280.0735333,2340.0,244,3.289325714111328,497.3832701,,
,,1779558281.513221,2350.0,245,3.323047161102295,498.8231746,,
,,1779558282.9530745,2360.0,246,3.3045434951782227,500.2629251,,
,,1779558284.3927214,2370.0,247,3.3159427642822266,501.7026236,,
,,1779558285.8319416,2380.0,248,3.324115753173828,503.1412618,,
,,1779558287.2706368,2390.0,249,3.3202080726623535,504.5799569,,
,,1779558288.7111652,2400.0,250,3.307666778564453,506.0204854,,
,,1779558290.1499977,2410.0,251,3.312168598175049,507.4593179,,
,,1779558291.5889473,2420.0,252,3.3031182289123535,508.899777,,
,,1779558293.0293028,2430.0,253,3.3215184211730957,510.3391285,,
,,1779558294.4682455,2440.0,254,3.3212814331054688,511.7781012,,
,,1779558295.9034426,2450.0,255,3.31912899017334,513.2177881,,
,,1779558297.3471715,2460.0,256,3.328526496887207,514.6570887,,
,,1779558298.7874165,2470.0,257,3.2906956672668457,516.0972437,,
,,1779558300.227415,2480.0,258,3.321901798248291,517.5367351,,
,,1779558301.6670804,2490.0,259,3.306731700897217,518.9767082,,
3.321998357772827,0.000564423209907245,1779558319.1801882,2500.0,260,,536.489873,3.362553358078003,
,,1779558319.3202627,2500.0,261,3.3182272911071777,536.6295827,,
,,1779558320.6974685,2510.0,262,3.315019130706787,538.0072927,,
,,1779558322.0753024,2520.0,263,3.292356491088867,539.3846224,,
,,1779558323.450969,2530.0,264,3.3020758628845215,540.7609535,,
,,1779558324.8274574,2540.0,265,3.309006690979004,542.1381088,,
,,1779558326.2085261,2550.0,266,3.2938480377197266,543.5183522,,
,,1779558327.5815914,2560.0,267,3.3316564559936523,544.8967581,,
,,1779558328.9653802,2570.0,268,3.3077392578125,546.2753849,,
,,1779558330.3391027,2580.0,269,3.2861127853393555,547.6551011,,
,,1779558331.7254348,2590.0,270,3.3025946617126465,549.0352885,,
,,1779558333.1061215,2600.0,271,3.321725845336914,550.4154416,,
,,1779558334.48379,2610.0,272,3.3155150413513184,551.793732,,
,,1779558335.886915,2620.0,273,3.335005760192871,553.1966903,,
,,1779558337.3273838,2630.0,274,3.3282675743103027,554.6372837,,
,,1779558338.7681117,2640.0,275,3.3094100952148438,556.0774316,,
,,1779558340.2083383,2650.0,276,3.298403263092041,557.5183357,,
,,1779558341.649447,2660.0,277,3.3013062477111816,558.9587671,,
,,1779558343.0880747,2670.0,278,3.3126840591430664,560.3984864,,
,,1779558344.5295763,2680.0,279,3.33121919631958,561.8388964,,
,,1779558345.9696074,2690.0,280,3.3074703216552734,563.2797304,,
,,1779558347.4105277,2700.0,281,3.3135523796081543,564.7203539,,
,,1779558348.8502643,2710.0,282,3.3182358741760254,566.1605314,,
,,1779558350.2946908,2720.0,283,3.3026366233825684,567.6045177,,
,,1779558351.7365594,2730.0,284,3.297004222869873,569.0470815,,
,,1779558353.1791518,2740.0,285,3.3260183334350586,570.4889772,,
3.3192455768585205,0.0004924552772419723,1779558370.6317675,2750.0,286,,587.9423915,3.3606231212615967,
,,1779558370.7684016,2750.0,287,3.3188939094543457,588.0780419,,
,,1779558372.2068837,2760.0,288,3.3351640701293945,589.5187415,,
,,1779558373.6494749,2770.0,289,3.284451484680176,590.9593004,,
,,1779558375.0892248,2780.0,290,3.315962791442871,592.3990492,,
,,1779558376.528453,2790.0,291,3.302816390991211,593.8384284,,
,,1779558377.9691417,2800.0,292,3.321342945098877,595.2784619,,
,,1779558379.4047465,2810.0,293,3.3028645515441895,596.7183404,,
,,1779558380.849337,2820.0,294,3.3161568641662598,598.1591706,,
