iter,_timestamp,Sample Generation,_runtime,train/step_loss,_step,val/loss,train/loss,lr
450.0,1779602595.4377272,,116.252236,1.9996931552886963,47,,,
460.0,1779602597.1195397,,117.9333287,1.951411485671997,48,,,
470.0,1779602598.7991462,,119.6129351,1.926060438156128,49,,,
480.0,1779602600.4816399,,121.2954289,1.9594398736953735,50,,,
490.0,1779602602.2495096,,123.063807,1.9196860790252686,51,,,
500.0,1779602625.0712755,,145.8899343,,52,1.9710034132003784,1.8107736110687256,0.0009852826883675631
500.0,1779602625.2618046,,146.0755934,1.9286835193634033,53,,,
510.0,1779602627.0463169,,147.8613683,1.895391583442688,54,,,
520.0,1779602628.8187485,,149.6331037,1.8760669231414795,55,,,
530.0,1779602630.5931077,,151.4094978,1.8762831687927246,56,,,
540.0,1779602632.3681695,,153.1823377,1.8789784908294678,57,,,
550.0,1779602634.1427646,,154.9565535,1.8442623615264893,58,,,
560.0,1779602635.9180183,,156.7323289,1.8122072219848633,59,,,
570.0,1779602637.6927905,,158.5075155,1.8514020442962646,60,,,
580.0,1779602639.4664478,,160.2816058,1.8002374172210693,61,,,
590.0,1779602641.0934393,,161.9072281,1.7777329683303833,62,,,
600.0,1779602642.7810295,,163.5948184,1.7339481115341187,63,,,
610.0,1779602644.425412,,165.2403183,1.7919397354125977,64,,,
620.0,1779602646.0591476,,166.8735125,1.7638922929763794,65,,,
630.0,1779602647.8102796,,168.629325,1.749732494354248,66,,,
640.0,1779602649.5832868,,170.3976981,1.7162765264511108,67,,,
650.0,1779602651.290242,,172.1045351,1.760025978088379,68,,,
660.0,1779602652.9999373,,173.8152627,1.7120071649551392,69,,,
670.0,1779602654.7054486,,175.52063,1.7578635215759277,70,,,
680.0,1779602656.416346,,177.2306412,1.7059133052825928,71,,,
690.0,1779602658.1203623,,178.9348408,1.7351523637771606,72,,,
700.0,1779602659.8295565,,180.6433454,1.713443398475647,73,,,
710.0,1779602661.5373564,,182.3511452,1.7062532901763916,74,,,
720.0,1779602663.2477832,,184.0625726,1.6917757987976074,75,,,
730.0,1779602664.9584548,,185.7722437,1.694718599319458,76,,,
740.0,1779602666.5891614,,187.4034538,1.69447922706604,77,,,
750.0,1779602688.3322465,,209.1485924,,78,1.768585205078125,1.565972089767456,0.0009614856803571157
750.0,1779602688.4914737,,209.3052626,1.6739873886108398,79,,,
760.0,1779602690.2095711,,211.0239969,1.6184272766113281,80,,,
770.0,1779602691.940856,,212.7546449,1.663834810256958,81,,,
780.0,1779602693.5734766,,214.3890075,1.6539130210876465,82,,,
790.0,1779602695.2476635,,216.0617581,1.6316359043121338,83,,,
800.0,1779602696.9676795,,217.7814683,1.6348240375518799,84,,,
810.0,1779602698.6007133,,219.414502,1.5893343687057495,85,,,
820.0,1779602700.2334151,,221.047204,1.6404058933258057,86,,,
830.0,1779602701.8703094,,222.6857549,1.6125386953353882,87,,,
840.0,1779602703.5933218,,224.4081096,1.627922773361206,88,,,
850.0,1779602705.2591584,,226.0729471,1.6157779693603516,89,,,
860.0,1779602707.0050359,,227.8203662,1.5999900102615356,90,,,
870.0,1779602708.6792638,,229.4930526,1.5645644664764404,91,,,
880.0,1779602710.4533877,,231.2671767,1.6073273420333862,92,,,
890.0,1779602712.2285967,,233.0431282,1.595188856124878,93,,,
900.0,1779602714.001774,,234.815563,1.6161595582962036,94,,,
910.0,1779602715.7716367,,236.5860085,1.572009563446045,95,,,
920.0,1779602717.5473475,,238.3616508,1.5285818576812744,96,,,
930.0,1779602719.3158135,,240.1301083,1.5878409147262573,97,,,
940.0,1779602721.0753677,,241.8941152,1.5517418384552002,98,,,
950.0,1779602722.7226534,,243.5369545,1.5353760719299316,99,,,
960.0,1779602724.3147533,,245.1285422,1.5215198993682861,100,,,
970.0,1779602726.0452278,,246.8597636,1.5850168466567993,101,,,
980.0,1779602727.6878426,,248.5016314,1.5532883405685425,102,,,
990.0,1779602729.334002,,250.1483811,1.56126868724823,103,,,
1000.0,1779602751.9716837,,272.7864094,,104,1.6675636768341064,1.4406574964523315,0.0009271396472013282
1000.0,1779602752.1425023,,272.9572899,1.5341618061065674,105,,,
1010.0,1779602753.7808893,,274.5946782,1.5072391033172607,106,,,
1020.0,1779602755.4322395,,276.251857,1.5312674045562744,107,,,
1030.0,1779602757.1678138,,277.9816029,1.549412488937378,108,,,
1040.0,1779602759.0173202,,279.8318102,1.486264944076538,109,,,
1050.0,1779602760.8055503,,281.6198425,1.5208147764205933,110,,,
1060.0,1779602762.4913335,,283.3051222,1.5226413011550903,111,,,
1070.0,1779602764.0663931,,284.8801819,1.4877903461456299,112,,,
1080.0,1779602765.7568622,,286.5711553,1.487511396408081,113,,,
1090.0,1779602767.5002594,,288.3145658,1.4966483116149902,114,,,
1100.0,1779602769.1349137,,289.9526319,1.5331554412841797,115,,,
1110.0,1779602770.8661864,,291.6806107,1.4981497526168823,116,,,
1120.0,1779602772.5483193,,293.3626736,1.4871963262557983,117,,,
1130.0,1779602774.2378376,,295.052067,1.4624868631362915,118,,,
1140.0,1779602776.0045156,,296.8198096,1.4642550945281982,119,,,
1150.0,1779602777.729072,,298.5433527,1.5048915147781372,120,,,
1160.0,1779602779.4498463,,300.2647968,1.4907879829406738,121,,,
1170.0,1779602781.171036,,301.989803,1.4758148193359375,122,,,
1180.0,1779602782.8926392,,303.7102505,1.5012743473052979,123,,,
1190.0,1779602784.6146202,,305.4284091,1.467089295387268,124,,,
1200.0,1779602786.3301964,,307.1455071,1.5047478675842285,125,,,
1210.0,1779602788.0505893,,308.8643784,1.4736442565917969,126,,,
1220.0,1779602789.770269,,310.5846754,1.474613904953003,127,,,
1230.0,1779602791.492402,,312.3086752,1.4449074268341064,128,,,
1240.0,1779602793.213164,,314.0280245,1.449345588684082,129,,,
1250.0,1779602815.2028217,,336.0175858,,130,1.619144082069397,1.374969482421875,0.000883125098683892
1250.0,1779602815.3580232,,336.1721981,1.4795258045196533,131,,,
1260.0,1779602817.0725858,,337.8863747,1.4747514724731445,132,,,
1270.0,1779602818.6556864,,339.4749721,1.4371122121810913,133,,,
1280.0,1779602820.2550561,,341.0712558,1.4450950622558594,134,,,
1290.0,1779602821.9920018,,342.8057906,1.4555431604385376,135,,,
1300.0,1779602823.6428874,,344.4574348,1.476637840270996,136,,,
1310.0,1779602825.2997148,,346.1135036,1.466996192932129,137,,,
1320.0,1779602826.9593189,,347.7736156,1.4486550092697144,138,,,
1330.0,1779602828.6204865,,349.4350149,1.4331848621368408,139,,,
1340.0,1779602830.2829423,,351.0967312,1.4423539638519287,140,,,
1350.0,1779602831.9481263,,352.7624251,1.4081352949142456,141,,,
1360.0,1779602833.6107988,,354.4245878,1.430810809135437,142,,,
1370.0,1779602835.2730153,,356.0873715,1.4676432609558105,143,,,
1380.0,1779602836.9369726,,357.7512901,1.4108359813690186,144,,,
1390.0,1779602838.5986023,,359.41304,1.443476915359497,145,,,
1400.0,1779602840.2588816,,361.07306,1.4205626249313354,146,,,
1410.0,1779602841.9205506,,362.7343396,1.424433708190918,147,,,
1420.0,1779602843.5841122,,364.3979009,1.4264068603515625,148,,,
1430.0,1779602845.2524931,,366.0662819,1.4117846488952637,149,,,
1440.0,1779602846.9152668,,367.7340243,1.3986871242523193,150,,,
1450.0,1779602848.5821965,,369.3975788,1.3927332162857056,151,,,
1460.0,1779602850.2505484,,371.0648521,1.42138671875,152,,,
1470.0,1779602851.9139757,,372.7282767,1.4262982606887817,153,,,
1480.0,1779602853.580008,,374.3937968,1.4380216598510742,154,,,
1490.0,1779602855.2471504,,376.0609392,1.4085564613342285,155,,,
1500.0,1779602877.9507885,,398.7691853,,156,1.5870720148086548,1.3206866979599,0.0008305704108364302
1500.0,1779602878.1089263,,398.9233496,1.4044654369354248,157,,,
1510.0,1779602879.7899299,,400.604319,1.4686354398727417,158,,,
1520.0,1779602881.4583943,,402.2726889,1.3991732597351074,159,,,
1530.0,1779602883.1904736,,404.0047669,1.398491621017456,160,,,
1540.0,1779602884.916859,,405.7312721,1.4011187553405762,161,,,
1550.0,1779602886.6424105,,407.4561994,1.4268392324447632,162,,,
1560.0,1779602888.3632398,,409.1780488,1.423387050628662,163,,,
1570.0,1779602890.0833573,,410.8976428,1.3633031845092773,164,,,
1580.0,1779602891.8051302,,412.6193474,1.4014384746551514,165,,,
1590.0,1779602893.527739,,414.3423603,1.3820819854736328,166,,,
1600.0,1779602895.2562153,,416.0708647,1.3652575016021729,167,,,
1610.0,1779602896.979807,,417.7941413,1.381774663925171,168,,,
1620.0,1779602898.6999297,,419.5142847,1.4093406200408936,169,,,
1630.0,1779602900.4232044,,421.2369932,1.3748118877410889,170,,,
1640.0,1779602902.1485193,,422.9628884,1.3927745819091797,171,,,
1650.0,1779602903.8780353,,424.6923301,1.3609379529953003,172,,,
1660.0,1779602905.59872,,426.4128321,1.3677198886871338,173,,,
1670.0,1779602907.3257759,,428.1400531,1.4032864570617676,174,,,
1680.0,1779602909.0545743,,429.8688686,1.37315833568573,175,,,
1690.0,1779602910.7749689,,431.5894579,1.3480024337768555,176,,,
1700.0,1779602912.50265,,433.3170027,1.3781335353851318,177,,,
1710.0,1779602914.228238,,435.0424696,1.3763258457183838,178,,,
1720.0,1779602915.9535568,,436.7678025,1.3733863830566406,179,,,
1730.0,1779602917.6740956,,438.4885075,1.3524296283721924,180,,,
1740.0,1779602919.3945467,,440.2088419,1.374543309211731,181,,,
1750.0,1779602941.6922903,,462.5060791,,182,1.5662025213241577,1.2979445457458496,0.0007708228984017721
1750.0,1779602941.8733132,,462.690293,1.3863184452056885,183,,,
1760.0,1779602943.6395948,,464.4533837,1.356065273284912,184,,,
1770.0,1779602945.4064162,,466.2202051,1.3524292707443237,185,,,
1780.0,1779602947.1656091,,467.9793981,1.3487308025360107,186,,,
1790.0,1779602948.9265308,,469.7403196,1.3625390529632568,187,,,
1800.0,1779602950.6837246,,471.4980181,1.3707115650177002,188,,,
1810.0,1779602952.4378939,,473.2521931,1.3434287309646606,189,,,
1820.0,1779602954.199319,,475.0131077,1.3433829545974731,190,,,
1830.0,1779602955.9595172,,476.7738124,1.3699203729629517,191,,,
1840.0,1779602957.718904,,478.5338323,1.344311237335205,192,,,
1850.0,1779602959.4797604,,480.2935494,1.3741786479949951,193,,,
1860.0,1779602961.2396176,,482.0534065,1.3860598802566528,194,,,
1870.0,1779602962.9997737,,483.8149391,1.3568403720855713,195,,,
1880.0,1779602964.759914,,485.5742081,1.3411191701889038,196,,,
1890.0,1779602966.5162265,,487.3300155,1.329787015914917,197,,,
1900.0,1779602968.2747235,,489.0885125,1.3587498664855957,198,,,
1910.0,1779602970.0373652,,490.8511542,1.3142688274383545,199,,,
1920.0,1779602971.7950902,,492.6088791,1.3288319110870361,200,,,
1930.0,1779602973.5580564,,494.3724098,1.307896614074707,201,,,
1940.0,1779602975.319694,,496.1339869,1.3178813457489014,202,,,
1950.0,1779602977.0827403,,497.8984237,1.3054170608520508,203,,,
1960.0,1779602978.843986,,499.6584029,1.2854700088500977,204,,,
1970.0,1779602980.6041098,,501.4184074,1.344299077987671,205,,,
1980.0,1779602982.3666112,,503.1807335,1.3099408149719238,206,,,
1990.0,1779602984.1248941,,504.9386831,1.3111588954925537,207,,,
2000.0,1779603006.853753,,527.6695712,,208,1.5457617044448853,1.2572660446166992,0.0007054142744895884
2000.0,1779603007.026103,,527.839892,1.3187519311904907,209,,,
2010.0,1779603008.6875346,,529.5017758,1.3399525880813599,210,,,
2020.0,1779603010.3526368,,531.1669306,1.3286024332046509,211,,,
2030.0,1779603012.0211174,,532.8349063,1.3053228855133057,212,,,
2040.0,1779603013.688805,,534.5025941,1.343681812286377,213,,,
2050.0,1779603015.3557148,,536.1700084,1.308752179145813,214,,,
2060.0,1779603017.0238473,,537.8381332,1.338383674621582,215,,,
2070.0,1779603018.8315573,,539.6453464,1.3147733211517334,216,,,
2080.0,1779603020.5806348,,541.3962418,1.3332666158676147,217,,,
2090.0,1779603022.255144,,543.0689328,1.310341715812683,218,,,
2100.0,1779603023.923666,,544.7379758,1.3238646984100342,219,,,
2110.0,1779603025.5905817,,546.4052071,1.3343274593353271,220,,,
2120.0,1779603027.3987937,,548.2133019,1.3348718881607056,221,,,
2130.0,1779603029.1698387,,549.9836274,1.3308327198028564,222,,,
2140.0,1779603030.9355755,,551.7501241,1.3072741031646729,223,,,
2150.0,1779603032.7041624,,553.5179513,1.3314048051834106,224,,,
2160.0,1779603034.474329,,555.2889316,1.3548576831817627,225,,,
2170.0,1779603036.2475011,,557.0620158,1.313299536705017,226,,,
2180.0,1779603038.0165555,,558.8309458,1.3208675384521484,227,,,
2190.0,1779603039.7844338,,560.6008695,1.2818571329116821,228,,,
2200.0,1779603041.5569975,,562.3707866,1.3073773384094238,229,,,
2210.0,1779603043.330563,,564.144352,1.3418300151824951,230,,,
2220.0,1779603045.0992901,,565.9136575,1.2766729593276978,231,,,
2230.0,1779603046.8706768,,567.6844656,1.2682685852050781,232,,,
2240.0,1779603048.64154,,569.4560483,1.2811386585235596,233,,,
2250.0,1779603071.50736,,592.3215954,,234,1.5461136102676392,1.2409634590148926,0.0006360213829156177
2250.0,1779603071.6787903,,592.4925794,1.2763004302978516,235,,,
2260.0,1779603073.3231578,,594.1369467,1.3293671607971191,236,,,
2270.0,1779603074.9638858,,595.7776748,1.3305721282958984,237,,,
2280.0,1779603076.6058104,,597.4195994,1.3046348094940186,238,,,
2290.0,1779603078.250182,,599.0645009,1.275355577468872,239,,,
2300.0,1779603079.9941633,,600.8089107,1.2760138511657715,240,,,
2310.0,1779603081.7100365,,602.5293078,1.3030061721801758,241,,,
2320.0,1779603083.4981627,,604.3125684,1.288672685623169,242,,,
2330.0,1779603085.2781904,,606.0919792,1.2850768566131592,243,,,
2340.0,1779603087.0538955,,607.8684529,1.3062210083007812,244,,,
2350.0,1779603088.754568,,609.568357,1.310988426208496,245,,,
2360.0,1779603090.358977,,611.173273,1.2923548221588135,246,,,
2370.0,1779603092.0771804,,612.8914735,1.2872145175933838,247,,,
2380.0,1779603093.798349,,614.6131979,1.2694259881973267,248,,,
2390.0,1779603095.523318,,616.3371068,1.26808500289917,249,,,
2400.0,1779603097.248304,,618.0620928,1.306849479675293,250,,,
2410.0,1779603098.9759474,,619.7902397,1.2700321674346924,251,,,
2420.0,1779603100.701959,,621.5157478,1.268052339553833,252,,,
2430.0,1779603102.4308681,,623.2450527,1.2652746438980103,253,,,
2440.0,1779603104.158759,,624.9730518,1.2927663326263428,254,,,
2450.0,1779603105.8878033,,626.7024785,1.2873303890228271,255,,,
2460.0,1779603107.6127212,,628.427165,1.2770755290985107,256,,,
2470.0,1779603109.3331244,,630.1476281,1.2776904106140137,257,,,
2480.0,1779603111.058318,,631.8742239,1.267970085144043,258,,,
2490.0,1779603112.7831,,633.6008505,1.2693219184875488,259,,,
2500.0,1779603135.6267712,,656.4412877,,260,1.544130802154541,1.2264316082000732,0.000564423209907245
2500.0,1779603135.799674,,656.6138509,1.2573010921478271,261,,,
2510.0,1779603137.4464853,,658.260943,1.2816216945648193,262,,,
2520.0,1779603139.0976343,,659.9153107,1.2621691226959229,263,,,
2530.0,1779603140.7528162,,661.5671104,1.277747631072998,264,,,
2540.0,1779603142.4069695,,663.2207586,1.2790613174438477,265,,,
2550.0,1779603144.0609543,,664.8753297,1.2565056085586548,266,,,
2560.0,1779603145.7815106,,666.5952995,1.2849528789520264,267,,,
2570.0,1779603147.4213357,,668.2356344,1.2700674533843994,268,,,
2580.0,1779603149.1943643,,670.0118913,1.2570103406906128,269,,,
2590.0,1779603150.9210641,,671.7355346,1.2534295320510864,270,,,
2600.0,1779603152.6500914,,673.4638805,1.3168789148330688,271,,,
2610.0,1779603154.380472,,675.194261,1.2652291059494019,272,,,
2620.0,1779603156.1116738,,676.926327,1.2484581470489502,273,,,
2630.0,1779603157.8444529,,678.6582417,1.2501987218856812,274,,,
2640.0,1779603159.5777972,,680.3915859,1.2860913276672363,275,,,
2650.0,1779603161.3085546,,682.1228543,1.2596871852874756,276,,,
2660.0,1779603163.0418544,,683.8556433,1.233116865158081,277,,,
2670.0,1779603164.7689693,,685.5832169,1.253025770187378,278,,,
2680.0,1779603166.4935963,,687.3073852,1.2239445447921753,279,,,
2690.0,1779603168.2196736,,689.0342475,1.222823977470398,280,,,
2700.0,1779603169.948511,,690.7628827,1.2366230487823486,281,,,
2710.0,1779603171.6745675,,692.4888618,1.2476656436920166,282,,,
2720.0,1779603173.402436,,694.2162251,1.2512452602386475,283,,,
2730.0,1779603175.1281412,,695.94193,1.2595853805541992,284,,,
2740.0,1779603176.8517673,,697.6655562,1.2469713687896729,285,,,
2750.0,1779603199.6961246,,720.5129936,,286,1.5391885042190552,1.1862943172454834,0.0004924552772419723
2750.0,1779603199.8951042,,720.7099734,1.2623430490493774,287,,,
2760.0,1779603201.461302,,722.2761026,1.2451258897781372,288,,,
2770.0,1779603203.1883254,,724.0026182,1.2215721607208252,289,,,
2780.0,1779603204.9172702,,725.7310591,1.2781636714935303,290,,,
2790.0,1779603206.645315,,727.4591036,1.2614459991455078,291,,,
2800.0,1779603208.3726616,,729.1874589,1.2141456604003906,292,,,
2810.0,1779603210.1038418,,730.9180286,1.2495304346084595,293,,,
2820.0,1779603211.833441,,732.6478049,1.2904046773910522,294,,,
2830.0,1779603213.5618873,,734.3762898,1.2596590518951416,295,,,
2840.0,1779603215.2901204,,736.1044145,1.2682907581329346,296,,,
2850.0,1779603217.0218358,,737.8361294,1.2162688970565796,297,,,
2860.0,1779603218.7521636,,739.5659524,1.2488925457000732,298,,,
2870.0,1779603220.483582,,741.2995149,1.239368200302124,299,,,
2880.0,1779603222.2123632,,743.0303285,1.2519633769989014,300,,,
2890.0,1779603223.941631,,744.7554199,1.251774549484253,301,,,
2900.0,1779603225.6703978,,746.4846461,1.2326955795288086,302,,,
2910.0,1779603227.3981087,,748.212469,1.2454419136047363,303,,,
2920.0,1779603229.1265914,,749.9403805,1.2702081203460693,304,,,
2930.0,1779603230.8572166,,751.6715107,1.2248479127883911,305,,,
2940.0,1779603232.5866253,,753.4035596,1.2272164821624756,306,,,
2950.0,1779603234.3246338,,755.1389367,1.2370960712432861,307,,,
2960.0,1779603236.0595245,,756.8738177,1.2273602485656738,308,,,
2970.0,1779603237.7910128,,758.6053105,1.2108098268508911,309,,,
2980.0,1779603239.523383,,760.3376295,1.234360933303833,310,,,
2990.0,1779603241.252473,,762.0673914,1.2238221168518066,311,,,
3000.0,1779603263.9286492,,784.7434153,,312,1.5405027866363525,1.1880074739456177,0.0004219625860160354
3000.0,1779603264.1140604,,784.9283582,1.2408130168914795,313,,,
3010.0,1779603265.8839417,,786.7011612,1.2292449474334717,314,,,
3020.0,1779603267.6576004,,788.4720806,1.2341407537460327,315,,,
3030.0,1779603269.42469,,790.2399977,1.2547221183776855,316,,,
3040.0,1779603271.1945426,,792.0083314,1.204215168952942,317,,,
3050.0,1779603272.9631395,,793.7774644,1.227651834487915,318,,,
3060.0,1779603274.7308252,,795.5446142,1.2350144386291504,319,,,
3070.0,1779603276.499154,,797.3129432,1.2298598289489746,320,,,
3080.0,1779603278.1100135,,798.9243113,1.2320377826690674,321,,,
3090.0,1779603279.8192956,,800.6335886,1.2679169178009033,322,,,
3100.0,1779603281.5182052,,802.3323421,1.2164125442504883,323,,,
3110.0,1779603283.2160518,,804.0305102,1.232365369796753,324,,,
3120.0,1779603284.9124491,,805.7312986,1.2351324558258057,325,,,
3130.0,1779603286.6163526,,807.4306458,1.1897317171096802,326,,,
3140.0,1779603288.3179636,,809.1321257,1.2210874557495117,327,,,
3150.0,1779603290.0240288,,810.8385609,1.2105008363723755,328,,,
3160.0,1779603291.7263236,,812.5401127,1.222048044204712,329,,,
3170.0,1779603293.4345787,,814.2483676,1.2029571533203125,330,,,
3180.0,1779603295.1395113,,815.9557327,1.2146015167236328,331,,,
3190.0,1779603296.8464851,,817.6602742,1.2302320003509521,332,,,
3200.0,1779603298.552512,,819.3667267,1.21024751663208,333,,,
3210.0,1779603300.2573102,,821.0717762,1.1942262649536133,334,,,
3220.0,1779603301.9603622,,822.7748253,1.2271918058395386,335,,,
3230.0,1779603303.6604836,,824.4750386,1.180662751197815,336,,,
3240.0,1779603305.3614833,,826.1762655,1.2102125883102417,337,,,
3250.0,1779603328.0130992,,848.8275171,,338,1.546418309211731,1.1665964126586914,0.00035475231739709885
3250.0,1779603328.183893,,848.9982994,1.2031888961791992,339,,,
3260.0,1779603329.8081481,,850.6227211,1.1943423748016357,340,,,
3270.0,1779603331.43243,,852.2522306,1.2014216184616089,341,,,
3280.0,1779603333.0644627,,853.8787575,1.1863830089569092,342,,,
3290.0,1779603334.8503745,,855.6682663,1.1947228908538818,343,,,
3300.0,1779603336.5294726,,857.3440451,1.1971062421798706,344,,,
3310.0,1779603338.152361,,858.9676342,1.2075743675231934,345,,,
3320.0,1779603339.9633157,,860.7771045,1.2316069602966309,346,,,
3330.0,1779603341.6683767,,862.4826907,1.2174444198608398,347,,,
3340.0,1779603343.3663108,,864.1806182,1.1933448314666748,348,,,
3350.0,1779603345.0592694,,865.8736539,1.1834595203399658,349,,,
3360.0,1779603346.7145367,,867.5283255,1.1726422309875488,350,,,
3370.0,1779603348.3706744,,869.1851935,1.197232723236084,351,,,
3380.0,1779603350.0318964,,870.8484673,1.2195043563842773,352,,,
3390.0,1779603351.6962807,,872.5100698,1.1791764497756958,353,,,
3400.0,1779603353.4646413,,874.2784302,1.1969459056854248,354,,,
3410.0,1779603355.1875954,,876.0013842,1.2220706939697266,355,,,
3420.0,1779603356.81368,,877.6335315,1.2051559686660767,356,,,
3430.0,1779603358.5807092,,879.396126,1.182591438293457,357,,,
3440.0,1779603360.2498991,,881.0692376,1.2058568000793457,358,,,
3450.0,1779603361.9333205,,882.7471093,1.185453176498413,359,,,
3460.0,1779603363.6146939,,884.4290046,1.1625388860702515,360,,,
3470.0,1779603365.286786,,886.1039255,1.2174125909805298,361,,,
3480.0,1779603366.969124,,887.7829129,1.2119245529174805,362,,,
3490.0,1779603368.6450758,,889.4588647,1.171295166015625,363,,,
3500.0,1779603391.4131565,,912.228548,,364,1.5353102684020996,1.1268409490585327,0.0002925475029450237
3500.0,1779603391.5946822,,912.408976,1.177903175354004,365,,,
3510.0,1779603393.2546635,,914.0684524,1.1940947771072388,366,,,
3520.0,1779603395.0264359,,915.84079,1.2117900848388672,367,,,
3530.0,1779603396.794,,917.608376,1.170223355293274,368,,,
3540.0,1779603398.47952,,919.293309,1.1464481353759766,369,,,
3550.0,1779603400.0801888,,920.8939776,1.183573842048645,370,,,
3560.0,1779603401.8091462,,922.6232819,1.164792776107788,371,,,
3570.0,1779603403.5781362,,924.3924486,1.1721842288970947,372,,,
3580.0,1779603405.342333,,926.1566947,1.1549558639526367,373,,,
3590.0,1779603406.9674282,,927.7820694,1.1683481931686401,374,,,
3600.0,1779603408.6806133,,929.4950939,1.1883652210235596,375,,,
3610.0,1779603410.4310417,,931.250736,1.196152687072754,376,,,
3620.0,1779603412.0730379,,932.8911024,1.177398681640625,377,,,
3630.0,1779603413.8103404,,934.6241293,1.2204203605651855,378,,,
3640.0,1779603415.5357454,,936.3532047,1.1712861061096191,379,,,
3650.0,1779603417.2692564,,938.0835536,1.1869741678237915,380,,,
3660.0,1779603419.0022676,,939.8160565,1.1824147701263428,381,,,
3670.0,1779603420.7313836,,941.5458715,1.1817270517349243,382,,,
3680.0,1779603422.4550781,,943.2715284,1.1701769828796387,383,,,
3690.0,1779603424.1839402,,944.9982352,1.1578294038772583,384,,,
3700.0,1779603425.9124737,,946.727036,1.1578295230865479,385,,,
3710.0,1779603427.6365445,,948.4506534,1.157973051071167,386,,,
3720.0,1779603429.359701,,950.1734899,1.1745624542236328,387,,,
3730.0,1779603431.0839005,,951.8982205,1.1962846517562866,388,,,
3740.0,1779603432.8113034,,953.6250923,1.1730340719223022,389,,,
3750.0,1779603454.731465,,975.5467014,,390,1.5525799989700317,1.1324557065963745,0.00023694285222843113
3750.0,1779603454.927823,,975.741612,1.1901572942733765,391,,,
3760.0,1779603456.5205815,,977.3354426,1.2077480554580688,392,,,
3770.0,1779603458.238487,,979.0528655,1.156928300857544,393,,,
3780.0,1779603459.854368,,980.6739529,1.1855714321136475,394,,,
3790.0,1779603461.4877648,,982.3015537,1.170979380607605,395,,,
3800.0,1779603463.1206038,,983.9351726,1.1581259965896606,396,,,
3810.0,1779603464.8500564,,985.6645886,1.152314305305481,397,,,
3820.0,1779603466.5674765,,987.3819918,1.1672110557556152,398,,,
