Sample Generation,_runtime,lr,train/loss,train/step_loss,val/loss,iter,_step,_timestamp
,204.2480195,,,1.4631357192993164,,870.0,91,1779549763.3602393
,205.7391094,,,1.435949683189392,,880.0,92,1779549764.8513293
,207.2277278,,,1.4533436298370361,,890.0,93,1779549766.336095
,208.7156059,,,1.4364349842071533,,900.0,94,1779549767.827826
,210.2040174,,,1.38590669631958,,910.0,95,1779549769.3154838
,211.6932188,,,1.4308898448944092,,920.0,96,1779549770.804822
,213.181113,,,1.4272516965866089,,930.0,97,1779549772.2874346
,214.6670836,,,1.4080111980438232,,940.0,98,1779549773.778709
,216.1555162,,,1.429782509803772,,950.0,99,1779549775.2672324
,217.6440723,,,1.417470932006836,,960.0,100,1779549776.7557297
,219.1318673,,,1.4218910932540894,,970.0,101,1779549778.2422698
,220.6186985,,,1.4258410930633545,,980.0,102,1779549779.7296076
,222.1055532,,,1.409163236618042,,990.0,103,1779549781.217773
,242.1486927,0.0009271396472013282,1.3317493200302124,,1.5687150955200195,1000.0,104,1779549801.2592456
,242.302796,,,1.425706148147583,,1000.0,105,1779549801.414508
,243.791317,,,1.396729588508606,,1010.0,106,1779549802.9030323
,245.2780915,,,1.3740348815917969,,1020.0,107,1779549804.3897386
,246.766403,,,1.3954870700836182,,1030.0,108,1779549805.878029
,248.2518164,,,1.4194035530090332,,1040.0,109,1779549807.3640363
,249.7404642,,,1.358426570892334,,1050.0,110,1779549808.852684
,251.2293556,,,1.401644229888916,,1060.0,111,1779549810.3415754
,252.7183207,,,1.390662670135498,,1070.0,112,1779549811.8299913
,254.2052554,,,1.4075020551681519,,1080.0,113,1779549813.3174753
,255.6933976,,,1.4113154411315918,,1090.0,114,1779549814.8019292
,257.1819812,,,1.3830292224884033,,1100.0,115,1779549816.2934976
,258.6704193,,,1.3547612428665161,,1110.0,116,1779549817.7821336
,260.1595896,,,1.3613905906677246,,1120.0,117,1779549819.2713044
,261.6476356,,,1.3601006269454956,,1130.0,118,1779549820.7591774
,263.1360374,,,1.3768959045410156,,1140.0,119,1779549822.2477531
,264.6229728,,,1.3772563934326172,,1150.0,120,1779549823.7351925
,266.110543,,,1.3962321281433105,,1160.0,121,1779549825.219186
,267.5980037,,,1.365133285522461,,1170.0,122,1779549826.7102237
,269.0865263,,,1.3749723434448242,,1180.0,123,1779549828.1953728
,270.5743543,,,1.339952826499939,,1190.0,124,1779549829.6857152
,272.0623876,,,1.355767011642456,,1200.0,125,1779549831.1738343
,273.5499373,,,1.3312147855758667,,1210.0,126,1779549832.6616516
,275.0381887,,,1.367172360420227,,1220.0,127,1779549834.1504087
,276.5268216,,,1.3649886846542358,,1230.0,128,1779549835.6377335
,278.0161879,,,1.3602511882781982,,1240.0,129,1779549837.1279588
,298.0588178,0.000883125098683892,1.270174264907837,,1.5315099954605103,1250.0,130,1779549857.1702363
,298.2123191,,,1.3591461181640625,,1250.0,131,1779549857.3214412
,299.6981436,,,1.3520474433898926,,1260.0,132,1779549858.8096707
,301.1868712,,,1.3258531093597412,,1270.0,133,1779549860.2985842
,302.6749456,,,1.322807788848877,,1280.0,134,1779549861.7819357
,304.1644911,,,1.3611092567443848,,1290.0,135,1779549863.276206
,305.6514408,,,1.3762511014938354,,1300.0,136,1779549864.763661
,307.1417613,,,1.301518440246582,,1310.0,137,1779549866.253981
,308.6305331,,,1.3738137483596802,,1320.0,138,1779549867.7422485
,310.1194026,,,1.3303377628326416,,1330.0,139,1779549869.2308345
,311.6079982,,,1.3661344051361084,,1340.0,140,1779549870.7196453
,313.0953675,,,1.3238871097564697,,1350.0,141,1779549872.2070796
,314.5829851,,,1.3420770168304443,,1360.0,142,1779549873.6946986
,316.0714325,,,1.3145052194595337,,1370.0,143,1779549875.1831455
,317.5594884,,,1.33255934715271,,1380.0,144,1779549876.6717083
,319.0473917,,,1.3182777166366577,,1390.0,145,1779549878.1589324
,320.5333213,,,1.3333579301834106,,1400.0,146,1779549879.6450367
,322.0220764,,,1.3141300678253174,,1410.0,147,1779549881.1330657
,323.5099204,,,1.3336915969848633,,1420.0,148,1779549882.6221404
,324.9980495,,,1.3089306354522705,,1430.0,149,1779549884.109765
,326.4847545,,,1.321358561515808,,1440.0,150,1779549885.59647
,327.9729706,,,1.299621343612671,,1450.0,151,1779549887.0846853
,329.4606106,,,1.306703805923462,,1460.0,152,1779549888.5728304
,330.9493769,,,1.2876358032226562,,1470.0,153,1779549890.0606537
,332.4369798,,,1.284485936164856,,1480.0,154,1779549891.5486946
,333.9253581,,,1.3045332431793213,,1490.0,155,1779549893.0362365
,354.0051409,0.0008305704108364302,1.2212157249450684,,1.510422706604004,1500.0,156,1779549913.1155665
,354.1588956,,,1.2968711853027344,,1500.0,157,1779549913.2706082
,355.6463826,,,1.3059656620025635,,1510.0,158,1779549914.7586024
,357.1357973,,,1.294804573059082,,1520.0,159,1779549916.2476027
,358.6240628,,,1.3244118690490723,,1530.0,160,1779549917.7356489
,360.1123596,,,1.2673536539077759,,1540.0,161,1779549919.2238786
,361.5995606,,,1.3072428703308105,,1550.0,162,1779549920.7117805
,363.0886067,,,1.277846097946167,,1560.0,163,1779549922.199377
,364.5771898,,,1.3154819011688232,,1570.0,164,1779549923.688902
,366.0659498,,,1.2789567708969116,,1580.0,165,1779549925.1781695
,367.5540622,,,1.2650957107543945,,1590.0,166,1779549926.6655128
,369.0436989,,,1.2731945514678955,,1600.0,167,1779549928.155414
,370.5329257,,,1.3075330257415771,,1610.0,168,1779549929.6448371
,372.02181,,,1.2578239440917969,,1620.0,169,1779549931.133523
,373.508629,,,1.280026912689209,,1630.0,170,1779549932.620281
,374.9956387,,,1.2836742401123047,,1640.0,171,1779549934.1023912
,376.4849895,,,1.2534584999084473,,1650.0,172,1779549935.5932233
,377.9735643,,,1.296180248260498,,1660.0,173,1779549937.0852468
,379.4623333,,,1.2670297622680664,,1670.0,174,1779549938.5742261
,380.9483374,,,1.283347725868225,,1680.0,175,1779549940.0600338
,382.4366028,,,1.2804347276687622,,1690.0,176,1779549941.5483127
,383.9261967,,,1.2596681118011475,,1700.0,177,1779549943.037798
,385.4150139,,,1.2499873638153076,,1710.0,178,1779549944.526729
,386.9022456,,,1.2621283531188965,,1720.0,179,1779549946.0135806
,388.391373,,,1.2793668508529663,,1730.0,180,1779549947.50308
,389.879661,,,1.2445635795593262,,1740.0,181,1779549948.9870431
,409.9235208,0.0007708228984017721,1.1801220178604126,,1.491097092628479,1750.0,182,1779549969.0347114
,410.0769448,,,1.2567737102508545,,1750.0,183,1779549969.1891649
,411.5657373,,,1.2639410495758057,,1760.0,184,1779549970.6769836
,413.054351,,,1.266982913017273,,1770.0,185,1779549972.1660666
,414.5414625,,,1.2690918445587158,,1780.0,186,1779549973.6536825
,416.029944,,,1.2660176753997803,,1790.0,187,1779549975.141526
,417.5188396,,,1.2553132772445679,,1800.0,188,1779549976.630509
,419.0079117,,,1.2305476665496826,,1810.0,189,1779549978.118927
,420.4947871,,,1.249250888824463,,1820.0,190,1779549979.607007
,421.98312,,,1.2502323389053345,,1830.0,191,1779549981.094662
,423.4716941,,,1.2329456806182861,,1840.0,192,1779549982.579783
,424.9605532,,,1.2403919696807861,,1850.0,193,1779549984.0722823
,426.4485488,,,1.2522186040878296,,1860.0,194,1779549985.560264
,427.9376001,,,1.2158358097076416,,1870.0,195,1779549987.04982
,429.4264791,,,1.256089687347412,,1880.0,196,1779549988.5381923
,430.9139551,,,1.2639572620391846,,1890.0,197,1779549990.021742
,432.402837,,,1.2075062990188599,,1900.0,198,1779549991.5141337
,433.892994,,,1.2542204856872559,,1910.0,199,1779549993.0047095
,435.3825531,,,1.248815655708313,,1920.0,200,1779549994.4896092
,436.8689387,,,1.2209486961364746,,1930.0,201,1779549995.9806542
,438.3563976,,,1.208830714225769,,1940.0,202,1779549997.4686174
,439.8446001,,,1.2169082164764404,,1950.0,203,1779549998.9563165
,441.3316526,,,1.2368693351745605,,1960.0,204,1779550000.4396596
,442.8195669,,,1.2244808673858643,,1970.0,205,1779550001.9309006
,444.3078502,,,1.2312790155410767,,1980.0,206,1779550003.4197176
,445.7954815,,,1.2343425750732422,,1990.0,207,1779550004.9077015
,465.8403545,0.0007054142744895884,1.145668387413025,,1.4991981983184814,2000.0,208,1779550024.9487402
,465.9943993,,,1.1904125213623047,,2000.0,209,1779550025.1059022
,467.4802626,,,1.2079823017120361,,2010.0,210,1779550026.5920568
,468.966441,,,1.2026278972625732,,2020.0,211,1779550028.0778465
,470.4541229,,,1.2348843812942505,,2030.0,212,1779550029.565995
,471.9401227,,,1.2246479988098145,,2040.0,213,1779550031.0523424
,473.4279719,,,1.1913702487945557,,2050.0,214,1779550032.536554
,474.9162558,,,1.1904298067092896,,2060.0,215,1779550034.0274384
,476.4046109,,,1.2114465236663818,,2070.0,216,1779550035.5160825
,477.8934323,,,1.2109469175338745,,2080.0,217,1779550037.005147
,479.3816254,,,1.2194362878799438,,2090.0,218,1779550038.493245
,480.8695022,,,1.2049636840820312,,2100.0,219,1779550039.978179
,482.3561689,,,1.2109062671661377,,2110.0,220,1779550041.4683888
,483.8441817,,,1.2157981395721436,,2120.0,221,1779550042.9554124
,485.3325733,,,1.2155941724777222,,2130.0,222,1779550044.4387593
,486.8187428,,,1.2240556478500366,,2140.0,223,1779550045.9300795
,488.3069609,,,1.2026381492614746,,2150.0,224,1779550047.418676
,489.7946073,,,1.230156660079956,,2160.0,225,1779550048.9059641
,491.2838341,,,1.2189936637878418,,2170.0,226,1779550050.393898
,492.7731688,,,1.1964435577392578,,2180.0,227,1779550051.8809812
,494.2620249,,,1.188444972038269,,2190.0,228,1779550053.374245
,495.751037,,,1.2056143283843994,,2200.0,229,1779550054.8620927
,497.2400981,,,1.1853251457214355,,2210.0,230,1779550056.352318
,498.726624,,,1.207353115081787,,2220.0,231,1779550057.838529
,500.2150793,,,1.2016537189483643,,2230.0,232,1779550059.3251462
,501.7024715,,,1.2166125774383545,,2240.0,233,1779550060.8146913
,521.7557537,0.0006360213829156177,1.1115174293518066,,1.4954710006713867,2250.0,234,1779550080.8658042
,521.9095235,,,1.177162766456604,,2250.0,235,1779550081.021236
,523.3995301,,,1.1911922693252563,,2260.0,236,1779550082.5112035
,524.8882839,,,1.2176121473312378,,2270.0,237,1779550083.9999988
,526.3773953,,,1.1808183193206787,,2280.0,238,1779550085.4896152
,527.865727,,,1.2274154424667358,,2290.0,239,1779550086.977947
,529.3549815,,,1.2170062065124512,,2300.0,240,1779550088.4666967
,530.8439471,,,1.1837832927703857,,2310.0,241,1779550089.9553902
,532.33207,,,1.1847498416900635,,2320.0,242,1779550091.4377978
,533.8210727,,,1.184213399887085,,2330.0,243,1779550092.9327867
,535.307707,,,1.2135608196258545,,2340.0,244,1779550094.419927
,536.793821,,,1.2018868923187256,,2350.0,245,1779550095.90481
,538.2828704,,,1.1998472213745117,,2360.0,246,1779550097.389898
,539.7727718,,,1.1835936307907104,,2370.0,247,1779550098.884484
,541.2596386,,,1.181136131286621,,2380.0,248,1779550100.3713548
,542.7474381,,,1.1643552780151367,,2390.0,249,1779550101.8591697
,544.2364374,,,1.1703063249588013,,2400.0,250,1779550103.3481507
,545.7249002,,,1.1613417863845825,,2410.0,251,1779550104.8366728
,547.2146861,,,1.1692180633544922,,2420.0,252,1779550106.3252058
,548.7029748,,,1.1484524011611938,,2430.0,253,1779550107.8145974
,550.1912216,,,1.1509044170379639,,2440.0,254,1779550109.2984233
,551.680159,,,1.1687884330749512,,2450.0,255,1779550110.792379
,553.1691015,,,1.1784276962280273,,2460.0,256,1779550112.2798698
,554.6583803,,,1.1839041709899902,,2470.0,257,1779550113.7698736
,556.1469448,,,1.1838319301605225,,2480.0,258,1779550115.25866
,557.6355784,,,1.1507655382156372,,2490.0,259,1779550116.7469697
,577.6768333,0.000564423209907245,1.0744764804840088,,1.4855750799179077,2500.0,260,1779550136.7822638
,577.8307986,,,1.166695475578308,,2500.0,261,1779550136.9398403
,579.3186633,,,1.1718999147415161,,2510.0,262,1779550138.4308834
,580.8065716,,,1.1540074348449707,,2520.0,263,1779550139.9180787
,582.2942429,,,1.1497353315353394,,2530.0,264,1779550141.406139
,583.7809896,,,1.1441540718078613,,2540.0,265,1779550142.8932097
,585.2667762,,,1.163367748260498,,2550.0,266,1779550144.3789961
,586.7550461,,,1.149646282196045,,2560.0,267,1779550145.8668087
,588.2414598,,,1.1672801971435547,,2570.0,268,1779550147.3531747
,589.7313232,,,1.1793904304504395,,2580.0,269,1779550148.843029
,591.220195,,,1.1690845489501953,,2590.0,270,1779550150.3319104
,592.7084085,,,1.1611721515655518,,2600.0,271,1779550151.8206284
,594.1974197,,,1.1489923000335693,,2610.0,272,1779550153.309095
,595.6857123,,,1.1409475803375244,,2620.0,273,1779550154.7946665
,597.1740912,,,1.1210386753082275,,2630.0,274,1779550156.2858076
,598.6625502,,,1.1445173025131226,,2640.0,275,1779550157.7740881
,600.1484544,,,1.1747639179229736,,2650.0,276,1779550159.2606742
,601.6412214,,,1.1416499614715576,,2660.0,277,1779550160.752921
,603.1290687,,,1.1219813823699951,,2670.0,278,1779550162.2368815
,604.6171641,,,1.1471912860870361,,2680.0,279,1779550163.7284682
,606.1053425,,,1.1534123420715332,,2690.0,280,1779550165.2175624
,607.5946253,,,1.1282873153686523,,2700.0,281,1779550166.7061563
,609.0833947,,,1.1450210809707642,,2710.0,282,1779550168.1950934
,610.5729703,,,1.1448637247085571,,2720.0,283,1779550169.684677
,612.0612981,,,1.1665059328079224,,2730.0,284,1779550171.1719596
,613.5500318,,,1.1212658882141113,,2740.0,285,1779550172.6617477
,633.5826448,0.0004924552772419723,1.0420383214950562,,1.4931159019470215,2750.0,286,1779550192.6909528
,633.7368021,,,1.1256786584854126,,2750.0,287,1779550192.8484118
,635.22578,,,1.1292765140533447,,2760.0,288,1779550194.3370829
,636.7136932,,,1.1272225379943848,,2770.0,289,1779550195.8234744
,638.2024846,,,1.1247998476028442,,2780.0,290,1779550197.3136978
,639.6912804,,,1.134433388710022,,2790.0,291,1779550198.8027446
,641.1796575,,,1.1184488534927368,,2800.0,292,1779550200.291372
,642.6663817,,,1.150705337524414,,2810.0,293,1779550201.7776
,644.1545031,,,1.126631736755371,,2820.0,294,1779550203.2667232
,645.643438,,,1.1489806175231934,,2830.0,295,1779550204.754961
,647.1311507,,,1.0997987985610962,,2840.0,296,1779550206.2421615
,648.6193581,,,1.1308143138885498,,2850.0,297,1779550207.7306259
,650.1068707,,,1.1318124532699585,,2860.0,298,1779550209.2184842
,651.5952207,,,1.113515019416809,,2870.0,299,1779550210.706923
,653.0842072,,,1.152204990386963,,2880.0,300,1779550212.1934671
,654.5727821,,,1.1184613704681396,,2890.0,301,1779550213.6843715
,656.0604953,,,1.0988999605178833,,2900.0,302,1779550215.1727152
,657.548621,,,1.1442323923110962,,2910.0,303,1779550216.660841
,659.0363984,,,1.1166884899139404,,2920.0,304,1779550218.1481135
,660.5243035,,,1.101679801940918,,2930.0,305,1779550219.636018
,662.012334,,,1.1087541580200195,,2940.0,306,1779550221.124554
,663.5000447,,,1.1262800693511963,,2950.0,307,1779550222.6122646
,664.9878394,,,1.1123006343841553,,2960.0,308,1779550224.0963278
,666.4773534,,,1.10204017162323,,2970.0,309,1779550225.588674
,667.9663705,,,1.1106430292129517,,2980.0,310,1779550227.0785904
,669.4554294,,,1.0987882614135742,,2990.0,311,1779550228.5669582
,689.5297925,0.0004219625860160354,1.0097641944885254,,1.4909911155700684,3000.0,312,1779550248.6415246
,689.6842066,,,1.1276063919067383,,3000.0,313,1779550248.79543
,691.1727871,,,1.1061279773712158,,3010.0,314,1779550250.284462
,692.6621933,,,1.118221640586853,,3020.0,315,1779550251.773876
,694.1501435,,,1.1121876239776611,,3030.0,316,1779550253.2618601
,695.6387028,,,1.1369026899337769,,3040.0,317,1779550254.7502887
,697.1273365,,,1.0981156826019287,,3050.0,318,1779550256.238619
,698.6167217,,,1.1066367626190186,,3060.0,319,1779550257.7284324
,700.1049783,,,1.131465196609497,,3070.0,320,1779550259.2165394
,701.5929567,,,1.1136924028396606,,3080.0,321,1779550260.7015877
,703.0815175,,,1.1038869619369507,,3090.0,322,1779550262.1932056
,704.570266,,,1.1038200855255127,,3100.0,323,1779550263.682098
,706.0596375,,,1.0792442560195923,,3110.0,324,1779550265.1713521
,707.5472399,,,1.1121084690093994,,3120.0,325,1779550266.6587105
,709.0348857,,,1.0936017036437988,,3130.0,326,1779550268.1471055
,710.5226761,,,1.094514012336731,,3140.0,327,1779550269.6348958
,712.0111998,,,1.107851266860962,,3150.0,328,1779550271.1189399
,713.4993678,,,1.1344273090362549,,3160.0,329,1779550272.611187
,714.9869953,,,1.07957124710083,,3170.0,330,1779550274.0951734
,716.4757273,,,1.090593695640564,,3180.0,331,1779550275.5874345
,717.9641179,,,1.1110209226608276,,3190.0,332,1779550277.0756295
,719.452854,,,1.0880236625671387,,3200.0,333,1779550278.5645602
,720.9379965,,,1.0911846160888672,,3210.0,334,1779550280.0464923
,722.4264618,,,1.0747592449188232,,3220.0,335,1779550281.5381324
,723.9153664,,,1.069952130317688,,3230.0,336,1779550283.0269618
,725.4014279,,,1.0720624923706055,,3240.0,337,1779550284.513134
,745.6307917,0.00035475231739709885,0.9807752370834351,,1.5069329738616943,3250.0,338,1779550304.741057
,745.7854484,,,1.0876215696334839,,3250.0,339,1779550304.8945355
,747.2754712,,,1.0852131843566895,,3260.0,340,1779550306.386757
,748.7636339,,,1.0936766862869263,,3270.0,341,1779550307.8758538
,750.2520123,,,1.0659648180007935,,3280.0,342,1779550309.3609638
,751.7407242,,,1.0597141981124878,,3290.0,343,1779550310.8523335
,753.2245254,,,1.0629816055297852,,3300.0,344,1779550312.3367453
,754.7164506,,,1.0724599361419678,,3310.0,345,1779550313.8277156
,756.2046859,,,1.0882002115249634,,3320.0,346,1779550315.3169057
,757.6936154,,,1.0801260471343994,,3330.0,347,1779550316.8033984
,759.182912,,,1.0741294622421265,,3340.0,348,1779550318.294272
,760.6704369,,,1.0814082622528076,,3350.0,349,1779550319.7826567
,762.1589085,,,1.0551626682281494,,3360.0,350,1779550321.2706952
,763.6469434,,,1.0852952003479004,,3370.0,351,1779550322.7591634
,765.1369769,,,1.0749034881591797,,3380.0,352,1779550324.2486925
,766.6248025,,,1.0821418762207031,,3390.0,353,1779550325.7370224
,768.1132515,,,1.0751967430114746,,3400.0,354,1779550327.2208252
,769.6015182,,,1.0664819478988647,,3410.0,355,1779550328.7131224
,771.0870832,,,1.0784640312194824,,3420.0,356,1779550330.1971126
,772.577526,,,1.0802407264709473,,3430.0,357,1779550331.689241
,774.0659022,,,1.1030727624893188,,3440.0,358,1779550333.1776774
,775.5535853,,,1.0852190256118774,,3450.0,359,1779550334.6641667
,777.0396133,,,1.073119878768921,,3460.0,360,1779550336.1483955
,778.5280504,,,1.0561954975128174,,3470.0,361,1779550337.6385305
,780.0168461,,,1.0801228284835815,,3480.0,362,1779550339.129066
,781.5055505,,,1.0484622716903687,,3490.0,363,1779550340.6177704
,801.5411377,0.0002925475029450237,0.9501875042915344,,1.5090566873550415,3500.0,364,1779550360.6517582
,801.6903273,,,1.0604925155639648,,3500.0,365,1779550360.8025472
,803.1834809,,,1.0431649684906006,,3510.0,366,1779550362.2934084
,804.672491,,,1.0584889650344849,,3520.0,367,1779550363.7841883
,806.160903,,,1.083966612815857,,3530.0,368,1779550365.2724092
,807.6484433,,,1.0604000091552734,,3540.0,369,1779550366.7596438
,809.1371726,,,1.052011489868164,,3550.0,370,1779550368.2488825
,810.6263536,,,1.0776326656341553,,3560.0,371,1779550369.7380655
,812.1156955,,,1.0682032108306885,,3570.0,372,1779550371.2273135
,813.6037105,,,1.0594706535339355,,3580.0,373,1779550372.7150626
,815.0924272,,,1.0569630861282349,,3590.0,374,1779550374.2041373
,816.5807226,,,1.0586423873901367,,3600.0,375,1779550375.6925266
,818.0687093,,,1.0533361434936523,,3610.0,376,1779550377.1809292
,819.5572743,,,1.0490753650665283,,3620.0,377,1779550378.6689844
,821.044966,,,1.0561394691467285,,3630.0,378,1779550380.1571858
,822.5341415,,,1.0460172891616821,,3640.0,379,1779550381.645823
,824.0224879,,,1.0468887090682983,,3650.0,380,1779550383.1341417
,825.5109913,,,1.0607523918151855,,3660.0,381,1779550384.62261
,826.9992066,,,1.0697821378707886,,3670.0,382,1779550386.110873
,828.4877233,,,1.0394980907440186,,3680.0,383,1779550387.5994313
,829.9763173,,,1.0749214887619019,,3690.0,384,1779550389.0880313
,831.4648891,,,1.0121272802352905,,3700.0,385,1779550390.5763216
,832.9539044,,,1.0237895250320435,,3710.0,386,1779550392.065353
,834.4417327,,,1.0551890134811401,,3720.0,387,1779550393.5539525
,835.930152,,,1.0337930917739868,,3730.0,388,1779550395.0423717
,837.4185986,,,1.0444849729537964,,3740.0,389,1779550396.5308185
,857.4753287,0.00023694285222843113,0.924098789691925,,1.5196678638458252,3750.0,390,1779550416.582503
,857.6295663,,,1.052905559539795,,3750.0,391,1779550416.7412822
,859.1164399,,,1.0712323188781738,,3760.0,392,1779550418.2286596
,860.6028717,,,1.0724339485168457,,3770.0,393,1779550419.7140882
,862.0902358,,,1.0736745595932007,,3780.0,394,1779550421.2019494
,863.5766535,,,1.0336002111434937,,3790.0,395,1779550422.6888735
,865.0648114,,,1.0518438816070557,,3800.0,396,1779550424.1767147
,866.5519124,,,1.0621919631958008,,3810.0,397,1779550425.661147
,868.0378454,,,1.030062198638916,,3820.0,398,1779550427.1500654
