_timestamp,train/loss,train/step_loss,iter,_step,_runtime,Sample Generation,lr,val/loss
1779559589.4219983,,1.967566728591919,350.0,37,185.0206023,,,
1779559592.6256292,,1.9634928703308105,360.0,38,188.2202361,,,
1779559595.8218367,,1.886635661125183,370.0,39,191.4198585,,,
1779559599.021827,,1.8636512756347656,380.0,40,194.6201076,,,
1779559602.2247546,,1.8534984588623047,390.0,41,197.8193182,,,
1779559605.423761,,1.8338533639907837,400.0,42,201.0184468,,,
1779559608.6240559,,1.8043001890182495,410.0,43,204.2186228,,,
1779559611.8244164,,1.7866628170013428,420.0,44,207.4190884,,,
1779559615.0247114,,1.745453119277954,430.0,45,210.6187702,,,
1779559618.223105,,1.7202672958374023,440.0,46,213.8181936,,,
1779559621.4248765,,1.7257298231124878,450.0,47,217.0194649,,,
1779559624.625414,,1.6555075645446777,460.0,48,220.2200958,,,
1779559627.8260791,,1.6506750583648682,470.0,49,223.4201381,,,
1779559631.0248215,,1.6828367710113525,480.0,50,226.6194971,,,
1779559634.2247276,,1.648324728012085,490.0,51,229.8187864,,,
1779559673.5793188,1.5495591163635254,,500.0,52,269.1739235,,0.0009852826883675631,1.7522550821304321
1779559673.8996084,,1.6238481998443604,500.0,53,269.4989724,,,
1779559677.0994294,,1.6072027683258057,510.0,54,272.6983022,,,
1779559680.2994168,,1.5898044109344482,520.0,55,275.899011,,,
1779559683.4993649,,1.5710680484771729,530.0,56,279.0960019,,,
1779559686.692853,,1.5563229322433472,540.0,57,282.2874123,,,
1779559689.8921876,,1.543715238571167,550.0,58,285.4870327,,,
1779559693.0917373,,1.5585765838623047,560.0,59,288.6857962,,,
1779559696.2901459,,1.5292787551879883,570.0,60,291.8851323,,,
1779559699.489538,,1.4994562864303589,580.0,61,295.084473,,,
1779559702.6870382,,1.5109134912490845,590.0,62,298.2844205,,,
1779559705.8907008,,1.4810906648635864,600.0,63,301.4847596,,,
1779559709.090816,,1.4892157316207886,610.0,64,304.6853901,,,
1779559712.2902296,,1.4790704250335693,620.0,65,307.8842883,,,
1779559715.4902844,,1.4629626274108887,630.0,66,311.0843434,,,
1779559718.6872354,,1.4320067167282104,640.0,67,314.2838132,,,
1779559721.8899724,,1.4375784397125244,650.0,68,317.4840313,,,
1779559725.0891168,,1.4645466804504395,660.0,69,320.6837571,,,
1779559728.2864292,,1.4662463665008545,670.0,70,323.8841353,,,
1779559731.4896352,,1.4075055122375488,680.0,71,327.0841999,,,
1779559734.690043,,1.3835840225219727,690.0,72,330.2841017,,,
1779559737.889266,,1.4049148559570312,700.0,73,333.4847584,,,
1779559741.0916395,,1.3603060245513916,710.0,74,336.6860248,,,
1779559744.2889104,,1.4074795246124268,720.0,75,339.8849875,,,
1779559747.489901,,1.3820059299468994,730.0,76,343.0839599,,,
1779559750.679228,,1.403867483139038,740.0,77,346.2829445,,,
1779559790.0299742,1.3130548000335693,,750.0,78,385.6252848,,0.0009614856803571157,1.5517997741699219
1779559790.3518794,,1.3682546615600586,750.0,79,385.9498084,,,
1779559793.5512142,,1.369296908378601,760.0,80,389.1462088,,,
1779559796.7511263,,1.378861665725708,770.0,81,392.346019,,,
1779559799.950534,,1.3487857580184937,780.0,82,395.5450698,,,
1779559803.150376,,1.386308193206787,790.0,83,398.7449479,,,
1779559806.3497481,,1.3538426160812378,800.0,84,401.9438069,,,
1779559809.5452404,,1.3447498083114624,810.0,85,405.1429563,,,
1779559812.7451167,,1.3643121719360352,820.0,86,408.3422138,,,
1779559815.9481673,,1.335718035697937,830.0,87,411.5422261,,,
1779559819.1451051,,1.335265040397644,840.0,88,414.7415405,,,
1779559822.347001,,1.334714651107788,850.0,89,417.9415669,,,
1779559825.54549,,1.3350718021392822,860.0,90,421.1400529,,,
1779559828.7444816,,1.3396625518798828,870.0,91,424.3391053,,,
1779559831.9416718,,1.3344659805297852,880.0,92,427.5372724,,,
1779559835.142446,,1.3178308010101318,890.0,93,430.7365048,,,
1779559838.3410282,,1.3263275623321533,900.0,94,433.9360444,,,
1779559841.540313,,1.3062987327575684,910.0,95,437.1349671,,,
1779559844.737943,,1.2975375652313232,920.0,96,440.3346427,,,
1779559847.9385293,,1.2948660850524902,930.0,97,443.5334783,,,
1779559851.13834,,1.2959946393966675,940.0,98,446.7329026,,,
1779559854.336637,,1.283229112625122,950.0,99,449.9306956,,,
1779559857.5362992,,1.2868599891662598,960.0,100,453.1308653,,,
1779559860.7348602,,1.2905887365341187,970.0,101,456.3294372,,,
1779559863.9339612,,1.3066673278808594,980.0,102,459.5280199,,,
1779559867.1326454,,1.2881168127059937,990.0,103,462.7272081,,,
1779559906.4769385,1.1952303647994995,,1000.0,104,502.071538,,0.0009271396472013282,1.4921830892562866
1779559906.7978928,,1.2702720165252686,1000.0,105,502.3974926,,,
1779559909.997579,,1.2774035930633545,1010.0,106,505.5961613,,,
1779559913.1884146,,1.281503677368164,1020.0,107,508.7841229,,,
1779559916.3884847,,1.2788670063018799,1030.0,108,511.9846705,,,
1779559919.5883112,,1.2570195198059082,1040.0,109,515.1837439,,,
1779559922.789542,,1.2263723611831665,1050.0,110,518.3841081,,,
1779559925.9881072,,1.2284259796142578,1060.0,111,521.5828542,,,
1779559929.1886656,,1.2375462055206299,1070.0,112,524.7832299,,,
1779559932.3889377,,1.2377533912658691,1080.0,113,527.9829964,,,
1779559935.5885172,,1.2292201519012451,1090.0,114,531.18308,,,
1779559938.7859426,,1.2194981575012207,1100.0,115,534.38061,,,
1779559941.9840662,,1.2490234375,1110.0,116,537.5808499,,,
1779559945.1781456,,1.223375916481018,1120.0,117,540.7788777,,,
1779559948.3847647,,1.2041761875152588,1130.0,118,543.9793455,,,
1779559951.5831957,,1.238673210144043,1140.0,119,547.1806554,,,
1779559954.7780356,,1.2198147773742676,1150.0,120,550.3810546,,,
1779559957.9870963,,1.2102124691009521,1160.0,121,553.5816769,,,
1779559961.1862562,,1.232469916343689,1170.0,122,556.7812845,,,
1779559964.3855743,,1.2238067388534546,1180.0,123,559.9801423,,,
1779559967.5777662,,1.2250126600265503,1190.0,124,563.1785156,,,
1779559970.7777486,,1.2036598920822144,1200.0,125,566.3782164,,,
1779559973.9826293,,1.2258507013320923,1210.0,126,569.5766882,,,
1779559977.1817954,,1.2034296989440918,1220.0,127,572.7766184,,,
1779559980.3810253,,1.1905933618545532,1230.0,128,575.9759929,,,
1779559983.579763,,1.2101727724075317,1240.0,129,579.1743398,,,
1779560022.920393,1.1112080812454224,,1250.0,130,618.5149642,,0.000883125098683892,1.4778649806976318
1779560023.2439015,,1.2165791988372803,1250.0,131,618.8407735,,,
1779560026.4438877,,1.1770272254943848,1260.0,132,622.0392996,,,
1779560029.6380708,,1.2086362838745117,1270.0,133,625.2367424,,,
1779560032.839277,,1.1924452781677246,1280.0,134,628.4333359,,,
1779560036.033035,,1.1886647939682007,1290.0,135,631.62764,,,
1779560039.232199,,1.172415018081665,1300.0,136,634.8269407,,,
1779560042.4308045,,1.1798160076141357,1310.0,137,638.0261385,,,
1779560045.6316137,,1.1575994491577148,1320.0,138,641.2261778,,,
1779560048.8304594,,1.1838581562042236,1330.0,139,644.4250243,,,
1779560052.0300016,,1.1672276258468628,1340.0,140,647.6240604,,,
1779560055.228847,,1.1697827577590942,1350.0,141,650.8236064,,,
1779560058.4182,,1.1762019395828247,1360.0,142,654.019758,,,
1779560061.6218355,,1.1541805267333984,1370.0,143,657.2198106,,,
1779560064.8224928,,1.165338397026062,1380.0,144,660.4171018,,,
1779560068.0189097,,1.1307464838027954,1390.0,145,663.6134717,,,
1779560071.217551,,1.1661471128463745,1400.0,146,666.8121908,,,
1779560074.4158006,,1.162431001663208,1410.0,147,670.0098593,,,
1779560077.6121547,,1.1475340127944946,1420.0,148,673.2070743,,,
1779560080.8121352,,1.1476123332977295,1430.0,149,676.4070045,,,
1779560084.0121088,,1.134239673614502,1440.0,150,679.6067122,,,
1779560087.211809,,1.1326298713684082,1450.0,151,682.8062723,,,
1779560090.4131992,,1.1337602138519287,1460.0,152,686.0072579,,,
1779560093.6104612,,1.149425745010376,1470.0,153,689.2045201,,,
1779560096.8051822,,1.1452503204345703,1480.0,154,692.399241,,,
1779560099.9880474,,1.1436948776245117,1490.0,155,695.5826152,,,
1779560139.3377974,1.0379928350448608,,1500.0,156,734.9359907,,0.0008305704108364302,1.4700026512145996
1779560139.6669867,,1.1365545988082886,1500.0,157,735.261569,,,
1779560142.8665953,,1.1273797750473022,1510.0,158,738.460654,,,
1779560146.0634098,,1.1187689304351807,1520.0,159,741.6583103,,,
1779560149.263979,,1.1037895679473877,1530.0,160,744.8580377,,,
1779560152.4608762,,1.1191459894180298,1540.0,161,748.054935,,,
1779560155.660264,,1.1160316467285156,1550.0,162,751.2543228,,,
1779560158.8590806,,1.1472523212432861,1560.0,163,754.4540821,,,
1779560162.0560396,,1.1006748676300049,1570.0,164,757.6506276,,,
1779560165.2538059,,1.1038858890533447,1580.0,165,760.8478647,,,
1779560168.4485717,,1.1113461256027222,1590.0,166,764.0431364,,,
1779560171.6421285,,1.1003919839859009,1600.0,167,767.2396556,,,
1779560174.840094,,1.096114993095398,1610.0,168,770.4381801,,,
1779560178.043255,,1.0826390981674194,1620.0,169,773.6378182,,,
1779560181.2399664,,1.094770908355713,1630.0,170,776.836333,,,
1779560184.4383414,,1.079467535018921,1640.0,171,780.033313,,,
1779560187.634897,,1.1090497970581055,1650.0,172,783.2289558,,,
1779560190.8335454,,1.107795238494873,1660.0,173,786.4280334,,,
1779560194.0334039,,1.0759938955307007,1670.0,174,789.6274627,,,
1779560197.2307022,,1.1139986515045166,1680.0,175,792.824761,,,
1779560200.4268572,,1.0868052244186401,1690.0,176,796.0216418,,,
1779560203.6270864,,1.0829929113388062,1700.0,177,799.2217935,,,
1779560206.8170195,,1.0940511226654053,1710.0,178,802.4110783,,,
1779560210.01547,,1.0689419507980347,1720.0,179,805.6100897,,,
1779560213.2108517,,1.0753920078277588,1730.0,180,808.8054145,,,
1779560216.3974233,,1.0633411407470703,1740.0,181,811.9961407,,,
1779560255.773098,0.9655183553695679,,1750.0,182,851.3678225,,0.0007708228984017721,1.4919896125793457
1779560256.097377,,1.066868782043457,1750.0,183,851.6917719,,,
1779560259.2963781,,1.0559157133102417,1760.0,184,854.8921173,,,
1779560262.4950082,,1.0781933069229126,1770.0,185,858.089067,,,
1779560265.6939907,,1.0827610492706299,1780.0,186,861.2880495,,,
1779560268.8918173,,1.0761992931365967,1790.0,187,864.4863804,,,
1779560272.0903447,,1.0672781467437744,1800.0,188,867.6844036,,,
1779560275.289528,,1.0655896663665771,1810.0,189,870.8841092,,,
1779560278.4851267,,1.0615016222000122,1820.0,190,874.0796905,,,
1779560281.6836534,,1.0434694290161133,1830.0,191,877.2782166,,,
1779560284.878349,,1.0434844493865967,1840.0,192,880.4724079,,,
1779560288.0745595,,1.0534369945526123,1850.0,193,883.6694384,,,
1779560291.27206,,1.0407443046569824,1860.0,194,886.8668716,,,
1779560294.4719534,,1.0499184131622314,1870.0,195,890.0665163,,,
1779560297.6710024,,1.0447529554367065,1880.0,196,893.2650612,,,
1779560300.8654876,,1.0214682817459106,1890.0,197,896.4595464,,,
1779560304.061701,,1.0451370477676392,1900.0,198,899.6564208,,,
1779560307.2599626,,1.0222201347351074,1910.0,199,902.8540215,,,
1779560310.4594336,,1.0178186893463135,1920.0,200,906.0539991,,,
1779560313.6587343,,1.0354582071304321,1930.0,201,909.2533651,,,
1779560316.8558247,,1.0464853048324585,1940.0,202,912.4505263,,,
1779560320.038304,,1.0519912242889404,1950.0,203,915.632867,,,
1779560323.2281625,,1.0434739589691162,1960.0,204,918.8238065,,,
1779560326.4289424,,1.0406889915466309,1970.0,205,922.0230012,,,
1779560329.6284666,,1.0237008333206177,1980.0,206,925.2230471,,,
1779560332.8284411,,1.0232585668563843,1990.0,207,928.423155,,,
1779560372.1814039,0.8928581476211548,,2000.0,208,967.7816323,,0.0007054142744895884,1.51151704788208
1779560372.5125518,,1.015259027481079,2000.0,209,968.1066106,,,
1779560375.7104268,,1.009869933128357,2010.0,210,971.3060024,,,
1779560378.9039416,,1.0014212131500244,2020.0,211,974.4988723,,,
1779560382.0970457,,1.013530969619751,2030.0,212,977.6966342,,,
1779560385.3030405,,1.0120725631713867,2040.0,213,980.8976235,,,
1779560388.502465,,1.0139694213867188,2050.0,214,984.0971549,,,
1779560391.7022777,,0.9856800436973572,2060.0,215,987.2970296,,,
1779560394.900577,,0.9913185238838196,2070.0,216,990.4946358,,,
1779560398.0986383,,0.9980233311653137,2080.0,217,993.6934746,,,
1779560401.2967434,,0.9827237129211426,2090.0,218,996.8913051,,,
1779560404.4966347,,1.0124542713165283,2100.0,219,1000.0913959,,,
1779560407.6904528,,0.9862800240516663,2110.0,220,1003.2905281,,,
1779560410.8904188,,0.9948920607566833,2120.0,221,1006.4900669,,,
1779560414.0903227,,0.9912714958190918,2130.0,222,1009.6899342,,,
1779560417.294565,,0.9739318490028381,2140.0,223,1012.8891289,,,
1779560420.4901056,,0.9770715236663818,2150.0,224,1016.0879006,,,
1779560423.6899822,,0.9903035163879395,2160.0,225,1019.2870916,,,
1779560426.8902123,,0.9859156608581543,2170.0,226,1022.4847795,,,
1779560430.0900471,,0.9833652377128601,2180.0,227,1025.6847248,,,
1779560433.28323,,0.9764924049377441,2190.0,228,1028.8829033,,,
1779560436.4830902,,0.9644458889961243,2200.0,229,1032.0810516,,,
1779560439.6845202,,0.9997586011886597,2210.0,230,1035.2790842,,,
1779560442.8829298,,0.968241810798645,2220.0,231,1038.4777077,,,
1779560446.0813286,,0.9750703573226929,2230.0,232,1041.6763892,,,
1779560449.2802415,,0.9603766202926636,2240.0,233,1044.8743002,,,
1779560488.6471694,0.8198150396347046,,2250.0,234,1084.241985,,0.0006360213829156177,1.5626105070114136
1779560488.9729986,,0.9500112533569336,2250.0,235,1084.5674157,,,
1779560492.1732478,,0.989323616027832,2260.0,236,1087.76777,,,
1779560495.3734858,,0.9689376354217529,2270.0,237,1090.9685241,,,
1779560498.5714438,,0.9545146226882935,2280.0,238,1094.1669276,,,
1779560501.771953,,0.9789298176765442,2290.0,239,1097.3665162,,,
1779560504.9719284,,0.9654807448387146,2300.0,240,1100.5665779,,,
1779560508.1719737,,0.9357515573501587,2310.0,241,1103.7668897,,,
1779560511.3717535,,0.9742106795310974,2320.0,242,1106.9658122,,,
1779560514.570692,,0.9527626633644104,2330.0,243,1110.1647508,,,
1779560517.770336,,0.9484233260154724,2340.0,244,1113.3643949,,,
1779560520.970619,,0.9462945461273193,2350.0,245,1116.5654519,,,
1779560524.1709182,,0.9669028520584106,2360.0,246,1119.7661629,,,
1779560527.3708293,,0.9443380236625671,2370.0,247,1122.9653292,,,
1779560530.5702493,,0.9650497436523438,2380.0,248,1126.1648148,,,
1779560533.7692337,,0.9560368061065674,2390.0,249,1129.3638665,,,
1779560536.9659996,,0.9519017934799194,2400.0,250,1132.5617192,,,
1779560540.1635113,,0.9332513213157654,2410.0,251,1135.7580754,,,
1779560543.3591814,,0.9357149004936218,2420.0,252,1138.9543507,,,
1779560546.5557349,,0.923305094242096,2430.0,253,1142.1497935,,,
1779560549.7480254,,0.9439313411712646,2440.0,254,1145.3471165,,,
1779560552.9479175,,0.9293025732040405,2450.0,255,1148.5448389,,,
1779560556.1496787,,0.9307502508163452,2460.0,256,1151.7437374,,,
1779560559.3469133,,0.9371514320373535,2470.0,257,1154.9414055,,,
1779560562.5460553,,0.9208617210388184,2480.0,258,1158.1401142,,,
1779560565.7447472,,0.944448709487915,2490.0,259,1161.3393098,,,
1779560605.0863552,0.7483637928962708,,2500.0,260,1200.6842443,,0.000564423209907245,1.61362886428833
1779560605.4146118,,0.9279192686080933,2500.0,261,1201.0093598,,,
1779560608.6132612,,0.9441511631011963,2510.0,262,1204.2083404,,,
1779560611.8131635,,0.8906668424606323,2520.0,263,1207.4078177,,,
1779560615.013122,,0.9015343189239502,2530.0,264,1210.607795,,,
1779560618.2109146,,0.9044696092605591,2540.0,265,1213.8054948,,,
1779560621.4060895,,0.9121177196502686,2550.0,266,1217.0001483,,,
1779560624.6010122,,0.8946559429168701,2560.0,267,1220.1985516,,,
1779560627.8019233,,0.905650794506073,2570.0,268,1223.3964913,,,
1779560631.0021987,,0.8975765109062195,2580.0,269,1226.5967698,,,
1779560634.1994178,,0.8936154842376709,2590.0,270,1229.7934767,,,
1779560637.3994021,,0.8938001990318298,2600.0,271,1232.9939724,,,
1779560640.6007516,,0.9126411080360413,2610.0,272,1236.1955821,,,
1779560643.8005958,,0.8818570971488953,2620.0,273,1239.3956463,,,
1779560647.0019503,,0.8983278274536133,2630.0,274,1242.5968345,,,
1779560650.2032056,,0.8833584189414978,2640.0,275,1245.7977725,,,
1779560653.4031239,,0.8841851353645325,2650.0,276,1248.9971827,,,
1779560656.5991678,,0.8937664031982422,2660.0,277,1252.1942971,,,
1779560659.776103,,0.885809063911438,2670.0,278,1255.3706645,,,
1779560662.9646316,,0.8902842998504639,2680.0,279,1258.5586904,,,
1779560666.1637788,,0.8667869567871094,2690.0,280,1261.7598601,,,
1779560669.3656714,,0.8540424108505249,2700.0,281,1264.9597303,,,
1779560672.5665317,,0.8627288341522217,2710.0,282,1268.1605904,,,
1779560675.7667766,,0.8850857019424438,2720.0,283,1271.3613417,,,
1779560678.9672353,,0.8538011312484741,2730.0,284,1274.5618009,,,
1779560682.165511,,0.8582918047904968,2740.0,285,1277.7623492,,,
1779560721.5169945,0.6806948781013489,,2750.0,286,1317.1110533,,0.0004924552772419723,1.667472243309021
1779560721.8408377,,0.8718782663345337,2750.0,287,1317.4354974,,,
1779560725.0354125,,0.8526806235313416,2760.0,288,1320.631186,,,
1779560728.2344737,,0.8764532804489136,2770.0,289,1323.828841,,,
1779560731.4344218,,0.8727837800979614,2780.0,290,1327.0284805,,,
1779560734.6346457,,0.8978685140609741,2790.0,291,1330.2292096,,,
1779560737.8346186,,0.8719716668128967,2800.0,292,1333.4291525,,,
1779560741.0328228,,0.8728595972061157,2810.0,293,1336.6275806,,,
1779560744.2316084,,0.8718847036361694,2820.0,294,1339.8268772,,,
1779560747.4317586,,0.873920738697052,2830.0,295,1343.0263268,,,
1779560750.6321225,,0.8436988592147827,2840.0,296,1346.2266955,,,
1779560753.8324904,,0.8431071043014526,2850.0,297,1349.4272111,,,
1779560757.0305007,,0.8331865668296814,2860.0,298,1352.6255606,,,
1779560760.231766,,0.8616952896118164,2870.0,299,1355.8263294,,,
1779560763.4312077,,0.8427104949951172,2880.0,300,1359.0252666,,,
1779560766.63,,0.8435922265052795,2890.0,301,1362.2245651,,,
1779560769.8288853,,0.8511084318161011,2900.0,302,1365.4234498,,,
1779560773.0277424,,0.8289423584938049,2910.0,303,1368.6225336,,,
1779560776.2215178,,0.8484605550765991,2920.0,304,1371.8220251,,,
1779560779.427702,,0.8472994565963745,2930.0,305,1375.0221672,,,
1779560782.621367,,0.8533278107643127,2940.0,306,1378.2214362,,,
1779560785.8266125,,0.8527411222457886,2950.0,307,1381.4206713,,,
1779560789.0260599,,0.844738245010376,2960.0,308,1384.6201186,,,
1779560792.225122,,0.8421157002449036,2970.0,309,1387.8200884,,,
1779560795.425535,,0.838795006275177,2980.0,310,1391.0201002,,,
1779560798.6208177,,0.8201074004173279,2990.0,311,1394.2193671,,,
1779560837.9589372,0.6171683669090271,,3000.0,312,1433.5535965,,0.0004219625860160354,1.7313140630722046
1779560838.2808733,,0.815657913684845,3000.0,313,1433.8793058,,,
1779560841.4839287,,0.8284141421318054,3010.0,314,1437.0784919,,,
1779560844.6792524,,0.8290375471115112,3020.0,315,1440.273816,,,
1779560847.8774252,,0.8254636526107788,3030.0,316,1443.471484,,,
1779560851.0765126,,0.7989171743392944,3040.0,317,1446.6710743,,,
1779560854.2739928,,0.8206504583358765,3050.0,318,1449.8685196,,,
1779560857.4717185,,0.8103819489479065,3060.0,319,1453.0664594,,,
1779560860.6697137,,0.8053582906723022,3070.0,320,1456.2637725,,,
1779560863.866345,,0.8153665065765381,3080.0,321,1459.4620327,,,
1779560867.0627508,,0.8319382071495056,3090.0,322,1462.6599254,,,
1779560870.2613657,,0.7819033861160278,3100.0,323,1465.8560484,,,
1779560873.455618,,0.8107243776321411,3110.0,324,1469.0504191,,,
1779560876.6518016,,0.7688829302787781,3120.0,325,1472.2463955,,,
1779560879.8483343,,0.8012344241142273,3130.0,326,1475.442897,,,
1779560883.0476472,,0.8183560371398926,3140.0,327,1478.6417061,,,
1779560886.2437515,,0.7711199522018433,3150.0,328,1481.838404,,,
1779560889.4379447,,0.797276496887207,3160.0,329,1485.0320034,,,
1779560892.637941,,0.775126576423645,3170.0,330,1488.2351069,,,
1779560895.838354,,0.792243242263794,3180.0,331,1491.432413,,,
1779560899.0364223,,0.7980644702911377,3190.0,332,1494.6309955,,,
1779560902.2346854,,0.7819006443023682,3200.0,333,1497.829142,,,
1779560905.4321165,,0.7950459718704224,3210.0,334,1501.0261753,,,
1779560908.6262712,,0.7848477959632874,3220.0,335,1504.2208367,,,
1779560911.8187227,,0.779550313949585,3230.0,336,1507.4165512,,,
1779560915.0179808,,0.7799500823020935,3240.0,337,1510.612785,,,
1779560954.3540702,0.565056562423706,,3250.0,338,1549.9486334,,0.00035475231739709885,1.769002079963684
1779560954.678173,,0.8024598360061646,3250.0,339,1550.2730022,,,
1779560957.8775795,,0.7730668187141418,3260.0,340,1553.4725713,,,
1779560961.0776653,,0.7696138620376587,3270.0,341,1556.6728339,,,
1779560964.277274,,0.7584905624389648,3280.0,342,1559.8713327,,,
1779560967.476443,,0.7758567333221436,3290.0,343,1563.0715028,,,
1779560970.6746783,,0.7891018390655518,3300.0,344,1566.2696882,,,
1779560973.8744686,,0.7694604396820068,3310.0,345,1569.469661,,,
1779560977.0743318,,0.7659040093421936,3320.0,346,1572.6683905,,,
1779560980.2741494,,0.760596513748169,3330.0,347,1575.8687141,,,
1779560983.473292,,0.7814531326293945,3340.0,348,1579.0673508,,,
1779560986.6721485,,0.7618132829666138,3350.0,349,1582.266963,,,
1779560989.870789,,0.7694937586784363,3360.0,350,1585.4654113,,,
1779560993.0654924,,0.7652914524078369,3370.0,351,1588.6654813,,,
1779560996.2655046,,0.7737607359886169,3380.0,352,1591.863737,,,
1779560999.4690678,,0.7637460827827454,3390.0,353,1595.0636334,,,
1779561002.6676302,,0.793517529964447,3400.0,354,1598.2616888,,,
1779561005.8657846,,0.7591759562492371,3410.0,355,1601.461135,,,
1779561009.0659819,,0.7557171583175659,3420.0,356,1604.6600407,,,
1779561012.2645204,,0.7319496870040894,3430.0,357,1607.8585793,,,
1779561015.350491,,0.7639902234077454,3440.0,358,1610.9481743,,,
1779561018.388504,,0.7612956762313843,3450.0,359,1613.9830671,,,
1779561021.5855556,,0.7677404880523682,3460.0,360,1617.1796142,,,
1779561024.7830956,,0.7388293743133545,3470.0,361,1620.3776607,,,
1779561027.9800048,,0.7395325303077698,3480.0,362,1623.575038,,,
1779561031.1789834,,0.7338013052940369,3490.0,363,1626.7737455,,,
1779561070.5371795,0.5118802189826965,,3500.0,364,1666.1332638,,0.0002925475029450237,1.8203918933868408
1779561070.8631601,,0.7388721704483032,3500.0,365,1666.4584971,,,
1779561074.0594637,,0.7248035669326782,3510.0,366,1669.6544906,,,
1779561077.2601523,,0.7429271936416626,3520.0,367,1672.8547148,,,
1779561080.4600425,,0.7265690565109253,3530.0,368,1676.0546576,,,
1779561083.6601202,,0.738027811050415,3540.0,369,1679.2550684,,,
1779561086.859664,,0.7428771257400513,3550.0,370,1682.4546283,,,
1779561090.0604734,,0.7495272755622864,3560.0,371,1685.6550897,,,
1779561093.261301,,0.7301665544509888,3570.0,372,1688.8558917,,,
1779561096.4609132,,0.7285187244415283,3580.0,373,1692.0558691,,,
1779561099.6628318,,0.733027994632721,3590.0,374,1695.2574281,,,
1779561102.863182,,0.7341901063919067,3600.0,375,1698.4576093,,,
1779561106.0641074,,0.733519434928894,3610.0,376,1701.6586743,,,
1779561109.2643442,,0.7130715847015381,3620.0,377,1704.8589109,,,
1779561112.4642992,,0.7206598520278931,3630.0,378,1708.058864,,,
1779561115.6643808,,0.742702841758728,3640.0,379,1711.2589447,,,
1779561118.8634813,,0.7364818453788757,3650.0,380,1714.4595519,,,
1779561122.0667818,,0.7178902626037598,3660.0,381,1717.6613437,,,
1779561125.266448,,0.7148417234420776,3670.0,382,1720.8610212,,,
1779561128.4662795,,0.7155171632766724,3680.0,383,1724.0608423,,,
1779561131.6666949,,0.732489824295044,3690.0,384,1727.2612575,,,
1779561134.8664973,,0.7172763347625732,3700.0,385,1730.4610614,,,
1779561138.0652611,,0.7296559810638428,3710.0,386,1733.66083,,,
1779561141.2660077,,0.7307984828948975,3720.0,387,1736.8600664,,,
1779561144.4666,,0.7257641553878784,3730.0,388,1740.0611925,,,
1779561147.6643538,,0.7300055027008057,3740.0,389,1743.2599497,,,
1779561187.0174413,0.46800774335861206,,3750.0,390,1782.6123968,,0.00023694285222843113,1.8735809326171875
1779561187.3407464,,0.7072049975395203,3750.0,391,1782.9372986,,,
1779561190.5380068,,0.719316303730011,3760.0,392,1786.1328303,,,
