_timestamp,Sample Generation,train/loss,train/step_loss,lr,_runtime,_step,val/loss,iter
1779601839.5263777,,,1.0514992475509644,,553.6182006,264,,2530.0
1779601841.2091792,,,1.0743682384490967,,555.3010021,265,,2540.0
1779601842.93678,,,1.0672472715377808,,557.0291308,266,,2550.0
1779601844.6605644,,,1.0554474592208862,,558.7537329,267,,2560.0
1779601846.388727,,,1.0555858612060547,,560.4810596,268,,2570.0
1779601848.1088517,,,1.0524954795837402,,562.2015463,269,,2580.0
1779601849.8366978,,,1.0329246520996094,,563.9290566,270,,2590.0
1779601851.5541103,,,1.0275325775146484,,565.6499709,271,,2600.0
1779601853.2803342,,,1.084195852279663,,567.3725846,272,,2610.0
1779601855.003801,,,1.070184588432312,,569.0956241,273,,2620.0
1779601856.7202826,,,1.077770709991455,,570.8126118,274,,2630.0
1779601858.446012,,,1.054328441619873,,572.5383401,275,,2640.0
1779601860.1666508,,,1.0449942350387573,,574.2584739,276,,2650.0
1779601861.8888521,,,1.0519912242889404,,575.9811814,277,,2660.0
1779601863.605549,,,1.0721780061721802,,577.697372,278,,2670.0
1779601865.3289216,,,1.0444937944412231,,579.4217508,279,,2680.0
1779601867.043323,,,1.0395145416259766,,581.1367791,280,,2690.0
1779601868.7671638,,,1.0419416427612305,,582.8589866,281,,2700.0
1779601870.4859428,,,1.0351336002349854,,584.5777658,282,,2710.0
1779601872.2031856,,,1.0500743389129639,,586.2950085,283,,2720.0
1779601873.8459687,,,1.0301265716552734,,587.9386843,284,,2730.0
1779601875.4482825,,,1.0418767929077148,,589.5406124,285,,2740.0
1779601897.927985,,0.9169303178787231,,0.0004924552772419723,612.0201941,286,1.5100030899047852,2750.0
1779601898.093195,,,1.0303101539611816,,612.1894446,287,,2750.0
1779601899.7231827,,,1.0267255306243896,,613.8155752,288,,2760.0
1779601901.359937,,,1.0342578887939453,,615.45176,289,,2770.0
1779601902.9893656,,,1.0315775871276855,,617.0819564,290,,2780.0
1779601904.644802,,,1.013342022895813,,618.7366249,291,,2790.0
1779601906.429554,,,1.046141505241394,,620.5218815,292,,2800.0
1779601908.168378,,,1.0130398273468018,,622.2607066,293,,2810.0
1779601909.9057324,,,1.012432336807251,,623.9980601,294,,2820.0
1779601911.6384642,,,1.0186365842819214,,625.7343155,295,,2830.0
1779601913.3807178,,,1.0175707340240479,,627.4725408,296,,2840.0
1779601915.116676,,,1.001361608505249,,629.2101355,297,,2850.0
1779601916.8591168,,,1.0021648406982422,,630.9509397,298,,2860.0
1779601918.5956352,,,1.0218039751052856,,632.6881338,299,,2870.0
1779601920.3298316,,,1.0315122604370117,,634.4221579,300,,2880.0
1779601922.0667953,,,1.0297186374664307,,636.159187,301,,2890.0
1779601923.803489,,,1.0156662464141846,,637.8960137,302,,2900.0
1779601925.4742546,,,1.004764437675476,,639.5685944,303,,2910.0
1779601927.125289,,,1.0200316905975342,,641.218094,304,,2920.0
1779601928.770908,,,1.0064356327056885,,642.8685651,305,,2930.0
1779601930.426407,,,1.0216059684753418,,644.518555,306,,2940.0
1779601932.0759249,,,0.9949039220809937,,646.168252,307,,2950.0
1779601933.7253473,,,0.9969243407249451,,647.8176736,308,,2960.0
1779601935.4037828,,,0.9894266128540039,,649.4961975,309,,2970.0
1779601937.1714249,,,1.0121097564697266,,651.2637249,310,,2980.0
1779601938.7972405,,,1.0212398767471313,,652.8898558,311,,2990.0
1779601961.8366306,,0.8738746047019958,,0.0004219625860160354,675.9295221,312,1.5477138757705688,3000.0
1779601962.011342,,,1.000628113746643,,676.1031651,313,,3000.0
1779601963.6891658,,,0.9975380897521973,,677.7814938,314,,3010.0
1779601965.3401525,,,1.01609206199646,,679.4319754,315,,3020.0
1779601966.985169,,,0.9932582974433899,,681.0779166,316,,3030.0
1779601968.6330187,,,0.9998072385787964,,682.7285103,317,,3040.0
1779601970.2825997,,,1.0116151571273804,,684.3744226,318,,3050.0
1779601972.0099993,,,0.9910200834274292,,686.1023262,319,,3060.0
1779601973.7296965,,,0.9908226132392883,,687.8220431,320,,3070.0
1779601975.4505138,,,0.9619697332382202,,689.5428431,321,,3080.0
1779601977.0974853,,,0.9874659776687622,,691.1921025,322,,3090.0
1779601978.755376,,,1.0189863443374634,,692.8471989,323,,3100.0
1779601980.4544175,,,1.0014426708221436,,694.5511399,324,,3110.0
1779601982.2540076,,,0.9708479046821594,,696.3482835,325,,3120.0
1779601983.969274,,,0.987250566482544,,698.0610969,326,,3130.0
1779601985.6837163,,,0.9734455943107605,,699.7763798,327,,3140.0
1779601987.4047568,,,0.9898526072502136,,701.4971374,328,,3150.0
1779601989.1242921,,,0.95546555519104,,703.2169344,329,,3160.0
1779601990.843428,,,0.9817440509796143,,704.9359741,330,,3170.0
1779601992.5636685,,,0.9803106784820557,,706.6559815,331,,3180.0
1779601994.2824717,,,0.9501838684082031,,708.3742947,332,,3190.0
1779601995.9972086,,,0.9571910500526428,,710.0895361,333,,3200.0
1779601997.718798,,,0.9617007970809937,,711.8106206,334,,3210.0
1779601999.4385726,,,0.9810192584991455,,713.5309182,335,,3220.0
1779602001.1508822,,,0.9734854698181152,,715.2464669,336,,3230.0
1779602002.8767173,,,0.9663456678390503,,716.9690462,337,,3240.0
1779602025.6800127,,0.8288601636886597,,0.00035475231739709885,739.7723309,338,1.5591421127319336,3250.0
1779602025.8342927,,,0.9789891242980957,,739.9265199,339,,3250.0
1779602027.4895265,,,0.9751361012458801,,741.5819707,340,,3260.0
1779602029.0790567,,,0.9702361226081848,,743.1715292,341,,3270.0
1779602030.8118522,,,0.9696810245513916,,744.9036752,342,,3280.0
1779602032.5678506,,,0.9635461568832397,,746.6605409,343,,3290.0
1779602034.249677,,,0.9723656177520752,,748.3420099,344,,3300.0
1779602035.9287808,,,0.9160991907119751,,750.0206038,345,,3310.0
1779602037.6135116,,,0.9722415804862976,,751.7053347,346,,3320.0
1779602039.2935917,,,0.9600378274917603,,753.3854147,347,,3330.0
1779602040.9731846,,,0.9451438784599304,,755.065627,348,,3340.0
1779602042.653042,,,0.9717814922332764,,756.744865,349,,3350.0
1779602044.3302987,,,0.9164725542068481,,758.4227797,350,,3360.0
1779602046.0085006,,,0.9794506430625916,,760.1010927,351,,3370.0
1779602047.6839259,,,0.9666377902030945,,761.7791101,352,,3380.0
1779602049.3716004,,,0.9629303216934204,,763.4639289,353,,3390.0
1779602051.0496342,,,0.9647681713104248,,765.1419657,354,,3400.0
1779602052.7301762,,,0.9579476118087769,,766.8225042,355,,3410.0
1779602054.4103062,,,0.9476887583732605,,768.5026357,356,,3420.0
1779602056.0948777,,,0.9217332601547241,,770.1870381,357,,3430.0
1779602057.777293,,,0.9324632883071899,,771.8696225,358,,3440.0
1779602059.4600198,,,0.9474285244941711,,773.5526628,359,,3450.0
1779602061.1423278,,,0.9525295495986938,,775.2346557,360,,3460.0
1779602062.8233979,,,0.9334953427314758,,776.9157952,361,,3470.0
1779602064.5081136,,,0.9534493684768677,,778.6006103,362,,3480.0
1779602066.1950073,,,0.9454261660575867,,780.2875764,363,,3490.0
1779602089.087759,,0.7876135110855103,,0.0002925475029450237,803.1801601,364,1.5925054550170898,3500.0
1779602089.24906,,,0.9364486932754517,,803.3413887,365,,3500.0
1779602090.925951,,,0.9134556651115417,,805.0177738,366,,3510.0
1779602092.6353564,,,0.9277226328849792,,806.7271793,367,,3520.0
1779602094.3225012,,,0.9237996339797974,,808.4148278,368,,3530.0
1779602096.0141096,,,0.9658477902412415,,810.1064365,369,,3540.0
1779602097.7029445,,,0.9554139375686646,,811.7947674,370,,3550.0
1779602099.3962474,,,0.9183526635169983,,813.4880701,371,,3560.0
1779602101.0912385,,,0.9405471086502075,,815.1830612,372,,3570.0
1779602102.7887707,,,0.9679142832756042,,816.881112,373,,3580.0
1779602104.5371084,,,0.9289165735244751,,818.6294368,374,,3590.0
1779602106.3341281,,,0.9364262819290161,,820.4264558,375,,3600.0
1779602108.0408273,,,0.9133524894714355,,822.1333954,376,,3610.0
1779602109.7546642,,,0.9377559423446655,,823.8468268,377,,3620.0
1779602111.4658904,,,0.934799313545227,,825.558219,378,,3630.0
1779602113.1760588,,,0.9009019136428833,,827.2683886,379,,3640.0
1779602114.8859222,,,0.928661584854126,,828.9782528,380,,3650.0
1779602116.597547,,,0.9080556631088257,,830.6945352,381,,3660.0
1779602118.3174624,,,0.9170331954956055,,832.4097905,382,,3670.0
1779602120.1343017,,,0.9060940742492676,,834.2266496,383,,3680.0
1779602121.9958117,,,0.9040966033935547,,836.0881663,384,,3690.0
1779602123.8550491,,,0.9154238104820251,,837.9473793,385,,3700.0
1779602125.690774,,,0.8999833464622498,,839.783101,386,,3710.0
1779602127.429975,,,0.8879687190055847,,841.5228723,387,,3720.0
1779602129.1398427,,,0.9290584325790405,,843.2321699,388,,3730.0
1779602130.971133,,,0.9167189598083496,,845.0635093,389,,3740.0
1779602153.6512609,,0.7520530223846436,,0.00023694285222843113,867.7435927,390,1.6078296899795532,3750.0
1779602153.8054476,,,0.9112703800201416,,867.8983659,391,,3750.0
1779602155.7013175,,,0.9087190628051758,,869.7945181,392,,3760.0
