iter,_timestamp,val/loss,train/loss,Sample Generation,_runtime,lr,_step,train/step_loss
530.0,1779546523.6780703,,,,223.6481547,,56,1.4669673442840576
540.0,1779546526.032285,,,,226.0013671,,57,1.4522340297698975
550.0,1779546528.3894925,,,,228.3625525,,58,1.4526273012161255
560.0,1779546530.7521925,,,,230.7216849,,59,1.431151032447815
570.0,1779546533.1122253,,,,233.0823172,,60,1.4361761808395386
580.0,1779546535.46945,,,,235.4390303,,61,1.4198198318481445
590.0,1779546537.8352385,,,,237.8049143,,62,1.4619219303131104
600.0,1779546540.1996708,,,,240.1692569,,63,1.430942177772522
610.0,1779546542.5646114,,,,242.5341994,,64,1.3915536403656006
620.0,1779546545.0374944,,,,245.0074387,,65,1.4169909954071045
630.0,1779546547.3837316,,,,247.3538473,,66,1.4217302799224854
640.0,1779546549.7371278,,,,249.7067296,,67,1.4077470302581787
650.0,1779546552.0791137,,,,252.0544053,,68,1.4123682975769043
660.0,1779546554.4294152,,,,254.4002381,,69,1.3539704084396362
670.0,1779546556.7794318,,,,256.7492163,,70,1.3860785961151123
680.0,1779546559.266997,,,,259.2364634,,71,1.3467440605163574
690.0,1779546561.5718696,,,,261.5415531,,72,1.3816030025482178
700.0,1779546563.9952471,,,,263.9646292,,73,1.3306894302368164
710.0,1779546566.3221684,,,,266.2917554,,74,1.3535995483398438
720.0,1779546568.7783341,,,,268.7480855,,75,1.3708351850509644
730.0,1779546571.2109861,,,,271.1800683,,76,1.3888859748840332
740.0,1779546573.6462607,,,,273.6160084,,77,1.3565313816070557
750.0,1779546610.0233915,1.544798731803894,1.2780746221542358,,309.9979816,0.0009614856803571157,78,
750.0,1779546610.2805953,,,,310.2501817,,79,1.3596103191375732
760.0,1779546612.6477818,,,,312.6171976,,80,1.3646070957183838
770.0,1779546614.9847493,,,,314.9543376,,81,1.3407869338989258
780.0,1779546617.2790613,,,,317.2486472,,82,1.321420669555664
790.0,1779546619.6563349,,,,319.6259212,,83,1.3607354164123535
800.0,1779546621.9895642,,,,321.9591532,,84,1.3199528455734253
810.0,1779546624.4299786,,,,324.3990607,,85,1.324756383895874
820.0,1779546626.747838,,,,326.7174247,,86,1.3393696546554565
830.0,1779546629.151646,,,,329.1216571,,87,1.2895079851150513
840.0,1779546631.4653144,,,,331.4349958,,88,1.3092067241668701
850.0,1779546633.7899537,,,,333.7595544,,89,1.3383733034133911
860.0,1779546636.1131754,,,,336.0829555,,90,1.2962921857833862
870.0,1779546638.6149783,,,,338.5845662,,91,1.3015427589416504
880.0,1779546641.0395308,,,,341.0091193,,92,1.3109294176101685
890.0,1779546643.3893695,,,,343.3591036,,93,1.3183331489562988
900.0,1779546645.7445526,,,,345.7141833,,94,1.3064615726470947
910.0,1779546648.1013694,,,,348.0709344,,95,1.31098473072052
920.0,1779546650.4542763,,,,350.4241328,,96,1.2894675731658936
930.0,1779546652.9772193,,,,352.9469949,,97,1.3036329746246338
940.0,1779546655.4565449,,,,355.4261329,,98,1.2993710041046143
950.0,1779546657.9190323,,,,357.8884248,,99,1.249085783958435
960.0,1779546660.3799143,,,,360.3489963,,100,1.2810471057891846
970.0,1779546662.8343413,,,,362.8046143,,101,1.302530288696289
980.0,1779546665.295442,,,,365.2645243,,102,1.2983914613723755
990.0,1779546667.7552617,,,,367.7246871,,103,1.3015601634979248
1000.0,1779546704.4662225,1.5057623386383057,1.2056289911270142,,404.4359592,0.0009271396472013282,104,
1000.0,1779546704.6794674,,,,404.6491776,,105,1.3024041652679443
1010.0,1779546707.1038146,,,,407.073401,,106,1.2633658647537231
1020.0,1779546709.3617525,,,,409.3308348,,107,1.2803499698638916
1030.0,1779546711.620701,,,,411.59049,,108,1.264439344406128
1040.0,1779546713.999537,,,,413.9691389,,109,1.2350932359695435
1050.0,1779546716.2871208,,,,416.2562029,,110,1.2872157096862793
1060.0,1779546718.695227,,,,418.664309,,111,1.2741386890411377
1070.0,1779546720.9915185,,,,420.9636465,,112,1.2755227088928223
1080.0,1779546723.4551349,,,,423.4248612,,113,1.2930333614349365
1090.0,1779546725.8934796,,,,425.8629815,,114,1.2788474559783936
1100.0,1779546728.3243902,,,,428.2939817,,115,1.2488733530044556
1110.0,1779546730.75721,,,,430.726629,,116,1.2555592060089111
1120.0,1779546733.1883018,,,,433.1580333,,117,1.2642571926116943
1130.0,1779546735.6163344,,,,435.5854164,,118,1.2335985898971558
1140.0,1779546738.0456061,,,,438.0183283,,119,1.2633256912231445
1150.0,1779546740.476552,,,,440.4468984,,120,1.2954587936401367
1160.0,1779546742.9054718,,,,442.8745538,,121,1.2355029582977295
1170.0,1779546745.3310902,,,,445.3007414,,122,1.2394537925720215
1180.0,1779546747.7631333,,,,447.7330254,,123,1.2390385866165161
1190.0,1779546750.1780329,,,,450.1569575,,124,1.2658848762512207
1200.0,1779546752.6131413,,,,452.5835603,,125,1.258216142654419
1210.0,1779546755.0427036,,,,455.0117856,,126,1.2215309143066406
1220.0,1779546757.471091,,,,457.4406905,,127,1.2387206554412842
1230.0,1779546759.9035552,,,,459.8732534,,128,1.178588628768921
1240.0,1779546762.3308775,,,,462.2999595,,129,1.2265276908874512
1250.0,1779546798.4989383,1.503141164779663,1.1464760303497314,,498.4690552,0.000883125098683892,130,
1250.0,1779546798.7498279,,,,498.71891,,131,1.2237708568572998
1260.0,1779546801.1197464,,,,501.0893341,,132,1.2455202341079712
1270.0,1779546803.4999208,,,,503.4690031,,133,1.2077991962432861
1280.0,1779546805.837603,,,,505.8071712,,134,1.2392181158065796
1290.0,1779546808.177395,,,,508.146792,,135,1.222785234451294
1300.0,1779546810.5143757,,,,510.4834579,,136,1.2038414478302002
1310.0,1779546812.8545709,,,,512.8236528,,137,1.2129006385803223
1320.0,1779546815.1948628,,,,515.1643534,,138,1.2178581953048706
1330.0,1779546817.5385354,,,,517.508529,,139,1.2069025039672852
1340.0,1779546819.8863177,,,,519.8566365,,140,1.221374750137329
1350.0,1779546822.2309535,,,,522.2008439,,141,1.1923794746398926
1360.0,1779546824.5855496,,,,524.5553712,,142,1.214860439300537
1370.0,1779546827.064391,,,,527.0339927,,143,1.2140471935272217
1380.0,1779546829.4507086,,,,529.4207924,,144,1.1661462783813477
1390.0,1779546831.8382185,,,,531.8078054,,145,1.1963682174682617
1400.0,1779546834.2275405,,,,534.1971422,,146,1.1942315101623535
1410.0,1779546836.610972,,,,536.5810554,,147,1.219428539276123
1420.0,1779546838.996277,,,,538.9659045,,148,1.199298620223999
1430.0,1779546841.3822021,,,,541.3549487,,149,1.1944338083267212
1440.0,1779546843.7699811,,,,543.739533,,150,1.2083691358566284
1450.0,1779546846.15428,,,,546.1243573,,151,1.1745741367340088
1460.0,1779546848.5435743,,,,548.5131632,,152,1.1664543151855469
1470.0,1779546850.9309793,,,,550.9000613,,153,1.1803244352340698
1480.0,1779546853.3175688,,,,553.2866508,,154,1.1814278364181519
1490.0,1779546855.7036664,,,,555.6762827,,155,1.2167515754699707
1500.0,1779546892.903034,1.493160367012024,1.0937176942825317,,592.877512,0.0008305704108364302,156,
1500.0,1779546893.1386948,,,,593.1126095,,157,1.170278787612915
1510.0,1779546895.4884844,,,,595.4583498,,158,1.1914632320404053
1520.0,1779546897.8885357,,,,597.857618,,159,1.1801366806030273
1530.0,1779546900.3633406,,,,600.3330818,,160,1.1612143516540527
1540.0,1779546902.7127082,,,,602.6817904,,161,1.1937623023986816
1550.0,1779546905.0631833,,,,605.0329112,,162,1.16709566116333
1560.0,1779546907.413744,,,,607.382826,,163,1.184835433959961
1570.0,1779546909.7673805,,,,609.7368868,,164,1.1837632656097412
1580.0,1779546912.201188,,,,612.1712264,,165,1.1483253240585327
1590.0,1779546914.6661515,,,,614.6376957,,166,1.1541069746017456
1600.0,1779546917.0518541,,,,617.0219391,,167,1.1114448308944702
1610.0,1779546919.4354854,,,,619.4053966,,168,1.1561217308044434
1620.0,1779546921.8194327,,,,621.7890599,,169,1.1552411317825317
1630.0,1779546924.2042763,,,,624.1740327,,170,1.1676000356674194
1640.0,1779546926.5897205,,,,626.5593058,,171,1.1696629524230957
1650.0,1779546928.9739153,,,,628.9438484,,172,1.1701991558074951
1660.0,1779546931.358422,,,,631.3277155,,173,1.1370205879211426
1670.0,1779546933.7433374,,,,633.7124196,,174,1.1836795806884766
1680.0,1779546936.1297698,,,,636.0988519,,175,1.1681925058364868
1690.0,1779546938.5095742,,,,638.4786563,,176,1.1349806785583496
1700.0,1779546940.897022,,,,640.8665932,,177,1.1474146842956543
1710.0,1779546943.283056,,,,643.2527353,,178,1.1491584777832031
1720.0,1779546945.6653845,,,,645.6350758,,179,1.1531542539596558
1730.0,1779546948.0546024,,,,648.0236845,,180,1.1187025308609009
1740.0,1779546950.43595,,,,650.4060229,,181,1.132739543914795
1750.0,1779546987.6567478,1.4991559982299805,1.0446317195892334,,687.6263378,0.0007708228984017721,182,
1750.0,1779546987.9102576,,,,687.8793398,,183,1.1702215671539307
1760.0,1779546990.360922,,,,690.3326924,,184,1.1659362316131592
1770.0,1779546992.8127437,,,,692.7818259,,185,1.1269930601119995
1780.0,1779546995.2613974,,,,695.2309838,,186,1.1461460590362549
1790.0,1779546997.647004,,,,697.6160861,,187,1.1410517692565918
1800.0,1779547000.1141746,,,,700.0837678,,188,1.1406307220458984
1810.0,1779547002.4581187,,,,702.427732,,189,1.1421416997909546
1820.0,1779547004.9216168,,,,704.8911054,,190,1.1671714782714844
1830.0,1779547007.2211623,,,,707.1948793,,191,1.1032589673995972
1840.0,1779547009.64342,,,,709.6130073,,192,1.1051616668701172
1850.0,1779547012.0429688,,,,712.0136065,,193,1.1372919082641602
1860.0,1779547014.4392369,,,,714.412762,,194,1.1399028301239014
1870.0,1779547016.8390732,,,,716.8124357,,195,1.07012140750885
1880.0,1779547019.2458682,,,,719.2154636,,196,1.146913766860962
1890.0,1779547021.651215,,,,721.6208523,,197,1.0967158079147339
1900.0,1779547024.0525916,,,,724.0216737,,198,1.1371041536331177
1910.0,1779547026.4583027,,,,726.4273847,,199,1.1277515888214111
1920.0,1779547028.8584251,,,,728.8279342,,200,1.1131129264831543
1930.0,1779547031.2608817,,,,731.2304706,,201,1.1156907081604004
1940.0,1779547033.663115,,,,733.6352187,,202,1.1130902767181396
1950.0,1779547036.0769985,,,,736.0460806,,203,1.133587121963501
1960.0,1779547038.4846432,,,,738.4546065,,204,1.0932743549346924
1970.0,1779547040.8976636,,,,740.8667455,,205,1.1152846813201904
1980.0,1779547043.3041444,,,,743.2743052,,206,1.1254684925079346
1990.0,1779547045.71274,,,,745.682327,,207,1.1195684671401978
2000.0,1779547082.7106354,1.5293374061584473,0.9875591993331909,,782.6809946,0.0007054142744895884,208,
2000.0,1779547082.9241176,,,,782.8937053,,209,1.1077461242675781
2010.0,1779547085.3415976,,,,785.3160206,,210,1.1131255626678467
2020.0,1779547087.7857687,,,,787.7584119,,211,1.103877305984497
2030.0,1779547090.1543944,,,,790.1243324,,212,1.1164698600769043
2040.0,1779547092.5683367,,,,792.5385814,,213,1.0706889629364014
2050.0,1779547094.9872983,,,,794.9568855,,214,1.1003471612930298
2060.0,1779547097.400352,,,,797.3694342,,215,1.092470407485962
2070.0,1779547099.8096166,,,,799.7794681,,216,1.0945602655410767
2080.0,1779547102.217349,,,,802.1874269,,217,1.0981682538986206
2090.0,1779547104.6272876,,,,804.59744,,218,1.088111400604248
2100.0,1779547107.0390286,,,,807.0086197,,219,1.1047004461288452
2110.0,1779547109.4465685,,,,809.4169631,,220,1.1125953197479248
2120.0,1779547111.852369,,,,811.8224525,,221,1.0800693035125732
2130.0,1779547114.2613962,,,,814.2347172,,222,1.0620628595352173
2140.0,1779547116.6748958,,,,816.6446973,,223,1.0750049352645874
2150.0,1779547119.0903628,,,,819.0594449,,224,1.0783441066741943
2160.0,1779547121.491714,,,,821.4612973,,225,1.058521032333374
2170.0,1779547123.8981662,,,,823.8672484,,226,1.0655022859573364
2180.0,1779547126.3105536,,,,826.2796358,,227,1.064882516860962
2190.0,1779547128.719852,,,,828.6889342,,228,1.0699238777160645
2200.0,1779547131.1291277,,,,831.0987375,,229,1.0528682470321655
2210.0,1779547133.5397577,,,,833.5099439,,230,1.0577549934387207
2220.0,1779547135.952565,,,,835.921647,,231,1.0583986043930054
2230.0,1779547138.367167,,,,838.336754,,232,1.0586820840835571
2240.0,1779547140.7738507,,,,840.7435253,,233,1.048234224319458
2250.0,1779547177.8180854,1.53688383102417,0.9342124462127686,,877.7875832,0.0006360213829156177,234,
2250.0,1779547178.0645068,,,,878.0341018,,235,1.071457862854004
2260.0,1779547180.4630024,,,,880.4326938,,236,1.0310730934143066
2270.0,1779547182.8599524,,,,882.8327277,,237,1.046811819076538
2280.0,1779547185.2541533,,,,885.2237067,,238,1.0505807399749756
2290.0,1779547187.6423414,,,,887.6151893,,239,1.0615148544311523
2300.0,1779547190.0498595,,,,890.0195792,,240,1.0463030338287354
2310.0,1779547192.4435222,,,,892.4126044,,241,1.0812597274780273
2320.0,1779547194.839211,,,,894.8097416,,242,1.0454952716827393
2330.0,1779547197.2343838,,,,897.2043149,,243,1.0444328784942627
2340.0,1779547199.6353576,,,,899.6050345,,244,1.03389573097229
2350.0,1779547202.0415065,,,,902.0116274,,245,1.0395699739456177
2360.0,1779547204.4357584,,,,904.4096518,,246,1.0497627258300781
2370.0,1779547206.8381522,,,,906.8077441,,247,1.05823814868927
2380.0,1779547209.2378676,,,,909.2074772,,248,1.039553165435791
2390.0,1779547211.6407092,,,,911.6103423,,249,1.059912919998169
2400.0,1779547214.0491004,,,,914.0192308,,250,1.0418448448181152
2410.0,1779547216.4602804,,,,916.4298697,,251,1.0445215702056885
2420.0,1779547218.853771,,,,918.8273665,,252,1.019865870475769
2430.0,1779547221.372344,,,,921.3414262,,253,1.0173354148864746
2440.0,1779547223.8633146,,,,923.8329005,,254,1.0125384330749512
2450.0,1779547226.3690758,,,,926.3386622,,255,1.0020676851272583
2460.0,1779547228.8832712,,,,928.8558822,,256,1.0401581525802612
2470.0,1779547231.3634386,,,,931.3325208,,257,1.027047038078308
2480.0,1779547233.774493,,,,933.7435751,,258,1.0276930332183838
2490.0,1779547236.16091,,,,936.129992,,259,0.9967692494392395
2500.0,1779547273.8924718,1.5573997497558594,0.890887975692749,,973.8621869,0.000564423209907245,260,
2500.0,1779547274.137883,,,,974.106965,,261,1.0182018280029297
2510.0,1779547276.5281131,,,,976.4978394,,262,1.0368260145187378
2520.0,1779547278.9904113,,,,978.9605472,,263,1.0395652055740356
2530.0,1779547281.4130857,,,,981.3825514,,264,1.0242774486541748
2540.0,1779547284.1189487,,,,984.0900063,,265,1.0272411108016968
2550.0,1779547286.5984652,,,,986.568053,,266,1.0279419422149658
2560.0,1779547288.972817,,,,988.9424585,,267,0.9876269698143005
2570.0,1779547291.2906651,,,,991.260286,,268,1.032745122909546
2580.0,1779547293.7330973,,,,993.7026912,,269,1.0237247943878174
2590.0,1779547296.2896292,,,,996.2600385,,270,1.0173132419586182
2600.0,1779547298.8325293,,,,998.8026311,,271,1.0165565013885498
2610.0,1779547301.3703854,,,,1001.3394674,,272,1.0248805284500122
2620.0,1779547303.902325,,,,1003.8719854,,273,1.0042541027069092
2630.0,1779547306.4289775,,,,1006.3984767,,274,1.0185097455978394
2640.0,1779547308.9573765,,,,1008.926964,,275,1.0173454284667969
2650.0,1779547311.4141765,,,,1011.3841546,,276,0.9917184114456177
2660.0,1779547313.8288882,,,,1013.7979702,,277,1.0413761138916016
2670.0,1779547316.2196243,,,,1016.1892496,,278,1.0281766653060913
2680.0,1779547318.654491,,,,1018.6242502,,279,1.0021108388900757
2690.0,1779547321.0894306,,,,1021.0585125,,280,0.9979249835014343
2700.0,1779547323.5154881,,,,1023.4845703,,281,0.9701023697853088
2710.0,1779547325.9479845,,,,1025.9175865,,282,1.0064070224761963
2720.0,1779547328.3843813,,,,1028.3534634,,283,0.9814609289169312
2730.0,1779547330.8189301,,,,1030.7888965,,284,0.985271692276001
2740.0,1779547333.247748,,,,1033.2173336,,285,0.9938716888427734
2750.0,1779547369.200647,1.5849157571792603,0.8359473347663879,,1069.170609,0.0004924552772419723,286,
2750.0,1779547369.4402044,,,,1069.4138659,,287,0.9835419654846191
2760.0,1779547371.964317,,,,1071.9339056,,288,0.9711231589317322
2770.0,1779547374.2978444,,,,1074.2676609,,289,0.9799022674560547
2780.0,1779547376.7079139,,,,1076.6769961,,290,0.9350174069404602
2790.0,1779547379.112909,,,,1079.0828424,,291,0.9755340814590454
2800.0,1779547381.4717138,,,,1081.4412286,,292,0.9789201617240906
2810.0,1779547383.8672018,,,,1083.8375052,,293,0.9967355728149414
2820.0,1779547386.2992735,,,,1086.2683556,,294,0.9768853187561035
2830.0,1779547388.8206484,,,,1088.7906094,,295,0.9500794410705566
2840.0,1779547391.3340304,,,,1091.3031124,,296,0.9652676582336426
2850.0,1779547393.6999497,,,,1093.669643,,297,0.9711357355117798
2860.0,1779547396.0992744,,,,1096.0683567,,298,0.9542788863182068
2870.0,1779547398.5093312,,,,1098.4791642,,299,0.9764018058776855
2880.0,1779547400.915892,,,,1100.8854824,,300,0.9516463279724121
2890.0,1779547403.3179605,,,,1103.2876267,,301,0.9874305725097656
2900.0,1779547405.71787,,,,1105.6873843,,302,0.9729834794998169
2910.0,1779547408.1189997,,,,1108.0885852,,303,0.9600780606269836
2920.0,1779547410.6170797,,,,1110.5861619,,304,0.981080949306488
2930.0,1779547412.9978309,,,,1112.9679174,,305,0.9209246039390564
2940.0,1779547415.529942,,,,1115.4993453,,306,0.967679500579834
2950.0,1779547417.9026635,,,,1117.8725068,,307,0.9760051369667053
2960.0,1779547420.4150965,,,,1120.3857321,,308,0.9343515634536743
2970.0,1779547422.834802,,,,1122.8043876,,309,0.9609171152114868
2980.0,1779547425.254258,,,,1125.2238166,,310,0.9543284177780151
2990.0,1779547427.6799028,,,,1127.6496535,,311,0.9371792078018188
3000.0,1779547465.5111017,1.603179931640625,0.7904414534568787,,1165.4806882,0.0004219625860160354,312,
3000.0,1779547465.7754502,,,,1165.745331,,313,0.9703688621520996
3010.0,1779547468.1480436,,,,1168.1171255,,314,0.9417836666107178
3020.0,1779547470.5113738,,,,1170.480456,,315,0.9536099433898926
3030.0,1779547472.892771,,,,1172.8657488,,316,0.9581155180931091
3040.0,1779547475.3679602,,,,1175.3370423,,317,0.9381362199783325
3050.0,1779547477.7956235,,,,1177.7647056,,318,0.9541618824005127
3060.0,1779547480.2192895,,,,1180.1927364,,319,0.9438613653182983
3070.0,1779547482.6640255,,,,1182.6336148,,320,0.9339942336082458
3080.0,1779547485.0920832,,,,1185.0616815,,321,0.9269402027130127
3090.0,1779547487.5237055,,,,1187.4932972,,322,0.9355666637420654
3100.0,1779547489.947816,,,,1189.9176027,,323,0.9367365837097168
3110.0,1779547492.372188,,,,1192.3412703,,324,0.9134889841079712
3120.0,1779547494.8017466,,,,1194.7738053,,325,0.9453325271606445
3130.0,1779547497.2284598,,,,1197.2006813,,326,0.9123634099960327
3140.0,1779547499.7808778,,,,1199.7511102,,327,0.9150631427764893
3150.0,1779547502.247617,,,,1202.2188801,,328,0.9408064484596252
3160.0,1779547504.720205,,,,1204.6900077,,329,0.9214528799057007
3170.0,1779547507.1932445,,,,1207.1623266,,330,0.9213277101516724
3180.0,1779547509.6733549,,,,1209.6424368,,331,0.939151406288147
3190.0,1779547512.1524656,,,,1212.1215478,,332,0.9117650985717773
3200.0,1779547514.6311424,,,,1214.6002245,,333,0.9041551351547241
3210.0,1779547517.1122613,,,,1217.0818484,,334,0.9260298013687134
3220.0,1779547519.5877018,,,,1219.5567839,,335,0.9177394509315491
3230.0,1779547522.0573564,,,,1222.0278389,,336,0.9224662780761719
3240.0,1779547524.5340378,,,,1224.5031199,,337,0.9034306406974792
3250.0,1779547562.6220741,1.6419659852981567,0.7377588152885437,,1262.5927026,0.00035475231739709885,338,
3250.0,1779547562.8682485,,,,1262.8378365,,339,0.9042226076126099
3260.0,1779547565.251834,,,,1265.2214201,,340,0.9071693420410156
3270.0,1779547567.6390705,,,,1267.6081526,,341,0.8736976385116577
3280.0,1779547570.0190356,,,,1269.9890941,,342,0.9289652705192566
3290.0,1779547572.4079428,,,,1272.3779696,,343,0.9031640887260437
3300.0,1779547574.7976968,,,,1274.7667789,,344,0.9002634286880493
3310.0,1779547577.191821,,,,1277.1611603,,345,0.9076520204544067
3320.0,1779547579.5837262,,,,1279.5533177,,346,0.9088196754455566
3330.0,1779547581.9752905,,,,1281.944964,,347,0.8929839730262756
3340.0,1779547584.390826,,,,1284.3599081,,348,0.8934652805328369
3350.0,1779547586.9224598,,,,1286.8920488,,349,0.9037178754806519
3360.0,1779547589.362519,,,,1289.3335061,,350,0.8820591568946838
3370.0,1779547591.8074987,,,,1291.7771979,,351,0.8616830110549927
3380.0,1779547594.2504594,,,,1294.2200519,,352,0.8890273571014404
3390.0,1779547596.6972067,,,,1296.6670294,,353,0.8740492463111877
3400.0,1779547599.144921,,,,1299.1145335,,354,0.8743702173233032
3410.0,1779547601.5913484,,,,1301.5604307,,355,0.894521176815033
3420.0,1779547604.0357716,,,,1304.0083168,,356,0.9091722965240479
3430.0,1779547606.4875765,,,,1306.4575311,,357,0.9329929351806641
3440.0,1779547608.935654,,,,1308.904736,,358,0.8812589645385742
3450.0,1779547611.3802345,,,,1311.3547752,,359,0.8873625993728638
3460.0,1779547613.9073079,,,,1313.8768376,,360,0.8839002847671509
3470.0,1779547616.3850281,,,,1316.3541102,,361,0.8729747533798218
3480.0,1779547618.8620374,,,,1318.8311197,,362,0.876010537147522
3490.0,1779547621.3362403,,,,1321.3066339,,363,0.8876542448997498
3500.0,1779547659.0398805,1.6904791593551636,0.6984544992446899,,1359.0143877,0.0002925475029450237,364,
3500.0,1779547659.3053327,,,,1359.275226,,365,0.9017465710639954
3510.0,1779547661.708626,,,,1361.6777079,,366,0.9197410345077515
3520.0,1779547664.1078568,,,,1364.0773812,,367,0.8747198581695557
3530.0,1779547666.5056324,,,,1366.4747145,,368,0.8693511486053467
3540.0,1779547668.9146037,,,,1368.8846864,,369,0.8847224116325378
3550.0,1779547671.3212323,,,,1371.2908179,,370,0.865039587020874
3560.0,1779547673.7272153,,,,1373.6968599,,371,0.8859736919403076
3570.0,1779547676.1278577,,,,1376.0999093,,372,0.887712299823761
3580.0,1779547678.612296,,,,1378.5813783,,373,0.8755488395690918
3590.0,1779547681.1169305,,,,1381.0865867,,374,0.8566790819168091
3600.0,1779547683.54502,,,,1383.5149565,,375,0.8658962249755859
3610.0,1779547685.9693975,,,,1385.9389843,,376,0.8528728485107422
3620.0,1779547688.3957112,,,,1388.3653017,,377,0.8642158508300781
3630.0,1779547690.9279513,,,,1390.8970334,,378,0.8801881074905396
3640.0,1779547693.4033608,,,,1393.3730321,,379,0.8494782447814941
3650.0,1779547695.7980971,,,,1395.7671793,,380,0.8660908937454224
3660.0,1779547698.3395424,,,,1398.3091413,,381,0.8657057285308838
3670.0,1779547700.7517526,,,,1400.7217681,,382,0.8588460087776184
3680.0,1779547703.189227,,,,1403.1590162,,383,0.8620848655700684
3690.0,1779547705.6920996,,,,1405.6611816,,384,0.8729228973388672
3700.0,1779547708.1983738,,,,1408.1674559,,385,0.8775064945220947
3710.0,1779547710.634623,,,,1410.6042164,,386,0.8792295455932617
3720.0,1779547713.0750177,,,,1413.044637,,387,0.8686336278915405
3730.0,1779547715.505425,,,,1415.4800517,,388,0.8519805669784546
3740.0,1779547717.9464836,,,,1417.9155657,,389,0.8509533405303955
3750.0,1779547756.3267963,1.7060335874557495,0.6600983142852783,,1456.2963816,0.00023694285222843113,390,
3750.0,1779547756.6393952,,,,1456.6089967,,391,0.8482570648193359
3760.0,1779547759.057107,,,,1459.0267123,,392,0.8435247540473938
3770.0,1779547761.4801543,,,,1461.455099,,393,0.8465470671653748
