iter,_timestamp,val/loss,train/loss,Sample Generation,_runtime,lr,_step,train/step_loss
3780.0,1779547763.9149394,,,,1463.8845294,,394,0.8420271873474121
3790.0,1779547766.345067,,,,1466.3146541,,395,0.8308165073394775
3800.0,1779547768.7708998,,,,1468.7404183,,396,0.8449468612670898
3810.0,1779547771.199971,,,,1471.1690532,,397,0.846842885017395
3820.0,1779547773.6246436,,,,1473.5937257,,398,0.8187668323516846
3830.0,1779547776.0563812,,,,1476.0259727,,399,0.845095694065094
3840.0,1779547778.4924643,,,,1478.4620746,,400,0.8485258221626282
3850.0,1779547780.922663,,,,1480.8922484,,401,0.8344687819480896
3860.0,1779547783.353135,,,,1483.3227354,,402,0.8354389071464539
3870.0,1779547785.7828119,,,,1485.7532949,,403,0.8456573486328125
3880.0,1779547788.2191772,,,,1488.1882594,,404,0.849614679813385
3890.0,1779547790.649724,,,,1490.6198376,,405,0.8430651426315308
3900.0,1779547793.079534,,,,1493.054881,,406,0.836589515209198
3910.0,1779547795.5170064,,,,1495.4865952,,407,0.8574401140213013
3920.0,1779547797.9511688,,,,1497.920849,,408,0.8240883350372314
3930.0,1779547800.3823762,,,,1500.3564821,,409,0.8332749605178833
3940.0,1779547802.8186975,,,,1502.7898722,,410,0.8085609674453735
3950.0,1779547805.2603858,,,,1505.229468,,411,0.8347151875495911
3960.0,1779547807.6946173,,,,1507.6636995,,412,0.8388161063194275
3970.0,1779547810.1321769,,,,1510.1022147,,413,0.8248621225357056
3980.0,1779547812.5698183,,,,1512.5389004,,414,0.8329899907112122
3990.0,1779547815.0036993,,,,1514.9736097,,415,0.8109825849533081
4000.0,1779547852.454441,1.7237582206726074,0.6255367398262024,,1552.4245437,0.00018936387015941957,416,
4000.0,1779547852.693406,,,,1552.6629935,,417,0.8139054775238037
4010.0,1779547855.0140915,,,,1554.9837562,,418,0.8400905132293701
4020.0,1779547857.3421571,,,,1557.3118637,,419,0.8382947444915771
4030.0,1779547859.7598329,,,,1559.7308414,,420,0.823607325553894
4040.0,1779547862.226148,,,,1562.1957384,,421,0.8351508975028992
4050.0,1779547864.5068662,,,,1564.476454,,422,0.8073310852050781
4060.0,1779547866.993215,,,,1566.9628909,,423,0.8279080390930176
4070.0,1779547869.3963108,,,,1569.3659225,,424,0.8424738645553589
4080.0,1779547871.8028,,,,1571.7718819,,425,0.8135486841201782
4090.0,1779547874.2037027,,,,1574.1741465,,426,0.8446292877197266
4100.0,1779547876.6082625,,,,1576.5773448,,427,0.8083422183990479
4110.0,1779547879.0088117,,,,1578.9783995,,428,0.8102805614471436
4120.0,1779547881.4090765,,,,1581.3792139,,429,0.8023767471313477
4130.0,1779547883.8174,,,,1583.787819,,430,0.8073867559432983
4140.0,1779547886.230523,,,,1586.2001725,,431,0.7972536087036133
4150.0,1779547888.6453264,,,,1588.6144084,,432,0.8313299417495728
4160.0,1779547891.0501246,,,,1591.0197117,,433,0.8105545043945312
4170.0,1779547893.4593856,,,,1593.4327352,,434,0.7715623378753662
4180.0,1779547895.8743825,,,,1595.8439672,,435,0.8016047477722168
4190.0,1779547898.3561718,,,,1598.3256833,,436,0.8134171962738037
4200.0,1779547900.7280252,,,,1600.6971072,,437,0.8016455173492432
4210.0,1779547903.2590494,,,,1603.2321678,,438,0.8198500871658325
4220.0,1779547905.7030206,,,,1605.6728251,,439,0.8093903064727783
4230.0,1779547908.1398146,,,,1608.1094006,,440,0.805425763130188
4240.0,1779547910.5760686,,,,1610.5456306,,441,0.8144686222076416
4250.0,1779547947.9176495,1.7625339031219482,0.5954999327659607,,1647.8876652,0.00015103031213214996,442,
4250.0,1779547948.1554232,,,,1648.1250838,,443,0.7838916182518005
4260.0,1779547950.4776013,,,,1650.4466835,,444,0.8026556372642517
4270.0,1779547952.7998,,,,1652.768882,,445,0.812617301940918
4280.0,1779547955.1185765,,,,1655.0918654,,446,0.8181746006011963
4290.0,1779547957.4519138,,,,1657.4214272,,447,0.8105109930038452
4300.0,1779547959.9722648,,,,1659.9420537,,448,0.810181736946106
4310.0,1779547962.4329956,,,,1662.4030125,,449,0.791119396686554
4320.0,1779547964.8907373,,,,1664.8603763,,450,0.8032503128051758
4330.0,1779547967.3433006,,,,1667.3179142,,451,0.7990022897720337
4340.0,1779547969.810564,,,,1669.7802147,,452,0.7995827198028564
4350.0,1779547972.272235,,,,1672.241317,,453,0.795481264591217
4360.0,1779547974.7327492,,,,1674.7018313,,454,0.8009037375450134
4370.0,1779547977.1883638,,,,1677.1596442,,455,0.8033446073532104
4380.0,1779547979.6519053,,,,1679.6214251,,456,0.805730938911438
4390.0,1779547982.1152349,,,,1682.0847411,,457,0.7832180261611938
4400.0,1779547984.5768714,,,,1684.5459534,,458,0.7818064093589783
4410.0,1779547987.0330243,,,,1687.0024232,,459,0.8170297741889954
4420.0,1779547989.4918513,,,,1689.46144,,460,0.807451069355011
4430.0,1779547991.9485078,,,,1691.9175901,,461,0.7773882150650024
4440.0,1779547994.41011,,,,1694.3797796,,462,0.8044785261154175
4450.0,1779547996.8748841,,,,1696.8450946,,463,0.8145239353179932
4460.0,1779547999.3342583,,,,1699.3040216,,464,0.7905368804931641
4470.0,1779548001.7963383,,,,1701.7658699,,465,0.7916530966758728
4480.0,1779548004.2630744,,,,1704.2327468,,466,0.7964963912963867
4490.0,1779548006.726562,,,,1706.6962357,,467,0.7835438251495361
4500.0,1779548043.4365547,1.7744650840759277,0.5733190774917603,,1743.4070221,0.00012292491384519912,468,
4500.0,1779548043.6845472,,,,1743.6539696,,469,0.7774163484573364
4510.0,1779548046.0746245,,,,1746.0442424,,470,0.7649153470993042
4520.0,1779548048.470514,,,,1748.4405892,,471,0.764710545539856
4530.0,1779548050.865692,,,,1750.835473,,472,0.7982780933380127
4540.0,1779548053.2526157,,,,1753.222313,,473,0.8005544543266296
4550.0,1779548055.6443448,,,,1755.6140162,,474,0.7914102077484131
4560.0,1779548058.0382335,,,,1758.0100448,,475,0.7816952466964722
4570.0,1779548060.4381356,,,,1760.4100518,,476,0.8149646520614624
4580.0,1779548062.8448071,,,,1762.8144047,,477,0.7998777627944946
4590.0,1779548065.2379968,,,,1765.2106898,,478,0.7898960113525391
4600.0,1779548067.6312702,,,,1767.6011469,,479,0.785656750202179
4610.0,1779548070.0191734,,,,1769.9919411,,480,0.7956730127334595
4620.0,1779548072.4199548,,,,1772.3893459,,481,0.765389621257782
4630.0,1779548074.816231,,,,1774.7860782,,482,0.772163987159729
4640.0,1779548077.2151926,,,,1777.1847473,,483,0.7800514101982117
4650.0,1779548079.617496,,,,1779.5869167,,484,0.7758901119232178
4660.0,1779548082.0201955,,,,1781.9896268,,485,0.7933882474899292
4670.0,1779548084.4223754,,,,1784.3919632,,486,0.7736846208572388
4680.0,1779548086.8777423,,,,1786.8468244,,487,0.7658902406692505
4690.0,1779548089.3891118,,,,1789.3595796,,488,0.7546463012695312
4700.0,1779548091.801852,,,,1791.7752037,,489,0.7905949950218201
4710.0,1779548094.2274287,,,,1794.1971851,,490,0.7815644145011902
4720.0,1779548096.6442816,,,,1796.6138688,,491,0.7724624872207642
4730.0,1779548099.0615022,,,,1799.0311873,,492,0.771309494972229
4740.0,1779548101.4860027,,,,1801.4555891,,493,0.75617516040802
4750.0,1779548138.6704175,1.792931079864502,0.5550227761268616,,1838.6394998,0.00010576819746349742,494,
4750.0,1779548138.878442,,,,1838.8551485,,495,0.785997748374939
4760.0,1779548141.3401701,,,,1841.3098083,,496,0.7821543216705322
4770.0,1779548143.6345396,,,,1843.6041311,,497,0.7589772939682007
4780.0,1779548145.9948177,,,,1845.9638998,,498,0.7862679958343506
4790.0,1779548148.4125962,,,,1848.3820278,,499,0.7714996337890625
4800.0,1779548150.746188,,,,1850.716654,,500,0.795551061630249
4810.0,1779548153.195334,,,,1853.1650206,,501,0.7662225961685181
4820.0,1779548155.6732626,,,,1855.6427663,,502,0.7709454298019409
4830.0,1779548158.0777457,,,,1858.0468278,,503,0.7570810317993164
4840.0,1779548160.394878,,,,1860.3653134,,504,0.7568203210830688
4850.0,1779548162.9514375,,,,1862.9205196,,505,0.7836910486221313
4860.0,1779548165.4195547,,,,1865.3893095,,506,0.7675440311431885
4870.0,1779548167.7601373,,,,1867.7292194,,507,0.7691761255264282
4880.0,1779548170.0615754,,,,1870.0311609,,508,0.757316529750824
4890.0,1779548172.4898298,,,,1872.4593924,,509,0.8024280071258545
4900.0,1779548175.081072,,,,1875.0514609,,510,0.7817291021347046
4910.0,1779548177.587368,,,,1877.5569993,,511,0.7438703775405884
4920.0,1779548180.0944335,,,,1880.0635157,,512,0.7517538666725159
4930.0,1779548182.5932498,,,,1882.5666647,,513,0.7702990174293518
4940.0,1779548185.0970488,,,,1885.0666771,,514,0.771606981754303
4950.0,1779548187.4687283,,,,1887.4383166,,515,0.7794485092163086
4960.0,1779548189.863915,,,,1889.8329972,,516,0.7637666463851929
4970.0,1779548192.2590759,,,,1892.2326929,,517,0.7419570088386536
4980.0,1779548194.6638262,,,,1894.6334125,,518,0.7680580019950867
4990.0,1779548197.0686386,,,,1897.0377205,,519,0.7739259004592896
5000.0,1779548233.7921798,1.8082879781723022,0.5415623188018799,,1933.7641017,0.0001,520,
5000.0,1779548234.027308,,,,1933.9963902,,521,0.7658334374427795
,1779548234.9812615,,,"{'path': 'media/html/Sample Generation_522_c98925aa17413dc54ce0.html', 'size': 273, '_type': 'html-file', 'sha256': 'c98925aa17413dc54ce0bb9f9f8c818de9b4051d9f480df368f0081e41020e45'}",1934.9508657,,522,
