lr,_step,_runtime,val/loss,train/loss,iter,_timestamp,train/step_loss,Sample Generation
,399,1006.7662516,,,3830.0,1779549245.8178253,0.9090461730957031,
,400,1008.492028,,,3840.0,1779549247.5436027,0.9014016389846802,
,401,1010.2168625,,,3850.0,1779549249.2689435,0.8949559926986694,
,402,1012.0136109,,,3860.0,1779549251.0612988,0.8780845403671265,
,403,1013.8146503,,,3870.0,1779549252.8662262,0.8963461518287659,
,404,1015.613321,,,3880.0,1779549254.6654022,0.8985666632652283,
,405,1017.4091501,,,3890.0,1779549256.4612315,0.8962819576263428,
,406,1019.2137706,,,3900.0,1779549258.265852,0.9035979509353638,
,407,1021.0102171,,,3910.0,1779549260.0611267,0.8875056505203247,
,408,1022.8103805,,,3920.0,1779549261.8619576,0.8849811553955078,
,409,1024.6104976,,,3930.0,1779549263.6620612,0.8992419242858887,
,410,1026.4110073,,,3940.0,1779549265.4625773,0.8821829557418823,
,411,1028.2077304,,,3950.0,1779549267.2587605,0.8928555250167847,
,412,1030.0084131,,,3960.0,1779549269.0594459,0.9176430106163025,
,413,1031.8087369,,,3970.0,1779549270.8602808,0.9004806280136108,
,414,1033.6079224,,,3980.0,1779549272.659498,0.9062299728393555,
,415,1035.4074019,,,3990.0,1779549274.4588773,0.8840339183807373,
0.00018936387015941957,416,1057.4727349,1.6287325620651245,0.7172483801841736,4000.0,1779549296.524055,,
,417,1057.6497744,,,4000.0,1779549296.7011726,0.8764976263046265,
,418,1059.3758172,,,4010.0,1779549298.4278984,0.8954006433486938,
,419,1061.1017682,,,4020.0,1779549300.1526854,0.9004289507865906,
,420,1062.8275386,,,4030.0,1779549301.8784328,0.8935168981552124,
,421,1064.5532248,,,4040.0,1779549303.6002145,0.8884809017181396,
,422,1066.2790617,,,4050.0,1779549305.3302927,0.8803547024726868,
,423,1068.0046409,,,4060.0,1779549307.0562146,0.8742382526397705,
,424,1069.7313543,,,4070.0,1779549308.7828414,0.8754757642745972,
,425,1071.4566065,,,4080.0,1779549310.5070527,0.8872077465057373,
,426,1073.1821716,,,4090.0,1779549312.2337317,0.8525118827819824,
,427,1074.9081142,,,4100.0,1779549313.9596908,0.9121506810188293,
,428,1076.634209,,,4110.0,1779549315.685784,0.8810977935791016,
,429,1078.4428809,,,4120.0,1779549317.4941308,0.8841813206672668,
,430,1080.2499393,,,4130.0,1779549319.3009815,0.8595144152641296,
,431,1082.051756,,,4140.0,1779549321.1038373,0.8827148675918579,
,432,1083.8502411,,,4150.0,1779549322.901722,0.8774005174636841,
,433,1085.6496792,,,4160.0,1779549324.7013094,0.8572513461112976,
,434,1087.4508963,,,4170.0,1779549326.502262,0.8744055032730103,
,435,1089.248425,,,4180.0,1779549328.300506,0.87371826171875,
,436,1091.0482422,,,4190.0,1779549330.1003234,0.8787853121757507,
,437,1092.8482637,,,4200.0,1779549331.8998394,0.8617386817932129,
,438,1094.6479744,,,4210.0,1779549333.6993506,0.8845218420028687,
,439,1096.4475998,,,4220.0,1779549335.4990807,0.8587167263031006,
,440,1098.2456834,,,4230.0,1779549337.2977645,0.8838611841201782,
,441,1100.0455935,,,4240.0,1779549339.0973225,0.8761594891548157,
0.00015103031213214996,442,1122.0211726,1.6438205242156982,0.6901411414146423,4250.0,1779549361.0722432,,
,443,1122.1982903,,,4250.0,1779549361.249866,0.8875502943992615,
,444,1123.9242534,,,4260.0,1779549362.9756136,0.8736922144889832,
,445,1125.6499888,,,4270.0,1779549364.7014165,0.8708202838897705,
,446,1127.3747873,,,4280.0,1779549366.4268684,0.8722599148750305,
,447,1129.1003131,,,4290.0,1779549368.151387,0.8385422825813293,
,448,1130.8267283,,,4300.0,1779549369.8783066,0.8328220844268799,
,449,1132.5521658,,,4310.0,1779549371.6039429,0.8626528978347778,
,450,1134.2785128,,,4320.0,1779549373.328833,0.8491843938827515,
,451,1136.0035269,,,4330.0,1779549375.055068,0.8749973773956299,
,452,1137.7278459,,,4340.0,1779549376.7792156,0.8451078534126282,
,453,1139.5297033,,,4350.0,1779549378.5799286,0.8410404324531555,
,454,1141.3560348,,,4360.0,1779549380.4040794,0.8665000200271606,
,455,1143.184334,,,4370.0,1779549382.235835,0.8597092628479004,
,456,1145.003668,,,4380.0,1779549384.0557492,0.8415542840957642,
,457,1146.8256376,,,4390.0,1779549385.8777187,0.8758612871170044,
,458,1148.6409123,,,4400.0,1779549387.6929936,0.8555227518081665,
,459,1150.4579067,,,4410.0,1779549389.50947,0.8701337575912476,
,460,1152.278068,,,4420.0,1779549391.3296406,0.8657775521278381,
,461,1154.097121,,,4430.0,1779549393.1438367,0.8582640290260315,
,462,1155.9129719,,,4440.0,1779549394.9646192,0.8553982973098755,
,463,1157.7357808,,,4450.0,1779549396.7873518,0.8571639657020569,
,464,1159.5589161,,,4460.0,1779549398.6104906,0.8322280645370483,
,465,1161.2859765,,,4470.0,1779549400.3380578,0.8587948083877563,
,466,1163.0117918,,,4480.0,1779549402.058335,0.8334536552429199,
,467,1164.7388817,,,4490.0,1779549403.7904365,0.8529313802719116,
0.00012292491384519912,468,1186.6182006,1.6666680574417114,0.6648054718971252,4500.0,1779549425.6699717,,
,469,1186.7949523,,,4500.0,1779549425.8470335,0.8263654708862305,
,470,1188.5214176,,,4510.0,1779549427.5727406,0.8564274311065674,
,471,1190.2470588,,,4520.0,1779549429.298438,0.8539777994155884,
,472,1191.9736506,,,4530.0,1779549431.0211549,0.8528221845626831,
,473,1193.6982451,,,4540.0,1779549432.7503262,0.8532612323760986,
,474,1195.423495,,,4550.0,1779549434.4750733,0.8856673240661621,
,475,1197.1482195,,,4560.0,1779549436.2003007,0.8529192209243774,
,476,1198.8741736,,,4570.0,1779549437.9257326,0.8517082929611206,
,477,1200.6002285,,,4580.0,1779549439.651725,0.8557299375534058,
,478,1202.325153,,,4590.0,1779549441.3768969,0.8629852533340454,
,479,1204.0509809,,,4600.0,1779549443.103062,0.8331838250160217,
,480,1205.8502604,,,4610.0,1779549444.9023416,0.8782037496566772,
,481,1207.650764,,,4620.0,1779549446.7017198,0.848868727684021,
,482,1209.4498099,,,4630.0,1779549448.5002723,0.8311797976493835,
,483,1211.2499029,,,4640.0,1779549450.301478,0.8458089828491211,
,484,1213.0493738,,,4650.0,1779549452.1000693,0.8668372631072998,
,485,1214.8484409,,,4660.0,1779549453.8999007,0.8623408675193787,
,486,1216.6475454,,,4670.0,1779549455.6996264,0.8451132774353027,
,487,1218.4472436,,,4680.0,1779549457.499325,0.8569352626800537,
,488,1220.2465918,,,4690.0,1779549459.297847,0.8435200452804565,
,489,1222.0460612,,,4700.0,1779549461.0974889,0.8337281942367554,
,490,1223.8450329,,,4710.0,1779549462.8965995,0.8026924133300781,
,491,1225.6455816,,,4720.0,1779549464.6971548,0.8431959748268127,
,492,1227.4434954,,,4730.0,1779549466.4945846,0.8271863460540771,
,493,1229.2438987,,,4740.0,1779549468.2956574,0.8340533971786499,
0.00010576819746349742,494,1251.2663641,1.6864596605300903,0.6463432312011719,4750.0,1779549490.3176463,,
,495,1251.4436651,,,4750.0,1779549490.4952123,0.8242603540420532,
,496,1253.1692875,,,4760.0,1779549492.2206364,0.8336871266365051,
,497,1254.8947753,,,4770.0,1779549493.9463515,0.8147826194763184,
,498,1256.6198831,,,4780.0,1779549495.6714468,0.8216032981872559,
,499,1258.3453285,,,4790.0,1779549497.3967412,0.8436301946640015,
,500,1260.0706715,,,4800.0,1779549499.121908,0.8290058970451355,
,501,1261.7978475,,,4810.0,1779549500.8496268,0.8465695381164551,
,502,1263.5241915,,,4820.0,1779549502.5757003,0.82337486743927,
,503,1265.2488682,,,4830.0,1779549504.3009496,0.8403700590133667,
,504,1266.9738256,,,4840.0,1779549506.0196452,0.8418647646903992,
,505,1268.6999544,,,4850.0,1779549507.75128,0.8353063464164734,
,506,1270.4262857,,,4860.0,1779549509.4776237,0.824763834476471,
,507,1272.2417769,,,4870.0,1779549511.2933517,0.817451000213623,
,508,1274.0531798,,,4880.0,1779549513.104756,0.8401398658752441,
,509,1275.8709202,,,4890.0,1779549514.9224288,0.8132009506225586,
,510,1277.6718703,,,4900.0,1779549516.723504,0.8214504718780518,
,511,1279.4856427,,,4910.0,1779549518.5370026,0.8344192504882812,
,512,1281.2882472,,,4920.0,1779549520.3403285,0.8265734910964966,
,513,1283.0903843,,,4930.0,1779549522.1404853,0.8107051849365234,
,514,1284.8893917,,,4940.0,1779549523.941473,0.8184208273887634,
,515,1286.6961127,,,4950.0,1779549525.7469606,0.8316998481750488,
,516,1288.5072046,,,4960.0,1779549527.558526,0.844924807548523,
,517,1290.3077271,,,4970.0,1779549529.3593032,0.7920940518379211,
,518,1292.1086237,,,4980.0,1779549531.160705,0.8066576719284058,
,519,1293.9155437,,,4990.0,1779549532.9665916,0.84017014503479,
0.0001,520,1315.9075128,1.7024829387664795,0.6341059803962708,5000.0,1779549554.9580495,,
,521,1316.0851742,,,5000.0,1779549555.1361024,0.8319827318191528,
,522,1316.7374915,,,,1779549555.7888842,,"{'sha256': '5ce498eb3e8bff084eed963a9d808e074af19fe9d5f7851bb988364271a25c04', 'path': 'media/html/Sample Generation_522_5ce498eb3e8bff084eed.html', 'size': 273, '_type': 'html-file'}"
