lr,_step,_runtime,val/loss,train/loss,iter,_timestamp,train/step_loss,Sample Generation
,69,176.2094689,,,660.0,1779548415.2610817,1.5113743543624878,
,70,178.0547843,,,670.0,1779548417.103413,1.4431464672088623,
,71,179.8998072,,,680.0,1779548418.951119,1.4963665008544922,
,72,181.7426029,,,690.0,1779548420.7938137,1.4577860832214355,
,73,183.5269469,,,700.0,1779548422.5785236,1.484269142150879,
,74,185.252751,,,710.0,1779548424.304327,1.4556934833526611,
,75,187.0459371,,,720.0,1779548426.0972085,1.445817470550537,
,76,188.8646611,,,730.0,1779548427.9160988,1.4204894304275513,
,77,190.6822967,,,740.0,1779548429.733334,1.423671007156372,
0.0009614856803571157,78,212.7107122,1.585585117340088,1.3605244159698486,750.0,1779548451.7627935,,
,79,212.8907669,,,750.0,1779548451.9423435,1.429029941558838,
,80,214.6157663,,,760.0,1779548453.6678474,1.4345917701721191,
,81,216.3405432,,,770.0,1779548455.3926244,1.4275646209716797,
,82,218.1500659,,,780.0,1779548457.202147,1.4179410934448242,
,83,219.964448,,,790.0,1779548459.016529,1.4095903635025024,
,84,221.7722987,,,800.0,1779548460.8238757,1.4250948429107666,
,85,223.5898122,,,810.0,1779548462.6399267,1.4024639129638672,
,86,225.4102469,,,820.0,1779548464.461697,1.4031071662902832,
,87,227.2278073,,,830.0,1779548466.2798884,1.386925220489502,
,88,229.0488982,,,840.0,1779548468.1009796,1.3977875709533691,
,89,230.8679527,,,850.0,1779548469.9200337,1.3843101263046265,
,90,232.6893621,,,860.0,1779548471.7409096,1.3894658088684082,
,91,234.507335,,,870.0,1779548473.5589116,1.3913990259170532,
,92,236.3264408,,,880.0,1779548475.3777459,1.3686662912368774,
,93,238.1444595,,,890.0,1779548477.1965406,1.373396635055542,
,94,239.9609944,,,900.0,1779548479.0125694,1.3761690855026245,
,95,241.7661044,,,910.0,1779548480.8181858,1.318049430847168,
,96,243.5821047,,,920.0,1779548482.634186,1.3579938411712646,
,97,245.4040451,,,930.0,1779548484.4561262,1.3543663024902344,
,98,247.2217097,,,940.0,1779548486.273453,1.3488439321517944,
,99,249.0381589,,,950.0,1779548488.0893795,1.3468148708343506,
,100,250.8533676,,,960.0,1779548489.9049437,1.3587760925292969,
,101,252.5784764,,,970.0,1779548491.6300378,1.3543652296066284,
,102,254.3038563,,,980.0,1779548493.3559375,1.3494746685028076,
,103,256.0298397,,,990.0,1779548495.0814185,1.3295387029647827,
0.0009271396472013282,104,278.0421058,1.51906418800354,1.2686115503311157,1000.0,1779548517.0893667,,
,105,278.2185832,,,1000.0,1779548517.2706645,1.3566079139709473,
,106,279.9460355,,,1010.0,1779548518.9972298,1.333533763885498,
,107,281.6717361,,,1020.0,1779548520.7189372,1.30963134765625,
,108,283.3980642,,,1030.0,1779548522.4501452,1.3309683799743652,
,109,285.1247443,,,1040.0,1779548524.1762784,1.359692096710205,
,110,286.850534,,,1050.0,1779548525.9010222,1.2930736541748047,
,111,288.5762538,,,1060.0,1779548527.628335,1.3365482091903687,
,112,290.3016409,,,1070.0,1779548529.3534067,1.3240505456924438,
,113,292.0276738,,,1080.0,1779548531.0791285,1.3276574611663818,
,114,293.7540092,,,1090.0,1779548532.803497,1.341468095779419,
,115,295.5459158,,,1100.0,1779548534.5975266,1.3034948110580444,
,116,297.4073038,,,1110.0,1779548536.4578712,1.2920364141464233,
,117,299.2168021,,,1120.0,1779548538.2688832,1.2969529628753662,
,118,300.9426063,,,1130.0,1779548539.9937246,1.2930028438568115,
,119,302.6680681,,,1140.0,1779548541.7196465,1.2974140644073486,
,120,304.3932715,,,1150.0,1779548543.4453528,1.3013311624526978,
,121,306.1187986,,,1160.0,1779548545.169428,1.323561668395996,
,122,307.9777417,,,1170.0,1779548547.02932,1.2987644672393799,
,123,309.7139252,,,1180.0,1779548548.765363,1.3151646852493286,
,124,311.6021579,,,1190.0,1779548550.653307,1.2693965435028076,
,125,313.4391809,,,1200.0,1779548552.4912622,1.2888588905334473,
,126,315.2760084,,,1210.0,1779548554.3275297,1.2585923671722412,
,127,317.1116637,,,1220.0,1779548556.163745,1.2959991693496704,
,128,318.9454077,,,1230.0,1779548557.9915314,1.2938770055770874,
,129,320.7776576,,,1240.0,1779548559.8297389,1.291597843170166,
0.000883125098683892,130,342.7824457,1.4982173442840576,1.2019245624542236,1250.0,1779548581.8336186,,
,131,342.958743,,,1250.0,1779548582.0099127,1.2850587368011475,
,132,344.6840488,,,1260.0,1779548583.73613,1.2813619375228882,
,133,346.4103055,,,1270.0,1779548585.4618828,1.2626943588256836,
,134,348.137023,,,1280.0,1779548587.1885996,1.2521560192108154,
,135,349.8640199,,,1290.0,1779548588.9155958,1.2816565036773682,
,136,351.5901795,,,1300.0,1779548590.6422608,1.3010982275009155,
,137,353.3159352,,,1310.0,1779548592.3673728,1.2365531921386719,
,138,355.0416409,,,1320.0,1779548594.09318,1.2998592853546143,
,139,356.7676895,,,1330.0,1779548595.819267,1.2616515159606934,
,140,358.4942724,,,1340.0,1779548597.5458386,1.298464298248291,
,141,360.2194932,,,1350.0,1779548599.2715745,1.2594077587127686,
,142,361.9461091,,,1360.0,1779548600.9976106,1.2706329822540283,
,143,363.6709876,,,1370.0,1779548602.723069,1.253326416015625,
,144,365.5227025,,,1380.0,1779548604.5731862,1.259592056274414,
,145,367.2471329,,,1390.0,1779548606.2988498,1.2461049556732178,
,146,369.0937354,,,1400.0,1779548608.141968,1.2500176429748535,
,147,370.8277833,,,1410.0,1779548609.8798647,1.2425003051757812,
,148,372.5542519,,,1420.0,1779548611.6063333,1.270228385925293,
,149,374.279257,,,1430.0,1779548613.3313382,1.239107608795166,
,150,376.1249013,,,1440.0,1779548615.17602,1.2516100406646729,
,151,377.8567785,,,1450.0,1779548616.9048617,1.219675898551941,
,152,379.5813869,,,1460.0,1779548618.6334682,1.2408803701400757,
,153,381.3064388,,,1470.0,1779548620.35852,1.2190120220184326,
,154,383.1202144,,,1480.0,1779548622.1714954,1.2076148986816406,
,155,384.9353621,,,1490.0,1779548623.984933,1.228181004524231,
0.0008305704108364302,156,407.0234172,1.4809702634811401,1.1490548849105835,1500.0,1779548646.0744758,,
,157,407.2000263,,,1500.0,1779548646.2511818,1.2238317728042603,
,158,408.9254885,,,1510.0,1779548647.9775698,1.2287003993988037,
,159,410.6501559,,,1520.0,1779548649.701634,1.2239238023757935,
,160,412.3749911,,,1530.0,1779548651.4265647,1.2635425329208374,
,161,414.1010973,,,1540.0,1779548653.152591,1.1875324249267578,
,162,415.8267177,,,1550.0,1779548654.878799,1.2319748401641846,
,163,417.5527019,,,1560.0,1779548656.604783,1.2043817043304443,
,164,419.4230915,,,1570.0,1779548658.474137,1.2284693717956543,
,165,421.222902,,,1580.0,1779548660.2749832,1.205886721611023,
,166,423.0232515,,,1590.0,1779548662.0748205,1.194655418395996,
,167,424.8225131,,,1600.0,1779548663.8741944,1.2013059854507446,
,168,426.6204706,,,1610.0,1779548665.6715508,1.2344801425933838,
,169,428.4213857,,,1620.0,1779548667.472897,1.1781995296478271,
,170,430.1496358,,,1630.0,1779548669.2007499,1.2030746936798096,
,171,431.8746733,,,1640.0,1779548670.9267545,1.1972177028656006,
,172,433.7530982,,,1650.0,1779548672.8046732,1.185961365699768,
,173,435.5577812,,,1660.0,1779548674.6090133,1.2164530754089355,
,174,437.3566718,,,1670.0,1779548676.4081347,1.1928629875183105,
,175,439.1570412,,,1680.0,1779548678.2081134,1.2026526927947998,
,176,440.9571146,,,1690.0,1779548680.0086858,1.1966376304626465,
,177,442.7553943,,,1700.0,1779548681.8069701,1.1810698509216309,
,178,444.5539819,,,1710.0,1779548683.6055582,1.1788288354873657,
,179,446.3544955,,,1720.0,1779548685.4009376,1.1777437925338745,
,180,448.1539692,,,1730.0,1779548687.2007768,1.1960220336914062,
,181,449.9518181,,,1740.0,1779548689.0038993,1.1657278537750244,
0.0007708228984017721,182,472.0405611,1.4771004915237427,1.1070518493652344,1750.0,1779548711.0913088,,
,183,472.2174434,,,1750.0,1779548711.2695246,1.1871497631072998,
,184,473.9431733,,,1760.0,1779548712.9952545,1.1827505826950073,
,185,475.7941784,,,1770.0,1779548714.8457534,1.1966791152954102,
,186,477.5201048,,,1780.0,1779548716.5716817,1.2002084255218506,
,187,479.2464081,,,1790.0,1779548718.2984893,1.1940584182739258,
,188,480.9719386,,,1800.0,1779548720.0177279,1.185157299041748,
,189,482.8375423,,,1810.0,1779548721.8883379,1.1575335264205933,
,190,484.5872426,,,1820.0,1779548723.6365051,1.166908860206604,
,191,486.3374036,,,1830.0,1779548725.388979,1.1695327758789062,
,192,488.2067959,,,1840.0,1779548727.2583733,1.167396068572998,
,193,490.0452385,,,1850.0,1779548729.0967538,1.161812663078308,
,194,491.8817561,,,1860.0,1779548730.9330444,1.1765892505645752,
,195,493.7171326,,,1870.0,1779548732.7656796,1.1525276899337769,
,196,495.5491228,,,1880.0,1779548734.600697,1.1869230270385742,
,197,497.3869092,,,1890.0,1779548736.4384787,1.1742277145385742,
,198,499.228551,,,1900.0,1779548738.280122,1.1374459266662598,
,199,501.0671483,,,1910.0,1779548740.1187022,1.1641509532928467,
,200,502.9097762,,,1920.0,1779548741.9618573,1.1734917163848877,
,201,504.7498704,,,1930.0,1779548743.8010023,1.1447781324386597,
,202,506.5859093,,,1940.0,1779548745.635889,1.1192712783813477,
,203,508.422572,,,1950.0,1779548747.4738963,1.1405187845230103,
,204,510.2573498,,,1960.0,1779548749.309431,1.1502501964569092,
,205,512.0917893,,,1970.0,1779548751.1433005,1.143268346786499,
,206,513.9245687,,,1980.0,1779548752.9761088,1.1441868543624878,
,207,515.7601916,,,1990.0,1779548754.8122728,1.152658224105835,
0.0007054142744895884,208,537.8234047,1.4840883016586304,1.058730125427246,2000.0,1779548776.875486,,
,209,538.0002901,,,2000.0,1779548777.0523713,1.1033563613891602,
,210,539.7274296,,,2010.0,1779548778.7790048,1.1184048652648926,
,211,541.4540141,,,2020.0,1779548780.5052345,1.1184587478637695,
,212,543.1790983,,,2030.0,1779548782.2301805,1.149529218673706,
,213,545.0370162,,,2040.0,1779548784.0883296,1.135434627532959,
,214,546.8669765,,,2050.0,1779548785.9186406,1.113016128540039,
,215,548.6954275,,,2060.0,1779548787.7469954,1.1079819202423096,
,216,550.5226479,,,2070.0,1779548789.5739672,1.1260706186294556,
,217,552.3471197,,,2080.0,1779548791.399201,1.1197547912597656,
,218,554.1694273,,,2090.0,1779548793.2215085,1.1336967945098877,
,219,555.9963382,,,2100.0,1779548795.0479627,1.1305363178253174,
,220,557.8257368,,,2110.0,1779548796.8772187,1.130110263824463,
,221,559.6495558,,,2120.0,1779548798.7010846,1.134899377822876,
,222,561.4818969,,,2130.0,1779548800.5334704,1.1405670642852783,
,223,563.3073348,,,2140.0,1779548802.359416,1.1404428482055664,
,224,565.1327377,,,2150.0,1779548804.184819,1.1204413175582886,
,225,566.9530158,,,2160.0,1779548806.0039709,1.14957594871521,
,226,568.778183,,,2170.0,1779548807.8302643,1.1314971446990967,
,227,570.6027501,,,2180.0,1779548809.6543221,1.1142194271087646,
,228,572.4348728,,,2190.0,1779548811.4825451,1.1056172847747803,
,229,574.2603452,,,2200.0,1779548813.3119206,1.1192301511764526,
,230,576.0894237,,,2210.0,1779548815.141505,1.110762119293213,
,231,577.8148174,,,2220.0,1779548816.866393,1.126265525817871,
,232,579.539558,,,2230.0,1779548818.5913045,1.1157925128936768,
,233,581.2652777,,,2240.0,1779548820.3173587,1.1258375644683838,
0.0006360213829156177,234,603.1706668,1.487504005432129,1.0103938579559326,2250.0,1779548842.2222443,,
,235,603.3474548,,,2250.0,1779548842.3985498,1.084834098815918,
,236,605.072824,,,2260.0,1779548844.1182094,1.10434889793396,
,237,606.7988281,,,2270.0,1779548845.8504028,1.1273956298828125,
,238,608.5234548,,,2280.0,1779548847.575536,1.0918872356414795,
,239,610.2493527,,,2290.0,1779548849.3005571,1.1386661529541016,
,240,611.9818409,,,2300.0,1779548851.0335484,1.124495506286621,
,241,613.8290278,,,2310.0,1779548852.881109,1.1014138460159302,
,242,615.5561983,,,2320.0,1779548854.6077745,1.0968893766403198,
,243,617.411985,,,2330.0,1779548856.4634728,1.0969054698944092,
,244,619.1429603,,,2340.0,1779548858.1915061,1.1175929307937622,
,245,620.8691699,,,2350.0,1779548859.9176981,1.113269329071045,
,246,622.755248,,,2360.0,1779548861.8033826,1.1031020879745483,
,247,624.5589818,,,2370.0,1779548863.611063,1.0835700035095215,
,248,626.3579125,,,2380.0,1779548865.4099936,1.082274317741394,
,249,628.1587812,,,2390.0,1779548867.2102928,1.0746104717254639,
,250,629.9574114,,,2400.0,1779548869.0088844,1.0773794651031494,
,251,631.7569977,,,2410.0,1779548870.8087258,1.0736093521118164,
,252,633.5575396,,,2420.0,1779548872.6090834,1.0782957077026367,
,253,635.3566837,,,2430.0,1779548874.408401,1.0476675033569336,
,254,637.1560418,,,2440.0,1779548876.20278,1.0581711530685425,
,255,638.954866,,,2450.0,1779548878.0031426,1.0674275159835815,
,256,640.7543893,,,2460.0,1779548879.8064704,1.0871254205703735,
,257,642.5547433,,,2470.0,1779548881.6063192,1.0960159301757812,
,258,644.3552891,,,2480.0,1779548883.4028444,1.088423252105713,
,259,646.1674586,,,2490.0,1779548885.2185445,1.0643653869628906,
0.000564423209907245,260,668.1848463,1.4953924417495728,0.9622387886047363,2500.0,1779548907.236353,,
,261,668.3619489,,,2500.0,1779548907.41403,1.0714713335037231,
,262,670.0883204,,,2510.0,1779548909.139811,1.072201132774353,
,263,671.8149171,,,2520.0,1779548910.8664787,1.0427008867263794,
,264,673.5402876,,,2530.0,1779548912.5923688,1.0544700622558594,
,265,675.2655475,,,2540.0,1779548914.3171375,1.049708366394043,
,266,676.9903798,,,2550.0,1779548916.042461,1.0677499771118164,
,267,678.7888929,,,2560.0,1779548917.839926,1.0560015439987183,
,268,680.6029775,,,2570.0,1779548919.654542,1.065690517425537,
,269,682.4190334,,,2580.0,1779548921.4705973,1.0660566091537476,
,270,684.2204722,,,2590.0,1779548923.2716649,1.0682079792022705,
,271,686.0210179,,,2600.0,1779548925.0720742,1.0690770149230957,
,272,687.8244526,,,2610.0,1779548926.8755362,1.0450072288513184,
,273,689.6401996,,,2620.0,1779548928.6918597,1.0446892976760864,
,274,691.453699,,,2630.0,1779548930.5051525,1.017650842666626,
,275,693.25751,,,2640.0,1779548932.3095913,1.0422518253326416,
,276,695.0634809,,,2650.0,1779548934.115056,1.0692365169525146,
,277,696.8774816,,,2660.0,1779548935.9289186,1.0383085012435913,
,278,698.6827018,,,2670.0,1779548937.7344062,1.0214252471923828,
,279,700.4979202,,,2680.0,1779548939.548673,1.04738187789917,
,280,702.3101793,,,2690.0,1779548941.358606,1.0559823513031006,
,281,704.1150875,,,2700.0,1779548943.166643,1.0205847024917603,
,282,705.9178339,,,2710.0,1779548944.968732,1.0392656326293945,
,283,707.7345496,,,2720.0,1779548946.786126,1.0454306602478027,
,284,709.5407528,,,2730.0,1779548948.592834,1.0683462619781494,
,285,711.3529578,,,2740.0,1779548950.4045331,1.0324103832244873,
0.0004924552772419723,286,733.376982,1.5184320211410522,0.9177646040916443,2750.0,1779548972.4217603,,
,287,733.5547596,,,2750.0,1779548972.606174,1.0198800563812256,
,288,735.279951,,,2760.0,1779548974.3310208,1.0351077318191528,
,289,737.0056802,,,2770.0,1779548976.0563235,1.0207624435424805,
,290,738.730838,,,2780.0,1779548977.7829192,1.0218665599822998,
,291,740.4567475,,,2790.0,1779548979.508323,1.0400949716567993,
,292,742.1828782,,,2800.0,1779548981.2346199,1.0112124681472778,
,293,743.9088345,,,2810.0,1779548982.9603949,1.0453760623931885,
,294,745.6344941,,,2820.0,1779548984.6860714,1.0261749029159546,
,295,747.3609098,,,2830.0,1779548986.4126732,1.0320265293121338,
,296,749.0870266,,,2840.0,1779548988.1386015,0.9926921725273132,
,297,750.8085743,,,2850.0,1779548989.8606555,1.0347263813018799,
,298,752.6281109,,,2860.0,1779548991.678858,1.0288922786712646,
,299,754.3686661,,,2870.0,1779548993.4196155,1.0101884603500366,
,300,756.109244,,,2880.0,1779548995.1613252,1.0406306982040405,
,301,758.0907111,,,2890.0,1779548997.1422267,1.0038892030715942,
,302,759.8155257,,,2900.0,1779548998.8670375,0.9917607307434082,
,303,761.5407581,,,2910.0,1779549000.5882986,1.042151927947998,
,304,763.3946025,,,2920.0,1779549002.4461787,1.0215206146240234,
,305,765.1938207,,,2930.0,1779549004.2429051,0.996942400932312,
,306,766.9926596,,,2940.0,1779549006.0427892,0.9964371919631958,
,307,768.7918559,,,2950.0,1779549007.8434186,1.0199472904205322,
,308,770.5922312,,,2960.0,1779549009.6438057,1.0039920806884766,
,309,772.3910468,,,2970.0,1779549011.4424925,0.9910733699798584,
,310,774.189857,,,2980.0,1779549013.241938,1.0015900135040283,
,311,775.9892316,,,2990.0,1779549015.040796,0.9838283061981201,
0.0004219625860160354,312,798.0938666,1.5253806114196777,0.8727855086326599,3000.0,1779549037.144738,,
,313,798.2713565,,,3000.0,1779549037.3225307,1.0154922008514404,
,314,799.9972889,,,3010.0,1779549039.0488656,0.9961202144622803,
,315,801.7215778,,,3020.0,1779549040.773659,1.0052950382232666,
,316,803.4466866,,,3030.0,1779549042.4987679,1.011240005493164,
,317,805.171725,,,3040.0,1779549044.2231832,1.0237350463867188,
,318,806.8932148,,,3050.0,1779549045.9452958,0.9878095388412476,
,319,808.6236878,,,3060.0,1779549047.6748319,0.9970422387123108,
,320,810.3484646,,,3070.0,1779549049.4005458,1.0191006660461426,
,321,812.1843073,,,3080.0,1779549051.2356877,1.0032366514205933,
,322,813.9165179,,,3090.0,1779549052.965463,0.9921976327896118,
,323,815.7615146,,,3100.0,1779549054.813079,0.9973414540290833,
,324,817.4948677,,,3110.0,1779549056.5448341,0.9760117530822754,
,325,819.2197842,,,3120.0,1779549058.2718654,0.9891071319580078,
,326,821.0718658,,,3130.0,1779549060.1198778,0.9839804768562317,
,327,822.7971295,,,3140.0,1779549061.8492107,0.9850831031799316,
,328,824.646237,,,3150.0,1779549063.6979592,0.9994423389434814,
,329,826.4543082,,,3160.0,1779549065.5063896,1.0109388828277588,
,330,828.2541023,,,3170.0,1779549067.3022149,0.9705303907394409,
,331,830.0537405,,,3180.0,1779549069.105317,0.9749762415885925,
,332,831.853983,,,3190.0,1779549070.906064,0.995761513710022,
,333,833.6548745,,,3200.0,1779549072.7060297,0.9665670394897461,
,334,835.4606504,,,3210.0,1779549074.5127316,0.9668540954589844,
,335,837.2708213,,,3220.0,1779549076.3229024,0.9649286866188049,
,336,839.07114,,,3230.0,1779549078.1225572,0.9604835510253906,
,337,840.8714698,,,3240.0,1779549079.923046,0.9569555521011353,
0.00035475231739709885,338,862.9283517,1.5587083101272583,0.8291568756103516,3250.0,1779549101.9795465,,
,339,863.108291,,,3250.0,1779549102.159585,0.9687132835388184,
,340,864.835113,,,3260.0,1779549103.8865407,0.9641807675361633,
,341,866.56019,,,3270.0,1779549105.6112642,0.9720078110694885,
,342,868.2853795,,,3280.0,1779549107.3374608,0.9521416425704956,
,343,870.0115199,,,3290.0,1779549109.0630515,0.9503651261329651,
,344,871.7388599,,,3300.0,1779549110.7904263,0.938639223575592,
,345,873.465079,,,3310.0,1779549112.5166183,0.9612329602241516,
,346,875.1910466,,,3320.0,1779549114.2424712,0.9735391139984131,
,347,877.0349189,,,3330.0,1779549116.084839,0.9615310430526733,
,348,878.7652067,,,3340.0,1779549117.817288,0.968966007232666,
,349,880.4907466,,,3350.0,1779549119.5428278,0.9589328765869141,
,350,882.3022694,,,3360.0,1779549121.3543506,0.9348976016044617,
,351,884.1168823,,,3370.0,1779549123.1689637,0.9705480337142944,
,352,885.9159394,,,3380.0,1779549124.9680204,0.953052282333374,
,353,887.716118,,,3390.0,1779549126.7673724,0.9615367650985718,
,354,889.5148931,,,3400.0,1779549128.5664964,0.9577561616897583,
,355,891.3156844,,,3410.0,1779549130.3669775,0.9519607424736023,
,356,893.1139224,,,3420.0,1779549132.1660037,0.9495338201522827,
,357,894.9161235,,,3430.0,1779549133.9682047,0.9423172473907471,
,358,896.7298081,,,3440.0,1779549135.7813716,0.976819634437561,
,359,898.5317417,,,3450.0,1779549137.5787573,0.9581995010375977,
,360,900.3319193,,,3460.0,1779549139.3834314,0.9565439224243164,
,361,902.1342625,,,3470.0,1779549141.1857088,0.9461668729782104,
,362,903.947039,,,3480.0,1779549142.998585,0.9469627141952515,
,363,905.748533,,,3490.0,1779549144.800111,0.926170289516449,
0.0002925475029450237,364,927.6819162,1.5807833671569824,0.7886077761650085,3500.0,1779549166.7331839,,
,365,927.8587972,,,3500.0,1779549166.9103737,0.9499297142028809,
,366,929.5838877,,,3510.0,1779549168.6352205,0.9260915517807007,
,367,931.3251228,,,3520.0,1779549170.377204,0.9315055012702942,
,368,933.1777509,,,3530.0,1779549172.2290866,0.9569439888000488,
,369,934.9557668,,,3540.0,1779549174.007848,0.9342911839485168,
,370,936.7355268,,,3550.0,1779549175.7800877,0.9331859946250916,
,371,938.5146946,,,3560.0,1779549177.5662107,0.960749626159668,
,372,940.2948085,,,3570.0,1779549179.3468897,0.9434027671813965,
,373,942.0756573,,,3580.0,1779549181.1233478,0.9360866546630859,
,374,943.8535601,,,3590.0,1779549182.9051218,0.9306395053863525,
,375,945.63854,,,3600.0,1779549184.6876051,0.9330690503120422,
,376,947.4218722,,,3610.0,1779549186.4731991,0.9186276197433472,
,377,949.2057278,,,3620.0,1779549188.2568774,0.9204133749008179,
,378,950.989556,,,3630.0,1779549190.0416372,0.9286118745803833,
,379,952.7728444,,,3640.0,1779549191.8244207,0.91978520154953,
,380,954.5520475,,,3650.0,1779549193.603624,0.9148158431053162,
,381,956.3356084,,,3660.0,1779549195.3836968,0.941548228263855,
,382,958.1150794,,,3670.0,1779549197.1671605,0.9493440389633179,
,383,959.8956612,,,3680.0,1779549198.9474077,0.915148913860321,
,384,961.6791555,,,3690.0,1779549200.7307281,0.9415490627288818,
,385,963.4596041,,,3700.0,1779549202.5116854,0.8801354765892029,
,386,965.2416256,,,3710.0,1779549204.293197,0.8874861001968384,
,387,967.0254601,,,3720.0,1779549206.0775414,0.9093310832977295,
,388,968.8120708,,,3730.0,1779549207.8622506,0.9050321578979492,
,389,970.5957185,,,3740.0,1779549209.6445968,0.9136778712272644,
0.00023694285222843113,390,992.7792482,1.5987260341644287,0.7502954006195068,3750.0,1779549231.8288267,,
,391,992.9560066,,,3750.0,1779549232.0075595,0.9231977462768555,
,392,994.6812106,,,3760.0,1779549233.7332919,0.9422003030776978,
,393,996.4075657,,,3770.0,1779549235.4590297,0.9370761513710022,
,394,998.1337066,,,3780.0,1779549237.184729,0.9194525480270386,
,395,999.8599124,,,3790.0,1779549238.9114292,0.8944813013076782,
,396,1001.5886176,,,3800.0,1779549240.6400366,0.9234851598739624,
,397,1003.3149143,,,3810.0,1779549242.3664646,0.9210200309753418,
,398,1005.0405551,,,3820.0,1779549244.0918605,0.893499493598938,
