_timestamp,train/step_loss,val/loss,lr,_step,_runtime,train/loss,Sample Generation,iter
1779611511.7019722,1.1141853332519531,,,393,1075.0369406,,,3770.0
1779611513.579352,1.0898408889770508,,,394,1076.9134472,,,3780.0
1779611515.454875,1.1055638790130615,,,395,1078.7895205,,,3790.0
1779611517.3322756,1.0937151908874512,,,396,1080.6669863,,,3800.0
1779611519.3240356,1.1006473302841187,,,397,1082.6587761,,,3810.0
1779611521.256467,1.102616548538208,,,398,1084.5915538,,,3820.0
1779611523.1716247,1.0667465925216675,,,399,1086.5063691,,,3830.0
1779611525.1123161,1.0543268918991089,,,400,1088.4494393,,,3840.0
1779611527.0422328,1.080517053604126,,,401,1090.3773111,,,3850.0
1779611528.9745257,1.1225954294204712,,,402,1092.3091256,,,3860.0
1779611530.906164,1.0934334993362427,,,403,1094.2407642,,,3870.0
1779611532.838896,1.1007485389709473,,,404,1096.1739046,,,3880.0
1779611534.773517,1.0972927808761597,,,405,1098.107612,,,3890.0
1779611536.7032406,1.0966583490371704,,,406,1100.0381201,,,3900.0
1779611538.6387868,1.0988068580627441,,,407,1101.9735634,,,3910.0
1779611540.568971,1.1024878025054932,,,408,1103.9038222,,,3920.0
1779611542.4917784,1.1058824062347412,,,409,1105.8310207,,,3930.0
1779611544.4283452,1.0525486469268799,,,410,1107.7629453,,,3940.0
1779611546.3528953,1.0875515937805176,,,411,1109.6919505,,,3950.0
1779611548.287082,1.061961054801941,,,412,1111.6219731,,,3960.0
1779611550.2171013,1.0846718549728394,,,413,1113.5521231,,,3970.0
1779611552.154101,1.1021039485931396,,,414,1115.4891083,,,3980.0
1779611554.0915725,1.0702329874038696,,,415,1117.4262669,,,3990.0
1779611578.22603,,1.492908000946045,0.00018936387015941957,416,1141.5611151,0.9619387984275818,,4000.0
1779611578.416937,1.0981647968292236,,,417,1141.7518933,,,4000.0
1779611580.292727,1.068162202835083,,,418,1143.6274896,,,4010.0
1779611582.1884673,1.0892536640167236,,,419,1145.5225624,,,4020.0
1779611584.1447017,1.0840084552764893,,,420,1147.4793014,,,4030.0
1779611586.088366,1.0560280084609985,,,421,1149.4234239,,,4040.0
1779611588.0403953,1.0907636880874634,,,422,1151.3765661,,,4050.0
1779611590.042946,1.0720891952514648,,,423,1153.3812645,,,4060.0
1779611592.051614,1.0674420595169067,,,424,1155.3863523,,,4070.0
1779611594.0550451,1.1113648414611816,,,425,1157.3897849,,,4080.0
1779611596.0497367,1.0532578229904175,,,426,1159.3853413,,,4090.0
1779611598.046693,1.0954484939575195,,,427,1161.3814181,,,4100.0
1779611600.0421686,1.0741801261901855,,,428,1163.3767453,,,4110.0
1779611602.0428824,1.0767072439193726,,,429,1165.3774924,,,4120.0
1779611604.0264106,1.0771887302398682,,,430,1167.3615024,,,4130.0
1779611605.9086945,1.0913493633270264,,,431,1169.2434246,,,4140.0
1779611607.8772073,1.071397066116333,,,432,1171.2113026,,,4150.0
1779611609.8431063,1.0830843448638916,,,433,1173.1784049,,,4160.0
1779611611.7335327,1.0817139148712158,,,434,1175.0685348,,,4170.0
1779611613.6256285,1.0625158548355103,,,435,1176.9597237,,,4180.0
1779611615.5145,1.0529539585113525,,,436,1178.8509417,,,4190.0
1779611617.4150066,1.0965049266815186,,,437,1180.7497475,,,4200.0
1779611619.310459,1.0810253620147705,,,438,1182.6445541,,,4210.0
1779611621.2053225,1.062692403793335,,,439,1184.5406173,,,4220.0
1779611623.100924,1.0708160400390625,,,440,1186.4350192,,,4230.0
1779611624.9972847,1.073664903640747,,,441,1188.33138,,,4240.0
1779611649.077493,,1.511101484298706,0.00015103031213214996,442,1212.4124132,0.9420258402824402,,4250.0
1779611649.2792678,1.0718786716461182,,,443,1212.6138691,,,4250.0
1779611651.231236,1.05485999584198,,,444,1214.5658575,,,4260.0
1779611653.1784763,1.0497822761535645,,,445,1216.5130783,,,4270.0
1779611655.1216598,1.047253131866455,,,446,1218.4566511,,,4280.0
1779611657.0699215,1.0588526725769043,,,447,1220.4045446,,,4290.0
1779611659.010738,1.0689661502838135,,,448,1222.3483019,,,4300.0
