iter,val/loss,_runtime,_timestamp,train/loss,train/step_loss,_step,Sample Generation,lr
1090.0,,158.3985308,1779618904.863988,,1.3156471252441406,114,,
1100.0,,159.239918,1779618905.7053702,,1.2983276844024658,115,,
1110.0,,160.0841969,1779618906.5490777,,1.2879831790924072,116,,
1120.0,,160.9280298,1779618907.3928459,,1.283557653427124,117,,
1130.0,,161.7717967,1779618908.237254,,1.2891199588775635,118,,
1140.0,,162.6157035,1779618909.0811617,,1.2986043691635132,119,,
1150.0,,163.4612224,1779618909.9260106,,1.280286431312561,120,,
1160.0,,164.303953,1779618910.769411,,1.298539400100708,121,,
1170.0,,165.1444625,1779618911.609854,,1.3087894916534424,122,,
1180.0,,165.9865738,1779618912.4520311,,1.292433500289917,123,,
1190.0,,166.8311444,1779618913.2966015,,1.3085980415344238,124,,
1200.0,,167.6731187,1779618914.1379678,,1.292209267616272,125,,
1210.0,,168.5172429,1779618914.981722,,1.297465443611145,126,,
1220.0,,169.3588194,1779618915.8239012,,1.2833958864212036,127,,
1230.0,,170.2039292,1779618916.6692827,,1.255291223526001,128,,
1240.0,,171.0476774,1779618917.5131333,,1.2654162645339966,129,,
1250.0,1.4799294471740723,183.3915792,1779618929.8566895,1.2045215368270874,,130,,0.000883125098683892
1250.0,,183.4814199,1779618929.9468563,,1.300802230834961,131,,
1260.0,,184.3461203,1779618930.8115802,,1.275780200958252,132,,
1270.0,,185.2085782,1779618931.6735508,,1.2967214584350586,133,,
1280.0,,186.0715038,1779618932.5368335,,1.2687605619430542,134,,
1290.0,,186.9422612,1779618933.407711,,1.2683862447738647,135,,
1300.0,,187.8190347,1779618934.2844927,,1.2430301904678345,136,,
1310.0,,188.6851978,1779618935.1506362,,1.2683255672454834,137,,
1320.0,,189.5543637,1779618936.0198216,,1.2509876489639282,138,,
1330.0,,190.4270344,1779618936.8916109,,1.2644522190093994,139,,
1340.0,,191.2984742,1779618937.7632954,,1.2643976211547852,140,,
1350.0,,192.1670383,1779618938.6309457,,1.2514352798461914,141,,
1360.0,,193.056684,1779618939.522142,,1.2493709325790405,142,,
1370.0,,193.9413574,1779618940.4064035,,1.234714388847351,143,,
1380.0,,194.856279,1779618941.3217354,,1.2614461183547974,144,,
1390.0,,195.7928911,1779618942.2572536,,1.245227575302124,145,,
1400.0,,196.7311435,1779618943.1966004,,1.236884593963623,146,,
1410.0,,197.6721006,1779618944.137559,,1.2499291896820068,147,,
1420.0,,198.5553535,1779618945.0200038,,1.2265291213989258,148,,
1430.0,,199.4111879,1779618945.8766472,,1.236288070678711,149,,
1440.0,,200.2730034,1779618946.738246,,1.2418897151947021,150,,
1450.0,,201.1361814,1779618947.6011086,,1.23740816116333,151,,
1460.0,,201.9993606,1779618948.4653249,,1.234757900238037,152,,
1470.0,,202.8609152,1779618949.3263748,,1.236808180809021,153,,
1480.0,,203.7250913,1779618950.1895056,,1.2381889820098877,154,,
1490.0,,204.5876573,1779618951.0531156,,1.2272297143936157,155,,
1500.0,1.479265570640564,217.0706216,1779618963.5359385,1.1511915922164917,,156,,0.0008305704108364302
1500.0,,217.1611801,1779618963.6263301,,1.2097041606903076,157,,
1510.0,,218.0162637,1779618964.4812486,,1.2441943883895874,158,,
1520.0,,218.8696691,1779618965.3349066,,1.1906728744506836,159,,
1530.0,,219.7207724,1779618966.185968,,1.2262691259384155,160,,
1540.0,,220.581461,1779618967.0466926,,1.2214699983596802,161,,
1550.0,,221.442376,1779618967.9078326,,1.2267770767211914,162,,
1560.0,,222.3544414,1779618968.8199003,,1.2257816791534424,163,,
1570.0,,223.2510203,1779618969.7148888,,1.2171475887298584,164,,
1580.0,,224.129096,1779618970.594229,,1.2129859924316406,165,,
1590.0,,225.010318,1779618971.4757526,,1.1829807758331299,166,,
1600.0,,225.8742534,1779618972.3394077,,1.1874544620513916,167,,
1610.0,,226.745838,1779618973.2110884,,1.1925230026245117,168,,
1620.0,,227.5986571,1779618974.0639532,,1.1995806694030762,169,,
1630.0,,228.4511124,1779618974.9163194,,1.2223743200302124,170,,
1640.0,,229.3129436,1779618975.7783155,,1.1981199979782104,171,,
1650.0,,230.1739408,1779618976.6393986,,1.1735074520111084,172,,
1660.0,,231.0337925,1779618977.4992511,,1.225796103477478,173,,
1670.0,,231.9171336,1779618978.3825924,,1.1981245279312134,174,,
1680.0,,232.8091953,1779618979.273995,,1.193109393119812,175,,
1690.0,,233.7311944,1779618980.1966522,,1.1958048343658447,176,,
1700.0,,234.5968905,1779618981.061913,,1.2043558359146118,177,,
1710.0,,235.446604,1779618981.9120624,,1.1667048931121826,178,,
1720.0,,236.3280972,1779618982.7921586,,1.192525029182434,179,,
1730.0,,237.2017971,1779618983.6672556,,1.1879609823226929,180,,
1740.0,,238.0784642,1779618984.5436795,,1.1518430709838867,181,,
1750.0,1.473610520362854,250.4872158,1779618996.9517367,1.103868007659912,,182,,0.0007708228984017721
1750.0,,250.5781578,1779618997.043612,,1.2123631238937378,183,,
1760.0,,251.4355909,1779618997.9010487,,1.1848913431167603,184,,
1770.0,,252.298817,1779618998.7641757,,1.1817975044250488,185,,
1780.0,,253.1519007,1779618999.6173584,,1.1753480434417725,186,,
1790.0,,254.0136014,1779619000.4790597,,1.1730999946594238,187,,
1800.0,,254.8618685,1779619001.3273282,,1.1902137994766235,188,,
1810.0,,255.716032,1779619002.1814625,,1.1690094470977783,189,,
1820.0,,256.5995594,1779619003.0650165,,1.1666600704193115,190,,
1830.0,,257.477865,1779619003.943323,,1.2045260667800903,191,,
1840.0,,258.3547708,1779619004.8202288,,1.1782376766204834,192,,
1850.0,,259.2309194,1779619005.6955853,,1.168106198310852,193,,
1860.0,,260.1072507,1779619006.572652,,1.1857516765594482,194,,
1870.0,,260.9844163,1779619007.4498742,,1.1477506160736084,195,,
1880.0,,261.8589412,1779619008.3240156,,1.1570411920547485,196,,
1890.0,,262.7534693,1779619009.2182639,,1.1903679370880127,197,,
1900.0,,263.6189081,1779619010.0843635,,1.1550220251083374,198,,
1910.0,,264.4841518,1779619010.949101,,1.1778010129928589,199,,
1920.0,,265.3420003,1779619011.807457,,1.1538749933242798,200,,
1930.0,,266.1999046,1779619012.664827,,1.1556888818740845,201,,
1940.0,,267.0675274,1779619013.5325828,,1.16975998878479,202,,
1950.0,,267.9432018,1779619014.407377,,1.1683876514434814,203,,
1960.0,,268.7948316,1779619015.260286,,1.1622869968414307,204,,
1970.0,,269.6580449,1779619016.1219952,,1.1371482610702515,205,,
1980.0,,270.5209762,1779619016.986243,,1.1533875465393066,206,,
1990.0,,271.3926404,1779619017.8580966,,1.1656854152679443,207,,
2000.0,1.4687310457229614,284.0926782,1779619030.5581074,1.059720754623413,,208,,0.0007054142744895884
2000.0,,284.1826881,1779619030.6479168,,1.1526405811309814,209,,
2010.0,,285.0422593,1779619031.5069368,,1.178948163986206,210,,
2020.0,,285.9059207,1779619032.3706214,,1.1505134105682373,211,,
2030.0,,286.7959394,1779619033.2613964,,1.1191551685333252,212,,
2040.0,,287.6712631,1779619034.13672,,1.1622085571289062,213,,
2050.0,,288.5679355,1779619035.0333946,,1.1559497117996216,214,,
2060.0,,289.4481218,1779619035.9135766,,1.1510287523269653,215,,
2070.0,,290.3275108,1779619036.7929683,,1.1125884056091309,216,,
2080.0,,291.2360833,1779619037.7015421,,1.1524090766906738,217,,
2090.0,,292.1086692,1779619038.5741158,,1.1324018239974976,218,,
2100.0,,292.9998036,1779619039.4649966,,1.1262270212173462,219,,
2110.0,,293.8944669,1779619040.3599253,,1.138863444328308,220,,
2120.0,,294.7635011,1779619041.2284186,,1.121602177619934,221,,
2130.0,,295.6378479,1779619042.101739,,1.1429803371429443,222,,
2140.0,,296.5125528,1779619042.9780135,,1.108910083770752,223,,
2150.0,,297.3941838,1779619043.8596435,,1.1318786144256592,224,,
2160.0,,298.3093533,1779619044.7741635,,1.129583716392517,225,,
2170.0,,299.227459,1779619045.690795,,1.121599555015564,226,,
2180.0,,300.1392725,1779619046.6042397,,1.1070281267166138,227,,
2190.0,,301.0154843,1779619047.4808936,,1.1401759386062622,228,,
2200.0,,301.9105939,1779619048.3760521,,1.1268795728683472,229,,
2210.0,,302.8068077,1779619049.271772,,1.1020047664642334,230,,
2220.0,,303.6825659,1779619050.1478164,,1.0921710729599,231,,
2230.0,,304.5557904,1779619051.0217547,,1.1027288436889648,232,,
2240.0,,305.4378533,1779619051.9032989,,1.1191117763519287,233,,
2250.0,1.4744857549667358,318.2012224,1779619064.665487,1.011198878288269,,234,,0.0006360213829156177
2250.0,,318.2915319,1779619064.7567725,,1.1277207136154175,235,,
2260.0,,319.1642625,1779619065.6289165,,1.1254563331604004,236,,
2270.0,,320.0334399,1779619066.4987578,,1.078061819076538,237,,
2280.0,,320.9126679,1779619067.3779032,,1.0982526540756226,238,,
2290.0,,321.7969007,1779619068.262358,,1.1139116287231445,239,,
2300.0,,322.674477,1779619069.1394758,,1.0977119207382202,240,,
2310.0,,323.539523,1779619070.0039797,,1.0900251865386963,241,,
2320.0,,324.4109726,1779619070.8757534,,1.1038119792938232,242,,
2330.0,,325.285084,1779619071.7502656,,1.0964529514312744,243,,
2340.0,,326.1578502,1779619072.6233072,,1.0998926162719727,244,,
2350.0,,327.0165583,1779619073.4819958,,1.0736041069030762,245,,
2360.0,,327.8792568,1779619074.3447137,,1.0831495523452759,246,,
2370.0,,328.750528,1779619075.2159858,,1.0811668634414673,247,,
2380.0,,329.6127107,1779619076.0781713,,1.107000470161438,248,,
2390.0,,330.4758929,1779619076.940351,,1.1073732376098633,249,,
2400.0,,331.3419574,1779619077.8067183,,1.0971629619598389,250,,
2410.0,,332.203883,1779619078.6688108,,1.0693159103393555,251,,
2420.0,,333.0591726,1779619079.52355,,1.1126987934112549,252,,
2430.0,,333.9212048,1779619080.3866367,,1.089768648147583,253,,
2440.0,,334.7814985,1779619081.2467613,,1.091516137123108,254,,
2450.0,,335.6415784,1779619082.106169,,1.0669009685516357,255,,
2460.0,,336.5086403,1779619082.9740975,,1.078366994857788,256,,
2470.0,,337.3675326,1779619083.8329904,,1.0635216236114502,257,,
2480.0,,338.2288196,1779619084.6926813,,1.0711249113082886,258,,
2490.0,,339.0843345,1779619085.5491438,,1.0826417207717896,259,,
2500.0,1.4897058010101318,351.3296999,1779619097.7945962,0.9659860730171204,,260,,0.000564423209907245
2500.0,,351.4185195,1779619097.8839788,,1.04345703125,261,,
2510.0,,352.2757403,1779619098.7409804,,1.0246894359588623,262,,
2520.0,,353.1323603,1779619099.5978181,,1.0701348781585693,263,,
2530.0,,353.9818935,1779619100.447208,,1.0651901960372925,264,,
2540.0,,354.8377872,1779619101.3017132,,1.0447152853012085,265,,
2550.0,,355.690474,1779619102.1550267,,1.0623875856399536,266,,
2560.0,,356.5420441,1779619103.00746,,1.063973307609558,267,,
2570.0,,357.3966276,1779619103.862088,,1.058876395225525,268,,
2580.0,,358.2585666,1779619104.7223995,,1.0320255756378174,269,,
2590.0,,359.1283638,1779619105.5938218,,1.0352412462234497,270,,
2600.0,,359.9818453,1779619106.4463365,,1.0475220680236816,271,,
2610.0,,360.838205,1779619107.3036623,,1.0460734367370605,272,,
2620.0,,361.6867657,1779619108.1522236,,1.0614873170852661,273,,
2630.0,,362.5522366,1779619109.0171082,,1.042094111442566,274,,
2640.0,,363.4136344,1779619109.8788095,,1.0520482063293457,275,,
2650.0,,364.2677962,1779619110.732633,,1.0357754230499268,276,,
2660.0,,365.1295259,1779619111.5949445,,1.0646564960479736,277,,
2670.0,,365.9872809,1779619112.4521494,,1.0426596403121948,278,,
2680.0,,366.8399994,1779619113.304456,,1.040647029876709,279,,
2690.0,,367.6955298,1779619114.1609383,,1.0313186645507812,280,,
2700.0,,368.5589326,1779619115.023904,,1.0135143995285034,281,,
2710.0,,369.4110702,1779619115.8765187,,1.0411510467529297,282,,
2720.0,,370.2787171,1779619116.7441452,,1.0287556648254395,283,,
2730.0,,371.1487591,1779619117.6142168,,1.0515344142913818,284,,
2740.0,,372.0132434,1779619118.4787004,,1.0585832595825195,285,,
2750.0,1.5121220350265503,384.2432082,1779619130.7084653,0.9190894365310669,,286,,0.0004924552772419723
2750.0,,384.3324311,1779619130.7978897,,1.0360060930252075,287,,
2760.0,,385.1838913,1779619131.6483996,,1.0472122430801392,288,,
2770.0,,386.0356838,1779619132.5011096,,1.0293519496917725,289,,
2780.0,,386.8903261,1779619133.3552067,,1.0459932088851929,290,,
2790.0,,387.7503061,1779619134.2155547,,1.0487157106399536,291,,
2800.0,,388.6074371,1779619135.071868,,1.0210503339767456,292,,
2810.0,,389.4646419,1779619135.930099,,1.014397382736206,293,,
2820.0,,390.3307249,1779619136.795631,,1.0600934028625488,294,,
2830.0,,391.1867311,1779619137.6513991,,1.018560528755188,295,,
2840.0,,392.0363277,1779619138.501785,,1.0103940963745117,296,,
2850.0,,392.883849,1779619139.3498132,,1.013488531112671,297,,
2860.0,,393.7358069,1779619140.2012646,,0.9962443113327026,298,,
2870.0,,394.5976137,1779619141.0630708,,1.0085690021514893,299,,
2880.0,,395.4498515,1779619141.9150085,,1.0460712909698486,300,,
2890.0,,396.3108031,1779619142.7751384,,1.0094630718231201,301,,
2900.0,,397.1592595,1779619143.624715,,1.0417201519012451,302,,
2910.0,,398.0088195,1779619144.4742699,,1.0320394039154053,303,,
2920.0,,398.8600511,1779619145.3244638,,1.0417954921722412,304,,
2930.0,,399.7129227,1779619146.1779656,,0.9997597336769104,305,,
2940.0,,400.5708964,1779619147.0361915,,1.0235154628753662,306,,
2950.0,,401.4363071,1779619147.901094,,0.9973414540290833,307,,
2960.0,,402.2975178,1779619148.762903,,1.0135111808776855,308,,
2970.0,,403.1468662,1779619149.6117964,,1.0205978155136108,309,,
2980.0,,404.0043823,1779619150.469841,,0.9995884299278259,310,,
2990.0,,404.8535483,1779619151.3189394,,1.0171380043029785,311,,
3000.0,1.5285879373550415,417.3964697,1779619163.8613808,0.8756815195083618,,312,,0.0004219625860160354
3000.0,,417.4941768,1779619163.959006,,1.0145636796951294,313,,
3010.0,,418.4396953,1779619164.904154,,1.0045541524887085,314,,
3020.0,,419.3383033,1779619165.8037412,,1.0055139064788818,315,,
3030.0,,420.2243291,1779619166.688616,,0.9922242760658264,316,,
3040.0,,421.1437729,1779619167.6092317,,0.9924854040145874,317,,
3050.0,,422.0955534,1779619168.5604768,,0.9675136208534241,318,,
3060.0,,423.0272499,1779619169.492619,,0.9975818991661072,319,,
3070.0,,423.9125036,1779619170.3769584,,1.0011506080627441,320,,
3080.0,,424.8079717,1779619171.2731557,,0.9788830280303955,321,,
3090.0,,425.7070212,1779619172.1724794,,0.978363573551178,322,,
3100.0,,426.6295515,1779619173.0950086,,0.9974641799926758,323,,
3110.0,,427.592862,1779619174.0583186,,1.0053621530532837,324,,
3120.0,,428.614708,1779619175.0801668,,0.9997530579566956,325,,
3130.0,,429.5724338,1779619176.0369942,,0.984462559223175,326,,
3140.0,,430.4557845,1779619176.9212425,,0.9698815941810608,327,,
3150.0,,431.3494346,1779619177.814895,,0.9710822701454163,328,,
3160.0,,432.2601781,1779619178.7256386,,0.9762930274009705,329,,
3170.0,,433.1617188,1779619179.6266177,,0.9836719632148743,330,,
3180.0,,434.0514003,1779619180.5166016,,0.9878697395324707,331,,
3190.0,,434.9371091,1779619181.4020684,,0.9746649265289307,332,,
3200.0,,435.8165599,1779619182.281355,,0.9681577086448669,333,,
3210.0,,436.7012482,1779619183.1672125,,0.9459493160247803,334,,
3220.0,,437.5934712,1779619184.0589275,,0.9703325629234314,335,,
3230.0,,438.5696168,1779619185.0350552,,0.9780543446540833,336,,
3240.0,,439.5484508,1779619186.01378,,0.9682373404502869,337,,
3250.0,1.5549603700637817,452.0910206,1779619198.556475,0.8309653401374817,,338,,0.00035475231739709885
3250.0,,452.1840263,1779619198.6494837,,0.9772815108299255,339,,
3260.0,,453.0423252,1779619199.5071442,,0.9424241781234741,340,,
3270.0,,453.9006239,1779619200.3657846,,0.9644407033920288,341,,
3280.0,,454.7643232,1779619201.2296207,,0.9799265265464783,342,,
3290.0,,455.6348233,1779619202.1002805,,0.9833954572677612,343,,
3300.0,,456.4950664,1779619202.9605234,,0.9404348731040955,344,,
3310.0,,457.3693084,1779619203.8339636,,0.9909422397613525,345,,
3320.0,,458.265473,1779619204.730927,,0.9388344883918762,346,,
3330.0,,459.1628487,1779619205.627982,,0.9477803707122803,347,,
3340.0,,460.0695294,1779619206.5348554,,0.9711359739303589,348,,
3350.0,,460.9886575,1779619207.454058,,0.9592883586883545,349,,
3360.0,,461.9176822,1779619208.382944,,0.9589686989784241,350,,
3370.0,,462.8203973,1779619209.2858524,,0.9589079022407532,351,,
3380.0,,463.6894594,1779619210.1549156,,0.9458475708961487,352,,
3390.0,,464.554432,1779619211.01982,,0.9428116679191589,353,,
3400.0,,465.4206317,1779619211.8860927,,0.9791402816772461,354,,
3410.0,,466.3042747,1779619212.769733,,0.9423319101333618,355,,
3420.0,,467.1993476,1779619213.663793,,0.9394275546073914,356,,
3430.0,,468.0899134,1779619214.5553713,,0.9491151571273804,357,,
3440.0,,468.9687893,1779619215.4342465,,0.9583690166473389,358,,
3450.0,,469.8447878,1779619216.3102443,,0.9415382146835327,359,,
3460.0,,470.7138298,1779619217.1783037,,0.9465867877006531,360,,
3470.0,,471.597735,1779619218.0620582,,0.9574527740478516,361,,
3480.0,,472.4867267,1779619218.9521844,,0.9478743672370911,362,,
3490.0,,473.3868766,1779619219.8523026,,0.9432457089424133,363,,
3500.0,1.5782802104949951,485.5904846,1779619232.0554965,0.7889050841331482,,364,,0.0002925475029450237
3500.0,,485.6805786,1779619232.146049,,0.930130660533905,365,,
3510.0,,486.5631802,1779619233.0286381,,0.912238359451294,366,,
3520.0,,487.4431173,1779619233.908277,,0.9489152431488037,367,,
3530.0,,488.3223322,1779619234.7868726,,0.9215079545974731,368,,
3540.0,,489.1828474,1779619235.6482384,,0.9346815347671509,369,,
3550.0,,490.0460337,1779619236.5113325,,0.9385742545127869,370,,
3560.0,,490.8957787,1779619237.3612356,,0.947155237197876,371,,
3570.0,,491.8180696,1779619238.2833138,,0.9254629611968994,372,,
3580.0,,492.6965359,1779619239.1609564,,0.9361427426338196,373,,
3590.0,,493.5895197,1779619240.054977,,0.9361363649368286,374,,
3600.0,,494.4841192,1779619240.9493048,,0.9437786340713501,375,,
3610.0,,495.4015616,1779619241.8670204,,0.9146608114242554,376,,
3620.0,,496.3089455,1779619242.773937,,0.9464312195777893,377,,
3630.0,,497.1816385,1779619243.6470995,,0.9258288741111755,378,,
3640.0,,498.0593567,1779619244.5249288,,0.9382004737854004,379,,
3650.0,,498.925767,1779619245.391224,,0.9374920129776001,380,,
3660.0,,499.7951291,1779619246.2605867,,0.9177502989768982,381,,
3670.0,,500.689307,1779619247.1549516,,0.9206628203392029,382,,
3680.0,,501.5476901,1779619248.0131001,,0.9285463690757751,383,,
3690.0,,502.4401012,1779619248.9045596,,0.9162266850471497,384,,
3700.0,,503.2903375,1779619249.7557268,,0.9042856097221375,385,,
3710.0,,504.1684594,1779619250.6328313,,0.9104822874069214,386,,
3720.0,,505.0363022,1779619251.5022666,,0.9011222720146179,387,,
3730.0,,505.9316605,1779619252.3971171,,0.9395674467086792,388,,
3740.0,,506.823073,1779619253.288067,,0.913634717464447,389,,
3750.0,1.6081860065460205,519.6359182,1779619266.1005213,0.7514932751655579,,390,,0.00023694285222843113
3750.0,,519.7314233,1779619266.1962297,,0.9179081320762634,391,,
3760.0,,520.630812,1779619267.095671,,0.8988935947418213,392,,
3770.0,,521.528321,1779619267.9937785,,0.8743907809257507,393,,
3780.0,,522.4215995,1779619268.886988,,0.901164710521698,394,,
3790.0,,523.3219411,1779619269.7864757,,0.8928315043449402,395,,
3800.0,,524.2275882,1779619270.692943,,0.9241312146186829,396,,
3810.0,,525.1204324,1779619271.5852718,,0.9041106104850769,397,,
3820.0,,526.0173051,1779619272.4821498,,0.908040463924408,398,,
