val/loss,train/step_loss,iter,lr,_runtime,train/loss,_timestamp,Sample Generation,_step
,1.9762029647827148,310.0,,86.0782699,,1779553190.06541,,33
,1.9586687088012695,320.0,,87.6481093,,1779553191.6349797,,34
,1.922656774520874,330.0,,89.2150851,,1779553193.2019827,,35
,1.8892658948898315,340.0,,90.7849335,,1779553194.7715113,,36
,1.9251108169555664,350.0,,92.3539416,,1779553196.3414578,,37
,1.8595080375671387,360.0,,93.9223944,,1779553197.908911,,38
,1.8275967836380005,370.0,,95.4913787,,1779553199.47839,,39
,1.8072595596313477,380.0,,97.0608751,,1779553201.0464597,,40
,1.806210994720459,390.0,,98.6280173,,1779553202.6152174,,41
,1.8271183967590332,400.0,,100.1977954,,1779553204.179087,,42
,1.7614309787750244,410.0,,101.7665954,,1779553205.7541118,,43
,1.7849788665771484,420.0,,103.3346923,,1779553207.322209,,44
,1.7388246059417725,430.0,,104.90484,,1779553208.891847,,45
,1.7025824785232544,440.0,,106.4740137,,1779553210.461048,,46
,1.6974607706069946,450.0,,108.0413009,,1779553212.0288174,,47
,1.6418161392211914,460.0,,109.6119608,,1779553213.5983922,,48
,1.6936571598052979,470.0,,111.1811529,,1779553215.1686692,,49
,1.6523041725158691,480.0,,112.747767,,1779553216.7346745,,50
,1.6312800645828247,490.0,,114.3166479,,1779553218.3004596,,51
1.7559853792190552,,500.0,0.0009852826883675631,135.2291188,1.5598095655441284,1779553239.2161245,,52
,1.6095257997512817,500.0,,135.3899329,,1779553239.3774493,,53
,1.636641025543213,510.0,,136.9580601,,1779553240.9426038,,54
,1.6067960262298584,520.0,,138.5274388,,1779553242.514057,,55
,1.5808491706848145,530.0,,140.0958494,,1779553244.0812497,,56
,1.6368098258972168,540.0,,141.6650083,,1779553245.6520166,,57
,1.5776801109313965,550.0,,143.233593,,1779553247.2205942,,58
,1.5732905864715576,560.0,,144.8033174,,1779553248.7903144,,59
,1.5708894729614258,570.0,,146.3731684,,1779553250.3598244,,60
,1.5470545291900635,580.0,,147.9414081,,1779553251.9235272,,61
,1.5039209127426147,590.0,,149.5096591,,1779553253.4939234,,62
,1.5285365581512451,600.0,,151.0791143,,1779553255.066127,,63
,1.550707221031189,610.0,,152.6474106,,1779553256.634927,,64
,1.532806158065796,620.0,,154.2161138,,1779553258.2029097,,65
,1.517863154411316,630.0,,155.7843138,,1779553259.7714188,,66
,1.4649128913879395,640.0,,157.3530734,,1779553261.340085,,67
,1.4971835613250732,650.0,,158.9230931,,1779553262.9101045,,68
,1.5007553100585938,660.0,,160.4916607,,1779553264.4787264,,69
,1.4489516019821167,670.0,,162.0611783,,1779553266.0481904,,70
,1.50937020778656,680.0,,163.6299023,,1779553267.6164272,,71
,1.4557383060455322,690.0,,165.198773,,1779553269.1777163,,72
,1.4819586277008057,700.0,,166.7673984,,1779553270.7549148,,73
,1.456032395362854,710.0,,168.3365199,,1779553272.3231373,,74
,1.4364503622055054,720.0,,169.9066568,,1779553273.8934162,,75
,1.4192553758621216,730.0,,171.4758908,,1779553275.462808,,76
,1.4285229444503784,740.0,,173.0459884,,1779553277.0325792,,77
1.5938119888305664,,750.0,0.0009614856803571157,193.9519576,1.3654354810714722,1779553297.9394739,,78
,1.434269905090332,750.0,,194.1139011,,1779553298.1014175,,79
,1.4339280128479004,760.0,,195.6828897,,1779553299.6695127,,80
,1.422026515007019,770.0,,197.2527944,,1779553301.239806,,81
,1.4187564849853516,780.0,,198.8215138,,1779553302.8085258,,82
,1.4159613847732544,790.0,,200.3907206,,1779553304.377732,,83
,1.4238828420639038,800.0,,201.9604961,,1779553305.9467883,,84
,1.396872639656067,810.0,,203.5291339,,1779553307.5166502,,85
,1.3984601497650146,820.0,,205.0984966,,1779553309.085505,,86
,1.378594160079956,830.0,,206.6672388,,1779553310.6539237,,87
,1.398073673248291,840.0,,208.2371455,,1779553312.2241344,,88
,1.3860487937927246,850.0,,209.8062861,,1779553313.789262,,89
,1.3866550922393799,860.0,,211.3751207,,1779553315.3585775,,90
,1.3825314044952393,870.0,,212.9431346,,1779553316.9299986,,91
,1.3589186668395996,880.0,,214.5114127,,1779553318.4985292,,92
,1.3773447275161743,890.0,,216.0801425,,1779553320.067299,,93
,1.3703346252441406,900.0,,217.6489647,,1779553321.636088,,94
,1.3061277866363525,910.0,,219.2193441,,1779553323.2064514,,95
,1.3525936603546143,920.0,,220.7884452,,1779553324.7754474,,96
,1.3544377088546753,930.0,,222.3571135,,1779553326.3401375,,97
,1.3332419395446777,940.0,,223.926421,,1779553327.9122493,,98
,1.344012975692749,950.0,,225.4952819,,1779553329.4820561,,99
,1.3463037014007568,960.0,,227.0648429,,1779553331.0508015,,100
,1.3512358665466309,970.0,,228.6332479,,1779553332.6189003,,101
,1.3460581302642822,980.0,,230.2022521,,1779553334.1890922,,102
,1.3239223957061768,990.0,,231.7703766,,1779553335.7574651,,103
1.5225900411605835,,1000.0,0.0009271396472013282,252.695703,1.2718369960784912,1779553356.6789484,,104
,1.3509935140609741,1000.0,,252.8576248,,1779553356.8446383,,105
,1.3244296312332153,1010.0,,254.4260627,,1779553358.4130688,,106
,1.2999528646469116,1020.0,,255.9944494,,1779553359.9815946,,107
,1.3297667503356934,1030.0,,257.5618278,,1779553361.5488079,,108
,1.3512228727340698,1040.0,,259.1307258,,1779553363.1174815,,109
,1.2779152393341064,1050.0,,260.7008362,,1779553364.687846,,110
,1.3296210765838623,1060.0,,262.2697677,,1779553366.2572842,,111
,1.3220528364181519,1070.0,,263.8406998,,1779553367.8277106,,112
,1.3311606645584106,1080.0,,265.4105987,,1779553369.3976085,,113
,1.3349295854568481,1090.0,,266.9799705,,1779553370.9669812,,114
,1.3044428825378418,1100.0,,268.5491507,,1779553372.5352645,,115
,1.29292631149292,1110.0,,270.1192883,,1779553374.1061926,,116
,1.2872450351715088,1120.0,,271.6868274,,1779553375.6733396,,117
,1.2839865684509277,1130.0,,273.2561712,,1779553377.243184,,118
,1.2829762697219849,1140.0,,274.8245537,,1779553378.8120701,,119
,1.2988684177398682,1150.0,,276.3939732,,1779553380.380956,,120
,1.3170884847640991,1160.0,,277.9634898,,1779553381.945853,,121
,1.283827543258667,1170.0,,279.5325923,,1779553383.5195758,,122
,1.308833360671997,1180.0,,281.102232,,1779553385.0882423,,123
,1.2667959928512573,1190.0,,282.6710627,,1779553386.658579,,124
,1.294548511505127,1200.0,,284.2409443,,1779553388.2237399,,125
,1.2648295164108276,1210.0,,285.8099488,,1779553389.797465,,126
,1.2890796661376953,1220.0,,287.3790911,,1779553391.3658857,,127
,1.2866836786270142,1230.0,,288.9482362,,1779553392.9342961,,128
,1.2938884496688843,1240.0,,290.5175405,,1779553394.5045419,,129
1.502046823501587,,1250.0,0.000883125098683892,311.4349353,1.2039270401000977,1779553415.421523,,130
,1.2881031036376953,1250.0,,311.5960659,,1779553415.5807447,,131
,1.269028902053833,1260.0,,313.1646888,,1779553417.1517448,,132
,1.2522213459014893,1270.0,,314.7341911,,1779553418.7210386,,133
,1.2472575902938843,1280.0,,316.3028114,,1779553420.2898006,,134
,1.2767932415008545,1290.0,,317.8726447,,1779553421.8593626,,135
,1.2914506196975708,1300.0,,319.442067,,1779553423.4292529,,136
,1.2268178462982178,1310.0,,321.0121969,,1779553424.998955,,137
,1.291903018951416,1320.0,,322.5814026,,1779553426.568919,,138
,1.2591065168380737,1330.0,,324.1502907,,1779553428.1378071,,139
,1.2869940996170044,1340.0,,325.7192415,,1779553429.7067578,,140
,1.2500258684158325,1350.0,,327.2878429,,1779553431.2747092,,141
,1.2628709077835083,1360.0,,328.8568679,,1779553432.8443842,,142
,1.2490214109420776,1370.0,,330.4263784,,1779553434.4130442,,143
,1.2510261535644531,1380.0,,331.9964258,,1779553435.9833977,,144
,1.2448606491088867,1390.0,,333.5658989,,1779553437.5529106,,145
,1.2439156770706177,1400.0,,335.1359327,,1779553439.123449,,146
,1.2450013160705566,1410.0,,336.7061918,,1779553440.6932013,,147
,1.258728265762329,1420.0,,338.2751635,,1779553442.2621758,,148
,1.2329939603805542,1430.0,,339.843853,,1779553443.8299706,,149
,1.2412199974060059,1440.0,,341.4130176,,1779553445.400534,,150
,1.2165402173995972,1450.0,,342.9825711,,1779553446.9700875,,151
,1.2319769859313965,1460.0,,344.5514511,,1779553448.5389676,,152
,1.212145209312439,1470.0,,346.1211222,,1779553450.1078484,,153
,1.2038519382476807,1480.0,,347.6899449,,1779553451.6770704,,154
,1.2295501232147217,1490.0,,349.2582166,,1779553453.245733,,155
1.479170560836792,,1500.0,0.0008305704108364302,370.1817013,1.1513601541519165,1779553474.1684208,,156
,1.22067129611969,1500.0,,370.3428189,,1779553474.3303351,,157
,1.222254991531372,1510.0,,371.9114031,,1779553475.8989193,,158
,1.2089688777923584,1520.0,,373.4786759,,1779553477.4655647,,159
,1.2449560165405273,1530.0,,375.0467648,,1779553479.0338826,,160
,1.1811938285827637,1540.0,,376.615392,,1779553480.6029084,,161
,1.2134289741516113,1550.0,,378.1861916,,1779553482.173119,,162
,1.19229257106781,1560.0,,379.7548871,,1779553483.7418888,,163
,1.2303252220153809,1570.0,,381.3245247,,1779553485.3110552,,164
,1.1994688510894775,1580.0,,382.8938578,,1779553486.8806953,,165
,1.174041509628296,1590.0,,384.4627795,,1779553488.450296,,166
,1.1889958381652832,1600.0,,386.0315894,,1779553490.0191057,,167
,1.2295159101486206,1610.0,,387.6009774,,1779553491.579142,,168
,1.170913577079773,1620.0,,389.169384,,1779553493.1563513,,169
,1.1948708295822144,1630.0,,390.7379174,,1779553494.718495,,170
,1.1945667266845703,1640.0,,392.3074351,,1779553496.294269,,171
,1.1735807657241821,1650.0,,393.8771858,,1779553497.8638005,,172
,1.205336093902588,1660.0,,395.4462256,,1779553499.432914,,173
,1.1837081909179688,1670.0,,397.014909,,1779553501.0024254,,174
,1.1931095123291016,1680.0,,398.584716,,1779553502.5717273,,175
,1.1961396932601929,1690.0,,400.1539065,,1779553504.1414227,,176
,1.1764607429504395,1700.0,,401.7249523,,1779553505.7119327,,177
,1.170358657836914,1710.0,,403.2935934,,1779553507.280236,,178
,1.173997163772583,1720.0,,404.8628518,,1779553508.8480253,,179
,1.1958335638046265,1730.0,,406.431083,,1779553510.4177065,,180
,1.1643569469451904,1740.0,,408.0005326,,1779553511.9880488,,181
1.4753855466842651,,1750.0,0.0007708228984017721,428.9954944,1.0999431610107422,1779553532.9782982,,182
,1.1737303733825684,1750.0,,429.1572289,,1779553533.144745,,183
,1.1728441715240479,1760.0,,430.7260987,,1779553534.713067,,184
,1.181291103363037,1770.0,,432.2945269,,1779553536.281389,,185
,1.1777235269546509,1780.0,,433.8626601,,1779553537.8501766,,186
,1.1864582300186157,1790.0,,435.4324221,,1779553539.4194338,,187
,1.1720234155654907,1800.0,,437.0026611,,1779553540.9901776,,188
,1.151342511177063,1810.0,,438.5724176,,1779553542.5593786,,189
,1.1600432395935059,1820.0,,440.1419025,,1779553544.129419,,190
,1.1654646396636963,1830.0,,441.7110931,,1779553545.6938128,,191
,1.1505494117736816,1840.0,,443.2798729,,1779553547.2660484,,192
,1.1524827480316162,1850.0,,444.8488756,,1779553548.8350341,,193
,1.1714544296264648,1860.0,,446.418492,,1779553550.4028194,,194
,1.1324472427368164,1870.0,,447.9879321,,1779553551.9749427,,195
,1.164933443069458,1880.0,,449.5582621,,1779553553.5452392,,196
,1.159995198249817,1890.0,,451.1266258,,1779553555.112594,,197
,1.1264612674713135,1900.0,,452.6948067,,1779553556.6823232,,198
,1.15962553024292,1910.0,,454.2644578,,1779553558.250944,,199
,1.1640551090240479,1920.0,,455.8336868,,1779553559.8206978,,200
,1.1396348476409912,1930.0,,457.4023819,,1779553561.3898983,,201
,1.1126902103424072,1940.0,,458.9715463,,1779553562.958544,,202
,1.127774953842163,1950.0,,460.5406713,,1779553564.5258288,,203
,1.142042636871338,1960.0,,462.1100785,,1779553566.0934792,,204
,1.1430001258850098,1970.0,,463.6791028,,1779553567.665428,,205
,1.1446716785430908,1980.0,,465.24773,,1779553569.2352464,,206
,1.1465096473693848,1990.0,,466.8175687,,1779553570.8024576,,207
1.478666067123413,,2000.0,0.0007054142744895884,487.7632072,1.051980972290039,1779553591.7491717,,208
,1.0893466472625732,2000.0,,487.9247285,,1779553591.9117172,,209
,1.1145844459533691,2010.0,,489.4941793,,1779553593.480044,,210
,1.113794207572937,2020.0,,491.0633425,,1779553595.050257,,211
,1.1432743072509766,2030.0,,492.6317621,,1779553596.6186717,,212
,1.1281213760375977,2040.0,,494.2004755,,1779553598.1874866,,213
,1.108170747756958,2050.0,,495.7696564,,1779553599.7571728,,214
,1.092195749282837,2060.0,,497.3390936,,1779553601.322264,,215
,1.1212856769561768,2070.0,,498.9088378,,1779553602.8958497,,216
,1.1152846813201904,2080.0,,500.4788498,,1779553604.4657888,,217
,1.1195619106292725,2090.0,,502.0477124,,1779553606.0348084,,218
,1.1207571029663086,2100.0,,503.6170894,,1779553607.6016095,,219
,1.130219578742981,2110.0,,505.186376,,1779553609.1731467,,220
,1.1207619905471802,2120.0,,506.7551046,,1779553610.742621,,221
,1.1178278923034668,2130.0,,508.3244218,,1779553612.311428,,222
,1.1261727809906006,2140.0,,509.8942335,,1779553613.8812387,,223
,1.110039472579956,2150.0,,511.4636521,,1779553615.4497492,,224
,1.1297361850738525,2160.0,,513.0320421,,1779553617.0190246,,225
,1.1227089166641235,2170.0,,514.6013192,,1779553618.5825233,,226
,1.1020766496658325,2180.0,,516.1702878,,1779553620.1570778,,227
,1.0964345932006836,2190.0,,517.7399364,,1779553621.7218897,,228
,1.1217963695526123,2200.0,,519.3087968,,1779553623.296313,,229
,1.1051721572875977,2210.0,,520.877827,,1779553624.861297,,230
,1.1135979890823364,2220.0,,522.4458447,,1779553626.433361,,231
,1.1134052276611328,2230.0,,524.0160667,,1779553628.0012197,,232
,1.1151461601257324,2240.0,,525.5850935,,1779553629.57261,,233
1.492376446723938,,2250.0,0.0006360213829156177,546.5021749,1.0045238733291626,1779553650.4818711,,234
,1.078923225402832,2250.0,,546.6649177,,1779553650.6520069,,235
,1.0996562242507935,2260.0,,548.2328843,,1779553652.21947,,236
,1.1211607456207275,2270.0,,549.800446,,1779553653.7861795,,237
,1.0863581895828247,2280.0,,551.3703942,,1779553655.3570263,,238
,1.1378083229064941,2290.0,,552.939634,,1779553656.9261088,,239
,1.1118817329406738,2300.0,,554.5061886,,1779553658.49175,,240
,1.0866295099258423,2310.0,,556.0765583,,1779553660.0635684,,241
,1.0826120376586914,2320.0,,557.6448837,,1779553661.6324,,242
,1.0953881740570068,2330.0,,559.2146235,,1779553663.2016072,,243
,1.1065685749053955,2340.0,,560.7839371,,1779553664.7707815,,244
,1.0949420928955078,2350.0,,562.3524626,,1779553666.3393233,,245
,1.0958454608917236,2360.0,,563.9218455,,1779553667.903722,,246
,1.0793673992156982,2370.0,,565.4915611,,1779553669.4784298,,247
,1.0712757110595703,2380.0,,567.0613126,,1779553671.048269,,248
,1.0680763721466064,2390.0,,568.6302326,,1779553672.617274,,249
,1.0685837268829346,2400.0,,570.1982288,,1779553674.1857452,,250
,1.0617806911468506,2410.0,,571.7677457,,1779553675.7552621,,251
,1.0665132999420166,2420.0,,573.3377605,,1779553677.320731,,252
,1.0485267639160156,2430.0,,574.9066396,,1779553678.894156,,253
,1.0468909740447998,2440.0,,576.4768684,,1779553680.4637573,,254
,1.0593047142028809,2450.0,,578.0451986,,1779553682.032715,,255
,1.086240530014038,2460.0,,579.6141678,,1779553683.6009843,,256
,1.0789246559143066,2470.0,,581.182886,,1779553685.1695197,,257
,1.0802841186523438,2480.0,,582.7519407,,1779553686.7387881,,258
,1.0494837760925293,2490.0,,584.3204921,,1779553688.3073893,,259
1.505672812461853,,2500.0,0.000564423209907245,605.2392697,0.9560027122497559,1779553709.2231696,,260
,1.0638597011566162,2500.0,,605.4008072,,1779553709.3874357,,261
,1.054786205291748,2510.0,,606.9693729,,1779553710.9563828,,262
,1.0336425304412842,2520.0,,608.5390073,,1779553712.5261014,,263
,1.0414655208587646,2530.0,,610.1074635,,1779553714.0944653,,264
,1.0418999195098877,2540.0,,611.6770912,,1779553715.6640313,,265
,1.059359073638916,2550.0,,613.2474846,,1779553717.235001,,266
,1.0514401197433472,2560.0,,614.8171262,,1779553718.8030949,,267
,1.0620625019073486,2570.0,,616.3860055,,1779553720.3735218,,268
,1.0661208629608154,2580.0,,617.9547665,,1779553721.942283,,269
,1.0585854053497314,2590.0,,619.5244821,,1779553723.5109181,,270
,1.0583884716033936,2600.0,,621.0942204,,1779553725.0807498,,271
,1.0391035079956055,2610.0,,622.6620286,,1779553726.649545,,272
,1.0353504419326782,2620.0,,624.2306065,,1779553728.217469,,273
,1.0138229131698608,2630.0,,625.8004748,,1779553729.7879913,,274
,1.036137342453003,2640.0,,627.3697664,,1779553731.3572829,,275
,1.0591684579849243,2650.0,,628.939216,,1779553732.9261885,,276
,1.0334392786026,2660.0,,630.5098941,,1779553734.4968858,,277
,1.0174524784088135,2670.0,,632.0778798,,1779553736.0590155,,278
,1.0428030490875244,2680.0,,633.6472826,,1779553737.6340735,,279
,1.0415608882904053,2690.0,,635.2172541,,1779553739.204298,,280
,1.0107083320617676,2700.0,,636.786827,,1779553740.7739093,,281
,1.0310423374176025,2710.0,,638.3560791,,1779553742.33821,,282
,1.0320053100585938,2720.0,,639.926181,,1779553743.912794,,283
,1.0485451221466064,2730.0,,641.4960624,,1779553745.4829004,,284
,1.0143873691558838,2740.0,,643.0653551,,1779553747.0524864,,285
1.527795433998108,,2750.0,0.0004924552772419723,664.002988,0.9058969020843506,1779553767.9894874,,286
,1.0099705457687378,2750.0,,664.1661243,,1779553768.1531332,,287
,1.0192800760269165,2760.0,,665.7322062,,1779553769.7188087,,288
,1.0205492973327637,2770.0,,667.3010393,,1779553771.2862358,,289
,1.0185383558273315,2780.0,,668.8690681,,1779553772.855476,,290
,1.0203951597213745,2790.0,,670.438119,,1779553774.4256353,,291
,0.9957771897315979,2800.0,,672.0080109,,1779553775.9955275,,292
,1.0259826183319092,2810.0,,673.5735668,,1779553777.561083,,293
,1.0195748805999756,2820.0,,675.144771,,1779553779.1312785,,294
,1.016751766204834,2830.0,,676.7142089,,1779553780.7011056,,295
,0.9842191934585571,2840.0,,678.2827609,,1779553782.269972,,296
,1.0158463716506958,2850.0,,679.8502127,,1779553783.8369544,,297
,1.0121004581451416,2860.0,,681.4200441,,1779553785.407056,,298
,0.9974001049995422,2870.0,,682.9886276,,1779553786.9756405,,299
,1.0279622077941895,2880.0,,684.5582824,,1779553788.5451314,,300
,0.9998990297317505,2890.0,,686.1270481,,1779553790.113802,,301
,0.9840961694717407,2900.0,,687.6963172,,1779553791.6820343,,302
,1.0318827629089355,2910.0,,689.2655489,,1779553793.253065,,303
,1.0116716623306274,2920.0,,690.8342886,,1779553794.821283,,304
,0.9867050647735596,2930.0,,692.4041885,,1779553796.3903039,,305
,0.9839795827865601,2940.0,,693.9730809,,1779553797.9599993,,306
,1.0140960216522217,2950.0,,695.5425703,,1779553799.5295832,,307
,0.9938260912895203,2960.0,,697.1108702,,1779553801.0978816,,308
,0.9882770776748657,2970.0,,698.6799707,,1779553802.6655376,,309
,0.9957269430160522,2980.0,,700.2488781,,1779553804.2363944,,310
,0.9659249782562256,2990.0,,701.8190913,,1779553805.8060896,,311
1.5420351028442383,,3000.0,0.0004219625860160354,722.76528,0.8627299666404724,1779553826.7513404,,312
,1.000800371170044,3000.0,,722.9268438,,1779553826.9143603,,313
,0.9859708547592163,3010.0,,724.4935874,,1779553828.481104,,314
,0.9861178994178772,3020.0,,726.0626397,,1779553830.048526,,315
,0.9892705678939819,3030.0,,727.6308791,,1779553831.6183953,,316
,1.0086455345153809,3040.0,,729.1997766,,1779553833.1866157,,317
,0.9765630960464478,3050.0,,730.7687231,,1779553834.7557352,,318
,0.989533543586731,3060.0,,732.3379012,,1779553836.3249056,,319
,1.010758638381958,3070.0,,733.904419,,1779553837.8919356,,320
,0.9905080199241638,3080.0,,735.4731764,,1779553839.4601753,,321
,0.9705823063850403,3090.0,,737.0413537,,1779553841.02887,,322
,0.9764374494552612,3100.0,,738.6090407,,1779553842.5932732,,323
,0.9574604630470276,3110.0,,740.1751203,,1779553844.1626368,,324
,0.9855644106864929,3120.0,,741.7483071,,1779553845.7351148,,325
,0.9680321216583252,3130.0,,743.3169085,,1779553847.303411,,326
,0.9736144542694092,3140.0,,744.886473,,1779553848.8729916,,327
,0.9830901622772217,3150.0,,746.4563314,,1779553850.4383395,,328
,0.9942276477813721,3160.0,,748.0260271,,1779553852.0135434,,329
,0.9531043171882629,3170.0,,749.5948946,,1779553853.5818048,,330
,0.9613560438156128,3180.0,,751.1642499,,1779553855.1507783,,331
,0.9842371344566345,3190.0,,752.7337122,,1779553856.720437,,332
,0.9631248712539673,3200.0,,754.3021643,,1779553858.2896807,,333
,0.9626812934875488,3210.0,,755.871405,,1779553859.8589215,,334
,0.9511868953704834,3220.0,,757.4407307,,1779553861.428247,,335
,0.9528363943099976,3230.0,,759.0105554,,1779553862.9975638,,336
,0.9562035799026489,3240.0,,760.5790798,,1779553864.566084,,337
1.5778496265411377,,3250.0,0.00035475231739709885,781.5148939,0.8188979625701904,1779553885.5017352,,338
,0.9538682699203491,3250.0,,781.6758637,,1779553885.661869,,339
,0.9469964504241943,3260.0,,783.2458049,,1779553887.2315757,,340
,0.9733731150627136,3270.0,,784.8159976,,1779553888.8030043,,341
,0.94434654712677,3280.0,,786.3867557,,1779553890.374272,,342
,0.9325684905052185,3290.0,,787.9594765,,1779553891.94515,,343
,0.9336332082748413,3300.0,,789.5308507,,1779553893.517667,,344
,0.943305492401123,3310.0,,791.0989353,,1779553895.0864518,,345
,0.9548608660697937,3320.0,,792.6690049,,1779553896.6555982,,346
,0.9534115791320801,3330.0,,794.2403613,,1779553898.2273674,,347
,0.9453928470611572,3340.0,,795.8116944,,1779553899.795434,,348
,0.9518090486526489,3350.0,,797.381287,,1779553901.3688033,,349
,0.9120076894760132,3360.0,,798.95068,,1779553902.9376884,,350
,0.9493972659111023,3370.0,,800.5203287,,1779553904.5046608,,351
,0.9415014386177063,3380.0,,802.0895632,,1779553906.0770795,,352
,0.944200873374939,3390.0,,803.659314,,1779553907.643634,,353
,0.953101396560669,3400.0,,805.2276988,,1779553909.2152152,,354
,0.939755916595459,3410.0,,806.7972248,,1779553910.7842042,,355
,0.9375418424606323,3420.0,,808.3671395,,1779553912.3542397,,356
,0.9403438568115234,3430.0,,809.9358769,,1779553913.9228873,,357
,0.9643045663833618,3440.0,,811.5054989,,1779553915.4922485,,358
,0.941146969795227,3450.0,,813.0747918,,1779553917.0611537,,359
,0.9356816411018372,3460.0,,814.6434491,,1779553918.6309655,,360
,0.9298256039619446,3470.0,,816.2135195,,1779553920.1954222,,361
,0.9414406418800354,3480.0,,817.7830203,,1779553921.7702277,,362
,0.9054255485534668,3490.0,,819.3513846,,1779553923.338901,,363
1.5945736169815063,,3500.0,0.0002925475029450237,840.2875315,0.7750067114830017,1779553944.2745633,,364
,0.935623288154602,3500.0,,840.4487464,,1779553944.4357443,,365
,0.912116527557373,3510.0,,842.0174198,,1779553946.0044317,,366
,0.9149447679519653,3520.0,,843.5864132,,1779553947.5739295,,367
,0.945720911026001,3530.0,,845.1556531,,1779553949.1431696,,368
,0.9185614585876465,3540.0,,846.7258922,,1779553950.7120838,,369
,0.9177181720733643,3550.0,,848.2955608,,1779553952.278707,,370
,0.9431165456771851,3560.0,,849.8635531,,1779553953.8505657,,371
,0.9369750022888184,3570.0,,851.4318687,,1779553955.418947,,372
,0.919973611831665,3580.0,,852.9999275,,1779553956.9869182,,373
,0.9121009707450867,3590.0,,854.56989,,1779553958.5568025,,374
,0.9161902666091919,3600.0,,856.1381898,,1779553960.1257062,,375
,0.902336835861206,3610.0,,857.7074152,,1779553961.6949317,,376
,0.9050887823104858,3620.0,,859.2762643,,1779553963.260312,,377
,0.9158776998519897,3630.0,,860.8451037,,1779553964.8326201,,378
,0.9116604924201965,3640.0,,862.4147549,,1779553966.4001603,,379
,0.9116222858428955,3650.0,,863.983816,,1779553967.9713323,,380
,0.9237024784088135,3660.0,,865.5535484,,1779553969.5388863,,381
,0.9299810528755188,3670.0,,867.1220965,,1779553971.1096127,,382
,0.9017162919044495,3680.0,,868.6910346,,1779553972.678551,,383
,0.9238579273223877,3690.0,,870.2596588,,1779553974.2471752,,384
,0.8755594491958618,3700.0,,871.8285612,,1779553975.815237,,385
,0.8696849942207336,3710.0,,873.3979519,,1779553977.3811567,,386
,0.9006405472755432,3720.0,,874.9666324,,1779553978.9541488,,387
,0.8953387141227722,3730.0,,876.5357099,,1779553980.5205605,,388
,0.8943935632705688,3740.0,,878.1033162,,1779553982.0908327,,389
1.6213197708129883,,3750.0,0.00023694285222843113,899.0431617,0.7382175326347351,1779554003.0295918,,390
,0.9134018421173096,3750.0,,899.2048135,,1779554003.1918223,,391
,0.9270205497741699,3760.0,,900.7738346,,1779554004.7606807,,392
,0.9236884713172913,3770.0,,902.3425436,,1779554006.3294473,,393
,0.9132301807403564,3780.0,,903.9093104,,1779554007.8963027,,394
,0.8922685980796814,3790.0,,905.4797282,,1779554009.4667404,,395
,0.9062314033508301,3800.0,,907.0496845,,1779554011.0366898,,396
,0.9147155284881592,3810.0,,908.6189716,,1779554012.6053689,,397
,0.88013756275177,3820.0,,910.1878004,,1779554014.1745362,,398
