train/loss,train/step_loss,iter,Sample Generation,_runtime,val/loss,lr,_step,_timestamp
,1.4401772022247314,930.0,,103.8653507,,,97,1779558941.5868714
,1.4811339378356934,940.0,,104.6143078,,,98,1779558942.3353214
,1.4683704376220703,950.0,,105.3639364,,,99,1779558943.0848882
,1.4801807403564453,960.0,,106.1130032,,,100,1779558943.833883
,1.4613007307052612,970.0,,106.8614852,,,101,1779558944.582482
,1.4469894170761108,980.0,,107.6102811,,,102,1779558945.331035
,1.4528028964996338,990.0,,108.3585217,,,103,1779558946.0800426
1.374457597732544,,1000.0,,117.9364456,1.590546727180481,0.0009271396472013282,104,1779558955.657374
,1.4585620164871216,1000.0,,118.0081023,,,105,1779558955.7291172
,1.4159646034240723,1010.0,,118.7377468,,,106,1779558956.4584622
,1.4534037113189697,1020.0,,119.4678971,,,107,1779558957.1888237
,1.447525978088379,1030.0,,120.1985391,,,108,1779558957.92006
,1.4657008647918701,1040.0,,120.929801,,,109,1779558958.6506891
,1.453462839126587,1050.0,,121.657757,,,110,1779558959.3789387
,1.4836863279342651,1060.0,,122.3885785,,,111,1779558960.1094413
,1.4393761157989502,1070.0,,123.1172053,,,112,1779558960.8356185
,1.4392340183258057,1080.0,,123.8479213,,,113,1779558961.569442
,1.416101098060608,1090.0,,124.577296,,,114,1779558962.2978187
,1.4021762609481812,1100.0,,125.3068449,,,115,1779558963.0278585
,1.4110766649246216,1110.0,,126.0361005,,,116,1779558963.7576213
,1.4077438116073608,1120.0,,126.7718954,,,117,1779558964.4934163
,1.418221354484558,1130.0,,127.52260390000001,,,118,1779558965.2435174
,1.4228246212005615,1140.0,,128.2720999,,,119,1779558965.9930322
,1.407656192779541,1150.0,,129.0214915,,,120,1779558966.738542
,1.3793869018554688,1160.0,,129.7718356,,,121,1779558967.4925015
,1.4694766998291016,1170.0,,130.5232707,,,122,1779558968.241704
,1.3979319334030151,1180.0,,131.2727615,,,123,1779558968.9937894
,1.4354805946350098,1190.0,,132.0225083,,,124,1779558969.738571
,1.3820905685424805,1200.0,,132.7737059,,,125,1779558970.49472
,1.402107834815979,1210.0,,133.5240251,,,126,1779558971.2421107
,1.4056174755096436,1220.0,,134.2753158,,,127,1779558971.9963326
,1.3969016075134277,1230.0,,135.0249073,,,128,1779558972.745839
,1.3877367973327637,1240.0,,135.7752987,,,129,1779558973.4968195
1.3236616849899292,,1250.0,,145.515888,1.5487759113311768,0.000883125098683892,130,1779558983.2351358
,1.3873672485351562,1250.0,,145.5786272,,,131,1779558983.300148
,1.3858239650726318,1260.0,,146.297754,,,132,1779558984.0192747
,1.3820856809616089,1270.0,,147.0448921,,,133,1779558984.7656362
,1.40421724319458,1280.0,,147.7909606,,,134,1779558985.5119765
,1.3857345581054688,1290.0,,148.5366417,,,135,1779558986.2571332
,1.3953349590301514,1300.0,,149.2823481,,,136,1779558987.0038686
,1.3953996896743774,1310.0,,150.0293204,,,137,1779558987.7496462
,1.3611513376235962,1320.0,,150.7752014,,,138,1779558988.4967222
,1.3324202299118042,1330.0,,151.5217252,,,139,1779558989.2410753
,1.344170093536377,1340.0,,152.2682875,,,140,1779558989.9866314
,1.3717036247253418,1350.0,,153.0149043,,,141,1779558990.7335658
,1.382766842842102,1360.0,,153.7604802,,,142,1779558991.4814978
,1.335193157196045,1370.0,,154.5078343,,,143,1779558992.2287858
,1.3855159282684326,1380.0,,155.2541503,,,144,1779558992.975671
,1.3681888580322266,1390.0,,156.000247,,,145,1779558993.7217677
,1.4000319242477417,1400.0,,156.7474973,,,146,1779558994.4690182
,1.3494106531143188,1410.0,,157.4939577,,,147,1779558995.2145069
,1.3679566383361816,1420.0,,158.2410492,,,148,1779558995.9622467
,1.382188081741333,1430.0,,158.9880021,,,149,1779558996.7095227
,1.35700523853302,1440.0,,159.734183,,,150,1779558997.4557037
,1.3824338912963867,1450.0,,160.4809016,,,151,1779558998.2019107
,1.3518240451812744,1460.0,,161.2282878,,,152,1779558998.9495032
,1.385921597480774,1470.0,,161.9746035,,,153,1779558999.6948755
,1.3660738468170166,1480.0,,162.7207421,,,154,1779559000.441748
,1.3357062339782715,1490.0,,163.4681531,,,155,1779559001.1896737
1.2727696895599365,,1500.0,,173.1291208,1.5288801193237305,0.0008305704108364302,156,1779559010.8496437
,1.3328535556793213,1500.0,,173.196791,,,157,1779559010.9183116
,1.400905966758728,1510.0,,173.9092688,,,158,1779559011.6302571
,1.2946882247924805,1520.0,,174.6233985,,,159,1779559012.3440282
,1.3675365447998047,1530.0,,175.3343133,,,160,1779559013.0549123
,1.3087563514709473,1540.0,,176.0735578,,,161,1779559013.7945619
,1.3057459592819214,1550.0,,176.8244163,,,162,1779559014.5453916
,1.3529103994369507,1560.0,,177.5745405,,,163,1779559015.2960613
,1.3561511039733887,1570.0,,178.3239436,,,164,1779559016.0454643
,1.3140068054199219,1580.0,,179.0743412,,,165,1779559016.7948718
,1.296522855758667,1590.0,,179.8244043,,,166,1779559017.543743
,1.3118959665298462,1600.0,,180.5750831,,,167,1779559018.296604
,1.3330540657043457,1610.0,,181.3260236,,,168,1779559019.04704
,1.2978661060333252,1620.0,,182.0751034,,,169,1779559019.7966242
,1.3306729793548584,1630.0,,182.8268518,,,170,1779559020.5477176
,1.3404886722564697,1640.0,,183.5777061,,,171,1779559021.2987216
,1.349088191986084,1650.0,,184.3289478,,,172,1779559022.0491374
,1.2745360136032104,1660.0,,185.0795955,,,173,1779559022.8006113
,1.3171634674072266,1670.0,,185.8292599,,,174,1779559023.5507808
,1.3321077823638916,1680.0,,186.5793524,,,175,1779559024.3008733
,1.2952983379364014,1690.0,,187.328663,,,176,1779559025.0501838
,1.331601619720459,1700.0,,188.0791771,,,177,1779559025.800194
,1.312789797782898,1710.0,,188.8288683,,,178,1779559026.550389
,1.3310519456863403,1720.0,,189.5789266,,,179,1779559027.299682
,1.3109495639801025,1730.0,,190.3291433,,,180,1779559028.0501618
,1.317916989326477,1740.0,,191.0799512,,,181,1779559028.800595
1.2381023168563843,,1750.0,,200.7609863,1.4877128601074219,0.0007708228984017721,182,1779559038.4810922
,1.3139684200286865,1750.0,,200.8293221,,,183,1779559038.5500808
,1.2932348251342773,1760.0,,201.5619074,,,184,1779559039.281963
,1.3077961206436157,1770.0,,202.3105304,,,185,1779559040.032051
,1.3222575187683105,1780.0,,203.0605718,,,186,1779559040.778642
,1.2929539680480957,1790.0,,203.8093935,,,187,1779559041.530474
,1.275047779083252,1800.0,,204.559554,,,188,1779559042.2810748
,1.2941458225250244,1810.0,,205.3082322,,,189,1779559043.0287535
,1.2498271465301514,1820.0,,206.0570145,,,190,1779559043.7785351
,1.29770028591156,1830.0,,206.8069197,,,191,1779559044.5192316
,1.3127206563949585,1840.0,,207.5565125,,,192,1779559045.277069
,1.2906103134155273,1850.0,,208.3056972,,,193,1779559046.0265546
,1.2588481903076172,1860.0,,209.0559845,,,194,1779559046.7775054
,1.3008301258087158,1870.0,,209.8046628,,,195,1779559047.5256784
,1.2821749448776245,1880.0,,210.5551028,,,196,1779559048.2760026
,1.3242851495742798,1890.0,,211.3036718,,,197,1779559049.0210998
,1.2496116161346436,1900.0,,212.0534637,,,198,1779559049.7742765
,1.2698824405670166,1910.0,,212.8018768,,,199,1779559050.5233974
,1.296962022781372,1920.0,,213.5530956,,,200,1779559051.2740705
,1.2849327325820923,1930.0,,214.3025308,,,201,1779559052.0240514
,1.3027055263519287,1940.0,,215.0531119,,,202,1779559052.7738419
,1.2458873987197876,1950.0,,215.8012828,,,203,1779559053.5199943
,1.295806646347046,1960.0,,216.5513469,,,204,1779559054.2722678
,1.2597659826278687,1970.0,,217.3005981,,,205,1779559055.0215688
,1.2628101110458374,1980.0,,218.0503384,,,206,1779559055.7708492
,1.3015795946121216,1990.0,,218.7991674,,,207,1779559056.517864
1.209143877029419,,2000.0,,228.4686787,1.49298095703125,0.0007054142744895884,208,1779559066.1883252
,1.2751150131225586,2000.0,,228.5372985,,,209,1779559066.2582738
,1.303810477256775,2010.0,,229.2583702,,,210,1779559066.9794612
,1.2624528408050537,2020.0,,229.9809012,,,211,1779559067.701659
,1.2718242406845093,2030.0,,230.7157839,,,212,1779559068.436442
,1.247854232788086,2040.0,,231.4664182,,,213,1779559069.1875856
,1.287171721458435,2050.0,,232.2154706,,,214,1779559069.9364402
,1.267629623413086,2060.0,,232.9657563,,,215,1779559070.6867719
,1.2758283615112305,2070.0,,233.7150475,,,216,1779559071.4336352
,1.254647135734558,2080.0,,234.4660622,,,217,1779559072.1781344
,1.2697927951812744,2090.0,,235.214823,,,218,1779559072.935726
,1.2306771278381348,2100.0,,235.9654799,,,219,1779559073.6864908
,1.287213921546936,2110.0,,236.7141713,,,220,1779559074.435692
,1.2802472114562988,2120.0,,237.465061,,,221,1779559075.1859753
,1.2264984846115112,2130.0,,238.2137891,,,222,1779559075.9347973
,1.2616684436798096,2140.0,,238.9641652,,,223,1779559076.6809185
,1.261582851409912,2150.0,,239.7134532,,,224,1779559077.4344685
,1.2549879550933838,2160.0,,240.4635027,,,225,1779559078.1847222
,1.2430788278579712,2170.0,,241.2131203,,,226,1779559078.9339888
,1.2442059516906738,2180.0,,241.9644784,,,227,1779559079.6810708
,1.2259902954101562,2190.0,,242.7142042,,,228,1779559080.4352207
,1.27884840965271,2200.0,,243.4636211,,,229,1779559081.1780293
,1.2625975608825684,2210.0,,244.2121031,,,230,1779559081.9327095
,1.2718141078948975,2220.0,,244.9617221,,,231,1779559082.682733
,1.2419168949127197,2230.0,,245.7108566,,,232,1779559083.431869
,1.2685014009475708,2240.0,,246.4611523,,,233,1779559084.1820743
1.1793419122695923,,2250.0,,256.1042299,1.4765206575393677,0.0006360213829156177,234,1779559093.8214087
,1.2680425643920898,2250.0,,256.1729524,,,235,1779559093.893969
,1.2668523788452148,2260.0,,256.9079169,,,236,1779559094.628845
,1.2496728897094727,2270.0,,257.6579193,,,237,1779559095.3789344
,1.2253172397613525,2280.0,,258.4080096,,,238,1779559096.123248
,1.2340904474258423,2290.0,,259.1583687,,,239,1779559096.878898
,1.2530409097671509,2300.0,,259.9080457,,,240,1779559097.6295664
,1.233817219734192,2310.0,,260.6594485,,,241,1779559098.3809693
,1.251807451248169,2320.0,,261.4091661,,,242,1779559099.1302943
,1.257814884185791,2330.0,,262.159603,,,243,1779559099.880397
,1.253387212753296,2340.0,,262.9095993,,,244,1779559100.6304722
,1.2410656213760376,2350.0,,263.6594967,,,245,1779559101.3810174
,1.2260119915008545,2360.0,,264.4110913,,,246,1779559102.131996
,1.2311058044433594,2370.0,,265.1621295,,,247,1779559102.8836503
,1.2638626098632812,2380.0,,265.913322,,,248,1779559103.6342282
,1.2366185188293457,2390.0,,266.6633075,,,249,1779559104.3843222
,1.2361342906951904,2400.0,,267.4127518,,,250,1779559105.1342726
,1.2344655990600586,2410.0,,268.1640362,,,251,1779559105.8805504
,1.235859990119934,2420.0,,268.9155832,,,252,1779559106.636437
,1.2428920269012451,2430.0,,269.6663857,,,253,1779559107.3835292
,1.242114543914795,2440.0,,270.4175856,,,254,1779559108.138602
,1.2319003343582153,2450.0,,271.1676912,,,255,1779559108.888146
,1.22231924533844,2460.0,,271.9177173,,,256,1779559109.6382651
,1.2310961484909058,2470.0,,272.6665176,,,257,1779559110.3880384
,1.2397029399871826,2480.0,,273.4155823,,,258,1779559111.137103
,1.2286033630371094,2490.0,,274.1678416,,,259,1779559111.8873382
1.1481481790542603,,2500.0,,284.1788225,1.4691836833953857,0.000564423209907245,260,1779559121.8987236
,1.2254923582077026,2500.0,,284.2531684,,,261,1779559121.9741838
,1.22238290309906,2510.0,,284.9939881,,,262,1779559122.7155087
,1.2277793884277344,2520.0,,285.7366311,,,263,1779559123.457641
,1.2414815425872803,2530.0,,286.4783919,,,264,1779559124.1994066
,1.199028491973877,2540.0,,287.2206323,,,265,1779559124.9416459
,1.186697244644165,2550.0,,287.9630501,,,266,1779559125.6802096
,1.2215709686279297,2560.0,,288.7067089,,,267,1779559126.4271774
,1.2296483516693115,2570.0,,289.4477559,,,268,1779559127.1692767
,1.2024564743041992,2580.0,,290.1893568,,,269,1779559127.9101212
,1.218414306640625,2590.0,,290.9305776,,,270,1779559128.6520984
,1.225152850151062,2600.0,,291.6732658,,,271,1779559129.394279
,1.2257819175720215,2610.0,,292.4162212,,,272,1779559130.1351902
,1.2447395324707031,2620.0,,293.1561768,,,273,1779559130.8776975
,1.2519468069076538,2630.0,,293.8992608,,,274,1779559131.6202767
,1.2151252031326294,2640.0,,294.6421863,,,275,1779559132.3587794
,1.1862187385559082,2650.0,,295.3846772,,,276,1779559133.105685
,1.1747615337371826,2660.0,,296.1275133,,,277,1779559133.8484461
,1.2081518173217773,2670.0,,296.8704262,,,278,1779559134.5897887
,1.1727776527404785,2680.0,,297.6112245,,,279,1779559135.3318405
,1.2018532752990723,2690.0,,298.3531786,,,280,1779559136.074271
,1.2107478380203247,2700.0,,299.0970707,,,281,1779559136.8175974
,1.212522268295288,2710.0,,299.8477667,,,282,1779559137.565723
,1.1984620094299316,2720.0,,300.5973466,,,283,1779559138.3183637
,1.2028405666351318,2730.0,,301.3467017,,,284,1779559139.0682225
,1.1659518480300903,2740.0,,302.0964455,,,285,1779559139.8173888
1.1207640171051025,,2750.0,,311.9341627,1.4726797342300415,0.0004924552772419723,286,1779559149.65492
,1.1617462635040283,2750.0,,312.0049303,,,287,1779559149.7218323
,1.1852531433105469,2760.0,,312.7303137,,,288,1779559150.4518344
,1.1736971139907837,2770.0,,313.4570997,,,289,1779559151.1786203
,1.1683497428894043,2780.0,,314.1839851,,,290,1779559151.904989
,1.1945891380310059,2790.0,,314.9135285,,,291,1779559152.6345434
,1.1919968128204346,2800.0,,315.6627499,,,292,1779559153.383685
,1.1806291341781616,2810.0,,316.4128709,,,293,1779559154.1334178
,1.2211508750915527,2820.0,,317.163413,,,294,1779559154.8792555
,1.2156155109405518,2830.0,,317.9131741,,,295,1779559155.6346948
,1.1446393728256226,2840.0,,318.6638957,,,296,1779559156.38254
,1.1560893058776855,2850.0,,319.4151428,,,297,1779559157.136156
,1.173264980316162,2860.0,,320.1663103,,,298,1779559157.8860304
,1.2084463834762573,2870.0,,320.9167092,,,299,1779559158.6377037
,1.1792492866516113,2880.0,,321.6687631,,,300,1779559159.3897643
,1.210429310798645,2890.0,,322.4188862,,,301,1779559160.140037
,1.2005507946014404,2900.0,,323.1688851,,,302,1779559160.8888614
,1.1876575946807861,2910.0,,323.9190062,,,303,1779559161.6405268
,1.1661667823791504,2920.0,,324.6712494,,,304,1779559162.3890612
,1.19667387008667,2930.0,,325.4220438,,,305,1779559163.1430595
,1.2059986591339111,2940.0,,326.1726756,,,306,1779559163.8936934
,1.1286931037902832,2950.0,,326.9220078,,,307,1779559164.643046
,1.1632746458053589,2960.0,,327.6732031,,,308,1779559165.3942096
,1.1801331043243408,2970.0,,328.423439,,,309,1779559166.144446
,1.1982444524765015,2980.0,,329.1736224,,,310,1779559166.8951433
,1.150334358215332,2990.0,,329.9227657,,,311,1779559167.6442864
1.097247838973999,,3000.0,,339.7583565,1.478877305984497,0.0004219625860160354,312,1779559177.479102
,1.182194471359253,3000.0,,339.827193,,,313,1779559177.5487137
,1.157853126525879,3010.0,,340.5432258,,,314,1779559178.2642422
,1.1652586460113525,3020.0,,341.2714106,,,315,1779559178.9929314
,1.2009224891662598,3030.0,,342.0215954,,,316,1779559179.742604
,1.1775962114334106,3040.0,,342.7719608,,,317,1779559180.4934814
,1.1520297527313232,3050.0,,343.5217242,,,318,1779559181.2427297
,1.1461158990859985,3060.0,,344.2716628,,,319,1779559181.9888065
,1.1668583154678345,3070.0,,345.02234,,,320,1779559182.7432394
,1.1352119445800781,3080.0,,345.7723097,,,321,1779559183.493149
,1.1456718444824219,3090.0,,346.5223178,,,322,1779559184.243217
,1.1660898923873901,3100.0,,347.272156,,,323,1779559184.993677
,1.1565803289413452,3110.0,,348.0221312,,,324,1779559185.740129
,1.1638410091400146,3120.0,,348.7726272,,,325,1779559186.4936402
,1.146592378616333,3130.0,,349.5237819,,,326,1779559187.2447963
,1.1506694555282593,3140.0,,350.2751795,,,327,1779559187.9967
,1.1451070308685303,3150.0,,351.025765,,,328,1779559188.7461421
,1.2014038562774658,3160.0,,351.7750613,,,329,1779559189.4956899
,1.1644084453582764,3170.0,,352.5256199,,,330,1779559190.246634
,1.1439701318740845,3180.0,,353.274444,,,331,1779559190.9959648
,1.1058170795440674,3190.0,,354.0247344,,,332,1779559191.7452617
,1.1675193309783936,3200.0,,354.7745711,,,333,1779559192.4950979
,1.148810863494873,3210.0,,355.5252468,,,334,1779559193.2467675
,1.1522486209869385,3220.0,,356.2745003,,,335,1779559193.996021
,1.1715693473815918,3230.0,,357.0239587,,,336,1779559194.7399848
,1.1189826726913452,3240.0,,357.7737521,,,337,1779559195.4946508
1.0675721168518066,,3250.0,,367.613465,1.4759149551391602,0.00035475231739709885,338,1779559205.3335278
,1.1507313251495361,3250.0,,367.6823083,,,339,1779559205.400229
,1.1116943359375,3260.0,,368.4105568,,,340,1779559206.131313
,1.136264681816101,3270.0,,369.1399845,,,341,1779559206.8608882
,1.1135046482086182,3280.0,,369.8758797,,,342,1779559207.5968935
,1.1466076374053955,3290.0,,370.626604,,,343,1779559208.345549
,1.1537916660308838,3300.0,,371.3754419,,,344,1779559209.0969625
,1.173796534538269,3310.0,,372.1255704,,,345,1779559209.8465858
,1.1345264911651611,3320.0,,372.8754135,,,346,1779559210.5959349
,1.1593605279922485,3330.0,,373.6263525,,,347,1779559211.3471396
,1.154924988746643,3340.0,,374.3754397,,,348,1779559212.0966256
,1.1368179321289062,3350.0,,375.1263299,,,349,1779559212.8473282
,1.1346503496170044,3360.0,,375.8757795,,,350,1779559213.5967948
,1.139473557472229,3370.0,,376.6256946,,,351,1779559214.3472154
,1.1546270847320557,3380.0,,377.3753876,,,352,1779559215.096589
,1.1309428215026855,3390.0,,378.1252418,,,353,1779559215.8462582
,1.1500675678253174,3400.0,,378.8742964,,,354,1779559216.595305
,1.1310843229293823,3410.0,,379.62524,,,355,1779559217.3454604
,1.14497709274292,3420.0,,380.3748311,,,356,1779559218.0957355
,1.1191432476043701,3430.0,,381.1239802,,,357,1779559218.845501
,1.1347250938415527,3440.0,,381.8749348,,,358,1779559219.5958261
,1.1643650531768799,3450.0,,382.6244497,,,359,1779559220.3459704
,1.1392656564712524,3460.0,,383.3748443,,,360,1779559221.0908246
,1.1271880865097046,3470.0,,384.1252217,,,361,1779559221.8462386
,1.1210284233093262,3480.0,,384.8755167,,,362,1779559222.596522
,1.1229158639907837,3490.0,,385.6253204,,,363,1779559223.3464987
1.0390373468399048,,3500.0,,395.5150552,1.4827975034713745,0.0002925475029450237,364,1779559233.2355154
,1.1370151042938232,3500.0,,395.5937226,,,365,1779559233.3141901
,1.119741439819336,3510.0,,396.3425372,,,366,1779559234.0640578
,1.1141409873962402,3520.0,,397.0925277,,,367,1779559234.8135996
,1.0961612462997437,3530.0,,397.8418539,,,368,1779559235.5627117
,1.1212456226348877,3540.0,,398.5916079,,,369,1779559236.3131287
,1.1480185985565186,3550.0,,399.3407913,,,370,1779559237.0618072
,1.1227071285247803,3560.0,,400.0899555,,,371,1779559237.811152
,1.1320278644561768,3570.0,,400.8389409,,,372,1779559238.5598304
,1.1534216403961182,3580.0,,401.5879759,,,373,1779559239.3089724
,1.1344971656799316,3590.0,,402.3371268,,,374,1779559240.0586476
,1.1026512384414673,3600.0,,403.0856922,,,375,1779559240.8066833
,1.1285889148712158,3610.0,,403.8357279,,,376,1779559241.5567448
,1.1151721477508545,3620.0,,404.584345,,,377,1779559242.3024476
,1.1235240697860718,3630.0,,405.3338376,,,378,1779559243.0553582
,1.1108365058898926,3640.0,,406.0834016,,,379,1779559243.8045096
,1.1252403259277344,3650.0,,406.8338067,,,380,1779559244.5547843
,1.1144453287124634,3660.0,,407.5823479,,,381,1779559245.302994
,1.0879664421081543,3670.0,,408.3322833,,,382,1779559246.053804
,1.1567890644073486,3680.0,,409.0808064,,,383,1779559246.8014235
,1.1156452894210815,3690.0,,409.8305849,,,384,1779559247.5513523
,1.1097021102905273,3700.0,,410.5785727,,,385,1779559248.299295
,1.1210899353027344,3710.0,,411.3289359,,,386,1779559249.0504565
,1.1103955507278442,3720.0,,412.0772078,,,387,1779559249.7983835
,1.1050539016723633,3730.0,,412.8272162,,,388,1779559250.5449164
,1.0830833911895752,3740.0,,413.5777049,,,389,1779559251.2986724
1.019932746887207,,3750.0,,423.3684226,1.4780373573303223,0.00023694285222843113,390,1779559261.0833278
,1.1139271259307861,3750.0,,423.4378941,,,391,1779559261.1589084
,1.1183184385299683,3760.0,,424.1647664,,,392,1779559261.8833652
,1.1131062507629395,3770.0,,424.8910259,,,393,1779559262.6120257
,1.1058498620986938,3780.0,,425.6171126,,,394,1779559263.3380048
,1.0960590839385986,3790.0,,426.3550101,,,395,1779559264.0757105
,1.0796738862991333,3800.0,,427.105716,,,396,1779559264.8267295
,1.1099097728729248,3810.0,,427.8544902,,,397,1779559265.5755053
,1.0717101097106934,3820.0,,428.6040128,,,398,1779559266.3255334
