Sample Generation,_step,lr,_runtime,train/loss,train/step_loss,iter,val/loss,_timestamp
,121,,298.8526487,,1.4806389808654785,1160.0,,1779543998.036397
,122,,300.6418521,,1.479341983795166,1170.0,,1779543999.823181
,123,,302.3332522,,1.4792735576629639,1180.0,,1779544001.5170023
,124,,304.1285698,,1.5114142894744873,1190.0,,1779544003.3123195
,125,,305.8841832,,1.5000156164169312,1200.0,,1779544005.0678985
,126,,307.6399692,,1.4568357467651367,1210.0,,1779544006.8242238
,127,,309.3861709,,1.4874603748321533,1220.0,,1779544008.5697274
,128,,311.138804,,1.4289087057113647,1230.0,,1779544010.3222153
,129,,312.8853712,,1.4473786354064941,1240.0,,1779544012.0696259
,130,0.000883125098683892,335.4688376,1.3713830709457397,,1250.0,1.6175765991210938,1779544034.65205
,131,,335.6372195,,1.45547616481781,1250.0,,1779544034.8209548
,132,,337.2670486,,1.4691970348358154,1260.0,,1779544036.4513032
,133,,338.8937204,,1.456087350845337,1270.0,,1779544038.0773108
,134,,340.5202302,,1.4630732536315918,1280.0,,1779544039.704485
,135,,342.1520096,,1.4484543800354004,1290.0,,1779544041.3348403
,136,,343.7775518,,1.4325910806655884,1300.0,,1779544042.9612145
,137,,345.409494,,1.4543589353561401,1310.0,,1779544044.5932806
,138,,347.1634737,,1.4624203443527222,1320.0,,1779544046.3471947
,139,,348.8615388,,1.4216818809509277,1330.0,,1779544048.0410054
,140,,350.6036671,,1.444709062576294,1340.0,,1779544049.7879217
,141,,352.2643815,,1.4132007360458374,1350.0,,1779544051.4476428
,142,,353.9311092,,1.4298175573349,1360.0,,1779544053.1153638
,143,,355.6025935,,1.4467153549194336,1370.0,,1779544054.7857454
,144,,357.2715025,,1.399978756904602,1380.0,,1779544056.4552512
,145,,358.9455556,,1.417686104774475,1390.0,,1779544058.1284494
,146,,360.6116695,,1.4238405227661133,1400.0,,1779544059.7949474
,147,,362.2857806,,1.4504845142364502,1410.0,,1779544061.469458
,148,,363.9589959,,1.4409985542297363,1420.0,,1779544063.1374986
,149,,365.6318766,,1.41900634765625,1430.0,,1779544064.8157935
,150,,367.3077729,,1.4331655502319336,1440.0,,1779544066.4889653
,151,,368.9841054,,1.4052531719207764,1450.0,,1779544068.167943
,152,,370.665613,,1.3915371894836426,1460.0,,1779544069.8498676
,153,,372.4316109,,1.4083272218704224,1470.0,,1779544071.6150074
,154,,374.199638,,1.4258983135223389,1480.0,,1779544073.3791406
,155,,375.9928953,,1.4412682056427002,1490.0,,1779544075.1768134
,156,0.0008305704108364302,399.166382,1.3256663084030151,,1500.0,1.5811493396759033,1779544098.3489406
,157,,399.3364148,,1.393405556678772,1500.0,,1779544098.5201628
,158,,400.98829,,1.415803074836731,1510.0,,1779544100.1716487
,159,,402.8125586,,1.4084129333496094,1520.0,,1779544101.9952104
,160,,404.6276818,,1.4077965021133423,1530.0,,1779544103.8119366
,161,,406.4433481,,1.407355546951294,1540.0,,1779544105.6271627
,162,,408.2637313,,1.3952018022537231,1550.0,,1779544107.4457254
,163,,410.0801495,,1.4100066423416138,1560.0,,1779544109.2638993
,164,,411.8987345,,1.4127964973449707,1570.0,,1779544111.082454
,165,,413.6295732,,1.371616244316101,1580.0,,1779544112.8130412
,166,,415.3953153,,1.3888006210327148,1590.0,,1779544114.578162
,167,,417.1967557,,1.3341257572174072,1600.0,,1779544116.3810103
,168,,419.0271739,,1.3711535930633545,1610.0,,1779544118.210825
,169,,420.7745385,,1.382338285446167,1620.0,,1779544119.958315
,170,,422.5242485,,1.390458345413208,1630.0,,1779544121.7079947
,171,,424.2738222,,1.4000569581985474,1640.0,,1779544123.4580767
,172,,426.0261732,,1.4021872282028198,1650.0,,1779544125.210428
,173,,427.7757496,,1.369861125946045,1660.0,,1779544126.9596436
,174,,429.5279388,,1.412538766860962,1670.0,,1779544128.7121933
,175,,431.2784025,,1.3959745168685913,1680.0,,1779544130.4621532
,176,,433.0249305,,1.3680616617202759,1690.0,,1779544132.2086127
,177,,434.7791646,,1.3634113073349,1700.0,,1779544133.9597886
,178,,436.5284465,,1.368996500968933,1710.0,,1779544135.711303
,179,,438.2792291,,1.372054100036621,1720.0,,1779544137.462692
,180,,440.0314929,,1.3414645195007324,1730.0,,1779544139.215242
,181,,441.7913595,,1.3583875894546509,1740.0,,1779544140.974884
,182,0.0007708228984017721,465.744058,1.2812367677688599,,1750.0,1.5573445558547974,1779544164.9227393
,183,,465.9275186,,1.4088363647460938,1750.0,,1779544165.1110072
,184,,467.6996936,,1.4002835750579834,1760.0,,1779544166.8839483
,185,,469.4691434,,1.3537647724151611,1770.0,,1779544168.6528826
,186,,471.2362473,,1.3876187801361084,1780.0,,1779544170.419992
,187,,473.0042642,,1.370939016342163,1790.0,,1779544172.188519
,188,,474.7734566,,1.3608834743499756,1800.0,,1779544173.9564178
,189,,476.5443107,,1.372697114944458,1810.0,,1779544175.7285652
,190,,478.3152913,,1.3898173570632935,1820.0,,1779544177.4995458
,191,,480.0880967,,1.3521883487701416,1830.0,,1779544179.2713983
,192,,481.8654651,,1.3420169353485107,1840.0,,1779544181.0497198
,193,,483.6423194,,1.3668769598007202,1850.0,,1779544182.826574
,194,,485.4130635,,1.381299376487732,1860.0,,1779544184.5966492
,195,,487.1877136,,1.296003818511963,1870.0,,1779544186.370888
,196,,488.9663851,,1.3674073219299316,1880.0,,1779544188.1501286
,197,,490.7451211,,1.3274149894714355,1890.0,,1779544189.9286675
,198,,492.5237996,,1.3610458374023438,1900.0,,1779544191.707547
,199,,494.2955347,,1.3638660907745361,1910.0,,1779544193.4797893
,200,,496.142778,,1.3532391786575317,1920.0,,1779544195.3270326
,201,,498.0319278,,1.3462605476379395,1930.0,,1779544197.2154427
,202,,499.8725061,,1.3346173763275146,1940.0,,1779544199.0567605
,203,,501.7115451,,1.3717267513275146,1950.0,,1779544200.8957999
,204,,503.5467437,,1.3288986682891846,1960.0,,1779544202.7294884
,205,,505.3868153,,1.3469760417938232,1970.0,,1779544204.570468
,206,,507.2260024,,1.3566248416900635,1980.0,,1779544206.408935
,207,,509.0671656,,1.342639446258545,1990.0,,1779544208.2504163
,208,0.0007054142744895884,533.3238319,1.264847993850708,,2000.0,1.5590656995773315,1779544232.5075817
,209,,533.5042032,,1.3373883962631226,2000.0,,1779544232.6857386
,210,,535.2379011,,1.3578884601593018,2010.0,,1779544234.4180024
,211,,536.9781423,,1.337944746017456,2020.0,,1779544236.162397
,212,,538.8706125,,1.3414206504821777,2030.0,,1779544238.0543404
,213,,540.6952635,,1.3062655925750732,2040.0,,1779544239.8785918
,214,,542.5379361,,1.3126742839813232,2050.0,,1779544241.7216856
,215,,544.3692891,,1.3222966194152832,2060.0,,1779544243.55291
,216,,546.2022108,,1.3282761573791504,2070.0,,1779544245.3854141
,217,,548.0371456,,1.3244524002075195,2080.0,,1779544247.218043
,218,,549.8716535,,1.3280448913574219,2090.0,,1779544249.0543368
,219,,551.7079199,,1.3493090867996216,2100.0,,1779544250.8914442
,220,,553.5416097,,1.36110520362854,2110.0,,1779544252.7253602
,221,,555.3703443,,1.3094069957733154,2120.0,,1779544254.554094
,222,,557.2044614,,1.3026363849639893,2130.0,,1779544256.388093
,223,,559.0384584,,1.3091061115264893,2140.0,,1779544258.2218764
,224,,560.869995,,1.311670184135437,2150.0,,1779544260.0534081
,225,,562.7032374,,1.3195385932922363,2160.0,,1779544261.8782177
,226,,564.5378319,,1.3105618953704834,2170.0,,1779544263.7215805
,227,,566.3765604,,1.29813551902771,2180.0,,1779544265.5602822
,228,,568.2104891,,1.32476007938385,2190.0,,1779544267.3942406
,229,,570.1140931,,1.2868224382400513,2200.0,,1779544269.2976384
,230,,572.0257779,,1.2843925952911377,2210.0,,1779544271.2095196
,231,,573.9539585,,1.2864618301391602,2220.0,,1779544273.137707
,232,,575.8543606,,1.2937202453613281,2230.0,,1779544275.0381055
,233,,577.8635134,,1.296282172203064,2240.0,,1779544277.047291
,234,0.0006360213829156177,602.771227,1.2279772758483887,,2250.0,1.5507445335388184,1779544301.9544814
,235,,602.9574372,,1.3058009147644043,2250.0,,1779544302.1411865
,236,,604.741662,,1.2599852085113525,2260.0,,1779544303.9259167
,237,,606.5313483,,1.288799524307251,2270.0,,1779544305.7150981
,238,,608.3225181,,1.2888469696044922,2280.0,,1779544307.5062685
,239,,610.1146784,,1.2924970388412476,2290.0,,1779544309.2984273
,240,,611.9042428,,1.3072625398635864,2300.0,,1779544311.0879912
,241,,613.6986651,,1.3165757656097412,2310.0,,1779544312.882414
,242,,615.4843714,,1.2836647033691406,2320.0,,1779544314.6655712
,243,,617.2738565,,1.3088605403900146,2330.0,,1779544316.4576063
,244,,619.0704673,,1.2816317081451416,2340.0,,1779544318.2540572
,245,,620.8619313,,1.2933052778244019,2350.0,,1779544320.0456727
,246,,622.6546294,,1.3082901239395142,2360.0,,1779544321.838376
,247,,624.4442604,,1.2998110055923462,2370.0,,1779544323.6281536
,248,,626.2391952,,1.2844319343566895,2380.0,,1779544325.422946
,249,,628.0301408,,1.3074570894241333,2390.0,,1779544327.2137868
,250,,629.8215965,,1.280808925628662,2400.0,,1779544329.0053456
,251,,631.6134365,,1.3068041801452637,2410.0,,1779544330.797184
,252,,633.4058607,,1.2744749784469604,2420.0,,1779544332.5896082
,253,,635.1961929,,1.274461030960083,2430.0,,1779544334.3798604
,254,,636.9859094,,1.268589973449707,2440.0,,1779544336.169455
,255,,638.7737112,,1.263843297958374,2450.0,,1779544337.9574602
,256,,640.5674905,,1.283200979232788,2460.0,,1779544339.7506664
,257,,642.3552375,,1.2680305242538452,2470.0,,1779544341.5389826
,258,,644.1424569,,1.2855093479156494,2480.0,,1779544343.3262062
,259,,645.934316,,1.2531707286834717,2490.0,,1779544345.1180642
,260,0.000564423209907245,670.0014575,1.1976301670074463,,2500.0,1.5337122678756714,1779544369.1852088
,261,,670.1563947,,1.2750928401947021,2500.0,,1779544369.3401437
,262,,671.9001344,,1.2922354936599731,2510.0,,1779544371.0838656
,263,,673.68389,,1.2989442348480225,2520.0,,1779544372.8676403
,264,,675.4658801,,1.2835807800292969,2530.0,,1779544374.649621
,265,,677.2513821,,1.2728538513183594,2540.0,,1779544376.4351282
,266,,679.0361747,,1.300708293914795,2550.0,,1779544378.2199235
,267,,680.8226825,,1.2398829460144043,2560.0,,1779544380.0066128
,268,,682.601762,,1.2686123847961426,2570.0,,1779544381.778935
,269,,684.3763594,,1.285081386566162,2580.0,,1779544383.5606139
,270,,686.1580502,,1.2768279314041138,2590.0,,1779544385.3423047
,271,,687.9329137,,1.2806191444396973,2600.0,,1779544387.1164021
,272,,689.7040857,,1.2784326076507568,2610.0,,1779544388.881723
,273,,691.4776402,,1.2668089866638184,2620.0,,1779544390.6609066
,274,,693.2441728,,1.2601666450500488,2630.0,,1779544392.4272428
,275,,695.0148792,,1.2771700620651245,2640.0,,1779544394.198269
,276,,696.7830138,,1.2359647750854492,2650.0,,1779544395.9665303
,277,,698.5517844,,1.289192795753479,2660.0,,1779544397.7354102
,278,,700.3211341,,1.291907548904419,2670.0,,1779544399.5002775
,279,,702.0910353,,1.262783408164978,2680.0,,1779544401.2752898
,280,,703.7348951,,1.2734830379486084,2690.0,,1779544402.9186456
,281,,705.3339236,,1.2342758178710938,2700.0,,1779544404.5173585
,282,,707.1063247,,1.2592456340789795,2710.0,,1779544406.290167
,283,,708.7945526,,1.2563986778259277,2720.0,,1779544407.9780133
,284,,710.4821169,,1.2556520700454712,2730.0,,1779544409.6656356
,285,,712.1673793,,1.2607991695404053,2740.0,,1779544411.3511047
,286,0.0004924552772419723,734.7275925,1.214114785194397,,2750.0,1.5394703149795532,1779544433.9113011
,287,,734.8998936,,1.2489508390426636,2750.0,,1779544434.080719
,288,,736.5427702,,1.2273528575897217,2760.0,,1779544435.7265089
,289,,738.1830516,,1.2751891613006592,2770.0,,1779544437.3659859
,290,,739.8267407,,1.1978003978729248,2780.0,,1779544439.0103066
,291,,741.4735256,,1.2554981708526611,2790.0,,1779544440.6577802
,292,,743.1222233,,1.236999273300171,2800.0,,1779544442.3064778
,293,,744.7698657,,1.2749030590057373,2810.0,,1779544443.9533513
,294,,746.4211297,,1.2486929893493652,2820.0,,1779544445.602323
,295,,748.0715835,,1.2298797369003296,2830.0,,1779544447.2547905
,296,,749.7238714,,1.2423427104949951,2840.0,,1779544448.9075303
,297,,751.3831177,,1.2648930549621582,2850.0,,1779544450.5668685
,298,,753.124704,,1.2410104274749756,2860.0,,1779544452.3089588
,299,,754.8162326,,1.2554020881652832,2870.0,,1779544453.9999514
,300,,756.5301726,,1.2199633121490479,2880.0,,1779544455.7139223
,301,,758.1546702,,1.2652117013931274,2890.0,,1779544457.3384206
,302,,759.9524749,,1.260946273803711,2900.0,,1779544459.136224
,303,,761.70654,,1.2408087253570557,2910.0,,1779544460.8907945
,304,,763.3724501,,1.2664592266082764,2920.0,,1779544462.5562956
,305,,765.0182979,,1.1925065517425537,2930.0,,1779544464.2020712
,306,,766.6643606,,1.249988079071045,2940.0,,1779544465.8481104
,307,,768.3108017,,1.2706067562103271,2950.0,,1779544467.4945834
,308,,769.9554597,,1.2252461910247803,2960.0,,1779544469.1392105
,309,,771.6030537,,1.2441799640655518,2970.0,,1779544470.7867217
,310,,773.2501402,,1.2585768699645996,2980.0,,1779544472.433763
,311,,774.8938071,,1.2104039192199707,2990.0,,1779544474.0775049
,312,0.0004219625860160354,797.3327634,1.1550190448760986,,3000.0,1.5242877006530762,1779544496.5159528
,313,,797.4870293,,1.245821237564087,3000.0,,1779544496.670773
,314,,799.1624079,,1.2259868383407593,3010.0,,1779544498.3462486
,315,,800.7602697,,1.2477809190750122,3020.0,,1779544499.9439864
,316,,802.3540105,,1.2426824569702148,3030.0,,1779544501.5346737
,317,,804.0814612,,1.230663776397705,3040.0,,1779544503.2657156
,318,,805.7185992,,1.2304308414459229,3050.0,,1779544504.9018676
,319,,807.3596632,,1.2090650796890259,3060.0,,1779544506.5434115
,320,,809.0036255,,1.2017865180969238,3070.0,,1779544508.1878803
,321,,810.6525273,,1.1963255405426025,3080.0,,1779544509.8361037
,322,,812.298616,,1.2212798595428467,3090.0,,1779544511.479163
,323,,813.9416634,,1.2035309076309204,3100.0,,1779544513.1254127
,324,,815.5843131,,1.208009958267212,3110.0,,1779544514.7685678
,325,,817.2260342,,1.2349646091461182,3120.0,,1779544516.409828
,326,,818.8660725,,1.200474739074707,3130.0,,1779544518.050327
,327,,820.5148208,,1.1975648403167725,3140.0,,1779544519.6985152
,328,,822.1575628,,1.228519320487976,3150.0,,1779544521.341312
,329,,823.8017486,,1.2117741107940674,3160.0,,1779544522.9854016
,330,,825.4466351,,1.2186131477355957,3170.0,,1779544524.6305215
,331,,827.0905424,,1.2268977165222168,3180.0,,1779544526.274797
,332,,828.7312055,,1.2161122560501099,3190.0,,1779544527.91546
,333,,830.3706001,,1.1848173141479492,3200.0,,1779544529.5548546
,334,,832.0145213,,1.215821385383606,3210.0,,1779544531.198262
,335,,833.6615425,,1.1819061040878296,3220.0,,1779544532.8452625
,336,,835.3025174,,1.206824541091919,3230.0,,1779544534.4861977
,337,,836.9503593,,1.1988739967346191,3240.0,,1779544536.1337795
,338,0.00035475231739709885,858.8307906,1.1514527797698975,,3250.0,1.5384914875030518,1779544558.0140522
,339,,858.9849285,,1.1921415328979492,3250.0,,1779544558.168677
,340,,860.656705,,1.1959569454193115,3260.0,,1779544559.8409595
,341,,862.3639936,,1.167235016822815,3270.0,,1779544561.5477095
,342,,864.0652058,,1.2024167776107788,3280.0,,1779544563.248956
,343,,865.7706365,,1.1859906911849976,3290.0,,1779544564.9542954
,344,,867.4780749,,1.1795399188995361,3300.0,,1779544566.6598313
,345,,869.1781346,,1.2071082592010498,3310.0,,1779544568.3618846
,346,,870.882297,,1.203678846359253,3320.0,,1779544570.0665514
,347,,872.5862703,,1.1974444389343262,3330.0,,1779544571.7700193
,348,,874.2915835,,1.1874099969863892,3340.0,,1779544573.4753325
,349,,875.9974715,,1.1931018829345703,3350.0,,1779544575.1812203
,350,,877.6971655,,1.180783987045288,3360.0,,1779544576.8778262
,351,,879.3967958,,1.1546037197113037,3370.0,,1779544578.5804114
,352,,881.0977929,,1.2070571184158325,3380.0,,1779544580.2815354
,353,,882.8020137,,1.182826042175293,3390.0,,1779544581.9857635
,354,,884.5054188,,1.1661075353622437,3400.0,,1779544583.6891692
,355,,886.2050716,,1.1845378875732422,3410.0,,1779544585.3888059
,356,,887.9140635,,1.2082569599151611,3420.0,,1779544587.0978105
,357,,889.6168767,,1.2250888347625732,3430.0,,1779544588.800625
,358,,891.3241183,,1.1827117204666138,3440.0,,1779544590.5074954
,359,,893.0334013,,1.1764492988586426,3450.0,,1779544592.2169282
,360,,894.7415513,,1.1837973594665527,3460.0,,1779544593.9252992
,361,,896.4546093,,1.1701829433441162,3470.0,,1779544595.6383584
,362,,898.1690989,,1.1663293838500977,3480.0,,1779544597.3528485
,363,,899.8809202,,1.192435383796692,3490.0,,1779544599.0646687
,364,0.0002925475029450237,922.5849573,1.1319900751113892,,3500.0,1.544606328010559,1779544621.7685778
,365,,922.7402819,,1.1994819641113281,3500.0,,1779544621.924018
,366,,924.4551967,,1.2345519065856934,3510.0,,1779544623.6389468
,367,,926.2119203,,1.189092993736267,3520.0,,1779544625.3956673
,368,,927.8985166,,1.1631159782409668,3530.0,,1779544627.0822985
,369,,929.5873283,,1.2042244672775269,3540.0,,1779544628.7709258
,370,,931.2780054,,1.1746554374694824,3550.0,,1779544630.4617336
,371,,932.9678914,,1.1921521425247192,3560.0,,1779544632.1516402
,372,,934.657437,,1.1898283958435059,3570.0,,1779544633.8411837
,373,,936.3468807,,1.1677377223968506,3580.0,,1779544635.5311353
,374,,938.0401162,,1.1549774408340454,3590.0,,1779544637.2238638
,375,,939.8658921,,1.1818450689315796,3600.0,,1779544639.0493824
,376,,941.6905833,,1.17604660987854,3610.0,,1779544640.874226
,377,,943.4501821,,1.1889317035675049,3620.0,,1779544642.6337006
,378,,945.1793337,,1.1881849765777588,3630.0,,1779544644.3623517
,379,,946.8610568,,1.1724048852920532,3640.0,,1779544646.0448031
,380,,948.5450136,,1.1880269050598145,3650.0,,1779544647.7287636
,381,,950.2342835,,1.178286075592041,3660.0,,1779544649.4180305
,382,,951.9223136,,1.1779088973999023,3670.0,,1779544651.1057281
,383,,953.6819323,,1.1826844215393066,3680.0,,1779544652.8656082
,384,,955.4851748,,1.1888902187347412,3690.0,,1779544654.6689227
,385,,957.2844368,,1.1920608282089233,3700.0,,1779544656.4681857
,386,,959.0735989,,1.1905381679534912,3710.0,,1779544658.2573495
,387,,960.8594682,,1.1685242652893066,3720.0,,1779544660.0432189
,388,,962.65282,,1.1785175800323486,3730.0,,1779544661.8365667
,389,,964.4423298,,1.1526203155517578,3740.0,,1779544663.6260738
,390,0.00023694285222843113,987.4224845,1.1214805841445923,,3750.0,1.540818452835083,1779544686.6027212
,391,,987.6011043,,1.159042239189148,3750.0,,1779544686.7848396
,392,,989.3089531,,1.1497694253921509,3760.0,,1779544688.4927034
,393,,991.0170353,,1.1645712852478027,3770.0,,1779544690.2007809
,394,,992.7283045,,1.1591744422912598,3780.0,,1779544691.9118047
,395,,994.4428728,,1.1478540897369385,3790.0,,1779544693.6266842
,396,,996.1553955,,1.1823456287384033,3800.0,,1779544695.3391442
,397,,997.8695742,,1.1692396402359009,3810.0,,1779544697.0523221
