val/loss,_timestamp,train/step_loss,Sample Generation,lr,_step,train/loss,iter,_runtime
,1779608511.1774313,0.9917593002319336,,,324,,3110.0,993.3109514
,1779608513.3123665,0.9781492948532104,,,325,,3120.0,995.4454328
,1779608515.4466987,0.9910907745361328,,,326,,3130.0,997.5789892
,1779608517.5821679,0.9827271699905396,,,327,,3140.0,999.7149634
,1779608519.7146623,0.9841588735580444,,,328,,3150.0,1001.8469528
,1779608521.8466854,0.9614508152008057,,,329,,3160.0,1003.978976
,1779608523.9853323,0.9865672588348389,,,330,,3170.0,1006.1182178
,1779608526.127692,0.9824494123458862,,,331,,3180.0,1008.2604872
,1779608528.2668107,0.9523975849151611,,,332,,3190.0,1010.399614
,1779608530.4043055,0.9706341624259949,,,333,,3200.0,1012.5365959
,1779608532.543632,0.9582379460334778,,,334,,3210.0,1014.6768144
,1779608534.689581,0.981524646282196,,,335,,3220.0,1016.8225509
,1779608536.9809506,0.975239098072052,,,336,,3230.0,1019.1139599
,1779608539.1339612,0.9611848592758179,,,337,,3240.0,1021.2662518
1.5514750480651855,1779608566.553446,,,0.00035475231739709885,338,0.8302803635597229,3250.0,1048.6921268
,1779608566.771818,0.9796221256256104,,,339,,3250.0,1048.9092305
,1779608568.8731806,0.9750499725341797,,,340,,3260.0,1051.0054713
,1779608570.9743702,0.9799957275390625,,,341,,3270.0,1053.1071821
,1779608573.0714133,0.9636703729629517,,,342,,3280.0,1055.2042646
,1779608575.1723454,0.9693036079406738,,,343,,3290.0,1057.3051421
,1779608577.273464,0.9713338613510132,,,344,,3300.0,1059.4057546
,1779608579.3851995,0.9134941101074219,,,345,,3310.0,1061.5179946
,1779608581.4895768,0.971677839756012,,,346,,3320.0,1063.6223706
,1779608583.5965493,0.9625957012176514,,,347,,3330.0,1065.7293451
,1779608585.7021928,0.9418483972549438,,,348,,3340.0,1067.8344834
,1779608587.8080616,0.962438702583313,,,349,,3350.0,1069.9411152
,1779608589.9142313,0.9155274033546448,,,350,,3360.0,1072.0465217
,1779608592.0263338,0.9855892658233643,,,351,,3370.0,1074.1594885
,1779608594.1410642,0.9642420411109924,,,352,,3380.0,1076.2733548
,1779608596.3767002,0.9576165676116943,,,353,,3390.0,1078.5095061
,1779608598.4898586,0.9581894874572754,,,354,,3400.0,1080.6221491
,1779608600.609976,0.9561942219734192,,,355,,3410.0,1082.7422665
,1779608602.811139,0.9501069188117981,,,356,,3420.0,1084.944433
,1779608605.0074637,0.9250139594078064,,,357,,3430.0,1087.1405463
,1779608607.110441,0.9367486238479614,,,358,,3440.0,1089.248093
,1779608609.2298071,0.952663004398346,,,359,,3450.0,1091.3620975
,1779608611.341269,0.9566177129745483,,,360,,3460.0,1093.4748225
,1779608613.6126099,0.9404802918434143,,,361,,3470.0,1095.7449004
,1779608615.862145,0.9558950662612915,,,362,,3480.0,1097.9950967
,1779608618.122443,0.9402964115142822,,,363,,3490.0,1100.2550774
1.573123574256897,1779608644.8551946,,,0.0002925475029450237,364,0.7892982363700867,3500.0,1126.9910712
,1779608645.0689127,0.9456979632377625,,,365,,3500.0,1127.2017059
,1779608647.1196275,0.9196662902832031,,,366,,3510.0,1129.2536201
,1779608649.1707854,0.9313706755638123,,,367,,3520.0,1131.3089528
,1779608651.3628495,0.9311150312423706,,,368,,3530.0,1133.4956469
,1779608653.4355206,0.9677507877349854,,,369,,3540.0,1135.5678112
,1779608655.691835,0.9580420851707458,,,370,,3550.0,1137.8286731
,1779608657.8692899,0.9145070910453796,,,371,,3560.0,1140.0021498
,1779608660.0372965,0.9342294931411743,,,372,,3570.0,1142.1743544
,1779608662.2075195,0.9709571003913879,,,373,,3580.0,1144.33981
,1779608664.3764076,0.9302830100059509,,,374,,3590.0,1146.5109997
,1779608666.549599,0.9368805885314941,,,375,,3600.0,1148.6818895
,1779608668.720064,0.9130820035934448,,,376,,3610.0,1150.8523545
,1779608670.897022,0.9369341135025024,,,377,,3620.0,1153.0308283
,1779608673.0762541,0.9439268708229065,,,378,,3630.0,1155.2085446
,1779608675.253897,0.9109958410263062,,,379,,3640.0,1157.3869419
,1779608677.4195662,0.9308131337165833,,,380,,3650.0,1159.5527691
,1779608679.5921774,0.9156253337860107,,,381,,3660.0,1161.7251975
,1779608681.759888,0.9189828634262085,,,382,,3670.0,1163.8921783
,1779608683.927663,0.915298581123352,,,383,,3680.0,1166.0654727
,1779608686.1047003,0.9157508611679077,,,384,,3690.0,1168.2379701
,1779608688.2798321,0.9187843203544617,,,385,,3700.0,1170.4126281
,1779608690.4548125,0.9043631553649902,,,386,,3710.0,1172.5871029
,1779608692.6251316,0.8861901760101318,,,387,,3720.0,1174.7581825
,1779608694.7968311,0.9245502948760986,,,388,,3730.0,1176.9297475
,1779608696.9678104,0.9052649736404419,,,389,,3740.0,1179.1001008
1.5896492004394531,1779608723.7246838,,,0.00023694285222843113,390,0.752846360206604,3750.0,1205.8577424
,1779608723.9360397,0.9133638143539429,,,391,,3750.0,1206.0683301
