val/loss,_timestamp,train/step_loss,Sample Generation,lr,_step,train/loss,iter,_runtime
,1779608726.0994432,0.9220409393310547,,,392,,3760.0,1208.2317336
,1779608728.1698499,0.9162837266921997,,,393,,3770.0,1210.30282
,1779608730.3988426,0.8980246782302856,,,394,,3780.0,1212.5311331
,1779608732.599147,0.9107420444488525,,,395,,3790.0,1214.7323663
,1779608734.8053148,0.9080063104629517,,,396,,3800.0,1216.9380781
,1779608737.005147,0.9071931838989258,,,397,,3810.0,1219.1388315
,1779608739.2101703,0.8981919288635254,,,398,,3820.0,1221.3424608
,1779608741.4141216,0.8774749040603638,,,399,,3830.0,1223.5464122
,1779608743.610382,0.8630711436271667,,,400,,3840.0,1225.7485941
,1779608745.820116,0.8946723341941833,,,401,,3850.0,1227.952925
,1779608748.016546,0.9266464114189148,,,402,,3860.0,1230.1491899
,1779608750.2199552,0.8991992473602295,,,403,,3870.0,1232.3529225
,1779608752.4228098,0.9109468460083008,,,404,,3880.0,1234.5563653
,1779608754.6257875,0.898665726184845,,,405,,3890.0,1236.7580779
,1779608756.8289526,0.9037511348724365,,,406,,3900.0,1238.9619016
,1779608759.0275674,0.8926696181297302,,,407,,3910.0,1241.1598578
,1779608761.2258127,0.9155356287956238,,,408,,3920.0,1243.358896
,1779608763.3626194,0.9191842079162598,,,409,,3930.0,1245.4949098
,1779608765.4421976,0.8502105474472046,,,410,,3940.0,1247.5744879
,1779608767.5481339,0.8864713907241821,,,411,,3950.0,1249.6804243
,1779608769.6550014,0.8717375993728638,,,412,,3960.0,1251.7877962
,1779608771.7270684,0.8857681751251221,,,413,,3970.0,1253.8599858
,1779608773.8083458,0.9076938629150391,,,414,,3980.0,1255.9413671
,1779608775.8856332,0.8775377869606018,,,415,,3990.0,1258.0179237
1.6161895990371704,1779608802.4826534,,,0.00018936387015941957,416,0.7203260064125061,4000.0,1284.6204011
,1779608802.6994264,0.8880122900009155,,,417,,4000.0,1284.8317167
,1779608804.7518392,0.8743486404418945,,,418,,4010.0,1286.8841298
,1779608806.8088894,0.880866527557373,,,419,,4020.0,1288.9415457
,1779608808.8625596,0.8836778402328491,,,420,,4030.0,1290.9953549
,1779608810.9157276,0.8565000891685486,,,421,,4040.0,1293.0486128
,1779608812.9688935,0.9038935303688049,,,422,,4050.0,1295.1019276
,1779608815.027755,0.8820666074752808,,,423,,4060.0,1297.1623732
,1779608817.0898552,0.8719707727432251,,,424,,4070.0,1299.2226615
,1779608819.3400302,0.900580108165741,,,425,,4080.0,1301.472824
,1779608821.548238,0.8566105365753174,,,426,,4090.0,1303.6805286
,1779608823.754333,0.9023550748825073,,,427,,4100.0,1305.8882768
,1779608825.9596148,0.8799467086791992,,,428,,4110.0,1308.0923013
,1779608828.1671526,0.8743862509727478,,,429,,4120.0,1310.2994432
,1779608830.3742464,0.8737502098083496,,,430,,4130.0,1312.5071685
,1779608832.581007,0.8981550335884094,,,431,,4140.0,1314.7132976
,1779608834.7878218,0.8879003524780273,,,432,,4150.0,1316.9207768
,1779608836.9895258,0.879452109336853,,,433,,4160.0,1319.1225089
,1779608839.1008635,0.8957325220108032,,,434,,4170.0,1321.2331541
,1779608841.3156052,0.857211709022522,,,435,,4180.0,1323.4483999
,1779608843.5230706,0.8527802228927612,,,436,,4190.0,1325.6559162
,1779608845.7366967,0.8919907212257385,,,437,,4200.0,1327.8689874
,1779608847.8471522,0.8722425699234009,,,438,,4210.0,1329.9803514
,1779608849.9316204,0.867451548576355,,,439,,4220.0,1332.0647002
,1779608851.9257424,0.8659568428993225,,,440,,4230.0,1334.0587101
,1779608854.1193113,0.8802064061164856,,,441,,4240.0,1336.2516018
1.6403450965881348,1779608880.301144,,,0.00015103031213214996,442,0.6913449168205261,4250.0,1362.4340195
,1779608880.5081651,0.8766045570373535,,,443,,4250.0,1362.6404556
,1779608882.5107248,0.8648327589035034,,,444,,4260.0,1364.6435846
,1779608884.522965,0.8630572557449341,,,445,,4270.0,1366.6556127
,1779608886.5456805,0.8462007641792297,,,446,,4280.0,1368.6787455
,1779608888.6449494,0.8525190353393555,,,447,,4290.0,1370.7772399
,1779608890.8037589,0.8798656463623047,,,448,,4300.0,1372.9368357
,1779608892.9650795,0.8634561896324158,,,449,,4310.0,1375.0976718
,1779608895.1103947,0.8444483280181885,,,450,,4320.0,1377.2514687
,1779608897.2753332,0.8762180209159851,,,451,,4330.0,1379.4081327
,1779608899.4278677,0.8710475564002991,,,452,,4340.0,1381.5601582
,1779608901.5731034,0.8747069239616394,,,453,,4350.0,1383.7129224
,1779608903.7290926,0.8768678903579712,,,454,,4360.0,1385.8667909
,1779608905.888255,0.8600476980209351,,,455,,4370.0,1388.0205454
,1779608908.0399106,0.8671256303787231,,,456,,4380.0,1390.1727701
,1779608910.1873803,0.8544595837593079,,,457,,4390.0,1392.3205755
,1779608912.3344755,0.8530105352401733,,,458,,4400.0,1394.4674805
,1779608914.4807146,0.8509610891342163,,,459,,4410.0,1396.6165155
,1779608916.6312666,0.8653849959373474,,,460,,4420.0,1398.7655994
,1779608918.7819152,0.8497403264045715,,,461,,4430.0,1400.9147133
,1779608920.926721,0.8506730794906616,,,462,,4440.0,1403.0600158
,1779608923.0721598,0.8687424063682556,,,463,,4450.0,1405.2049565
,1779608925.2128513,0.8784288763999939,,,464,,4460.0,1407.3506331
,1779608927.3704076,0.8462914824485779,,,465,,4470.0,1409.5048579
,1779608929.523331,0.8567487001419067,,,466,,4480.0,1411.6566184
,1779608931.6689634,0.8417981266975403,,,467,,4490.0,1413.8021012
1.6437616348266602,1779608957.7459142,,,0.00012292491384519912,468,0.6681433320045471,4500.0,1439.8792275
,1779608957.9544163,0.8785812854766846,,,469,,4500.0,1440.0867069
,1779608959.9656513,0.8473445773124695,,,470,,4510.0,1442.0986397
,1779608961.9796042,0.8408054113388062,,,471,,4520.0,1444.1143263
,1779608964.0011466,0.8650672435760498,,,472,,4530.0,1446.1334372
,1779608966.018524,0.8455841541290283,,,473,,4540.0,1448.1508143
,1779608968.0907848,0.8411344885826111,,,474,,4550.0,1450.2235311
,1779608970.155164,0.8437083959579468,,,475,,4560.0,1452.2879688
,1779608972.224088,0.8413234949111938,,,476,,4570.0,1454.357258
,1779608974.300162,0.8512023687362671,,,477,,4580.0,1456.4329559
,1779608976.3671708,0.8641666769981384,,,478,,4590.0,1458.5002426
,1779608978.4320161,0.8488215208053589,,,479,,4600.0,1460.5685639
,1779608980.5058436,0.8410791158676147,,,480,,4610.0,1462.6386561
,1779608982.572418,0.8568370342254639,,,481,,4620.0,1464.7047085
,1779608984.6395862,0.8115013837814331,,,482,,4630.0,1466.772594
,1779608986.707434,0.8334608674049377,,,483,,4640.0,1468.8402393
,1779608988.7735279,0.847299337387085,,,484,,4650.0,1470.9064862
,1779608990.8428845,0.874350905418396,,,485,,4660.0,1472.9751752
,1779608992.9162388,0.826634407043457,,,486,,4670.0,1475.049067
,1779608994.9855907,0.8489511013031006,,,487,,4680.0,1477.1178813
,1779608997.0571032,0.8413087725639343,,,488,,4690.0,1479.1893936
,1779608999.1293106,0.8399710059165955,,,489,,4700.0,1481.2621681
,1779609001.198623,0.8345456719398499,,,490,,4710.0,1483.3316996
,1779609003.295366,0.864973783493042,,,491,,4720.0,1485.4283314
,1779609005.4393125,0.814784049987793,,,492,,4730.0,1487.5721272
,1779609007.503637,0.8432100415229797,,,493,,4740.0,1489.6367351
1.6657088994979858,1779609033.6796613,,,0.00010576819746349742,494,0.6522529721260071,4750.0,1515.8125788
,1779609033.885771,0.8256620764732361,,,495,,4750.0,1516.0189177
,1779609035.8965294,0.8464131355285645,,,496,,4760.0,1518.0295234
,1779609038.0044389,0.8291797637939453,,,497,,4770.0,1520.1371566
,1779609040.1517203,0.8161070942878723,,,498,,4780.0,1522.2845177
,1779609042.2260325,0.8489570617675781,,,499,,4790.0,1524.3583228
,1779609044.3154726,0.8542095422744751,,,500,,4800.0,1526.4484077
,1779609046.4006574,0.8303664922714233,,,501,,4810.0,1528.5339368
,1779609048.4895425,0.8387795686721802,,,502,,4820.0,1530.6218328
,1779609050.5721684,0.837332010269165,,,503,,4830.0,1532.7049758
,1779609052.6601963,0.833060622215271,,,504,,4840.0,1534.7927943
,1779609054.738829,0.8161478638648987,,,505,,4850.0,1536.8725121
,1779609056.8171167,0.838948130607605,,,506,,4860.0,1538.9499129
,1779609058.8982522,0.8425732254981995,,,507,,4870.0,1541.0310461
,1779609060.9809222,0.8342456817626953,,,508,,4880.0,1543.1145608
,1779609063.0650072,0.8146965503692627,,,509,,4890.0,1545.1978331
,1779609065.1523397,0.8214561343193054,,,510,,4900.0,1547.2846303
,1779609067.2382023,0.8433778882026672,,,511,,4910.0,1549.3704929
,1779609069.3234046,0.8429465889930725,,,512,,4920.0,1551.4564814
,1779609071.4076228,0.8441637754440308,,,513,,4930.0,1553.5404195
,1779609073.49239,0.8182954788208008,,,514,,4940.0,1555.62519
,1779609075.5789285,0.8294538259506226,,,515,,4950.0,1557.7117387
,1779609077.6645713,0.8187947869300842,,,516,,4960.0,1559.7968619
,1779609079.746438,0.8127256631851196,,,517,,4970.0,1561.8793884
,1779609081.8281994,0.8449276685714722,,,518,,4980.0,1563.9610075
,1779609083.908835,0.8160468339920044,,,519,,4990.0,1566.042096
1.679567813873291,1779609110.0796335,,,0.0001,520,0.6365488767623901,5000.0,1592.2132134
,1779609110.2824562,0.8391708731651306,,,521,,5000.0,1592.4210835
,1779609110.946003,,"{'size': 271, '_type': 'html-file', 'sha256': '8ebdd4c012373a34090d697b58eae3086d3d7217d72250ed7ab368440742d1c0', 'path': 'media/html/Sample Generation_522_8ebdd4c012373a34090d.html'}",,522,,,1593.0788118
