lr,iter,_timestamp,train/loss,_step,Sample Generation,val/loss,train/step_loss,_runtime
,680.0,1779556794.6194544,,71,,,1.4917646646499634,157.6794276
,690.0,1779556796.1207027,,72,,,1.4462047815322876,159.1748066
,700.0,1779556797.6164236,,73,,,1.4736733436584473,160.6703174
,710.0,1779556799.1112351,,74,,,1.436033010482788,162.1646231
,720.0,1779556800.6070738,,75,,,1.4242851734161377,163.660462
,730.0,1779556802.1015184,,76,,,1.3979744911193848,165.1549065
,740.0,1779556803.5965028,,77,,,1.4075608253479004,166.650822
0.0009614856803571157,750.0,1779556823.7432723,1.350858211517334,78,,1.5797916650772095,,186.7976461
,750.0,1779556823.8990955,,79,,,1.4220969676971436,186.9524836
,760.0,1779556825.3890717,,80,,,1.4212210178375244,188.4480945
,770.0,1779556826.8881993,,81,,,1.4059994220733643,189.9421661
,780.0,1779556828.3816044,,82,,,1.40134859085083,191.4355736
,790.0,1779556829.8756173,,83,,,1.4015638828277588,192.9290053
,800.0,1779556831.3704274,,84,,,1.405338168144226,194.4241386
,810.0,1779556832.862718,,85,,,1.3808673620224,195.9168126
,820.0,1779556834.3587415,,86,,,1.3861689567565918,197.4121296
,830.0,1779556835.8534641,,87,,,1.3679838180541992,198.9071785
,840.0,1779556837.3479278,,88,,,1.387200951576233,200.4017585
,850.0,1779556838.8430657,,89,,,1.3748103380203247,201.8968927
,860.0,1779556840.3342936,,90,,,1.3752405643463135,203.3922475
,870.0,1779556841.8340888,,91,,,1.3768706321716309,204.8884992
,880.0,1779556843.3290641,,92,,,1.349856972694397,206.3834196
,890.0,1779556844.8244622,,93,,,1.3653147220611572,207.8783724
,900.0,1779556846.3189008,,94,,,1.3484983444213867,209.3727935
,910.0,1779556847.8136725,,95,,,1.305129885673523,210.8674597
,920.0,1779556849.3031766,,96,,,1.3461103439331055,212.3626731
,930.0,1779556850.805161,,97,,,1.3448612689971924,213.858549
,940.0,1779556852.2995534,,98,,,1.329145908355713,215.3539408
,950.0,1779556853.7966173,,99,,,1.3374388217926025,216.8505235
,960.0,1779556855.292652,,100,,,1.3446159362792969,218.3460398
,970.0,1779556856.787488,,101,,,1.3349897861480713,219.8414757
,980.0,1779556858.2788324,,102,,,1.3372390270233154,221.3388017
,990.0,1779556859.7809372,,103,,,1.3215737342834473,222.8343254
0.0009271396472013282,1000.0,1779556879.9566212,1.26240873336792,104,,1.5142062902450562,,243.0105203
,1000.0,1779556880.1107159,,105,,,1.3515464067459106,243.1646096
,1010.0,1779556881.6056159,,106,,,1.3146247863769531,244.6597998
,1020.0,1779556883.1015959,,107,,,1.2935752868652344,246.1553148
,1030.0,1779556884.5967746,,108,,,1.3226205110549927,247.6508566
,1040.0,1779556886.0929177,,109,,,1.3436020612716675,249.1468114
,1050.0,1779556887.588851,,110,,,1.2812401056289673,250.6430717
,1060.0,1779556889.0862687,,111,,,1.3228485584259033,252.1402198
,1070.0,1779556890.578632,,112,,,1.3091511726379395,253.6330138
,1080.0,1779556892.075066,,113,,,1.3200433254241943,255.1284543
,1090.0,1779556893.5700488,,114,,,1.3328516483306885,256.6234369
,1100.0,1779556895.0636013,,115,,,1.297149896621704,258.1169892
,1110.0,1779556896.5577075,,116,,,1.2730711698532104,259.6124674
,1120.0,1779556898.053731,,117,,,1.287390112876892,261.1075729
,1130.0,1779556899.5491414,,118,,,1.2810938358306885,262.6025296
,1140.0,1779556901.044022,,119,,,1.2846665382385254,264.0979502
,1150.0,1779556902.5414689,,120,,,1.2943059206008911,265.5953627
,1160.0,1779556904.0372922,,121,,,1.3045299053192139,267.0911903
,1170.0,1779556905.5330307,,122,,,1.2805802822113037,268.5872732
,1180.0,1779556907.0295267,,123,,,1.2961530685424805,270.0840516
,1190.0,1779556908.5257795,,124,,,1.2613531351089478,271.5796745
,1200.0,1779556910.0196526,,125,,,1.2748456001281738,273.073549
,1210.0,1779556911.5170412,,126,,,1.2491371631622314,274.5704293
,1220.0,1779556913.012413,,127,,,1.285987377166748,276.065801
,1230.0,1779556914.5023906,,128,,,1.2778294086456299,277.5618545
,1240.0,1779556916.0030942,,129,,,1.2814722061157227,279.0569864
0.000883125098683892,1250.0,1779556936.1455328,1.1953603029251099,130,,1.4961885213851929,,299.199463
,1250.0,1779556936.3007777,,131,,,1.2750755548477173,299.3548384
,1260.0,1779556937.7965336,,132,,,1.2642979621887207,300.8504451
,1270.0,1779556939.2925236,,133,,,1.2518548965454102,302.3464487
,1280.0,1779556940.7800844,,134,,,1.243804693222046,303.8394533
,1290.0,1779556942.2814255,,135,,,1.2709685564041138,305.3357282
,1300.0,1779556943.7781556,,136,,,1.292984962463379,306.8315435
,1310.0,1779556945.2727523,,137,,,1.227114200592041,308.3272287
,1320.0,1779556946.7654119,,138,,,1.2897323369979858,309.8217794
,1330.0,1779556948.258698,,139,,,1.2528566122055054,311.3144811
,1340.0,1779556949.7551522,,140,,,1.287590503692627,312.8091067
,1350.0,1779556951.2499173,,141,,,1.2442957162857056,314.3041031
,1360.0,1779556952.7459648,,142,,,1.2547664642333984,315.8006073
,1370.0,1779556954.2432017,,143,,,1.2351443767547607,317.2965899
,1380.0,1779556955.7397773,,144,,,1.2482020854949951,318.7940375
,1390.0,1779556957.2348435,,145,,,1.2388794422149658,320.2889396
,1400.0,1779556958.7310998,,146,,,1.2414419651031494,321.7849128
,1410.0,1779556960.222021,,147,,,1.2313445806503296,323.2803072
,1420.0,1779556961.7215006,,148,,,1.2616405487060547,324.7748888
,1430.0,1779556963.2159479,,149,,,1.2270007133483887,326.2699856
,1440.0,1779556964.709814,,150,,,1.2360506057739258,327.7642549
,1450.0,1779556966.2042882,,151,,,1.2082560062408447,329.2598695
,1460.0,1779556967.6998975,,152,,,1.2245575189590454,330.7538017
,1470.0,1779556969.196049,,153,,,1.2042179107666016,332.2499497
,1480.0,1779556970.6891756,,154,,,1.1918282508850098,333.7458485
,1490.0,1779556972.1873517,,155,,,1.2122560739517212,335.241374
0.0008305704108364302,1500.0,1779556992.3258188,1.1407643556594849,156,,1.4794096946716309,,355.3802646
,1500.0,1779556992.4810035,,157,,,1.2205296754837036,355.5343917
,1510.0,1779556993.9752722,,158,,,1.2225656509399414,357.0293152
,1520.0,1779556995.4703767,,159,,,1.2152128219604492,358.5237649
,1530.0,1779556996.9604895,,160,,,1.2462588548660278,360.0138777
,1540.0,1779556998.4577193,,161,,,1.1753003597259521,361.5136262
,1550.0,1779556999.955604,,162,,,1.2221332788467407,363.0089921
,1560.0,1779557001.450716,,163,,,1.197288990020752,364.5041041
,1570.0,1779557002.944615,,164,,,1.221256971359253,365.9989244
,1580.0,1779557004.4430707,,165,,,1.1926801204681396,367.4969635
,1590.0,1779557005.9408734,,166,,,1.1788501739501953,368.9947666
,1600.0,1779557007.4369009,,167,,,1.1868138313293457,370.4907928
,1610.0,1779557008.9311173,,168,,,1.2206883430480957,371.9850097
,1620.0,1779557010.4211454,,169,,,1.1692349910736084,373.4798934
,1630.0,1779557011.9209,,170,,,1.1935560703277588,374.9747974
,1640.0,1779557013.415471,,171,,,1.1884537935256958,376.4702773
,1650.0,1779557014.9102395,,172,,,1.1739959716796875,377.9650528
,1660.0,1779557016.4028172,,173,,,1.201385736465454,379.460588
,1670.0,1779557017.902318,,174,,,1.1851191520690918,380.9563032
,1680.0,1779557019.3979535,,175,,,1.1924182176589966,382.4518508
,1690.0,1779557020.8936665,,176,,,1.1895560026168823,383.9478609
,1700.0,1779557022.390077,,177,,,1.167165994644165,385.4439732
,1710.0,1779557023.8815348,,178,,,1.1659201383590698,386.9390584
,1720.0,1779557025.3783767,,179,,,1.171330451965332,388.4350801
,1730.0,1779557026.8770301,,180,,,1.1922085285186768,389.9304183
,1740.0,1779557028.3727763,,181,,,1.153198480606079,391.4273171
0.0007708228984017721,1750.0,1779557048.5155964,1.0953596830368042,182,,1.465694785118103,,411.5699747
,1750.0,1779557048.6704402,,183,,,1.1781671047210693,411.7244135
,1760.0,1779557050.1657283,,184,,,1.1747949123382568,413.2202742
,1770.0,1779557051.6615205,,185,,,1.1878740787506104,414.7154114
,1780.0,1779557053.1569188,,186,,,1.18375563621521,416.211533
,1790.0,1779557054.6531878,,187,,,1.177339792251587,417.7070801
,1800.0,1779557056.1488342,,188,,,1.1699700355529785,419.2027299
,1810.0,1779557057.644333,,189,,,1.1545531749725342,420.6983364
,1820.0,1779557059.14031,,190,,,1.1605651378631592,422.1936981
,1830.0,1779557060.6329684,,191,,,1.1558477878570557,423.6897402
,1840.0,1779557062.1304612,,192,,,1.1484736204147339,425.1843741
,1850.0,1779557063.6246347,,193,,,1.1496989727020264,426.6785329
,1860.0,1779557065.120663,,194,,,1.1702020168304443,428.1740512
,1870.0,1779557066.6164086,,195,,,1.137998104095459,429.6697966
,1880.0,1779557068.1096046,,196,,,1.168036699295044,431.1634986
,1890.0,1779557069.6050768,,197,,,1.1643120050430298,432.6584648
,1900.0,1779557071.1000497,,198,,,1.120435357093811,434.1539583
,1910.0,1779557072.5955205,,199,,,1.163620948791504,435.6493829
,1920.0,1779557074.0913413,,200,,,1.1590025424957275,437.145238
,1930.0,1779557075.5874617,,201,,,1.1295832395553589,438.641357
,1940.0,1779557077.083467,,202,,,1.110529899597168,440.1373823
,1950.0,1779557078.5791965,,203,,,1.1240816116333008,441.6330895
,1960.0,1779557080.07416,,204,,,1.13737952709198,443.1280106
,1970.0,1779557081.5697408,,205,,,1.137864351272583,444.6231288
,1980.0,1779557083.0630755,,206,,,1.1394309997558594,446.1164637
,1990.0,1779557084.5571303,,207,,,1.142251968383789,447.6115406
0.0007054142744895884,2000.0,1779557104.7039835,1.0485522747039795,208,,1.4769967794418335,,467.7573718
,2000.0,1779557104.859169,,209,,,1.095946192741394,467.9134672
,2010.0,1779557106.3529441,,210,,,1.1144747734069824,469.4066488
,2020.0,1779557107.847602,,211,,,1.1106858253479004,470.90099
,2030.0,1779557109.3407927,,212,,,1.1416795253753662,472.3973753
,2040.0,1779557110.8365211,,213,,,1.1310665607452393,473.8899094
,2050.0,1779557112.3281403,,214,,,1.10608971118927,475.3832991
,2060.0,1779557113.8245878,,215,,,1.0975089073181152,476.8785013
,2070.0,1779557115.3204322,,216,,,1.1117355823516846,478.3744999
,2080.0,1779557116.8170416,,217,,,1.106165885925293,479.871248
,2090.0,1779557118.312255,,218,,,1.125131368637085,481.3656432
,2100.0,1779557119.8071098,,219,,,1.1170034408569336,482.8608885
,2110.0,1779557121.3012,,220,,,1.1291749477386475,484.3558928
,2120.0,1779557122.7973366,,221,,,1.1234803199768066,485.8507247
,2130.0,1779557124.2924476,,222,,,1.1286699771881104,487.3463411
,2140.0,1779557125.7875898,,223,,,1.128085732460022,488.8415817
,2150.0,1779557127.2811606,,224,,,1.1040489673614502,490.335054
,2160.0,1779557128.7761621,,225,,,1.1326173543930054,491.8298536
,2170.0,1779557130.2704284,,226,,,1.126361608505249,493.3245897
,2180.0,1779557131.765339,,227,,,1.1063990592956543,494.8201187
,2190.0,1779557133.2624795,,228,,,1.0943585634231567,496.3167292
,2200.0,1779557134.757986,,229,,,1.1172049045562744,497.8119717
,2210.0,1779557136.2529933,,230,,,1.101722002029419,499.3068976
,2220.0,1779557137.746523,,231,,,1.1127666234970093,500.799911
,2230.0,1779557139.2373168,,232,,,1.1031829118728638,502.2950506
,2240.0,1779557140.7341173,,233,,,1.1096519231796265,503.7908257
0.0006360213829156177,2250.0,1779557160.8604107,1.006788730621338,234,,1.4942917823791504,,523.9157872
,2250.0,1779557161.0165706,,235,,,1.0782886743545532,524.0704991
,2260.0,1779557162.5112233,,236,,,1.0972217321395874,525.5646114
,2270.0,1779557164.0067387,,237,,,1.127029299736023,527.0606345
,2280.0,1779557165.5008342,,238,,,1.0861403942108154,528.5547129
,2290.0,1779557166.9964838,,239,,,1.1298208236694336,530.0498719
,2300.0,1779557168.4913638,,240,,,1.1152375936508179,531.5452982
,2310.0,1779557169.9875042,,241,,,1.0847127437591553,533.0418283
,2320.0,1779557171.48349,,242,,,1.0802597999572754,534.5374786
,2330.0,1779557172.9803565,,243,,,1.09231436252594,536.034264
,2340.0,1779557174.4749572,,244,,,1.1102137565612793,537.5283453
,2350.0,1779557175.9716408,,245,,,1.1043719053268433,539.0250289
,2360.0,1779557177.4670234,,246,,,1.098289966583252,540.521285
,2370.0,1779557178.9626567,,247,,,1.0798680782318115,542.0164123
,2380.0,1779557180.457267,,248,,,1.0716298818588257,543.5116612
,2390.0,1779557181.9535158,,249,,,1.0713303089141846,545.0069039
,2400.0,1779557183.44676,,250,,,1.070349097251892,546.5001481
,2410.0,1779557184.942505,,251,,,1.0659847259521484,547.995893
,2420.0,1779557186.4361656,,252,,,1.0718673467636108,549.4913754
,2430.0,1779557187.9314432,,253,,,1.0437859296798706,550.9853554
,2440.0,1779557189.4234464,,254,,,1.0477228164672852,552.4813667
,2450.0,1779557190.9201837,,255,,,1.0638697147369385,553.977329
,2460.0,1779557192.4176583,,256,,,1.0911651849746704,555.4718763
,2470.0,1779557193.9136965,,257,,,1.0809862613677979,556.968123
,2480.0,1779557195.4050417,,258,,,1.07676362991333,558.4624727
,2490.0,1779557196.90409,,259,,,1.0416427850723267,559.9580444
0.000564423209907245,2500.0,1779557217.0535138,0.9526169300079346,260,,1.5043522119522095,,580.1079193
,2500.0,1779557217.2081525,,261,,,1.0612382888793945,580.2615408
,2510.0,1779557218.7027457,,262,,,1.0602909326553345,581.7567682
,2520.0,1779557220.19973,,263,,,1.0342459678649902,583.2536242
,2530.0,1779557221.6944623,,264,,,1.040617823600769,584.7488688
,2540.0,1779557223.1903977,,265,,,1.0440900325775146,586.244317
,2550.0,1779557224.687237,,266,,,1.0668296813964844,587.7410136
,2560.0,1779557226.1822183,,267,,,1.0493370294570923,589.2361104
,2570.0,1779557227.6782618,,268,,,1.0620794296264648,590.7316498
,2580.0,1779557229.1722841,,269,,,1.0624701976776123,592.2263195
,2590.0,1779557230.6658533,,270,,,1.0579266548156738,593.7217515
,2600.0,1779557232.1619415,,271,,,1.061246633529663,595.2159883
,2610.0,1779557233.6575944,,272,,,1.0444636344909668,596.7118866
,2620.0,1779557235.1532514,,273,,,1.0364707708358765,598.2074166
,2630.0,1779557236.6480973,,274,,,1.0208351612091064,599.7023421
,2640.0,1779557238.1399415,,275,,,1.0320501327514648,601.1970324
,2650.0,1779557239.6351006,,276,,,1.0529017448425293,602.6931998
,2660.0,1779557241.135031,,277,,,1.0358699560165405,604.1884192
,2670.0,1779557242.622337,,278,,,1.011019229888916,605.6817769
,2680.0,1779557244.1226776,,279,,,1.0402090549468994,607.1760655
,2690.0,1779557245.6176815,,280,,,1.0460801124572754,608.6718582
,2700.0,1779557247.110389,,281,,,1.0138139724731445,610.164776
,2710.0,1779557248.6058958,,282,,,1.03193199634552,611.6604762
,2720.0,1779557250.1025407,,283,,,1.0395499467849731,613.1567643
,2730.0,1779557251.5989976,,284,,,1.0521624088287354,614.6523855
,2740.0,1779557253.0893488,,285,,,1.0156819820404053,616.1475144
0.0004924552772419723,2750.0,1779557273.216506,0.9088244438171387,286,,1.5230233669281006,,636.2703976
,2750.0,1779557273.3705368,,287,,,1.014040470123291,636.4245868
,2760.0,1779557274.858064,,288,,,1.027320146560669,637.9175089
,2770.0,1779557276.3572743,,289,,,1.0194593667984009,639.4112026
,2780.0,1779557277.8518815,,290,,,1.0142349004745483,640.9057818
,2790.0,1779557279.347803,,291,,,1.0307563543319702,642.4017446
,2800.0,1779557280.840454,,292,,,0.9995216727256775,643.8957025
,2810.0,1779557282.337864,,293,,,1.0314326286315918,645.3917577
,2820.0,1779557283.8328936,,294,,,1.0111407041549683,646.8870281
,2830.0,1779557285.3270116,,295,,,1.0209441184997559,648.383433
,2840.0,1779557286.8214006,,296,,,0.9872150421142578,649.8782193
,2850.0,1779557288.3183336,,297,,,1.0188074111938477,651.3728683
,2860.0,1779557289.8145804,,298,,,1.0177524089813232,652.8679685
,2870.0,1779557291.3091753,,299,,,1.001610517501831,654.3630688
,2880.0,1779557292.803162,,300,,,1.0337908267974854,655.8570402
,2890.0,1779557294.2982755,,301,,,1.0050499439239502,657.3516636
,2900.0,1779557295.7934492,,302,,,0.9887749552726746,658.8476403
,2910.0,1779557297.2882562,,303,,,1.0316970348358154,660.3433919
,2920.0,1779557298.7787287,,304,,,1.0051391124725342,661.8386206
,2930.0,1779557300.2789414,,305,,,0.9919647574424744,663.3336322
,2940.0,1779557301.775527,,306,,,0.9921258687973022,664.8292751
,2950.0,1779557303.268447,,307,,,1.021794080734253,666.3229654
,2960.0,1779557304.764365,,308,,,0.995663046836853,667.8177531
,2970.0,1779557306.2586787,,309,,,0.9860385060310364,669.3125779
,2980.0,1779557307.7503202,,310,,,0.9846634864807129,670.8042117
,2990.0,1779557309.2447808,,311,,,0.9711432456970215,672.2992151
0.0004219625860160354,3000.0,1779557329.3599653,0.8630258440971375,312,,1.5421141386032104,,692.4141984
,3000.0,1779557329.5148036,,313,,,1.007537603378296,692.5681917
,3010.0,1779557331.009769,,314,,,0.9855821132659912,694.063157
,3020.0,1779557332.5045295,,315,,,0.997040867805481,695.5586812
,3030.0,1779557334.000211,,316,,,0.995610237121582,697.0548762
,3040.0,1779557335.4964747,,317,,,1.0175647735595703,698.5498626
,3050.0,1779557336.9923244,,318,,,0.976880669593811,700.0465561
,3060.0,1779557338.487658,,319,,,0.9946078062057495,701.5421034
,3070.0,1779557339.9837873,,320,,,1.0136921405792236,703.0376472
,3080.0,1779557341.4792814,,321,,,0.9965300559997559,704.533664
,3090.0,1779557342.9752235,,322,,,0.9826189875602722,706.0296056
,3100.0,1779557344.4706144,,323,,,0.9964336156845093,707.524764
,3110.0,1779557345.965755,,324,,,0.9698643684387207,709.0199258
,3120.0,1779557347.4579213,,325,,,0.9860517978668213,710.511633
,3130.0,1779557348.953832,,326,,,0.9750235676765442,712.00722
,3140.0,1779557350.4493918,,327,,,0.9750288128852844,713.5032848
,3150.0,1779557351.944507,,328,,,0.9995913505554199,714.9986534
,3160.0,1779557353.440358,,329,,,0.998823344707489,716.4942505
,3170.0,1779557354.9352202,,330,,,0.9630835056304932,717.9892853
,3180.0,1779557356.431344,,331,,,0.9685837030410767,719.4853232
,3190.0,1779557357.9266562,,332,,,0.9941173791885376,720.9800443
,3200.0,1779557359.419917,,333,,,0.9624773859977722,722.4751019
,3210.0,1779557360.9152527,,334,,,0.9625482559204102,723.969178
,3220.0,1779557362.410998,,335,,,0.9563664197921753,725.4643861
,3230.0,1779557363.9045691,,336,,,0.9489399194717407,726.9601706
,3240.0,1779557365.4021647,,337,,,0.9530473947525024,728.456258
0.00035475231739709885,3250.0,1779557385.5345013,0.820218026638031,338,,1.5729068517684937,,748.5892909
,3250.0,1779557385.6900222,,339,,,0.9598238468170166,748.7440405
,3260.0,1779557387.1841633,,340,,,0.9606411457061768,750.2380567
,3270.0,1779557388.6779423,,341,,,0.9697672128677368,751.7313305
,3280.0,1779557390.1734135,,342,,,0.9440694451332092,753.2275008
,3290.0,1779557391.6692114,,343,,,0.9371778964996338,754.7232829
,3300.0,1779557393.1586266,,344,,,0.9400129318237305,756.2150456
,3310.0,1779557394.657106,,345,,,0.9467999935150146,757.7104939
,3320.0,1779557396.1518192,,346,,,0.9664434194564819,759.2052074
,3330.0,1779557397.6468294,,347,,,0.9607129096984863,760.7002173
,3340.0,1779557399.14315,,348,,,0.9414787292480469,762.1971213
,3350.0,1779557400.6404474,,349,,,0.951514482498169,763.6943396
,3360.0,1779557402.1356182,,350,,,0.9222322702407837,765.1895123
,3370.0,1779557403.6315649,,351,,,0.9531495571136475,766.6854768
,3380.0,1779557405.1279378,,352,,,0.9439684152603149,768.1817749
,3390.0,1779557406.6234963,,353,,,0.9518285393714905,769.6768842
,3400.0,1779557408.1178977,,354,,,0.9515531659126282,771.1717945
,3410.0,1779557409.6142254,,355,,,0.9392198324203491,772.6681373
,3420.0,1779557411.1097484,,356,,,0.9461708068847656,774.164044
,3430.0,1779557412.6071506,,357,,,0.9460791349411011,775.6621336
,3440.0,1779557414.1055694,,358,,,0.9736796617507935,777.1589573
,3450.0,1779557415.6022527,,359,,,0.9477862119674683,778.655641
,3460.0,1779557417.0956838,,360,,,0.9391650557518005,780.149581
,3470.0,1779557418.5916908,,361,,,0.9452080726623535,781.6455832
,3480.0,1779557420.079236,,362,,,0.9396408796310425,783.1414634
,3490.0,1779557421.5836105,,363,,,0.9210099577903748,784.6369987
0.0002925475029450237,3500.0,1779557441.7217216,0.7784063220024109,364,,1.5841810703277588,,804.7758218
,3500.0,1779557441.876752,,365,,,0.9421562552452087,804.9306443
,3510.0,1779557443.3698463,,366,,,0.9145702123641968,806.4243967
,3520.0,1779557444.8606539,,367,,,0.929401159286499,807.9140419
,3530.0,1779557446.3598006,,368,,,0.9482089281082153,809.4138537
,3540.0,1779557447.8548813,,369,,,0.9213483929634094,810.9090919
,3550.0,1779557449.3517563,,370,,,0.9297343492507935,812.4051443
,3560.0,1779557450.8428588,,371,,,0.9567426443099976,813.8974127
,3570.0,1779557452.3373659,,372,,,0.934606671333313,815.3912744
,3580.0,1779557453.8331676,,373,,,0.923962414264679,816.8871557
,3590.0,1779557455.3293595,,374,,,0.920512318611145,818.3838549
,3600.0,1779557456.8244727,,375,,,0.917412519454956,819.8783647
,3610.0,1779557458.3197055,,376,,,0.9123877286911011,821.3735993
,3620.0,1779557459.8162315,,377,,,0.911146879196167,822.8706259
,3630.0,1779557461.3120146,,378,,,0.9313444495201111,824.3657847
,3640.0,1779557462.8071053,,379,,,0.9113641977310181,825.8609971
,3650.0,1779557464.3021114,,380,,,0.9063310027122498,827.35641
,3660.0,1779557465.7948244,,381,,,0.9309310913085938,828.8490011
,3670.0,1779557467.2908597,,382,,,0.9361696243286133,830.3449585
,3680.0,1779557468.7873757,,383,,,0.9074842929840088,831.8414106
,3690.0,1779557470.2835398,,384,,,0.9342325925827026,833.3374339
,3700.0,1779557471.7772887,,385,,,0.8767454028129578,834.831182
,3710.0,1779557473.272511,,386,,,0.8765326738357544,836.3264361
,3720.0,1779557474.7655709,,387,,,0.8953126072883606,837.8220454
,3730.0,1779557476.2599158,,388,,,0.896029531955719,839.3172957
,3740.0,1779557477.758838,,389,,,0.9042214751243591,840.8131857
0.00023694285222843113,3750.0,1779557498.1017485,0.7413840293884277,390,,1.6085766553878784,,861.1559161
,3750.0,1779557498.2580996,,391,,,0.9144896268844604,861.3127042
,3760.0,1779557499.7555978,,392,,,0.9292258024215698,862.8098307
,3770.0,1779557501.251741,,393,,,0.929885983467102,864.305129
,3780.0,1779557502.746094,,394,,,0.9116299152374268,865.8005676
,3790.0,1779557504.241279,,395,,,0.8965425491333008,867.2954983
,3800.0,1779557505.7326727,,396,,,0.9082028865814209,868.7912231
,3810.0,1779557507.2313979,,397,,,0.9213897585868835,870.2847859
,3820.0,1779557508.7272675,,398,,,0.8854721784591675,871.7806558
