_timestamp,train/step_loss,Sample Generation,lr,_step,iter,_runtime,val/loss,train/loss
1779604660.91389,0.9432270526885986,,,314,3010.0,887.4205878,,
1779604662.7474957,0.9485207200050354,,,315,3020.0,889.2512222,,
1779604664.5735672,0.9629542827606201,,,316,3030.0,891.0771695,,
1779604666.602011,0.9229862689971924,,,317,3040.0,893.1058833,,
1779604668.5741737,0.9345850348472595,,,318,3050.0,895.0825821,,
1779604670.5544991,0.9494017362594604,,,319,3060.0,897.058072,,
1779604672.381783,0.9344338774681091,,,320,3070.0,898.8859055,,
1779604674.237857,0.9377285242080688,,,321,3080.0,900.7409237,,
1779604676.2118692,0.9569711685180664,,,322,3090.0,902.7149359,,
1779604678.1677892,0.928653359413147,,,323,3100.0,904.670856,,
1779604680.1388896,0.9230029582977295,,,324,3110.0,906.642622,,
1779604682.1087217,0.9355573654174805,,,325,3120.0,908.6117884,,
1779604684.0782607,0.8961228132247925,,,326,3130.0,910.5818311,,
1779604686.0491774,0.9355825781822205,,,327,3140.0,912.5529319,,
1779604688.0163393,0.9094991683959961,,,328,3150.0,914.5199747,,
1779604689.9853814,0.9224528670310974,,,329,3160.0,916.4884481,,
1779604691.9498813,0.9048956036567688,,,330,3170.0,918.4529482,,
1779604693.9111352,0.9036598205566406,,,331,3180.0,920.414202,,
1779604695.7235398,0.9238640666007996,,,332,3190.0,922.2266064,,
1779604697.5991652,0.9157751798629761,,,333,3200.0,924.1032207,,
1779604699.5889823,0.9011363983154297,,,334,3210.0,926.0925222,,
1779604701.56596,0.9156792163848877,,,335,3220.0,928.0690267,,
1779604703.5397975,0.8947791457176208,,,336,3230.0,930.0462217,,
1779604705.387721,0.9162151217460632,,,337,3240.0,931.8907878,,
1779604731.3149908,,,0.00035475231739709885,338,3250.0,957.8208411,1.5869216918945312,0.7440534830093384
1779604731.508175,0.9028230905532837,,,339,3250.0,958.0112416,,
1779604733.356046,0.905218243598938,,,340,3260.0,959.8596193,,
1779604735.2061446,0.9070356488227844,,,341,3270.0,961.7101331,,
1779604737.0525227,0.8890141248703003,,,342,3280.0,963.5560939,,
1779604739.0273097,0.8979544043540955,,,343,3290.0,965.5310264,,
1779604740.907568,0.8968484401702881,,,344,3300.0,967.4111406,,
1779604742.7847996,0.9060354232788086,,,345,3310.0,969.2890645,,
1779604744.6663134,0.9155089259147644,,,346,3320.0,971.1699896,,
1779604746.5469415,0.9170963764190674,,,347,3330.0,973.0506815,,
1779604748.440962,0.8869917392730713,,,348,3340.0,974.9440288,,
1779604750.3320513,0.879501461982727,,,349,3350.0,976.8356265,,
1779604752.226068,0.8714650273323059,,,350,3360.0,978.7291347,,
1779604754.114927,0.8907784223556519,,,351,3370.0,980.6188749,,
1779604756.0027611,0.906405508518219,,,352,3380.0,982.5066277,,
1779604757.8925824,0.8869942426681519,,,353,3390.0,984.3956493,,
1779604759.7902462,0.8921030163764954,,,354,3400.0,986.2939265,,
1779604761.6805618,0.9141683578491211,,,355,3410.0,988.1844055,,
1779604763.5696557,0.9011328816413879,,,356,3420.0,990.0732273,,
1779604765.459263,0.8802586793899536,,,357,3430.0,991.9628773,,
1779604767.3494422,0.880684494972229,,,358,3440.0,993.8528476,,
1779604769.2421315,0.8713146448135376,,,359,3450.0,995.7468203,,
1779604771.1345484,0.8676974773406982,,,360,3460.0,997.6376153,,
1779604773.027247,0.8952232599258423,,,361,3470.0,999.5319594,,
1779604774.9232852,0.9010831117630005,,,362,3480.0,1001.4269805,,
1779604776.8150353,0.8675210475921631,,,363,3490.0,1003.3186083,,
1779604802.7361531,,,0.0002925475029450237,364,3500.0,1029.2421841,1.6197470426559448,0.7043588757514954
1779604802.9072201,0.8633725643157959,,,365,3500.0,1029.4106369,,
1779604804.760742,0.8883004188537598,,,366,3510.0,1031.2654521,,
1779604806.6560683,0.9056031703948975,,,367,3520.0,1033.1591352,,
1779604808.5018373,0.8568403124809265,,,368,3530.0,1035.004904,,
1779604810.3484068,0.8420037627220154,,,369,3540.0,1036.8519811,,
1779604812.18974,0.8647757172584534,,,370,3550.0,1038.6935613,,
1779604814.1110497,0.8501229286193848,,,371,3560.0,1040.6184557,,
1779604816.077514,0.8517730832099915,,,372,3570.0,1042.5811023,,
1779604818.034499,0.8556410074234009,,,373,3580.0,1044.5381027,,
1779604819.9890943,0.8699373006820679,,,374,3590.0,1046.4928197,,
1779604821.9429357,0.8779357671737671,,,375,3600.0,1048.4467594,,
1779604823.899751,0.8752694129943848,,,376,3610.0,1050.4028176,,
1779604825.8589525,0.8633230328559875,,,377,3620.0,1052.3620193,,
1779604827.8177216,0.8886022567749023,,,378,3630.0,1054.3207884,,
1779604829.776389,0.8695046305656433,,,379,3640.0,1056.2799609,,
1779604831.7396698,0.8794279098510742,,,380,3650.0,1058.2432539,,
1779604833.699442,0.8666203022003174,,,381,3660.0,1060.2025087,,
1779604835.6495564,0.8597686886787415,,,382,3670.0,1062.1609763,,
1779604837.613163,0.8499901294708252,,,383,3680.0,1064.1203706,,
1779604839.5749125,0.8458961844444275,,,384,3690.0,1066.0779792,,
1779604841.5289288,0.8364553451538086,,,385,3700.0,1068.0328778,,
1779604843.4883082,0.8457714319229126,,,386,3710.0,1069.9921701,,
1779604845.4472353,0.8682821393013,,,387,3720.0,1071.9503022,,
1779604847.4088342,0.8748658895492554,,,388,3730.0,1073.912405,,
1779604849.3711066,0.8663457632064819,,,389,3740.0,1075.8754698,,
1779604875.1517444,,,0.00023694285222843113,390,3750.0,1101.6558174,1.6517754793167114,0.6642060279846191
1779604875.3496745,0.8606123328208923,,,391,3750.0,1101.8532466,,
1779604877.261899,0.8716177940368652,,,392,3760.0,1103.7649658,,
