_runtime,Sample Generation,iter,_step,val/loss,_timestamp,train/step_loss,train/loss,lr
58.3815509,,410.0,43,,1779632414.573335,1.7126567363739014,,
59.2276357,,420.0,44,,1779632415.4194174,1.725319266319275,,
60.0734859,,430.0,45,,1779632416.2652586,1.6752768754959106,,
60.9213792,,440.0,46,,1779632417.113065,1.6786953210830688,,
61.7676044,,450.0,47,,1779632417.959352,1.6405861377716064,,
62.6131163,,460.0,48,,1779632418.8048553,1.6451513767242432,,
63.458676,,470.0,49,,1779632419.6504602,1.6507530212402344,,
64.3034425,,480.0,50,,1779632420.4952264,1.655309796333313,,
65.1490686,,490.0,51,,1779632421.3399582,1.6006907224655151,,
77.3362902,,500.0,52,1.720076560974121,1779632433.5278783,,1.5294796228408813,0.0009852826883675631
77.425489,,500.0,53,,1779632433.6172726,1.6283152103424072,,
78.2723356,,510.0,54,,1779632434.4631886,1.5894497632980347,,
79.1178048,,520.0,55,,1779632435.3089118,1.5791728496551514,,
79.9621301,,530.0,56,,1779632436.1539135,1.5999023914337158,,
80.8084321,,540.0,57,,1779632437.0002153,1.605063796043396,,
81.6570038,,550.0,58,,1779632437.8482,1.5745973587036133,,
82.5042627,,560.0,59,,1779632438.6957943,1.550490379333496,,
83.3531244,,570.0,60,,1779632439.5433314,1.517282485961914,,
84.1980098,,580.0,61,,1779632440.389712,1.5211329460144043,,
85.0425528,,590.0,62,,1779632441.2343333,1.5136264562606812,,
85.8873776,,600.0,63,,1779632442.0788462,1.5181893110275269,,
86.7330476,,610.0,64,,1779632442.9247885,1.5266592502593994,,
87.5780363,,620.0,65,,1779632443.7698202,1.5245418548583984,,
88.425537,,630.0,66,,1779632444.616747,1.5245057344436646,,
89.2710029,,640.0,67,,1779632445.4627857,1.4914329051971436,,
90.1192965,,650.0,68,,1779632446.310911,1.4539066553115845,,
90.9644791,,660.0,69,,1779632447.155546,1.5085387229919434,,
91.8092796,,670.0,70,,1779632448.0010657,1.490236520767212,,
92.6564968,,680.0,71,,1779632448.848267,1.4964394569396973,,
93.5013727,,690.0,72,,1779632449.6926222,1.4528030157089233,,
94.3463257,,700.0,73,,1779632450.5370586,1.4389084577560425,,
95.1942312,,710.0,74,,1779632451.3860142,1.4568517208099365,,
96.0403651,,720.0,75,,1779632452.2316258,1.418649673461914,,
96.8862951,,730.0,76,,1779632453.0773654,1.4583368301391602,,
97.7319403,,740.0,77,,1779632453.9227288,1.4170458316802979,,
109.8626998,,750.0,78,1.5809216499328613,1779632466.0541725,,1.3579837083816528,0.0009614856803571157
109.953108,,750.0,79,,1779632466.1443508,1.4193140268325806,,
110.7995991,,760.0,80,,1779632466.9906254,1.4221550226211548,,
111.6443316,,770.0,81,,1779632467.8361156,1.4296516180038452,,
112.4896912,,780.0,82,,1779632468.6814737,1.4473938941955566,,
113.3339406,,790.0,83,,1779632469.5254118,1.4393433332443237,,
114.182143,,800.0,84,,1779632470.3733375,1.4066628217697144,,
115.029584,,810.0,85,,1779632471.2208114,1.4090113639831543,,
115.8770822,,820.0,86,,1779632472.0678627,1.3871636390686035,,
116.7230649,,830.0,87,,1779632472.9148498,1.4279273748397827,,
117.5671394,,840.0,88,,1779632473.7579875,1.403325080871582,,
118.4123446,,850.0,89,,1779632474.6041288,1.3900426626205444,,
119.2615185,,860.0,90,,1779632475.4533029,1.3864258527755737,,
120.1701894,,870.0,91,,1779632476.3616753,1.37680184841156,,
121.0459817,,880.0,92,,1779632477.2377546,1.434711217880249,,
121.9021945,,890.0,93,,1779632478.093858,1.3906126022338867,,
122.7555469,,900.0,94,,1779632478.9466002,1.320151448249817,,
123.6120958,,910.0,95,,1779632479.8030548,1.3297635316848755,,
124.4653971,,920.0,96,,1779632480.657121,1.3892725706100464,,
125.3182133,,930.0,97,,1779632481.5094213,1.3598195314407349,,
126.1654286,,940.0,98,,1779632482.3565893,1.3811274766921997,,
127.0114445,,950.0,99,,1779632483.2016938,1.3552371263504028,,
127.8778174,,960.0,100,,1779632484.0691535,1.3520296812057495,,
128.724157,,970.0,101,,1779632484.9159386,1.3416430950164795,,
129.5656942,,980.0,102,,1779632485.7571802,1.3165111541748047,,
130.4103549,,990.0,103,,1779632486.6021333,1.3624018430709839,,
142.5751284,,1000.0,104,1.5206385850906372,1779632498.7661004,,1.2711063623428345,0.0009271396472013282
142.6642462,,1000.0,105,,1779632498.856013,1.327267050743103,,
143.5102256,,1010.0,106,,1779632499.701958,1.3433514833450317,,
144.3575627,,1020.0,107,,1779632500.5486395,1.3280407190322876,,
145.2019534,,1030.0,108,,1779632501.3931015,1.332086443901062,,
146.0480691,,1040.0,109,,1779632502.2398539,1.3194905519485474,,
146.8969042,,1050.0,110,,1779632503.0883431,1.3520511388778687,,
147.7455727,,1060.0,111,,1779632503.9367993,1.3335976600646973,,
148.5926814,,1070.0,112,,1779632504.7842188,1.3149653673171997,,
149.440312,,1080.0,113,,1779632505.632086,1.2893801927566528,,
150.2906635,,1090.0,114,,1779632506.4823318,1.3087024688720703,,
151.1382448,,1100.0,115,,1779632507.3290653,1.3205207586288452,,
151.9849219,,1110.0,116,,1779632508.1761465,1.311342477798462,,
152.8332185,,1120.0,117,,1779632509.024918,1.2996094226837158,,
153.6809975,,1130.0,118,,1779632509.8726442,1.306775689125061,,
154.5295225,,1140.0,119,,1779632510.721144,1.3275731801986694,,
155.3776732,,1150.0,120,,1779632511.5694532,1.3130896091461182,,
156.2251377,,1160.0,121,,1779632512.4168928,1.2934728860855103,,
157.0715394,,1170.0,122,,1779632513.2627208,1.2668659687042236,,
157.919718,,1180.0,123,,1779632514.110927,1.281218409538269,,
158.7671248,,1190.0,124,,1779632514.9589083,1.284037709236145,,
159.6113919,,1200.0,125,,1779632515.8031743,1.281262755393982,,
160.4596791,,1210.0,126,,1779632516.6514602,1.2609987258911133,,
161.3049504,,1220.0,127,,1779632517.496732,1.2647936344146729,,
162.1493711,,1230.0,128,,1779632518.3404176,1.2729880809783936,,
162.9970951,,1240.0,129,,1779632519.1879506,1.2619259357452393,,
175.2232701,,1250.0,130,1.4849377870559692,1779632531.4143698,,1.1983250379562378,0.000883125098683892
175.3134346,,1250.0,131,,1779632531.5044963,1.2942485809326172,,
176.1608533,,1260.0,132,,1779632532.3524678,1.2761540412902832,,
177.0067956,,1270.0,133,,1779632533.197579,1.2310107946395874,,
177.8523963,,1280.0,134,,1779632534.0440722,1.290756344795227,,
178.699475,,1290.0,135,,1779632534.8906913,1.2439963817596436,,
179.5454188,,1300.0,136,,1779632535.7365758,1.2819535732269287,,
180.3936212,,1310.0,137,,1779632536.5853689,1.261991262435913,,
181.239227,,1320.0,138,,1779632537.4296997,1.2044025659561157,,
182.0875579,,1330.0,139,,1779632538.279184,1.229785680770874,,
182.9353287,,1340.0,140,,1779632539.1271129,1.2501128911972046,,
183.7827573,,1350.0,141,,1779632539.9739816,1.2657605409622192,,
184.6294798,,1360.0,142,,1779632540.8212621,1.2783946990966797,,
185.4764932,,1370.0,143,,1779632541.6676865,1.2290852069854736,,
186.3199574,,1380.0,144,,1779632542.5117407,1.2398033142089844,,
187.1657498,,1390.0,145,,1779632543.357533,1.254030704498291,,
188.0111127,,1400.0,146,,1779632544.202402,1.248086929321289,,
188.8563764,,1410.0,147,,1779632545.04816,1.2224950790405273,,
189.7033037,,1420.0,148,,1779632545.8941622,1.2185269594192505,,
190.547062,,1430.0,149,,1779632546.7387137,1.217422604560852,,
191.3938307,,1440.0,150,,1779632547.5847886,1.2302738428115845,,
192.239325,,1450.0,151,,1779632548.4304562,1.2093725204467773,,
193.0867576,,1460.0,152,,1779632549.2776628,1.2213846445083618,,
193.9331846,,1470.0,153,,1779632550.1249673,1.2378356456756592,,
194.7785178,,1480.0,154,,1779632550.9703014,1.2214646339416504,,
195.6224553,,1490.0,155,,1779632551.8142366,1.2360515594482422,,
207.774406,,1500.0,156,1.4800342321395874,1779632563.965321,,1.1452810764312744,0.0008305704108364302
207.8624415,,1500.0,157,,1779632564.0529733,1.2071583271026611,,
208.7106676,,1510.0,158,,1779632564.901958,1.2193093299865723,,
209.5560336,,1520.0,159,,1779632565.747183,1.209392786026001,,
210.4016805,,1530.0,160,,1779632566.5933716,1.2011942863464355,,
211.2462627,,1540.0,161,,1779632567.437573,1.2045460939407349,,
212.0897902,,1550.0,162,,1779632568.281417,1.211982011795044,,
212.9347176,,1560.0,163,,1779632569.1262167,1.197589635848999,,
213.7798756,,1570.0,164,,1779632569.971446,1.1955806016921997,,
214.6301981,,1580.0,165,,1779632570.8219807,1.2013484239578247,,
215.478711,,1590.0,166,,1779632571.6704907,1.2177237272262573,,
216.3260518,,1600.0,167,,1779632572.5178077,1.2160552740097046,,
217.1710797,,1610.0,168,,1779632573.3621273,1.18289315700531,,
218.0183687,,1620.0,169,,1779632574.2095907,1.175655484199524,,
218.8646773,,1630.0,170,,1779632575.0562153,1.2121984958648682,,
219.7122887,,1640.0,171,,1779632575.9040723,1.185657262802124,,
220.5566666,,1650.0,172,,1779632576.7481773,1.1823484897613525,,
221.4017874,,1660.0,173,,1779632577.593319,1.1784229278564453,,
222.2472526,,1670.0,174,,1779632578.438449,1.1816028356552124,,
223.094362,,1680.0,175,,1779632579.2858346,1.1870739459991455,,
223.9416705,,1690.0,176,,1779632580.133454,1.1640560626983643,,
224.7889084,,1700.0,177,,1779632580.9806545,1.1958949565887451,,
225.6349558,,1710.0,178,,1779632581.8267384,1.1610801219940186,,
226.481812,,1720.0,179,,1779632582.6729665,1.210667371749878,,
227.3275897,,1730.0,180,,1779632583.5193582,1.192641019821167,,
228.1719488,,1740.0,181,,1779632584.36373,1.1784613132476807,,
240.3851354,,1750.0,182,1.4819471836090088,1779632596.5757854,,1.0984541177749634,0.0007708228984017721
240.474531,,1750.0,183,,1779632596.6661484,1.139391541481018,,
241.3184781,,1760.0,184,,1779632597.509234,1.188382625579834,,
242.1645435,,1770.0,185,,1779632598.3563287,1.1747208833694458,,
243.0104388,,1780.0,186,,1779632599.202226,1.182134747505188,,
243.9214092,,1790.0,187,,1779632600.1118162,1.1913976669311523,,
244.7687499,,1800.0,188,,1779632600.9598844,1.1687266826629639,,
245.6225904,,1810.0,189,,1779632601.8136523,1.1528360843658447,,
246.4651122,,1820.0,190,,1779632602.6568987,1.159557580947876,,
247.3469144,,1830.0,191,,1779632603.5386977,1.1431474685668945,,
248.2449979,,1840.0,192,,1779632604.4357808,1.1804152727127075,,
249.1383804,,1850.0,193,,1779632605.329635,1.1837691068649292,,
250.0147045,,1860.0,194,,1779632606.205426,1.1590194702148438,,
250.8785619,,1870.0,195,,1779632607.0703473,1.1481077671051025,,
251.7483432,,1880.0,196,,1779632607.939149,1.1324355602264404,,
252.6275903,,1890.0,197,,1779632608.8191533,1.1514149904251099,,
253.517799,,1900.0,198,,1779632609.7095823,1.136385202407837,,
254.4160782,,1910.0,199,,1779632610.6077409,1.1532729864120483,,
255.3228233,,1920.0,200,,1779632611.513547,1.1571571826934814,,
256.2363167,,1930.0,201,,1779632612.4279327,1.1499570608139038,,
257.0919578,,1940.0,202,,1779632613.2837439,1.1815913915634155,,
257.9456279,,1950.0,203,,1779632614.137411,1.1833096742630005,,
258.8006885,,1960.0,204,,1779632614.9924679,1.1884994506835938,,
259.6552709,,1970.0,205,,1779632615.847026,1.1255162954330444,,
260.5108711,,1980.0,206,,1779632616.7016547,1.1564817428588867,,
261.3647701,,1990.0,207,,1779632617.555834,1.1652880907058716,,
274.1363735,,2000.0,208,1.486039400100708,1779632630.3282619,,1.0550763607025146,0.0007054142744895884
274.2261568,,2000.0,209,,1779632630.417939,1.1381125450134277,,
275.1113976,,2010.0,210,,1779632631.3021789,1.146645188331604,,
275.9890083,,2020.0,211,,1779632632.180599,1.1449096202850342,,
276.8742415,,2030.0,212,,1779632633.0656135,1.1575897932052612,,
277.7643798,,2040.0,213,,1779632633.9561622,1.1457875967025757,,
278.6415698,,2050.0,214,,1779632634.8333545,1.1693555116653442,,
279.551543,,2060.0,215,,1779632635.7429311,1.1349048614501953,,
280.4462433,,2070.0,216,,1779632636.6378536,1.144688606262207,,
281.3343412,,2080.0,217,,1779632637.5261228,1.111297369003296,,
282.1902151,,2090.0,218,,1779632638.3819983,1.133104920387268,,
283.0492565,,2100.0,219,,1779632639.2408972,1.1012861728668213,,
283.9168831,,2110.0,220,,1779632640.108665,1.1246931552886963,,
284.7761908,,2120.0,221,,1779632640.967293,1.1036150455474854,,
285.6318401,,2130.0,222,,1779632641.8236241,1.1197736263275146,,
286.491912,,2140.0,223,,1779632642.6832442,1.1294511556625366,,
287.4215948,,2150.0,224,,1779632643.6123748,1.0957697629928589,,
288.3434562,,2160.0,225,,1779632644.5352342,1.1137118339538574,,
289.25291,,2170.0,226,,1779632645.4441292,1.1376584768295288,,
290.2690291,,2180.0,227,,1779632646.4607656,1.109264612197876,,
291.2408532,,2190.0,228,,1779632647.4325225,1.1098175048828125,,
292.2098084,,2200.0,229,,1779632648.4020984,1.1156885623931885,,
293.1705876,,2210.0,230,,1779632649.3623705,1.1081397533416748,,
294.0821199,,2220.0,231,,1779632650.2736926,1.0964561700820923,,
294.9900486,,2230.0,232,,1779632651.1815836,1.1064341068267822,,
295.8989324,,2240.0,233,,1779632652.090463,1.1141687631607056,,
308.5899571,,2250.0,234,1.5012556314468384,1779632664.781328,,1.0046309232711792,0.0006360213829156177
308.6848303,,2250.0,235,,1779632664.8766122,1.0855993032455444,,
309.5801326,,2260.0,236,,1779632665.7719183,1.0975251197814941,,
310.4738224,,2270.0,237,,1779632666.6661124,1.1111611127853394,,
311.3754515,,2280.0,238,,1779632667.567237,1.0964844226837158,,
312.2677515,,2290.0,239,,1779632668.4594116,1.1339340209960938,,
313.2196167,,2300.0,240,,1779632669.4105122,1.1136685609817505,,
314.151386,,2310.0,241,,1779632670.343035,1.0836832523345947,,
315.0767534,,2320.0,242,,1779632671.268515,1.095293402671814,,
315.9846928,,2330.0,243,,1779632672.175907,1.1097674369812012,,
316.8793861,,2340.0,244,,1779632673.071172,1.0808305740356445,,
317.7776139,,2350.0,245,,1779632673.9693956,1.1031969785690308,,
318.6885589,,2360.0,246,,1779632674.880306,1.12083101272583,,
319.6034764,,2370.0,247,,1779632675.7952578,1.0986396074295044,,
320.5272391,,2380.0,248,,1779632676.7185285,1.0942317247390747,,
321.4414693,,2390.0,249,,1779632677.6323044,1.0956993103027344,,
322.3473304,,2400.0,250,,1779632678.5391097,1.0850625038146973,,
323.2576433,,2410.0,251,,1779632679.4492686,1.1038459539413452,,
324.168497,,2420.0,252,,1779632680.3602788,1.0684627294540405,,
325.0844745,,2430.0,253,,1779632681.2762575,1.055875301361084,,
326.012843,,2440.0,254,,1779632682.2046273,1.1046878099441528,,
326.9437254,,2450.0,255,,1779632683.134507,1.066882848739624,,
327.8379063,,2460.0,256,,1779632684.0296361,1.0936235189437866,,
328.7382515,,2470.0,257,,1779632684.9293115,1.0482771396636963,,
329.6510473,,2480.0,258,,1779632685.842156,1.0543147325515747,,
330.5597697,,2490.0,259,,1779632686.750576,1.071434497833252,,
343.6902367,,2500.0,260,1.5026832818984985,1779632699.8815567,,0.9600008130073547,0.000564423209907245
343.7867443,,2500.0,261,,1779632699.977809,1.0510451793670654,,
344.693098,,2510.0,262,,1779632700.8848825,1.0725715160369873,,
345.5981274,,2520.0,263,,1779632701.7891428,1.0458223819732666,,
346.513969,,2530.0,264,,1779632702.705754,1.0554587841033936,,
347.4339513,,2540.0,265,,1779632703.6251433,1.0470858812332153,,
348.3495191,,2550.0,266,,1779632704.5413046,1.0668046474456787,,
349.2662145,,2560.0,267,,1779632705.4573996,1.0452464818954468,,
350.1857154,,2570.0,268,,1779632706.3774965,1.0460847616195679,,
351.1319923,,2580.0,269,,1779632707.323775,1.0892690420150757,,
352.0432697,,2590.0,270,,1779632708.233907,1.061370611190796,,
352.9728368,,2600.0,271,,1779632709.1646214,1.0574995279312134,,
353.9303686,,2610.0,272,,1779632710.1211443,1.0406906604766846,,
354.9380822,,2620.0,273,,1779632711.1298654,1.0462371110916138,,
355.8526403,,2630.0,274,,1779632712.0444202,1.0535629987716675,,
356.7547681,,2640.0,275,,1779632712.9462876,1.024897575378418,,
357.6319584,,2650.0,276,,1779632713.823215,1.047823190689087,,
358.5098549,,2660.0,277,,1779632714.700806,1.0267966985702515,,
359.4037315,,2670.0,278,,1779632715.595517,1.0474863052368164,,
360.2721955,,2680.0,279,,1779632716.4633632,1.0190470218658447,,
361.1659712,,2690.0,280,,1779632717.3566444,1.0540498495101929,,
362.0615397,,2700.0,281,,1779632718.2533212,1.0045912265777588,,
362.9569964,,2710.0,282,,1779632719.1487353,1.0229700803756714,,
363.8548967,,2720.0,283,,1779632720.046461,1.0088934898376465,,
364.7615888,,2730.0,284,,1779632720.953081,1.0199722051620483,,
365.6429404,,2740.0,285,,1779632721.8347228,1.043567419052124,,
378.3068541,,2750.0,286,1.5261067152023315,1779632734.497636,,0.9158371686935425,0.0004924552772419723
378.3991693,,2750.0,287,,1779632734.5908,1.0062549114227295,,
379.3045901,,2760.0,288,,1779632735.4963746,1.033227562904358,,
380.2192729,,2770.0,289,,1779632736.4107642,1.0147634744644165,,
381.1017291,,2780.0,290,,1779632737.2935128,0.9976708292961121,,
381.9902793,,2790.0,291,,1779632738.1820626,1.0470129251480103,,
382.9770399,,2800.0,292,,1779632739.1688244,1.0119973421096802,,
383.9220059,,2810.0,293,,1779632740.1137908,1.0328080654144287,,
384.8795792,,2820.0,294,,1779632741.0712156,1.029564619064331,,
385.8207252,,2830.0,295,,1779632742.0123491,1.0291396379470825,,
386.7489193,,2840.0,296,,1779632742.9399757,0.9997277855873108,,
387.6686754,,2850.0,297,,1779632743.8595657,1.0096043348312378,,
388.5804862,,2860.0,298,,1779632744.7713773,1.0186485052108765,,
389.4906747,,2870.0,299,,1779632745.6824477,1.0071895122528076,,
390.4090721,,2880.0,300,,1779632746.6008549,1.0169390439987183,,
391.3256377,,2890.0,301,,1779632747.5174077,0.9954642653465271,,
392.2413957,,2900.0,302,,1779632748.43265,1.0097413063049316,,
393.1530474,,2910.0,303,,1779632749.34481,1.0221010446548462,,
394.0799835,,2920.0,304,,1779632750.2710137,1.0094265937805176,,
394.9838046,,2930.0,305,,1779632751.1739075,0.9958177208900452,,
395.8938457,,2940.0,306,,1779632752.0856233,1.0013922452926636,,
396.8081283,,2950.0,307,,1779632752.9997115,1.0059571266174316,,
397.7299226,,2960.0,308,,1779632753.9212341,0.9974724650382996,,
398.634779,,2970.0,309,,1779632754.8265631,0.9758569002151489,,
399.5405424,,2980.0,310,,1779632755.7314997,0.9829220771789551,,
400.4454322,,2990.0,311,,1779632756.6370993,0.9748404622077942,,
413.4245509,,3000.0,312,1.5370182991027832,1779632769.6159797,,0.8709803223609924,0.0004219625860160354
413.5218088,,3000.0,313,,1779632769.7130458,0.9990647435188293,,
414.4243665,,3010.0,314,,1779632770.6155963,0.9980728626251221,,
415.3252102,,3020.0,315,,1779632771.516853,0.997754693031311,,
416.2309494,,3030.0,316,,1779632772.4221306,1.0089296102523804,,
417.1327407,,3040.0,317,,1779632773.324524,1.0047515630722046,,
418.0387039,,3050.0,318,,1779632774.2304895,0.9973721504211426,,
418.941709,,3060.0,319,,1779632775.133492,1.001212477684021,,
419.8433228,,3070.0,320,,1779632776.035109,0.9955711960792542,,
420.752418,,3080.0,321,,1779632776.9431498,0.9668068289756775,,
421.6553506,,3090.0,322,,1779632777.8470771,0.9783085584640503,,
422.5566265,,3100.0,323,,1779632778.7483945,0.995076060295105,,
423.455892,,3110.0,324,,1779632779.6476238,0.989029049873352,,
424.3528856,,3120.0,325,,1779632780.5446687,0.9888128638267517,,
425.256169,,3130.0,326,,1779632781.44795,0.973901629447937,,
426.1682161,,3140.0,327,,1779632782.3595874,0.9889757633209229,,
427.0779417,,3150.0,328,,1779632783.269407,0.9865668416023254,,
427.9906703,,3160.0,329,,1779632784.1810775,0.9686778783798218,,
428.8849023,,3170.0,330,,1779632785.0756247,0.9639366269111633,,
429.7898857,,3180.0,331,,1779632785.9816687,0.9651928544044495,,
430.6988444,,3190.0,332,,1779632786.8906286,0.9639098048210144,,
431.5984701,,3200.0,333,,1779632787.7902517,0.9839466214179993,,
432.4898425,,3210.0,334,,1779632788.6813679,0.9562870860099792,,
433.3896747,,3220.0,335,,1779632789.5814579,0.9580623507499695,,
434.2892682,,3230.0,336,,1779632790.4810526,0.959441602230072,,
435.1920049,,3240.0,337,,1779632791.3837893,0.9668949842453003,,
448.0902935,,3250.0,338,1.5764529705047607,1779632804.2815418,,0.8253058791160583,0.00035475231739709885
448.1876581,,3250.0,339,,1779632804.3782933,0.945947527885437,,
449.0816452,,3260.0,340,,1779632805.2734272,0.9586114287376404,,
449.9868885,,3270.0,341,,1779632806.178355,0.9861427545547485,,
450.906751,,3280.0,342,,1779632807.098029,0.9611988663673401,,
451.8116573,,3290.0,343,,1779632808.0034413,0.9759026765823364,,
452.718003,,3300.0,344,,1779632808.90895,0.9513036608695984,,
453.6100845,,3310.0,345,,1779632809.8018208,0.9530982375144958,,
454.506501,,3320.0,346,,1779632810.6980062,0.9611586928367615,,
455.3986952,,3330.0,347,,1779632811.5905695,0.9532307982444763,,
456.2957791,,3340.0,348,,1779632812.4876738,0.9585234522819519,,
457.1904282,,3350.0,349,,1779632813.3822114,0.9852084517478943,,
458.093457,,3360.0,350,,1779632814.2852404,0.9394473433494568,,
458.9952761,,3370.0,351,,1779632815.1864512,0.9636896252632141,,
459.8961694,,3380.0,352,,1779632816.0873525,0.9594780802726746,,
460.7865466,,3390.0,353,,1779632816.9776547,0.9377891421318054,,
461.6874216,,3400.0,354,,1779632817.8788297,0.9443436861038208,,
462.593857,,3410.0,355,,1779632818.7856402,0.9262886643409729,,
463.4920869,,3420.0,356,,1779632819.6843767,0.9473626017570496,,
464.4007252,,3430.0,357,,1779632820.5915008,0.9591473937034607,,
465.3009896,,3440.0,358,,1779632821.492837,0.9310910701751709,,
466.2045969,,3450.0,359,,1779632822.3962934,0.9374644160270691,,
467.1043206,,3460.0,360,,1779632823.2954817,0.9581164717674255,,
468.0078838,,3470.0,361,,1779632824.1996639,0.9363826513290405,,
468.9112482,,3480.0,362,,1779632825.1014955,0.9371170401573181,,
469.820324,,3490.0,363,,1779632826.0119123,0.945854902267456,,
482.7635099,,3500.0,364,1.587746024131775,1779632838.9546683,,0.7832973003387451,0.0002925475029450237
482.85999,,3500.0,365,,1779632839.0517128,0.9346456527709961,,
483.7565938,,3510.0,366,,1779632839.9483757,0.9602510929107666,,
484.6545488,,3520.0,367,,1779632840.8463342,0.9477529525756836,,
485.5541451,,3530.0,368,,1779632841.745368,0.9319583773612976,,
486.4456295,,3540.0,369,,1779632842.6374125,0.9182751178741455,,
487.3467045,,3550.0,370,,1779632843.5384874,0.9500802159309387,,
488.2418436,,3560.0,371,,1779632844.4330194,0.9310722351074219,,
489.1440094,,3570.0,372,,1779632845.335795,0.917231023311615,,
490.036385,,3580.0,373,,1779632846.2281697,0.9260905385017395,,
490.9353634,,3590.0,374,,1779632847.1268754,0.9528337717056274,,
491.827368,,3600.0,375,,1779632848.0182004,0.911756157875061,,
492.7293784,,3610.0,376,,1779632848.921159,0.9162282943725586,,
493.6304866,,3620.0,377,,1779632849.8206472,0.9321810007095337,,
494.5325272,,3630.0,378,,1779632850.7242787,0.9323201775550842,,
495.424019,,3640.0,379,,1779632851.6158018,0.9404777884483337,,
496.3273626,,3650.0,380,,1779632852.5176868,0.9376447796821594,,
497.2205084,,3660.0,381,,1779632853.4121192,0.9263156652450562,,
498.1223656,,3670.0,382,,1779632854.3141496,0.9199864268302917,,
499.0313039,,3680.0,383,,1779632855.2230864,0.9172383546829224,,
499.9293886,,3690.0,384,,1779632856.1206276,0.9167962670326233,,
500.8210685,,3700.0,385,,1779632857.0124555,0.9060275554656982,,
501.7149854,,3710.0,386,,1779632857.9053028,0.9068639874458313,,
502.6146399,,3720.0,387,,1779632858.8056087,0.9234067797660828,,
503.519655,,3730.0,388,,1779632859.710943,0.9182125329971313,,
504.4333168,,3740.0,389,,1779632860.6244822,0.9011541604995728,,
517.3791934,,3750.0,390,1.6137133836746216,1779632873.5702226,,0.7466021776199341,0.00023694285222843113
517.473227,,3750.0,391,,1779632873.6641483,0.9168164134025574,,
518.3698723,,3760.0,392,,1779632874.5616548,0.8939946293830872,,
519.2591488,,3770.0,393,,1779632875.4509356,0.896950364112854,,
520.1523465,,3780.0,394,,1779632876.3440168,0.9247927665710449,,
521.0468414,,3790.0,395,,1779632877.2386274,0.9066183567047119,,
521.9494342,,3800.0,396,,1779632878.1409326,0.8864687085151672,,
522.8534924,,3810.0,397,,1779632879.0451405,0.9074284434318542,,
523.7483398,,3820.0,398,,1779632879.939032,0.8957439064979553,,
