_step,val/loss,train/loss,_timestamp,lr,iter,_runtime,train/step_loss,Sample Generation
43,,,1779609222.9121206,,410.0,108.1060505,1.800070881843567,
44,,,1779609224.604756,,420.0,109.7981813,1.7871618270874023,
45,,,1779609226.320516,,430.0,111.514445,1.7750639915466309,
46,,,1779609228.102247,,440.0,113.295672,1.7599079608917236,
47,,,1779609229.8595154,,450.0,115.0534898,1.7399998903274536,
48,,,1779609231.5943885,,460.0,116.7913376,1.713541030883789,
49,,,1779609233.2534153,,470.0,118.4480511,1.6950583457946777,
50,,,1779609235.02618,,480.0,120.2204235,1.7075953483581543,
51,,,1779609236.754399,,490.0,121.9497547,1.7058953046798706,
52,1.7767184972763062,1.5948268175125122,1779609259.6548774,0.0009852826883675631,500.0,144.8512636,,
53,,,1779609259.8266554,,500.0,145.0208829,1.6790423393249512,
54,,,1779609261.4697618,,510.0,146.6635189,1.6862175464630127,
55,,,1779609263.1076193,,520.0,148.3017707,1.6282329559326172,
56,,,1779609264.8874676,,530.0,150.0814003,1.605717658996582,
57,,,1779609266.551898,,540.0,151.7453232,1.6282042264938354,
58,,,1779609268.3434932,,550.0,153.5369182,1.6084392070770264,
59,,,1779609269.9383407,,560.0,155.1317657,1.6004700660705566,
60,,,1779609271.6715205,,570.0,156.8649456,1.6062387228012085,
61,,,1779609273.3167527,,580.0,158.5106838,1.6135320663452148,
62,,,1779609275.1726563,,590.0,160.3667068,1.6118448972702026,
63,,,1779609276.9174976,,600.0,162.111426,1.5696160793304443,
64,,,1779609278.6680088,,610.0,163.8620412,1.6054631471633911,
65,,,1779609280.419163,,620.0,165.6133688,1.5632237195968628,
66,,,1779609282.1715198,,630.0,167.3649449,1.5437204837799072,
67,,,1779609283.9153953,,640.0,169.1093248,1.5630789995193481,
68,,,1779609285.660085,,650.0,170.853837,1.5434106588363647,
69,,,1779609287.4054546,,660.0,172.5992547,1.5448722839355469,
70,,,1779609289.1551368,,670.0,174.3495624,1.5374157428741455,
71,,,1779609290.9068592,,680.0,176.1002843,1.5344537496566772,
72,,,1779609292.6481602,,690.0,177.8471461,1.5279299020767212,
73,,,1779609294.3995664,,700.0,179.5936764,1.5155327320098877,
74,,,1779609296.1481378,,710.0,181.3422116,1.5432534217834473,
75,,,1779609297.8973973,,720.0,183.0913286,1.4856791496276855,
76,,,1779609299.6480792,,730.0,184.8432213,1.547749638557434,
77,,,1779609301.3929641,,740.0,186.5902175,1.5292551517486572,
78,1.6220508813858032,1.416163682937622,1779609323.8808448,0.0009614856803571157,750.0,209.0754847,,
79,,,1779609324.0491526,,750.0,209.243084,1.5049877166748047,
80,,,1779609325.8251863,,760.0,211.0195256,1.5001587867736816,
81,,,1779609327.463563,,770.0,212.656988,1.483975887298584,
82,,,1779609329.2139919,,780.0,214.4080288,1.494568109512329,
83,,,1779609331.0669959,,790.0,216.260421,1.4830402135849,
84,,,1779609332.8914824,,800.0,218.0854136,1.4970693588256836,
85,,,1779609334.59233,,810.0,219.791937,1.522752046585083,
86,,,1779609336.2821841,,820.0,221.4756094,1.431840181350708,
87,,,1779609337.966689,,830.0,223.1606203,1.4536081552505493,
88,,,1779609339.6531787,,840.0,224.849863,1.462878942489624,
89,,,1779609341.3410447,,850.0,226.5354482,1.4635725021362305,
90,,,1779609343.032782,,860.0,228.2275868,1.441826581954956,
91,,,1779609344.7227662,,870.0,229.9171955,1.4357073307037354,
92,,,1779609346.4150915,,880.0,231.6123078,1.417439341545105,
93,,,1779609348.2386513,,890.0,233.4325882,1.449945330619812,
94,,,1779609349.95679,,900.0,235.1502152,1.462989330291748,
95,,,1779609351.67127,,910.0,236.8689543,1.4460737705230713,
96,,,1779609353.3903852,,920.0,238.5842585,1.435868501663208,
97,,,1779609355.1022928,,930.0,240.2957179,1.4411795139312744,
98,,,1779609356.8161275,,940.0,242.0114129,1.403485894203186,
99,,,1779609358.5318432,,950.0,243.7252683,1.4264129400253296,
100,,,1779609360.2471159,,960.0,245.4431167,1.3903226852416992,
101,,,1779609361.9635365,,970.0,247.157465,1.4147312641143799,
102,,,1779609363.6816273,,980.0,248.8750526,1.3892548084259033,
103,,,1779609365.3982718,,990.0,250.5923648,1.4017176628112793,
104,1.5614873170852661,1.332899808883667,1779609388.8290193,0.0009271396472013282,1000.0,274.0232959,,
105,,,1779609388.983066,,1000.0,274.1769958,1.4047678709030151,
106,,,1779609390.7183864,,1010.0,275.9138194,1.3903884887695312,
107,,,1779609392.5001843,,1020.0,277.6944046,1.387516975402832,
108,,,1779609394.1660857,,1030.0,279.3595107,1.4272613525390625,
109,,,1779609395.7863941,,1040.0,280.9798192,1.4213229417800903,
110,,,1779609397.647995,,1050.0,282.8448707,1.3744416236877441,
111,,,1779609399.4094718,,1060.0,284.6039148,1.385108232498169,
112,,,1779609401.168599,,1070.0,286.3625279,1.3680819272994995,
113,,,1779609402.9280205,,1080.0,288.1214456,1.4042919874191284,
114,,,1779609404.6841114,,1090.0,289.878051,1.3711755275726318,
115,,,1779609406.4418445,,1100.0,291.6352696,1.4087305068969727,
116,,,1779609408.1972673,,1110.0,293.3911974,1.3927321434020996,
117,,,1779609409.948798,,1120.0,295.1432593,1.3623288869857788,
118,,,1779609411.7062123,,1130.0,296.8996375,1.385608196258545,
119,,,1779609413.3672612,,1140.0,298.561246,1.3963176012039185,
120,,,1779609415.0263627,,1150.0,300.2197878,1.3652856349945068,
121,,,1779609416.7784903,,1160.0,301.9729206,1.3921631574630737,
122,,,1779609418.5257034,,1170.0,303.7191284,1.364688754081726,
123,,,1779609420.2529705,,1180.0,305.4463955,1.3672175407409668,
124,,,1779609422.0101001,,1190.0,307.204524,1.350757360458374,
125,,,1779609423.7110093,,1200.0,308.9049492,1.3451722860336304,
126,,,1779609425.5390556,,1210.0,310.735494,1.3095874786376953,
127,,,1779609427.3120918,,1220.0,312.5060213,1.3660635948181152,
128,,,1779609429.084651,,1230.0,314.2785816,1.3489130735397339,
129,,,1779609430.8524919,,1240.0,316.047335,1.3705742359161377,
130,1.532304048538208,1.2723981142044067,1779609454.4321158,0.000883125098683892,1250.0,339.627045,,
131,,,1779609454.599381,,1250.0,339.7948587,1.3533504009246826,
132,,,1779609456.3777902,,1260.0,341.5716298,1.349320411682129,
133,,,1779609458.0806031,,1270.0,343.2745638,1.3313993215560913,
134,,,1779609459.7866364,,1280.0,344.9800614,1.3448090553283691,
135,,,1779609461.4994438,,1290.0,346.6932175,1.3336362838745117,
136,,,1779609463.2091596,,1300.0,348.4029762,1.3159091472625732,
137,,,1779609464.9206853,,1310.0,350.1170302,1.3469319343566895,
138,,,1779609466.633583,,1320.0,351.8270083,1.3376469612121582,
139,,,1779609468.3385363,,1330.0,353.5319613,1.338494062423706,
140,,,1779609470.1210134,,1340.0,355.3149467,1.3384017944335938,
141,,,1779609471.957154,,1350.0,357.1505791,1.3596978187561035,
142,,,1779609473.7906935,,1360.0,358.9851135,1.3388774394989014,
143,,,1779609475.6136186,,1370.0,360.810571,1.328493595123291,
144,,,1779609477.3346553,,1380.0,362.5280804,1.3243483304977417,
145,,,1779609479.0249908,,1390.0,364.2190323,1.3441784381866455,
146,,,1779609480.716174,,1400.0,365.909599,1.315058946609497,
147,,,1779609482.4055064,,1410.0,367.600058,1.3234753608703613,
148,,,1779609484.1455843,,1420.0,369.3390094,1.3507356643676758,
149,,,1779609485.974676,,1430.0,371.168101,1.3217952251434326,
150,,,1779609487.6440926,,1440.0,372.8406784,1.327420949935913,
151,,,1779609489.399598,,1450.0,374.5935462,1.3295127153396606,
152,,,1779609491.239087,,1460.0,376.4336201,1.3021284341812134,
153,,,1779609493.0736742,,1470.0,378.270385,1.3091905117034912,
154,,,1779609494.73441,,1480.0,379.9278352,1.3402518033981323,
155,,,1779609496.460108,,1490.0,381.6540399,1.2987463474273682,
156,1.519332766532898,1.227290153503418,1779609520.1469946,0.0008305704108364302,1500.0,405.3457121,,
157,,,1779609520.3156986,,1500.0,405.5128632,1.279421329498291,
158,,,1779609522.1664455,,1510.0,407.3603796,1.3319250345230103,
159,,,1779609523.9464147,,1520.0,409.1454934,1.2974066734313965,
160,,,1779609525.7406657,,1530.0,410.9340906,1.2839224338531494,
161,,,1779609527.5218804,,1540.0,412.716096,1.3227758407592773,
162,,,1779609529.3070056,,1550.0,414.5004309,1.2995538711547852,
163,,,1779609531.0911808,,1560.0,416.2853156,1.290090560913086,
164,,,1779609532.8749943,,1570.0,418.0689309,1.329135537147522,
165,,,1779609534.6586442,,1580.0,419.8520694,1.3264137506484985,
166,,,1779609536.4454184,,1590.0,421.639389,1.2711753845214844,
167,,,1779609538.2353666,,1600.0,423.4287918,1.2797281742095947,
168,,,1779609540.0217104,,1610.0,425.2161286,1.2356548309326172,
169,,,1779609541.8082335,,1620.0,427.0021683,1.2739523649215698,
170,,,1779609543.590265,,1630.0,428.7844127,1.2892780303955078,
171,,,1779609545.375057,,1640.0,430.5689862,1.2890931367874146,
172,,,1779609547.1602724,,1650.0,432.3536976,1.2963941097259521,
173,,,1779609548.9453616,,1660.0,434.1387868,1.2380421161651611,
174,,,1779609550.7369869,,1670.0,435.9310843,1.2814457416534424,
175,,,1779609552.5212173,,1680.0,437.7164374,1.3004049062728882,
176,,,1779609554.3069413,,1690.0,439.5003664,1.2376704216003418,
177,,,1779609556.08794,,1700.0,441.2821408,1.2535370588302612,
178,,,1779609557.8706486,,1710.0,443.0645762,1.258854866027832,
179,,,1779609559.6534908,,1720.0,444.8469158,1.2934627532958984,
180,,,1779609561.4372795,,1730.0,446.6315606,1.2316062450408936,
181,,,1779609563.222684,,1740.0,448.4166152,1.2590924501419067,
182,1.4946132898330688,1.1891560554504395,1779609586.2673333,0.0007708228984017721,1750.0,471.461219,,
183,,,1779609586.4450684,,1750.0,471.6384935,1.2639567852020264,
184,,,1779609588.1517947,,1760.0,473.3458963,1.2650816440582275,
185,,,1779609589.8569767,,1770.0,475.0509108,1.2515344619750977,
186,,,1779609591.5695648,,1780.0,476.7634992,1.2572264671325684,
187,,,1779609593.2774575,,1790.0,478.4708826,1.2563267946243286,
188,,,1779609594.9884284,,1800.0,480.1818534,1.2661374807357788,
189,,,1779609596.7054853,,1810.0,481.9003313,1.2451975345611572,
190,,,1779609598.4247155,,1820.0,483.6187655,1.254148006439209,
191,,,1779609600.141885,,1830.0,485.3363085,1.2400245666503906,
192,,,1779609601.8538494,,1840.0,487.0493185,1.2179608345031738,
193,,,1779609603.5639763,,1850.0,488.7581558,1.2637817859649658,
194,,,1779609605.2776134,,1860.0,490.4713527,1.2829267978668213,
195,,,1779609607.026043,,1870.0,492.2199869,1.2582513093948364,
196,,,1779609608.842428,,1880.0,494.0362418,1.2700891494750977,
197,,,1779609610.5788507,,1890.0,495.7722758,1.2603988647460938,
198,,,1779609612.379648,,1900.0,497.5730731,1.229968547821045,
199,,,1779609614.102011,,1910.0,499.2960624,1.23683762550354,
200,,,1779609615.8229642,,1920.0,501.0172612,1.2164591550827026,
201,,,1779609617.54299,,1930.0,502.7364151,1.243226170539856,
202,,,1779609619.263606,,1940.0,504.4580346,1.2096307277679443,
203,,,1779609620.9854922,,1950.0,506.1796652,1.2331393957138062,
204,,,1779609622.7049363,,1960.0,507.89873,1.2489490509033203,
205,,,1779609624.4241512,,1970.0,509.6181088,1.2368495464324951,
206,,,1779609626.1400287,,1980.0,511.334055,1.2357856035232544,
207,,,1779609627.853528,,1990.0,513.0509784,1.2309856414794922,
208,1.4880491495132446,1.1523243188858032,1779609651.1856632,0.0007054142744895884,2000.0,536.3795251,,
209,,,1779609651.3614316,,2000.0,536.5559993,1.220924735069275,
210,,,1779609653.0384674,,2010.0,538.2323968,1.2314623594284058,
211,,,1779609654.7158587,,2020.0,539.9092839,1.207697868347168,
212,,,1779609656.3969152,,2030.0,541.5908457,1.2386493682861328,
213,,,1779609658.0768847,,2040.0,543.2703099,1.1876575946807861,
214,,,1779609659.7582574,,2050.0,544.9538777,1.2414573431015015,
215,,,1779609661.4404557,,2060.0,546.6338807,1.2126288414001465,
216,,,1779609663.1238172,,2070.0,548.3177499,1.2237627506256104,
217,,,1779609664.8051198,,2080.0,549.9985448,1.2307440042495728,
218,,,1779609666.4892726,,2090.0,551.6832008,1.201129674911499,
219,,,1779609668.1683013,,2100.0,553.3617264,1.2264516353607178,
220,,,1779609670.0237243,,2110.0,555.2171493,1.2227964401245117,
221,,,1779609671.7686918,,2120.0,556.9626218,1.2310233116149902,
222,,,1779609673.5089543,,2130.0,558.703265,1.228304386138916,
223,,,1779609675.2519176,,2140.0,560.4459758,1.2022130489349365,
224,,,1779609676.9988077,,2150.0,562.1927487,1.2040661573410034,
225,,,1779609678.7433476,,2160.0,563.9367729,1.225470781326294,
226,,,1779609680.4899163,,2170.0,565.6833414,1.2239227294921875,
227,,,1779609682.2335827,,2180.0,567.4336059,1.1945252418518066,
228,,,1779609683.9871597,,2190.0,569.1805849,1.2147440910339355,
229,,,1779609685.7328882,,2200.0,570.9268275,1.1895484924316406,
230,,,1779609687.4797332,,2210.0,572.6738164,1.1893200874328613,
231,,,1779609689.2277343,,2220.0,574.4217396,1.233931064605713,
232,,,1779609690.9755046,,2230.0,576.1727962,1.2311242818832397,
233,,,1779609692.726836,,2240.0,577.9211406,1.1978622674942017,
234,1.4838534593582153,1.1168729066848755,1779609716.0019243,0.0006360213829156177,2250.0,601.1958576,,
235,,,1779609716.1807468,,2250.0,601.3745902,1.1925013065338135,
236,,,1779609717.888809,,2260.0,603.0832364,1.2104260921478271,
237,,,1779609719.6033378,,2270.0,604.7967628,1.1819795370101929,
238,,,1779609721.3210292,,2280.0,606.5159581,1.2088522911071777,
239,,,1779609723.0403128,,2290.0,608.2348511,1.1867356300354004,
240,,,1779609724.7611108,,2300.0,609.9552849,1.191652536392212,
241,,,1779609726.4797826,,2310.0,611.67372,1.2042534351348877,
242,,,1779609728.1956158,,2320.0,613.3896252,1.2178571224212646,
243,,,1779609729.9166799,,2330.0,615.1101051,1.183582067489624,
244,,,1779609731.6356564,,2340.0,616.8295894,1.1712892055511475,
245,,,1779609733.354317,,2350.0,618.5483217,1.185194730758667,
246,,,1779609735.0794837,,2360.0,620.2729088,1.193674087524414,
247,,,1779609736.8046145,,2370.0,621.9986575,1.184320330619812,
248,,,1779609738.5225146,,2380.0,623.7159397,1.1699491739273071,
249,,,1779609740.2463508,,2390.0,625.4403944,1.1978999376296997,
250,,,1779609741.9660146,,2400.0,627.1600358,1.1420551538467407,
251,,,1779609743.6848543,,2410.0,628.8782794,1.191352128982544,
252,,,1779609745.4084203,,2420.0,630.6025951,1.1699998378753662,
253,,,1779609747.1333659,,2430.0,632.3272961,1.1985676288604736,
254,,,1779609748.8589537,,2440.0,634.0523788,1.1695410013198853,
255,,,1779609750.5873952,,2450.0,635.7812671,1.1757891178131104,
256,,,1779609752.3108873,,2460.0,637.5069662,1.1569068431854248,
257,,,1779609754.039481,,2470.0,639.2329059,1.2102546691894531,
258,,,1779609755.7582784,,2480.0,640.9517036,1.167099118232727,
259,,,1779609757.4869485,,2490.0,642.6813604,1.1616233587265015,
260,1.4973162412643433,1.0818864107131958,1779609781.1300728,0.000564423209907245,2500.0,666.3242936,,
261,,,1779609781.308203,,2500.0,666.5021324,1.1865055561065674,
262,,,1779609783.0254145,,2510.0,668.2193001,1.144628643989563,
263,,,1779609784.7429276,,2520.0,669.9363527,1.1890121698379517,
264,,,1779609786.456768,,2530.0,671.650697,1.1565426588058472,
265,,,1779609788.1727529,,2540.0,673.3675715,1.173479676246643,
266,,,1779609789.8939636,,2550.0,675.0879152,1.1712714433670044,
267,,,1779609791.6114135,,2560.0,676.805703,1.1577438116073608,
268,,,1779609793.331797,,2570.0,678.5252222,1.1692886352539062,
269,,,1779609795.051942,,2580.0,680.2467449,1.157253384590149,
270,,,1779609796.770559,,2590.0,681.9697902,1.1434575319290161,
271,,,1779609798.5004902,,2600.0,683.6944208,1.133727788925171,
272,,,1779609800.2205417,,2610.0,685.4139669,1.1906499862670898,
273,,,1779609801.9411368,,2620.0,687.1350775,1.178551197052002,
274,,,1779609803.6614995,,2630.0,688.8553428,1.189469814300537,
275,,,1779609805.381206,,2640.0,690.5756764,1.1619634628295898,
276,,,1779609807.102805,,2650.0,692.29623,1.159601092338562,
277,,,1779609808.820049,,2660.0,694.0134742,1.1695005893707275,
278,,,1779609810.5339866,,2670.0,695.7322361,1.1848822832107544,
279,,,1779609812.25805,,2680.0,697.4547042,1.1526403427124023,
280,,,1779609813.9809163,,2690.0,699.1743412,1.1472582817077637,
281,,,1779609815.7012458,,2700.0,700.8950097,1.1521070003509521,
282,,,1779609817.4251523,,2710.0,702.6192593,1.1394283771514893,
283,,,1779609819.1522431,,2720.0,704.3461294,1.1723475456237793,
284,,,1779609820.873151,,2730.0,706.0694661,1.141579270362854,
285,,,1779609822.594298,,2740.0,707.7942336,1.1370983123779297,
286,1.5005156993865967,1.0450462102890015,1779609845.672417,0.0004924552772419723,2750.0,730.8667151,,
287,,,1779609845.8428118,,2750.0,731.038045,1.131398320198059,
288,,,1779609847.4906642,,2760.0,732.6848758,1.1401313543319702,
289,,,1779609849.2239616,,2770.0,734.4183962,1.1346909999847412,
290,,,1779609851.0006735,,2780.0,736.1940987,1.1413201093673706,
291,,,1779609852.7840588,,2790.0,737.977484,1.1288938522338867,
292,,,1779609854.49942,,2800.0,739.6955061,1.1601449251174927,
293,,,1779609856.219119,,2810.0,741.4132793,1.1217697858810425,
294,,,1779609857.9395833,,2820.0,743.1336046,1.1282694339752197,
295,,,1779609859.662702,,2830.0,744.8576982,1.128807783126831,
296,,,1779609861.3851266,,2840.0,746.5790559,1.1246058940887451,
297,,,1779609863.100145,,2850.0,748.296401,1.116391658782959,
298,,,1779609864.8267593,,2860.0,750.0207242,1.121915578842163,
299,,,1779609866.5460782,,2870.0,751.7400105,1.1330337524414062,
300,,,1779609868.2663677,,2880.0,753.4597929,1.1347132921218872,
301,,,1779609869.986286,,2890.0,755.1802157,1.1429485082626343,
302,,,1779609871.7069,,2900.0,756.9013009,1.1182377338409424,
303,,,1779609873.4295697,,2910.0,758.6241776,1.1199347972869873,
304,,,1779609875.1531763,,2920.0,760.347118,1.137305736541748,
305,,,1779609876.8718777,,2930.0,762.0678804,1.1240386962890625,
306,,,1779609878.5975244,,2940.0,763.792015,1.1406059265136719,
307,,,1779609880.3237963,,2950.0,765.5180584,1.114113688468933,
308,,,1779609882.044031,,2960.0,767.2384433,1.1246775388717651,
309,,,1779609883.7681515,,2970.0,768.9615766,1.1028378009796143,
310,,,1779609885.491608,,2980.0,770.6850328,1.1242599487304688,
311,,,1779609887.2184496,,2990.0,772.4123795,1.1370487213134766,
312,1.4995826482772827,1.0108113288879395,1779609910.4891725,0.0004219625860160354,3000.0,795.6888612,,
313,,,1779609910.6535506,,3000.0,795.8495889,1.1184382438659668,
314,,,1779609912.5049758,,3010.0,797.6990306,1.1130642890930176,
315,,,1779609914.2590375,,3020.0,799.4531817,1.129070520401001,
316,,,1779609916.0144272,,3030.0,801.2083624,1.099640130996704,
317,,,1779609917.7723749,,3040.0,802.9667895,1.1127593517303467,
318,,,1779609919.526997,,3050.0,804.7217799,1.1356676816940308,
319,,,1779609921.2818475,,3060.0,806.4757769,1.1145637035369873,
320,,,1779609923.0369763,,3070.0,808.2309047,1.0970972776412964,
321,,,1779609924.7899392,,3080.0,809.9838682,1.0826528072357178,
322,,,1779609926.5430923,,3090.0,811.7370734,1.11055326461792,
323,,,1779609928.2933283,,3100.0,813.4867534,1.1420081853866577,
324,,,1779609930.04411,,3110.0,815.2391233,1.1163020133972168,
325,,,1779609931.7990253,,3120.0,816.9930092,1.099840760231018,
326,,,1779609933.551868,,3130.0,818.7466526,1.1079320907592773,
327,,,1779609935.3094988,,3140.0,820.503432,1.1083941459655762,
328,,,1779609937.0651174,,3150.0,822.2590829,1.1086246967315674,
329,,,1779609938.8212001,,3160.0,824.0151299,1.0782618522644043,
330,,,1779609940.5736425,,3170.0,825.7677277,1.0989116430282593,
331,,,1779609942.32909,,3180.0,827.5232967,1.103811502456665,
332,,,1779609944.088758,,3190.0,829.2825895,1.0728431940078735,
333,,,1779609945.8406174,,3200.0,831.0350792,1.0918757915496826,
334,,,1779609947.5948212,,3210.0,832.7900515,1.0738962888717651,
335,,,1779609949.3525603,,3220.0,834.5467328,1.09861421585083,
336,,,1779609951.1101367,,3230.0,836.3045525,1.0975863933563232,
337,,,1779609952.8675497,,3240.0,838.0613511,1.086543321609497,
338,1.508450984954834,0.9846943020820618,1779609976.7207005,0.00035475231739709885,3250.0,861.9150027,,
339,,,1779609976.9041286,,3250.0,862.0975535,1.1065936088562012,
340,,,1779609978.6480014,,3260.0,863.8419328,1.089714765548706,
341,,,1779609980.3909833,,3270.0,865.5902999,1.1044273376464844,
342,,,1779609982.146426,,3280.0,867.3398509,1.0847830772399902,
343,,,1779609983.8936493,,3290.0,869.0870746,1.096943736076355,
344,,,1779609985.6387656,,3300.0,870.8327427,1.103142499923706,
345,,,1779609987.387336,,3310.0,872.5812935,1.044857144355774,
346,,,1779609989.1302056,,3320.0,874.3288545,1.1006495952606201,
347,,,1779609990.8851762,,3330.0,876.079417,1.0878159999847412,
348,,,1779609992.6341505,,3340.0,877.8280808,1.0781042575836182,
349,,,1779609994.3846505,,3350.0,879.5785511,1.0883874893188477,
350,,,1779609996.127626,,3360.0,881.3215118,1.0407822132110596,
351,,,1779609997.8752177,,3370.0,883.0686428,1.1114214658737183,
352,,,1779609999.6253731,,3380.0,884.8187983,1.0843619108200073,
353,,,1779610001.3744924,,3390.0,886.5684236,1.10313081741333,
354,,,1779610003.1250532,,3400.0,888.3194231,1.0851048231124878,
355,,,1779610004.8729312,,3410.0,890.066866,1.0762906074523926,
356,,,1779610006.627823,,3420.0,891.8217641,1.0698846578598022,
357,,,1779610008.3770828,,3430.0,893.5710118,1.0500580072402954,
358,,,1779610010.1325471,,3440.0,895.3259721,1.0631992816925049,
359,,,1779610011.8751347,,3450.0,897.0750419,1.0781210660934448,
360,,,1779610013.6303344,,3460.0,898.8237596,1.0804482698440552,
361,,,1779610015.381212,,3470.0,900.5764019,1.0664217472076416,
362,,,1779610017.1294572,,3480.0,902.3237512,1.0940771102905273,
363,,,1779610018.8796186,,3490.0,904.0730437,1.0769081115722656,
364,1.5203114748001099,0.9539759755134583,1779610042.5778978,0.0002925475029450237,3500.0,927.7721836,,
365,,,1779610042.7628012,,3500.0,927.9569017,1.071547269821167,
366,,,1779610044.5351453,,3510.0,929.7311719,1.0314358472824097,
367,,,1779610046.3102303,,3520.0,931.5046635,1.0535484552383423,
368,,,1779610048.083044,,3530.0,933.2764691,1.059773564338684,
369,,,1779610049.8596997,,3540.0,935.0531249,1.0956320762634277,
370,,,1779610051.6350315,,3550.0,936.8290295,1.095832347869873,
371,,,1779610053.4157476,,3560.0,938.6096857,1.0572259426116943,
372,,,1779610055.1922576,,3570.0,940.3861873,1.0599924325942993,
373,,,1779610056.9652402,,3580.0,942.1595624,1.1040821075439453,
374,,,1779610058.7348166,,3590.0,943.9303363,1.0564353466033936,
375,,,1779610060.5035887,,3600.0,945.6970136,1.0646469593048096,
376,,,1779610062.2714903,,3610.0,947.4652682,1.04999840259552,
377,,,1779610064.0388713,,3620.0,949.2322965,1.064901351928711,
378,,,1779610065.8122263,,3630.0,951.0063762,1.0666208267211914,
379,,,1779610067.588418,,3640.0,952.7822597,1.0385503768920898,
380,,,1779610069.3583856,,3650.0,954.55226,1.0664359331130981,
381,,,1779610071.129018,,3660.0,956.3233866,1.0430176258087158,
382,,,1779610072.9006143,,3670.0,958.0940392,1.0429095029830933,
383,,,1779610074.668226,,3680.0,959.8621947,1.0413260459899902,
384,,,1779610076.4379323,,3690.0,961.6319485,1.056936264038086,
385,,,1779610078.206687,,3700.0,963.4004935,1.0628786087036133,
386,,,1779610079.9707038,,3710.0,965.1709638,1.0366640090942383,
387,,,1779610081.7437475,,3720.0,966.9371727,1.0223004817962646,
388,,,1779610083.5127826,,3730.0,968.7067194,1.0637211799621582,
389,,,1779610085.2811866,,3740.0,970.475289,1.0465295314788818,
390,1.5288681983947754,0.9271016716957092,1779610108.166801,0.00023694285222843113,3750.0,993.3612236,,
391,,,1779610108.3315415,,3750.0,993.5254723,1.0448904037475586,
392,,,1779610110.1494572,,3760.0,995.3433891,1.0483442544937134,
393,,,1779610111.956428,,3770.0,997.1498532,1.0460008382797241,
394,,,1779610113.764443,,3780.0,998.9587606,1.0337023735046387,
395,,,1779610115.5706472,,3790.0,1000.7669941,1.0482673645019531,
396,,,1779610117.384044,,3800.0,1002.5779738,1.042449712753296,
397,,,1779610119.1884794,,3810.0,1004.3833361,1.0418791770935059,
398,,,1779610120.9997528,,3820.0,1006.1937778,1.0372567176818848,
