train/loss,iter,_step,train/step_loss,val/loss,_timestamp,Sample Generation,_runtime,lr
,540.0,57,1.5302485227584839,,1779614835.803915,,148.9389124,
,550.0,58,1.5111840963363647,,1779614837.480235,,150.6147074,
,560.0,59,1.502698540687561,,1779614839.1558056,,152.290278,
,570.0,60,1.5069029331207275,,1779614840.8310995,,153.9660757,
,580.0,61,1.5209580659866333,,1779614842.5020938,,155.6365662,
,590.0,62,1.5134718418121338,,1779614844.174511,,157.3131614,
,600.0,63,1.482265830039978,,1779614845.8533885,,158.9921254,
,610.0,64,1.513701319694519,,1779614847.5420487,,160.6770547,
,620.0,65,1.4724559783935547,,1779614849.2237656,,162.3588264,
,630.0,66,1.4536747932434082,,1779614850.9033618,,164.0384389,
,640.0,67,1.477198839187622,,1779614852.5793066,,165.714286,
,650.0,68,1.4530783891677856,,1779614854.2605247,,167.3949972,
,660.0,69,1.4504151344299316,,1779614855.9314725,,169.065945,
,670.0,70,1.4500970840454102,,1779614857.604987,,170.7404915,
,680.0,71,1.4435490369796753,,1779614859.281078,,172.4160564,
,690.0,72,1.445821762084961,,1779614860.9500606,,174.093216,
,700.0,73,1.4397376775741577,,1779614862.635581,,175.7738048,
,710.0,74,1.4624645709991455,,1779614864.3135507,,177.4527367,
,720.0,75,1.409400224685669,,1779614865.9967039,,179.1311761,
,730.0,76,1.4702417850494385,,1779614867.671047,,180.8061614,
,740.0,77,1.4434549808502197,,1779614869.3505945,,182.4855799,
1.348569393157959,750.0,78,,1.5677311420440674,1779614891.7053788,,204.8406223,0.0009614856803571157
,750.0,79,1.4249279499053955,,1779614891.8706496,,205.0061249,
,760.0,80,1.4107455015182495,,1779614893.4752986,,206.6097709,
,770.0,81,1.4083566665649414,,1779614895.0745683,,208.2090404,
,780.0,82,1.4213230609893799,,1779614896.8045988,,209.9395774,
,790.0,83,1.4034000635147095,,1779614898.4445546,,211.5800228,
,800.0,84,1.4061839580535889,,1779614900.089091,,213.224419,
,810.0,85,1.4392391443252563,,1779614901.7361813,,214.8706535,
,820.0,86,1.3586710691452026,,1779614903.3846722,,216.5197362,
,830.0,87,1.3730778694152832,,1779614905.0324175,,218.1678897,
,840.0,88,1.377258539199829,,1779614906.6799057,,219.8149119,
,850.0,89,1.3728632926940918,,1779614908.327254,,221.4622319,
,860.0,90,1.3759039640426636,,1779614909.975517,,223.110588,
,870.0,91,1.35795259475708,,1779614911.6257868,,224.7607637,
,880.0,92,1.3510210514068604,,1779614913.2721162,,226.4065884,
,890.0,93,1.365830898284912,,1779614914.9164066,,228.0513832,
,900.0,94,1.3780502080917358,,1779614916.5668406,,229.7016131,
,910.0,95,1.373478651046753,,1779614918.2093973,,231.3517018,
,920.0,96,1.3626189231872559,,1779614919.8675365,,233.0029737,
,930.0,97,1.3624672889709473,,1779614921.5118272,,234.6468673,
,940.0,98,1.320886254310608,,1779614923.1592212,,236.2947005,
,950.0,99,1.3567835092544556,,1779614924.810251,,237.9447232,
,960.0,100,1.329878568649292,,1779614926.4517133,,239.5893205,
,970.0,101,1.3477470874786377,,1779614928.1003609,,241.2348332,
,980.0,102,1.3182311058044434,,1779614929.7371953,,242.8773998,
,990.0,103,1.3345177173614502,,1779614931.3824315,,244.5182376,
1.2732125520706177,1000.0,104,,1.5105475187301636,1779614953.803067,,266.9385631,0.0009271396472013282
,1000.0,105,1.3454506397247314,,1779614953.9592268,,267.0942057,
,1010.0,106,1.3263359069824219,,1779614955.610583,,268.7450554,
,1020.0,107,1.3048596382141113,,1779614957.3610392,,270.4955113,
,1030.0,108,1.3646711111068726,,1779614959.028886,,272.1633582,
,1040.0,109,1.3439542055130005,,1779614960.6944275,,273.8300563,
,1050.0,110,1.3031022548675537,,1779614962.3579078,,275.492987,
,1060.0,111,1.325129508972168,,1779614964.0218902,,277.156867,
,1070.0,112,1.3001664876937866,,1779614965.6872382,,278.8228517,
,1080.0,113,1.3410251140594482,,1779614967.354084,,280.4885564,
,1090.0,114,1.309748649597168,,1779614969.0159009,,282.1510166,
,1100.0,115,1.3486437797546387,,1779614970.6869168,,283.8213891,
,1110.0,116,1.3354406356811523,,1779614972.3511286,,285.485601,
,1120.0,117,1.295576572418213,,1779614974.0143697,,287.1500951,
,1130.0,118,1.3225550651550293,,1779614975.681694,,288.8166726,
,1140.0,119,1.3326650857925415,,1779614977.3456132,,290.4800857,
,1150.0,120,1.299116611480713,,1779614979.0110936,,292.1460928,
,1160.0,121,1.323333740234375,,1779614980.6747289,,293.8133128,
,1170.0,122,1.292130708694458,,1779614982.3446882,,295.4798625,
,1180.0,123,1.3031632900238037,,1779614984.0085726,,297.1437288,
,1190.0,124,1.2930747270584106,,1779614985.6763859,,298.8113624,
,1200.0,125,1.2772668600082397,,1779614987.3475251,,300.4823616,
,1210.0,126,1.2498764991760254,,1779614989.0154476,,302.1499199,
,1220.0,127,1.288745641708374,,1779614990.6854637,,303.8206512,
,1230.0,128,1.2844741344451904,,1779614992.3508253,,305.4852975,
,1240.0,129,1.3075398206710815,,1779614994.019291,,307.1542702,
1.2144798040390015,1250.0,130,,1.490750789642334,1779615016.287591,,329.4227255,0.000883125098683892
,1250.0,131,1.2879388332366943,,1779615016.44334,,329.578154,
,1260.0,132,1.2842044830322266,,1779615018.1075933,,331.2425776,
,1270.0,133,1.2732062339782715,,1779615019.737819,,332.8722911,
,1280.0,134,1.2701703310012817,,1779615021.3661816,,334.5011897,
,1290.0,135,1.2732303142547607,,1779615022.9933963,,336.1284419,
,1300.0,136,1.2500401735305786,,1779615024.6220317,,337.756504,
,1310.0,137,1.2805083990097046,,1779615026.2562966,,339.3913858,
,1320.0,138,1.2868770360946655,,1779615027.8891945,,341.0243894,
,1330.0,139,1.2702860832214355,,1779615029.5175447,,342.6525381,
,1340.0,140,1.2750251293182373,,1779615031.151437,,344.2864135,
,1350.0,141,1.29595148563385,,1779615032.780183,,345.915272,
,1360.0,142,1.266157865524292,,1779615034.4124582,,347.5474746,
,1370.0,143,1.2593333721160889,,1779615036.134859,,349.2731545,
,1380.0,144,1.2596763372421265,,1779615037.837749,,350.9727096,
,1390.0,145,1.2869541645050049,,1779615039.4631271,,352.5979914,
,1400.0,146,1.2580589056015015,,1779615041.133395,,354.2687979,
,1410.0,147,1.255683183670044,,1779615042.75238,,355.8915908,
,1420.0,148,1.2778332233428955,,1779615044.3809478,,357.515938,
,1430.0,149,1.263907551765442,,1779615046.0552266,,359.1954684,
,1440.0,150,1.2597661018371582,,1779615047.8505206,,360.9849928,
,1450.0,151,1.2590073347091675,,1779615049.4462054,,362.5806777,
,1460.0,152,1.2317938804626465,,1779615051.0464954,,364.1809679,
,1470.0,153,1.255324125289917,,1779615052.762841,,365.8986555,
,1480.0,154,1.2718555927276611,,1779615054.367569,,367.5028141,
,1490.0,155,1.241295576095581,,1779615056.1095867,,369.2465221,
1.1686283349990845,1500.0,156,,1.4756108522415161,1779615078.2292218,,391.3641121,0.0008305704108364302
,1500.0,157,1.222409963607788,,1779615078.3923965,,391.5278688,
,1510.0,158,1.2687606811523438,,1779615079.981891,,393.1167536,
,1520.0,159,1.2265706062316895,,1779615081.7590766,,394.8943967,
,1530.0,160,1.2190546989440918,,1779615083.5099628,,396.644435,
,1540.0,161,1.2579317092895508,,1779615085.2610288,,398.3959442,
,1550.0,162,1.2452504634857178,,1779615086.8100154,,399.9444879,
,1560.0,163,1.2252256870269775,,1779615088.5579295,,401.6930934,
,1570.0,164,1.2579777240753174,,1779615090.2366424,,403.3748823,
,1580.0,165,1.253280758857727,,1779615091.7917347,,404.926207,
,1590.0,166,1.2015659809112549,,1779615093.5586727,,406.6936802,
,1600.0,167,1.217480182647705,,1779615095.2281802,,408.3631577,
,1610.0,168,1.1705788373947144,,1779615096.8999035,,410.035219,
,1620.0,169,1.2181499004364014,,1779615098.5763304,,411.7113826,
,1630.0,170,1.2247655391693115,,1779615100.2486036,,413.3840068,
,1640.0,171,1.2143347263336182,,1779615101.92091,,415.0553821,
,1650.0,172,1.2402622699737549,,1779615103.5948668,,416.7298436,
,1660.0,173,1.1778764724731445,,1779615105.2688637,,418.4038406,
,1670.0,174,1.2170188426971436,,1779615106.9404554,,420.0749277,
,1680.0,175,1.226443886756897,,1779615108.6115415,,421.7482112,
,1690.0,176,1.1751911640167236,,1779615110.2847476,,423.4202617,
,1700.0,177,1.1958181858062744,,1779615111.955607,,425.0900794,
,1710.0,178,1.1956515312194824,,1779615113.6326988,,426.7676752,
,1720.0,179,1.2189218997955322,,1779615115.3087072,,428.4437118,
,1730.0,180,1.1547452211380005,,1779615116.980256,,430.115828,
,1740.0,181,1.1908165216445923,,1779615118.653465,,431.7886552,
1.1236486434936523,1750.0,182,,1.4620623588562012,1779615140.8108926,,453.9531298,0.0007708228984017721
,1750.0,183,1.2055937051773071,,1779615140.9731963,,454.1076685,
,1760.0,184,1.1905462741851807,,1779615142.68801,,455.8231566,
,1770.0,185,1.1962699890136719,,1779615144.311454,,457.4464704,
,1780.0,186,1.195799469947815,,1779615145.936501,,459.0714837,
,1790.0,187,1.1826355457305908,,1779615147.563134,,460.6976063,
,1800.0,188,1.2082014083862305,,1779615149.1905556,,462.325535,
,1810.0,189,1.1804574728012085,,1779615150.810691,,463.9521272,
,1820.0,190,1.1892753839492798,,1779615152.4483988,,465.5832682,
,1830.0,191,1.1733171939849854,,1779615154.0790527,,467.2140313,
,1840.0,192,1.1607811450958252,,1779615155.7082121,,468.843313,
,1850.0,193,1.2000043392181396,,1779615157.3324964,,470.4714568,
,1860.0,194,1.2226037979125977,,1779615159.0654416,,472.2009773,
,1870.0,195,1.1957448720932007,,1779615160.7738159,,473.9097682,
,1880.0,196,1.208399772644043,,1779615162.420367,,475.5571812,
,1890.0,197,1.1884758472442627,,1779615164.0781076,,477.2131466,
,1900.0,198,1.164751648902893,,1779615165.7321987,,478.8709017,
,1910.0,199,1.1759536266326904,,1779615167.394071,,480.5291596,
,1920.0,200,1.1533681154251099,,1779615169.0497177,,482.1857486,
,1930.0,201,1.1820502281188965,,1779615170.7113183,,483.8463046,
,1940.0,202,1.1489499807357788,,1779615172.3631911,,485.4984484,
,1950.0,203,1.1712241172790527,,1779615174.0189714,,487.1539503,
,1960.0,204,1.1859116554260254,,1779615175.6715136,,488.8148064,
,1970.0,205,1.1711692810058594,,1779615177.3369792,,490.4714515,
,1980.0,206,1.1644866466522217,,1779615178.9984758,,492.1339792,
,1990.0,207,1.173645257949829,,1779615180.6524637,,493.7922169,
1.0863401889801025,2000.0,208,,1.47794508934021,1779615203.0080287,,516.1435005,0.0007054142744895884
,2000.0,209,1.159818410873413,,1779615203.1809332,,516.3158619,
,2010.0,210,1.1750762462615967,,1779615204.9569302,,518.0924051,
,2020.0,211,1.1393322944641113,,1779615206.7020018,,519.8369681,
,2030.0,212,1.1722360849380493,,1779615208.3583949,,521.4951835,
,2040.0,213,1.1317517757415771,,1779615209.9736633,,523.1102326,
,2050.0,214,1.1662940979003906,,1779615211.5856204,,524.7200927,
,2060.0,215,1.1558438539505005,,1779615213.199157,,526.3336294,
,2070.0,216,1.1612622737884521,,1779615214.816544,,527.9517294,
,2080.0,217,1.1698086261749268,,1779615216.4373336,,529.5718057,
,2090.0,218,1.1363035440444946,,1779615218.0565102,,531.1914873,
,2100.0,219,1.164309024810791,,1779615219.6758687,,532.8108499,
,2110.0,220,1.1653978824615479,,1779615221.2955563,,534.4308976,
,2120.0,221,1.1686923503875732,,1779615222.9121907,,536.0488124,
,2130.0,222,1.1650171279907227,,1779615224.535101,,537.669893,
,2140.0,223,1.126854658126831,,1779615226.1546426,,539.2897669,
,2150.0,224,1.1344647407531738,,1779615227.7750447,,540.9100255,
,2160.0,225,1.1515042781829834,,1779615229.4113479,,542.5458203,
,2170.0,226,1.1546061038970947,,1779615231.1841211,,544.3189526,
,2180.0,227,1.1346278190612793,,1779615232.8417692,,545.9768847,
,2190.0,228,1.145901083946228,,1779615234.457828,,547.5931848,
,2200.0,229,1.1211687326431274,,1779615236.0789766,,549.2146467,
,2210.0,230,1.1269018650054932,,1779615237.7012274,,550.836669,
,2220.0,231,1.1608986854553223,,1779615239.3204951,,552.4556023,
,2230.0,232,1.166035532951355,,1779615240.9416745,,554.0761467,
,2240.0,233,1.1328306198120117,,1779615242.6704817,,555.8049539,
1.0491926670074463,2250.0,234,,1.4696906805038452,1779615265.1783116,,578.3134052,0.0006360213829156177
,2250.0,235,1.1264021396636963,,1779615265.360965,,578.4954373,
,2260.0,236,1.1464552879333496,,1779615266.9995391,,580.1360331,
,2270.0,237,1.1159749031066895,,1779615268.6155608,,581.7508572,
,2280.0,238,1.1472008228302002,,1779615270.2270863,,583.3639242,
,2290.0,239,1.124480962753296,,1779615271.848009,,584.9832556,
,2300.0,240,1.1346529722213745,,1779615273.463873,,586.5998506,
,2310.0,241,1.1319656372070312,,1779615275.0892472,,588.2242884,
,2320.0,242,1.1471420526504517,,1779615276.7139618,,589.8489388,
,2330.0,243,1.1273068189620972,,1779615278.4891846,,591.6242374,
,2340.0,244,1.105729341506958,,1779615280.0730677,,593.20754,
,2350.0,245,1.1169298887252808,,1779615281.8055027,,594.9404827,
,2360.0,246,1.1264476776123047,,1779615283.4799147,,596.6143871,
,2370.0,247,1.111464500427246,,1779615285.0928452,,598.227953,
,2380.0,248,1.110236644744873,,1779615286.8254638,,599.9605437,
,2390.0,249,1.1319307088851929,,1779615288.5872786,,601.7227328,
,2400.0,250,1.0766063928604126,,1779615290.341919,,603.4768992,
,2410.0,251,1.1228209733963013,,1779615292.0478244,,605.1829935,
,2420.0,252,1.096526861190796,,1779615293.7177048,,606.852177,
,2430.0,253,1.1316332817077637,,1779615295.323367,,608.4634081,
,2440.0,254,1.0976781845092773,,1779615296.930179,,610.0651592,
,2450.0,255,1.1121879816055298,,1779615298.7064383,,611.841415,
,2460.0,256,1.0948277711868286,,1779615300.5016901,,613.6369792,
,2470.0,257,1.138851523399353,,1779615302.0691428,,615.203615,
,2480.0,258,1.097996711730957,,1779615303.7557135,,616.8906907,
,2490.0,259,1.0955239534378052,,1779615305.4432182,,618.578193,
1.0094788074493408,2500.0,260,,1.488091230392456,1779615326.9221501,,640.0570654,0.000564423209907245
,2500.0,261,1.1078177690505981,,1779615327.0844631,,640.2189354,
,2510.0,262,1.073615312576294,,1779615328.8711562,,642.0066257,
,2520.0,263,1.1140456199645996,,1779615330.6570015,,643.7919793,
,2530.0,264,1.0911555290222168,,1779615332.2875388,,645.422011,
,2540.0,265,1.1111750602722168,,1779615333.9823422,,647.1171771,
,2550.0,266,1.1008412837982178,,1779615335.6001782,,648.7351574,
,2560.0,267,1.09416925907135,,1779615337.2127926,,650.3530529,
,2570.0,268,1.099219560623169,,1779615338.8376498,,651.9726585,
,2580.0,269,1.092281460762024,,1779615340.4551253,,653.5942426,
,2590.0,270,1.0774505138397217,,1779615342.0829487,,655.2179311,
,2600.0,271,1.0719597339630127,,1779615343.8461046,,656.9810842,
,2610.0,272,1.1261752843856812,,1779615345.580383,,658.716583,
,2620.0,273,1.113900899887085,,1779615347.310987,,660.4459658,
,2630.0,274,1.1151009798049927,,1779615349.0445175,,662.1795028,
,2640.0,275,1.0860474109649658,,1779615350.7039533,,663.8384254,
,2650.0,276,1.081380844116211,,1779615352.4732304,,665.6125976,
,2660.0,277,1.0879206657409668,,1779615354.0661101,,667.2019867,
,2670.0,278,1.0996278524398804,,1779615355.7875676,,668.9227547,
,2680.0,279,1.0885729789733887,,1779615357.4134812,,670.548462,
,2690.0,280,1.0793352127075195,,1779615359.042651,,672.1775058,
,2700.0,281,1.0764105319976807,,1779615360.6693351,,673.8042648,
,2710.0,282,1.079582691192627,,1779615362.2911391,,675.4351223,
,2720.0,283,1.092176914215088,,1779615363.927901,,677.0653269,
,2730.0,284,1.0708463191986084,,1779615365.561058,,678.6961931,
,2740.0,285,1.0692415237426758,,1779615367.1935549,,680.3284744,
0.9689801931381226,2750.0,286,,1.4795986413955688,1779615389.882734,,703.0181923,0.0004924552772419723
,2750.0,287,1.071296215057373,,1779615390.0548651,,703.1898413,
,2760.0,288,1.0675327777862549,,1779615391.6832528,,704.8182285,
,2770.0,289,1.0746591091156006,,1779615393.3147614,,706.4497906,
,2780.0,290,1.0769312381744385,,1779615394.9450562,,708.0798914,
,2790.0,291,1.0606458187103271,,1779615396.5793676,,709.7144107,
,2800.0,292,1.0826724767684937,,1779615398.2146647,,711.3496435,
,2810.0,293,1.0452466011047363,,1779615399.8449655,,712.9799438,
,2820.0,294,1.050068974494934,,1779615401.4795954,,714.6146278,
,2830.0,295,1.05826735496521,,1779615403.1123054,,716.2475802,
,2840.0,296,1.0589118003845215,,1779615404.7436917,,717.878668,
,2850.0,297,1.0501675605773926,,1779615406.3753004,,719.5102769,
,2860.0,298,1.0487854480743408,,1779615408.0148394,,721.1498517,
,2870.0,299,1.0635534524917603,,1779615409.6510527,,722.7865397,
,2880.0,300,1.069129228591919,,1779615411.2785249,,724.4137157,
,2890.0,301,1.070336103439331,,1779615412.9156783,,726.0501504,
,2900.0,302,1.0574856996536255,,1779615414.550703,,727.6871642,
,2910.0,303,1.0495681762695312,,1779615416.186244,,729.3207163,
,2920.0,304,1.064845085144043,,1779615417.8232944,,730.9581521,
,2930.0,305,1.045839786529541,,1779615419.4597378,,732.5946038,
,2940.0,306,1.0632867813110352,,1779615421.0936978,,734.2287006,
,2950.0,307,1.0406403541564941,,1779615422.7267075,,735.8611798,
,2960.0,308,1.0472559928894043,,1779615424.3503947,,737.4918548,
,2970.0,309,1.031499981880188,,1779615425.989255,,739.1243301,
,2980.0,310,1.0537083148956299,,1779615427.6214142,,740.7563938,
,2990.0,311,1.0647542476654053,,1779615429.2517273,,742.3868427,
0.9332087635993958,3000.0,312,,1.5033317804336548,1779615451.6726692,,764.8076451,0.0004219625860160354
,3000.0,313,1.0503710508346558,,1779615451.8353286,,764.9720412,
,3010.0,314,1.0403130054473877,,1779615453.434788,,766.5692603,
,3020.0,315,1.0542948246002197,,1779615455.0323417,,768.1668141,
,3030.0,316,1.0334885120391846,,1779615456.6835742,,769.8188475,
,3040.0,317,1.039914846420288,,1779615458.3259327,,771.4646448,
,3050.0,318,1.0606085062026978,,1779615460.0350857,,773.1741238,
,3060.0,319,1.0407687425613403,,1779615461.653994,,774.7888271,
,3070.0,320,1.0392825603485107,,1779615463.2651136,,776.4009457,
,3080.0,321,1.0057111978530884,,1779615464.8824587,,778.0172846,
,3090.0,322,1.0343283414840698,,1779615466.4997828,,779.6347615,
,3100.0,323,1.0597319602966309,,1779615468.1199872,,781.2549643,
,3110.0,324,1.0511820316314697,,1779615469.7319307,,782.8718815,
,3120.0,325,1.021310567855835,,1779615471.3494332,,784.4915176,
,3130.0,326,1.0329502820968628,,1779615472.973603,,786.1094983,
,3140.0,327,1.0310486555099487,,1779615474.727679,,787.8621514,
,3150.0,328,1.0359153747558594,,1779615476.373557,,789.5087734,
,3160.0,329,1.0093728303909302,,1779615477.9919775,,791.1269553,
,3170.0,330,1.034191608428955,,1779615479.6070015,,792.7419773,
,3180.0,331,1.0286386013031006,,1779615481.219578,,794.3540505,
,3190.0,332,0.9934386014938354,,1779615482.8363123,,795.9717642,
,3200.0,333,1.0107488632202148,,1779615484.4561234,,797.5905956,
,3210.0,334,1.001718282699585,,1779615486.2132955,,799.3477676,
,3220.0,335,1.0264332294464111,,1779615487.916208,,801.0506803,
,3230.0,336,1.023634433746338,,1779615489.6224966,,802.7578997,
,3240.0,337,1.0149495601654053,,1779615491.321898,,804.4568783,
0.896109402179718,3250.0,338,,1.5226284265518188,1779615513.2279446,,826.3680252,0.00035475231739709885
,3250.0,339,1.0273643732070923,,1779615513.4004228,,826.5355249,
,3260.0,340,1.0136442184448242,,1779615514.9909265,,828.1327225,
,3270.0,341,1.0310523509979248,,1779615516.5965438,,829.7310161,
,3280.0,342,1.0141229629516602,,1779615518.1909974,,831.3320662,
,3290.0,343,1.0125954151153564,,1779615519.7975862,,832.9325776,
,3300.0,344,1.022213339805603,,1779615521.3963482,,834.5308205,
,3310.0,345,0.9574427604675293,,1779615522.9908342,,836.1303463,
,3320.0,346,1.0159705877304077,,1779615524.5960028,,837.7304751,
,3330.0,347,1.0096436738967896,,1779615526.343473,,839.4779452,
,3340.0,348,0.9870922565460205,,1779615527.9767535,,841.1117296,
,3350.0,349,1.0178422927856445,,1779615529.6120055,,842.7469826,
,3360.0,350,0.9674886465072632,,1779615531.2441983,,844.3791908,
,3370.0,351,1.04010009765625,,1779615532.8786476,,846.0145844,
,3380.0,352,1.0140438079833984,,1779615534.5182788,,847.6540747,
,3390.0,353,1.0177721977233887,,1779615536.154166,,849.2886382,
,3400.0,354,1.0109479427337646,,1779615537.7913892,,850.9263644,
,3410.0,355,1.0023810863494873,,1779615539.4224477,,852.5578128,
,3420.0,356,0.9952521324157715,,1779615541.0612962,,854.1962778,
,3430.0,357,0.9705068469047546,,1779615542.703571,,855.8385462,
,3440.0,358,0.9917888641357422,,1779615544.345458,,857.4816037,
,3450.0,359,1.0008063316345215,,1779615545.9851606,,859.1201381,
,3460.0,360,1.0001702308654785,,1779615547.6145055,,860.752627,
,3470.0,361,0.9922605752944946,,1779615549.2508256,,862.3900189,
,3480.0,362,1.011641263961792,,1779615550.8896458,,864.0247949,
,3490.0,363,0.9912777543067932,,1779615552.5278783,,865.6628963,
0.8633733987808228,3500.0,364,,1.540053129196167,1779615574.7533631,,887.8914687,0.0002925475029450237
,3500.0,365,0.9896072149276733,,1779615574.9206004,,888.0559963,
,3510.0,366,0.963586688041687,,1779615576.5178182,,889.6531129,
,3520.0,367,0.979996919631958,,1779615578.1109033,,891.2513262,
,3530.0,368,0.9794532060623169,,1779615579.7109654,,892.8504506,
,3540.0,369,1.0130770206451416,,1779615581.3144605,,894.4494344,
,3550.0,370,1.0142650604248047,,1779615582.910806,,896.0488724,
,3560.0,371,0.9780827760696411,,1779615584.5144312,,897.6489036,
,3570.0,372,0.988763689994812,,1779615586.110687,,899.2480377,
,3580.0,373,1.0226175785064697,,1779615587.7107863,,900.8475173,
,3590.0,374,0.9817852973937988,,1779615589.4145603,,902.5495982,
,3600.0,375,0.9948506355285645,,1779615591.086488,,904.2212706,
,3610.0,376,0.971454381942749,,1779615592.7605174,,905.8959552,
,3620.0,377,0.9921725392341614,,1779615594.4338531,,907.5683256,
,3630.0,378,0.9882510900497437,,1779615596.100797,,909.2359774,
,3640.0,379,0.9634609222412109,,1779615597.773982,,910.9089565,
,3650.0,380,0.980780303478241,,1779615599.4459078,,912.5811575,
,3660.0,381,0.9692182540893555,,1779615601.1156955,,914.2501677,
,3670.0,382,0.9696193933486938,,1779615602.790156,,915.9251328,
,3680.0,383,0.966063380241394,,1779615604.460908,,917.5963835,
,3690.0,384,0.9697421789169312,,1779615606.136165,,919.2711437,
,3700.0,385,0.9645587205886841,,1779615607.8096032,,920.9444071,
,3710.0,386,0.9601272344589233,,1779615609.4780045,,922.6127777,
,3720.0,387,0.9458469152450562,,1779615611.1487248,,924.2838172,
,3730.0,388,0.9876697659492493,,1779615612.8108988,,925.9521367,
,3740.0,389,0.9612266421318054,,1779615614.4872384,,927.6222476,
0.8300216794013977,3750.0,390,,1.5548385381698608,1779615636.1082067,,949.2433246,0.00023694285222843113
,3750.0,391,0.9674501419067383,,1779615636.2979083,,949.4330503,
,3760.0,392,0.9692188501358032,,1779615637.890272,,951.025552,
,3770.0,393,0.972453236579895,,1779615639.558265,,952.6927374,
,3780.0,394,0.9582717418670654,,1779615641.174055,,954.3088411,
,3790.0,395,0.966753363609314,,1779615642.782787,,955.9177908,
,3800.0,396,0.9585953950881958,,1779615644.4018607,,957.5371285,
,3810.0,397,0.9600694179534912,,1779615646.020765,,959.1557477,
,3820.0,398,0.9549885988235474,,1779615647.6399646,,960.7749649,
