val/loss,_timestamp,train/step_loss,train/loss,Sample Generation,lr,iter,_step,_runtime
,1779545555.5702658,1.0861469507217407,,,,2100.0,219,559.7306293
,1779545557.300387,1.088597059249878,,,,2110.0,220,561.460925
,1779545559.0247197,1.0602562427520752,,,,2120.0,221,563.184455
,1779545560.7452857,1.0364470481872559,,,,2130.0,222,564.9070578
,1779545562.4701571,1.0389318466186523,,,,2140.0,223,566.6298924
,1779545564.194666,1.0579662322998047,,,,2150.0,224,568.3549066
,1779545565.9171255,1.0298750400543213,,,,2160.0,225,570.0768607
,1779545567.6420789,1.0378010272979736,,,,2170.0,226,571.8023833
,1779545569.3664212,1.035094141960144,,,,2180.0,227,573.5264682
,1779545571.0881243,1.0379931926727295,,,,2190.0,228,575.2491662
,1779545572.8134453,1.0393542051315308,,,,2200.0,229,576.9737162
,1779545574.536351,1.02837073802948,,,,2210.0,230,578.7005037
,1779545576.2603853,1.0297446250915527,,,,2220.0,231,580.4210769
,1779545577.9780457,1.0427701473236084,,,,2230.0,232,582.1433125
,1779545579.7100725,1.0333378314971924,,,,2240.0,233,583.8703143
1.5086021423339844,1779545602.382591,,0.9204452037811279,,0.0006360213829156177,2250.0,234,606.5463926
,1779545602.5554922,1.035391092300415,,,,2250.0,235,606.7161565
,1779545604.194612,1.0097126960754395,,,,2260.0,236,608.3543474
,1779545605.8332853,1.0315645933151245,,,,2270.0,237,609.9930207
,1779545607.4721546,1.0286526679992676,,,,2280.0,238,611.6318901
,1779545609.1101356,1.0280441045761108,,,,2290.0,239,613.270377
,1779545610.7594445,1.0254536867141724,,,,2300.0,240,614.9200585
,1779545612.523256,1.0493431091308594,,,,2310.0,241,616.6829914
,1779545614.1617448,1.0114707946777344,,,,2320.0,242,618.3220097
,1779545615.859652,1.0133075714111328,,,,2330.0,243,620.0200104
,1779545617.5708032,1.0165886878967285,,,,2340.0,244,621.7305387
,1779545619.2808163,1.0227560997009277,,,,2350.0,245,623.44106
,1779545620.9901469,1.025268793106079,,,,2360.0,246,625.1505934
,1779545622.6979198,1.022279143333435,,,,2370.0,247,626.8585322
,1779545624.4102776,1.019534707069397,,,,2380.0,248,628.5705651
,1779545626.1184494,1.0375968217849731,,,,2390.0,249,630.2781849
,1779545627.827132,1.0110995769500732,,,,2400.0,250,631.9868672
,1779545629.536582,1.0333322286605835,,,,2410.0,251,633.6968239
,1779545631.2476892,1.0000007152557373,,,,2420.0,252,635.4074246
,1779545632.9575937,0.9952061772346497,,,,2430.0,253,637.117329
,1779545634.6674998,0.9924893379211426,,,,2440.0,254,638.8276767
,1779545636.3793414,0.9864455461502075,,,,2450.0,255,640.5397608
,1779545638.0895045,1.015086054801941,,,,2460.0,256,642.2497454
,1779545639.7975507,0.9949183464050293,,,,2470.0,257,643.9577957
,1779545641.504201,0.9996365308761597,,,,2480.0,258,645.6645058
,1779545643.2157853,0.974475622177124,,,,2490.0,259,647.3762149
1.5331470966339111,1779545666.0127432,,0.8722790479660034,,0.000564423209907245,2500.0,260,670.1737477
,1779545666.1820326,0.997553288936615,,,,2500.0,261,670.3422419
,1779545667.821073,1.0105018615722656,,,,2510.0,262,671.9808086
,1779545669.4591098,1.0153193473815918,,,,2520.0,263,673.6193814
,1779545671.0977938,1.007108449935913,,,,2530.0,264,675.2583306
,1779545672.7377124,0.9938656687736511,,,,2540.0,265,676.8979583
,1779545674.3776257,1.0064435005187988,,,,2550.0,266,678.5373609
,1779545676.016315,0.9710014462471008,,,,2560.0,267,680.1760504
,1779545677.7650173,1.0031101703643799,,,,2570.0,268,681.9252601
,1779545679.54058,1.0003018379211426,,,,2580.0,269,683.7013063
,1779545681.2008896,0.9990912675857544,,,,2590.0,270,685.3662038
,1779545682.845668,0.9836180806159973,,,,2600.0,271,687.0063396
