val/loss,_timestamp,train/step_loss,_runtime,lr,iter,_step,train/loss,Sample Generation
,1779552532.8028321,1.0347442626953125,619.145887,,2610.0,272,,
,1779552534.3747985,1.0254466533660889,620.7168716,,2620.0,273,,
,1779552535.9450338,1.019670009613037,622.2877993,,2630.0,274,,
,1779552537.5174422,1.0282812118530273,623.8589329,,2640.0,275,,
,1779552539.0866609,1.0487852096557617,625.4296977,,2650.0,276,,
,1779552540.658791,1.020843267440796,627.0009667,,2660.0,277,,
,1779552542.2292466,1.0065683126449585,628.5720158,,2670.0,278,,
,1779552543.7997377,1.0422755479812622,630.1412283,,2680.0,279,,
,1779552545.3657186,1.0473723411560059,631.7107647,,2690.0,280,,
,1779552546.940238,1.0066680908203125,633.2827698,,2700.0,281,,
,1779552548.510911,1.0323271751403809,634.8524016,,2710.0,282,,
,1779552550.0810647,1.0350816249847412,636.4231644,,2720.0,283,,
,1779552551.6526742,1.0451446771621704,637.9948609,,2730.0,284,,
,1779552553.2230222,1.0039689540863037,639.5654218,,2740.0,285,,
1.5312402248382568,1779552573.744359,,660.0899407,0.0004924552772419723,2750.0,286,0.9009037613868713,
,1779552573.9097126,1.0090479850769043,660.2512032,,2750.0,287,,
,1779552575.4792361,1.0131196975708008,661.8212756,,2760.0,288,,
,1779552577.0489593,1.005448341369629,663.3904498,,2770.0,289,,
,1779552578.6194427,1.0052249431610107,664.9615664,,2780.0,290,,
,1779552580.1901004,1.0189132690429688,666.5320956,,2790.0,291,,
,1779552581.760143,0.9972190260887146,668.1021764,,2800.0,292,,
,1779552583.3271885,1.0173379182815552,669.6730127,,2810.0,293,,
,1779552584.8994462,1.0105150938034058,671.2419377,,2820.0,294,,
,1779552586.4708288,1.0253902673721313,672.8129535,,2830.0,295,,
,1779552588.0404637,0.9807302951812744,674.3824966,,2840.0,296,,
,1779552589.6114147,1.0166313648223877,675.9529053,,2850.0,297,,
,1779552591.1794198,1.0106165409088135,677.5220086,,2860.0,298,,
,1779552592.7506754,0.9860868453979492,679.0921661,,2870.0,299,,
,1779552594.320798,1.0203406810760498,680.6629062,,2880.0,300,,
,1779552595.8894675,0.9865829944610596,682.2347326,,2890.0,301,,
,1779552597.4583483,0.9766881465911865,683.8052085,,2900.0,302,,
,1779552599.03156,1.020707607269287,685.3738285,,2910.0,303,,
,1779552600.6025074,0.9990462064743042,686.9445046,,2920.0,304,,
,1779552602.167898,0.9797608256340027,688.512837,,2930.0,305,,
,1779552603.741402,0.9743063449859619,690.0834405,,2940.0,306,,
,1779552605.3092134,1.0036594867706299,691.6517032,,2950.0,307,,
,1779552606.87855,0.9861484169960022,693.221544,,2960.0,308,,
,1779552608.4492884,0.9725453853607178,694.790779,,2970.0,309,,
,1779552610.016299,0.9871609210968018,696.3614607,,2980.0,310,,
,1779552611.5853667,0.9769353866577148,697.9317049,,2990.0,311,,
1.5418661832809448,1779552632.118206,,718.4618162,0.0004219625860160354,3000.0,312,0.8555354475975037,
,1779552632.2816725,1.0063754320144653,718.6238683,,3000.0,313,,
,1779552633.854961,0.9807783365249634,720.1964516,,3010.0,314,,
,1779552635.4251623,0.9845487475395203,721.7666528,,3020.0,315,,
,1779552636.995423,0.9893506169319153,723.3369136,,3030.0,316,,
,1779552638.56557,1.0037736892700195,724.9070606,,3040.0,317,,
,1779552640.1369925,0.9624108076095581,726.4788408,,3050.0,318,,
,1779552641.7073262,0.9774633646011353,728.0495165,,3060.0,319,,
,1779552643.2779903,1.0008912086486816,729.6200538,,3070.0,320,,
,1779552644.849279,0.9844143390655518,731.1914456,,3080.0,321,,
,1779552646.4200547,0.9653815031051636,732.7615454,,3090.0,322,,
,1779552647.9896727,0.9880841970443726,734.3329743,,3100.0,323,,
,1779552649.5608616,0.9459667205810547,735.9027499,,3110.0,324,,
,1779552651.1315892,0.9830392599105835,737.4736593,,3120.0,325,,
,1779552652.7019293,0.955337405204773,739.0440161,,3130.0,326,,
,1779552654.2721608,0.9488698244094849,740.6141617,,3140.0,327,,
,1779552655.8389714,0.9754678606987,742.1854978,,3150.0,328,,
,1779552657.4143534,0.9907857179641724,743.7562092,,3160.0,329,,
,1779552658.984891,0.9516785144805908,745.3268889,,3170.0,330,,
,1779552660.554373,0.9585673809051514,746.8968657,,3180.0,331,,
,1779552662.126823,0.977677047252655,748.4688185,,3190.0,332,,
,1779552663.6967478,0.9513651132583618,750.0382385,,3200.0,333,,
,1779552665.2666936,0.9491980075836182,751.6081843,,3210.0,334,,
,1779552666.8368318,0.9477280378341675,753.1788293,,3220.0,335,,
