_timestamp,train/step_loss,Sample Generation,val/loss,lr,iter,_runtime,train/loss,_step
1779542500.562128,1.8194671869277954,,,,340.0,63.5512644,,36
1779542501.6911988,1.856339454650879,,,,350.0,64.6803292,,37
1779542502.815611,1.789304256439209,,,,360.0,65.80489969999999,,38
1779542503.933055,1.7548977136611938,,,,370.0,66.928798,,39
1779542505.0663068,1.7478138208389282,,,,380.0,68.0554327,,40
1779542506.193722,1.749189853668213,,,,390.0,69.1828883,,41
1779542507.314826,1.7812621593475342,,,,400.0,70.3097395,,42
1779542508.450192,1.7143542766571045,,,,410.0,71.4393302,,43
1779542509.5796306,1.7248750925064087,,,,420.0,72.5687605,,44
1779542510.710176,1.7016677856445312,,,,430.0,73.6988025,,45
1779542511.8395107,1.673646330833435,,,,440.0,74.8286449,,46
1779542513.0366218,1.6634917259216309,,,,450.0,76.0275503,,47
1779542514.1728396,1.602307915687561,,,,460.0,77.161971,,48
1779542515.4172642,1.6607128381729126,,,,470.0,78.4063978,,49
1779542516.6217248,1.6257154941558838,,,,480.0,79.614659,,50
1779542517.8751402,1.599210500717163,,,,490.0,80.8637666,,51
1779542534.5714839,,,1.7284611463546753,0.0009852826883675631,500.0,97.5611156,1.5297479629516602,52
1779542534.6961691,1.595754623413086,,,,500.0,97.6859373,,53
1779542536.0318024,1.6234779357910156,,,,510.0,99.0211041,,54
1779542537.2929783,1.5879685878753662,,,,520.0,100.2816047,,55
1779542538.650047,1.5655839443206787,,,,530.0,101.6391848,,56
1779542539.9578543,1.6180651187896729,,,,540.0,102.9480121,,57
1779542541.3833158,1.5643301010131836,,,,550.0,104.3805192,,58
1779542542.6862116,1.569158911705017,,,,560.0,105.6753451,,59
1779542544.1286113,1.5707643032073975,,,,570.0,107.1253586,,60
1779542545.5025146,1.5289316177368164,,,,580.0,108.4917412,,61
1779542546.8145518,1.494793176651001,,,,590.0,109.8037246,,62
1779542548.1735706,1.51436448097229,,,,600.0,111.162701,,63
1779542549.585934,1.5482382774353027,,,,610.0,112.5752463,,64
1779542550.99871,1.5288923978805542,,,,620.0,113.9877901,,65
1779542552.4122374,1.502514123916626,,,,630.0,115.4017965,,66
1779542553.826421,1.4591805934906006,,,,640.0,116.8157461,,67
1779542555.240757,1.4926776885986328,,,,650.0,118.2298713,,68
1779542556.6554458,1.5042955875396729,,,,660.0,119.6447441,,69
1779542558.0852873,1.44783353805542,,,,670.0,121.0744196,,70
1779542559.3935342,1.5020354986190796,,,,680.0,122.3821607,,71
1779542560.871259,1.459336280822754,,,,690.0,123.86251970000001,,72
1779542562.3152518,1.4871056079864502,,,,700.0,125.304399,,73
1779542563.755415,1.4590270519256592,,,,710.0,126.7446191,,74
1779542565.1967406,1.442821741104126,,,,720.0,128.1863223,,75
1779542566.6399577,1.4118484258651733,,,,730.0,129.6290887,,76
1779542568.0832913,1.4240386486053467,,,,740.0,131.0727012,,77
1779542587.1081717,,,1.5908623933792114,0.0009614856803571157,750.0,150.0977967,1.3603061437606812,78
1779542587.2506742,1.4324463605880737,,,,750.0,150.240114,,79
1779542588.671811,1.440561056137085,,,,760.0,151.6611059,,80
1779542590.1683292,1.4219931364059448,,,,770.0,153.1577049,,81
1779542591.6645303,1.4137194156646729,,,,780.0,154.6538186,,82
1779542593.1603625,1.422199010848999,,,,790.0,156.148989,,83
1779542594.6572335,1.4186512231826782,,,,800.0,157.6463697,,84
1779542596.1594937,1.395216703414917,,,,810.0,159.1486269,,85
1779542597.6564436,1.3967094421386719,,,,820.0,160.6455783,,86
1779542599.1559682,1.3924336433410645,,,,830.0,162.1451032,,87
1779542600.653483,1.3954150676727295,,,,840.0,163.6426129,,88
1779542602.148434,1.3916079998016357,,,,850.0,165.1370606,,89
1779542603.644381,1.3858678340911865,,,,860.0,166.6330075,,90
1779542605.1390195,1.3907907009124756,,,,870.0,168.1276462,,91
1779542606.636502,1.364124059677124,,,,880.0,169.626261,,92
1779542608.134989,1.3755979537963867,,,,890.0,171.1236156,,93
1779542609.6297944,1.3619635105133057,,,,900.0,172.6190372,,94
1779542611.1257532,1.3161756992340088,,,,910.0,174.1143796,,95
1779542612.6209865,1.355863332748413,,,,920.0,175.6102252,,96
1779542614.117184,1.3519681692123413,,,,930.0,177.1063149,,97
1779542615.6105397,1.3424923419952393,,,,940.0,178.5997235,,98
1779542617.1070418,1.353480577468872,,,,950.0,180.0956685,,99
1779542618.602966,1.356689453125,,,,960.0,181.5920998,,100
1779542620.0966733,1.359743356704712,,,,970.0,183.0852998,,101
1779542621.5920835,1.3451910018920898,,,,980.0,184.5812142,,102
1779542623.0878806,1.3317934274673462,,,,990.0,186.0772941,,103
1779542643.3482337,,,1.5240761041641235,0.0009271396472013282,1000.0,206.3469643,1.27049720287323,104
1779542643.5153456,1.3575365543365479,,,,1000.0,206.5045237,,105
1779542645.0127685,1.3288333415985107,,,,1010.0,208.001395,,106
1779542646.507197,1.3061840534210205,,,,1020.0,209.4962955,,107
1779542648.0024946,1.3301361799240112,,,,1030.0,210.9911211,,108
1779542649.4943786,1.358119249343872,,,,1040.0,212.4887923,,109
1779542650.9912565,1.292658805847168,,,,1050.0,213.9846316,,110
1779542652.4881282,1.3376703262329102,,,,1060.0,215.4809377,,111
1779542653.9888992,1.3267738819122314,,,,1070.0,216.9779538,,112
1779542655.484669,1.3283387422561646,,,,1080.0,218.4738009,,113
1779542656.981337,1.3462274074554443,,,,1090.0,219.9707104,,114
1779542658.4787636,1.3121309280395508,,,,1100.0,221.4680139,,115
1779542659.974198,1.2957611083984375,,,,1110.0,222.9628247,,116
1779542661.4696977,1.2954882383346558,,,,1120.0,224.4588304,,117
1779542662.9650736,1.2891346216201782,,,,1130.0,225.9542505,,118
1779542664.4613616,1.3038235902786255,,,,1140.0,227.4504924,,119
1779542665.9566507,1.3079445362091064,,,,1150.0,228.9457943,,120
1779542667.4539847,1.3161786794662476,,,,1160.0,230.4426113,,121
1779542668.9493291,1.295348048210144,,,,1170.0,231.9385263,,122
1779542670.4447548,1.3105828762054443,,,,1180.0,233.4338121,,123
1779542671.9401073,1.2645456790924072,,,,1190.0,234.9287339,,124
1779542673.4364758,1.2896215915679932,,,,1200.0,236.4256061,,125
1779542674.9320815,1.2604018449783325,,,,1210.0,237.9213677,,126
1779542676.4292219,1.2932182550430298,,,,1220.0,239.4178486,,127
1779542677.9239004,1.295398235321045,,,,1230.0,240.9135251,,128
1779542679.4208088,1.2974357604980469,,,,1240.0,242.4094352,,129
1779542699.5875819,,,1.5026875734329224,0.000883125098683892,1250.0,262.5772102,1.2051355838775635,130
1779542699.742794,1.284959316253662,,,,1250.0,262.7314207,,131
1779542701.2387457,1.2864365577697754,,,,1260.0,264.2278766,,132
1779542702.734551,1.2570722103118896,,,,1270.0,265.7236701,,133
1779542704.2313628,1.2526921033859253,,,,1280.0,267.2204966,,134
1779542705.727491,1.2770098447799683,,,,1290.0,268.7166239,,135
1779542707.2222064,1.2988641262054443,,,,1300.0,270.2124784,,136
1779542708.7206702,1.2361470460891724,,,,1310.0,271.7098412,,137
1779542710.2184598,1.3037139177322388,,,,1320.0,273.2075918,,138
1779542711.7137833,1.26041579246521,,,,1330.0,274.7034029,,139
1779542713.2219093,1.2919883728027344,,,,1340.0,276.2110406,,140
1779542714.8369348,1.2582371234893799,,,,1350.0,277.8255616,,141
1779542716.35233,1.2783904075622559,,,,1360.0,279.3414697,,142
1779542717.868316,1.2483876943588257,,,,1370.0,280.8572464,,143
1779542719.526917,1.2591986656188965,,,,1380.0,282.5155435,,144
1779542721.1026719,1.2415435314178467,,,,1390.0,284.0926922,,145
1779542722.7474663,1.262945532798767,,,,1400.0,285.736599,,146
1779542724.3560605,1.2443463802337646,,,,1410.0,287.3460107,,147
1779542725.9550428,1.2669408321380615,,,,1420.0,288.9441258,,148
1779542727.5554588,1.2434345483779907,,,,1430.0,290.5440854,,149
1779542729.155524,1.2537224292755127,,,,1440.0,292.1446725,,150
1779542730.754832,1.2294708490371704,,,,1450.0,293.7434587,,151
1779542732.3538954,1.2419028282165527,,,,1460.0,295.3425219,,152
1779542733.9557142,1.2159318923950195,,,,1470.0,296.9448463,,153
1779542735.5642538,1.209380030632019,,,,1480.0,298.5536747,,154
1779542737.1726272,1.2367901802062988,,,,1490.0,300.1612538,,155
1779542759.3890526,,,1.4750971794128418,0.0008305704108364302,1500.0,322.3818968,1.149552822113037,156
1779542759.5620575,1.221431016921997,,,,1500.0,322.5511892,,157
1779542761.164681,1.2311253547668457,,,,1510.0,324.1538893,,158
1779542762.7941368,1.2189481258392334,,,,1520.0,325.7827635,,159
1779542764.5820868,1.2550256252288818,,,,1530.0,327.5710649,,160
1779542766.1678708,1.1851670742034912,,,,1540.0,329.1564974,,161
1779542767.8763297,1.230872631072998,,,,1550.0,330.8654606,,162
1779542769.4874735,1.2062551975250244,,,,1560.0,332.4766049,,163
1779542771.217433,1.2315218448638916,,,,1570.0,334.2060596,,164
1779542772.9218743,1.2034599781036377,,,,1580.0,335.9129362,,165
1779542774.544475,1.1857173442840576,,,,1590.0,337.5335674,,166
1779542776.368347,1.20027494430542,,,,1600.0,339.3574798,,167
1779542778.1550696,1.2366410493850708,,,,1610.0,341.1451087,,168
1779542779.935776,1.1805706024169922,,,,1620.0,342.9253464,,169
1779542781.7162893,1.2060105800628662,,,,1630.0,344.7054342,,170
1779542783.3527749,1.201310396194458,,,,1640.0,346.3419301,,171
1779542785.052048,1.18312668800354,,,,1650.0,348.0411919,,172
1779542786.7258117,1.211944580078125,,,,1660.0,349.7154051,,173
1779542788.3820815,1.1971156597137451,,,,1670.0,351.3712766,,174
1779542790.0927856,1.2002754211425781,,,,1680.0,353.0819184,,175
1779542791.8341246,1.202208399772644,,,,1690.0,354.8227511,,176
1779542793.509466,1.181718349456787,,,,1700.0,356.4985969,,177
1779542795.2096992,1.1857190132141113,,,,1710.0,358.1983256,,178
1779542796.9317286,1.182960033416748,,,,1720.0,359.9210671,,179
1779542798.557237,1.1946330070495605,,,,1730.0,361.5494905,,180
1779542800.195979,1.1606554985046387,,,,1740.0,363.1852317,,181
1779542822.25428,,,1.4664416313171387,0.0007708228984017721,1750.0,385.2461773,1.1015615463256836,182
1779542822.4541085,1.187575340270996,,,,1750.0,385.4435557,,183
1779542824.044591,1.1823375225067139,,,,1760.0,387.0337363,,184
1779542825.6894538,1.1940107345581055,,,,1770.0,388.6785982,,185
1779542827.355113,1.1927127838134766,,,,1780.0,390.3437396,,186
1779542828.9323776,1.1912949085235596,,,,1790.0,391.9242055,,187
1779542830.5162194,1.1806614398956299,,,,1800.0,393.5053538,,188
1779542832.2672791,1.1602619886398315,,,,1810.0,395.256414,,189
1779542833.9465652,1.1706812381744385,,,,1820.0,396.9357026,,190
1779542835.6315231,1.1688847541809082,,,,1830.0,398.6206744,,191
1779542837.316886,1.1609151363372803,,,,1840.0,400.3060291,,192
1779542838.9974546,1.1596046686172485,,,,1850.0,401.9865867,,193
1779542840.6775644,1.1760485172271729,,,,1860.0,403.6671503,,194
1779542842.357359,1.1440215110778809,,,,1870.0,405.3463743,,195
1779542844.0428257,1.1759147644042969,,,,1880.0,407.031957,,196
1779542845.7233698,1.1788711547851562,,,,1890.0,408.7124442,,197
1779542847.4071023,1.1264622211456299,,,,1900.0,410.3962353,,198
1779542849.0848787,1.1699433326721191,,,,1910.0,412.0745211,,199
1779542850.7669806,1.1702070236206055,,,,1920.0,413.7561618,,200
1779542852.449588,1.1365809440612793,,,,1930.0,415.4388386,,201
1779542854.1334786,1.1223218441009521,,,,1940.0,417.1221052,,202
1779542855.8129601,1.1469225883483887,,,,1950.0,418.8015868,,203
1779542857.4955566,1.152087688446045,,,,1960.0,420.4848129,,204
1779542859.1740685,1.1471129655838013,,,,1970.0,422.1666938,,205
1779542860.8598666,1.152424931526184,,,,1980.0,423.8490983,,206
1779542862.542559,1.1529872417449951,,,,1990.0,425.5311856,,207
1779542884.5800302,,,1.480486273765564,0.0007054142744895884,2000.0,447.5695271,1.0575494766235352,208
1779542884.7461143,1.1070103645324707,,,,2000.0,447.7353488,,209
1779542886.3437288,1.1258225440979004,,,,2010.0,449.3333208,,210
1779542887.943328,1.1222035884857178,,,,2020.0,450.9323653,,211
1779542889.543595,1.1504145860671997,,,,2030.0,452.5322215,,212
1779542891.2597063,1.1391949653625488,,,,2040.0,454.2488393,,213
1779542892.884777,1.1138064861297607,,,,2050.0,455.8739893,,214
1779542894.5127878,1.1098823547363281,,,,2060.0,457.5054787,,215
1779542896.1486018,1.1281198263168335,,,,2070.0,459.1377363,,216
1779542897.7739584,1.1238012313842773,,,,2080.0,460.767116,,217
1779542899.4062877,1.135636806488037,,,,2090.0,462.3954181,,218
1779542901.1613212,1.1327643394470215,,,,2100.0,464.1512513,,219
1779542902.867862,1.1345188617706299,,,,2110.0,465.8564887,,220
1779542904.5173583,1.1270740032196045,,,,2120.0,467.5059849,,221
1779542906.2403858,1.1405998468399048,,,,2130.0,469.231514,,222
1779542907.8744686,1.1363238096237183,,,,2140.0,470.8638434,,223
1779542909.5007565,1.120204210281372,,,,2150.0,472.4901556,,224
1779542911.1310062,1.1426920890808105,,,,2160.0,474.1202362,,225
1779542912.8767276,1.1310603618621826,,,,2170.0,475.866868,,226
1779542914.5736544,1.1054154634475708,,,,2180.0,477.5693855,,227
1779542916.201888,1.0989762544631958,,,,2190.0,479.1905145,,228
1779542918.0338693,1.1228177547454834,,,,2200.0,481.0230008,,229
1779542919.762245,1.1120176315307617,,,,2210.0,482.7508715,,230
1779542921.4901059,1.122122049331665,,,,2220.0,484.4796418,,231
1779542923.2123733,1.118678092956543,,,,2230.0,486.2020918,,232
1779542924.9389803,1.1274627447128296,,,,2240.0,487.9281268,,233
1779542947.4573147,,,1.4851014614105225,0.0006360213829156177,2250.0,510.4505008,1.0106297731399536,234
1779542947.6148276,1.0864816904067993,,,,2250.0,510.6077306,,235
1779542949.2848449,1.1046314239501953,,,,2260.0,512.2739929,,236
1779542950.9131002,1.1315802335739136,,,,2270.0,513.9017269,,237
1779542952.545362,1.098508358001709,,,,2280.0,515.5345015,,238
1779542954.1733403,1.1309221982955933,,,,2290.0,517.1658217,,239
1779542956.036251,1.1244819164276123,,,,2300.0,519.0257065,,240
1779542957.671423,1.0902907848358154,,,,2310.0,520.6608556,,241
1779542959.4403806,1.095779538154602,,,,2320.0,522.4295129,,242
1779542961.1639628,1.1004559993743896,,,,2330.0,524.1525894,,243
1779542962.8925693,1.114473819732666,,,,2340.0,525.881696,,244
1779542964.6270568,1.1048190593719482,,,,2350.0,527.6167119,,245
1779542966.3624606,1.096360445022583,,,,2360.0,529.3515918,,246
1779542968.0876684,1.0817183256149292,,,,2370.0,531.0816247,,247
1779542969.8251631,1.081825852394104,,,,2380.0,532.8142945,,248
1779542971.5579295,1.0833624601364136,,,,2390.0,534.5470602,,249
1779542973.2899175,1.083859920501709,,,,2400.0,536.2791602,,250
1779542975.021704,1.0700806379318237,,,,2410.0,538.010933,,251
1779542976.7494535,1.0762946605682373,,,,2420.0,539.7385896,,252
1779542978.4808216,1.048675298690796,,,,2430.0,541.4697993,,253
1779542980.2093084,1.0669646263122559,,,,2440.0,543.1979351,,254
1779542981.9351828,1.07236909866333,,,,2450.0,544.9297529,,255
1779542983.6746454,1.0963630676269531,,,,2460.0,546.6677808,,256
1779542985.4115849,1.0829789638519287,,,,2470.0,548.400715,,257
1779542987.1447492,1.0838934183120728,,,,2480.0,550.1342263,,258
1779542988.875118,1.0634076595306396,,,,2490.0,551.868157,,259
1779543011.6316059,,,1.4923228025436401,0.000564423209907245,2500.0,574.6269038,0.9628650546073914,260
1779543011.8079908,1.0681755542755127,,,,2500.0,574.7966173,,261
1779543013.4511244,1.0729628801345825,,,,2510.0,576.439751,,262
1779543015.0982637,1.0500311851501465,,,,2520.0,578.0873759,,263
1779543016.7482395,1.050073266029358,,,,2530.0,579.7378542,,264
1779543018.413312,1.0506962537765503,,,,2540.0,581.4036538,,265
1779543020.1495333,1.0675327777862549,,,,2550.0,583.1381599,,266
1779543021.855601,1.0620397329330444,,,,2560.0,584.8507464,,267
1779543023.6037216,1.0707402229309082,,,,2570.0,586.5929473,,268
1779543025.3052132,1.0753974914550781,,,,2580.0,588.2943446,,269
1779543026.9344087,1.0793778896331787,,,,2590.0,589.9288023,,270
1779543028.7654526,1.065114974975586,,,,2600.0,591.7548812,,271
1779543030.5186176,1.0449374914169312,,,,2610.0,593.5077805,,272
1779543032.2709694,1.04152250289917,,,,2620.0,595.2605967,,273
1779543034.0246649,1.0212528705596924,,,,2630.0,597.0137979,,274
1779543035.7754688,1.0430060625076294,,,,2640.0,598.7647688,,275
1779543037.5254383,1.0648384094238281,,,,2650.0,600.5150548,,276
1779543039.2744334,1.0428316593170166,,,,2660.0,602.2630598,,277
1779543041.0275688,1.020676851272583,,,,2670.0,604.0161955,,278
1779543042.7763999,1.0514687299728394,,,,2680.0,605.7686194,,279
1779543044.536587,1.06162428855896,,,,2690.0,607.5258286,,280
1779543046.2847512,1.0280654430389404,,,,2700.0,609.2740586,,281
1779543048.0368886,1.0494616031646729,,,,2710.0,611.0259654,,282
1779543049.795617,1.0418781042099,,,,2720.0,612.7847026,,283
1779543051.550935,1.0643599033355713,,,,2730.0,614.5395617,,284
1779543053.309287,1.0287306308746338,,,,2740.0,616.2982156,,285
1779543076.1557038,,,1.5142515897750854,0.0004924552772419723,2750.0,639.145255,0.9169052243232727,286
1779543076.3236341,1.0201102495193481,,,,2750.0,639.3132236,,287
1779543078.0374193,1.0344833135604858,,,,2760.0,641.0265497,,288
1779543079.7345407,1.0319328308105469,,,,2770.0,642.7231675,,289
1779543081.5133517,1.018411636352539,,,,2780.0,644.502485,,290
1779543083.2865593,1.0435583591461182,,,,2790.0,646.2756893,,291
1779543085.0608296,1.012459635734558,,,,2800.0,648.050215,,292
1779543086.8248537,1.0367577075958252,,,,2810.0,649.8144021,,293
1779543088.5955155,1.0271210670471191,,,,2820.0,651.5846729,,294
1779543090.360386,1.0372401475906372,,,,2830.0,653.3490125,,295
1779543092.1329536,0.993651270866394,,,,2840.0,655.1234291,,296
1779543093.9050186,1.0348076820373535,,,,2850.0,656.8942757,,297
1779543095.6796165,1.0287023782730103,,,,2860.0,658.6687475,,298
1779543097.454086,1.009907603263855,,,,2870.0,660.4437557,,299
1779543099.2321024,1.0419955253601074,,,,2880.0,662.2217102,,300
1779543101.006468,1.0072962045669556,,,,2890.0,663.9950947,,301
1779543102.7823784,0.9895517826080322,,,,2900.0,665.771796,,302
1779543104.5563161,1.0384011268615723,,,,2910.0,667.5456407,,303
1779543106.3306189,1.0148189067840576,,,,2920.0,669.3192454,,304
1779543108.1024013,0.9912827610969543,,,,2930.0,671.0913741,,305
1779543109.8866522,1.0029972791671753,,,,2940.0,672.8762266,,306
1779543111.6673968,1.0303462743759155,,,,2950.0,674.6568504,,307
1779543113.445486,1.0036280155181885,,,,2960.0,676.4341127,,308
1779543115.2224,0.9896780848503113,,,,2970.0,678.2115317,,309
1779543116.9997776,0.9965435862541199,,,,2980.0,679.9884041,,310
1779543118.7731788,0.9886610507965088,,,,2990.0,681.7618056,,311
1779543141.8773527,,,1.5285032987594604,0.0004219625860160354,3000.0,704.8721518,0.8736923933029175,312
1779543142.0657837,1.0197420120239258,,,,3000.0,705.0548304,,313
1779543143.8272767,0.9896539449691772,,,,3010.0,706.8164092,,314
1779543145.5852082,1.0068893432617188,,,,3020.0,708.5746802,,315
1779543147.3429544,0.9967364072799683,,,,3030.0,710.3323851,,316
1779543149.0961738,1.0126959085464478,,,,3040.0,712.0905046,,317
1779543150.8525686,0.9843103885650635,,,,3050.0,713.8415546,,318
1779543152.6091192,0.9976100921630859,,,,3060.0,715.5977459,,319
1779543154.3741276,1.01400887966156,,,,3070.0,717.3633715,,320
1779543156.1322746,1.0056054592132568,,,,3080.0,719.121407,,321
1779543157.8921552,0.981359601020813,,,,3090.0,720.8813368,,322
1779543159.6551666,0.9997907876968384,,,,3100.0,722.6442731,,323
1779543161.4164853,0.966437816619873,,,,3110.0,724.405619,,324
1779543163.179522,0.9998582005500793,,,,3120.0,726.169025,,325
1779543164.9483457,0.9810051918029785,,,,3130.0,727.9379582,,326
1779543166.7128358,0.9848735928535461,,,,3140.0,729.7021726,,327
1779543168.4764874,0.9972047805786133,,,,3150.0,731.4651139,,328
1779543170.237189,1.0085868835449219,,,,3160.0,733.2269205,,329
1779543172.0027175,0.9690641164779663,,,,3170.0,734.9918895,,330
1779543173.7617106,0.9793401956558228,,,,3180.0,736.7507398,,331
1779543175.524835,1.0024840831756592,,,,3190.0,738.5145181,,332
1779543177.2893212,0.962721586227417,,,,3200.0,740.2782922,,333
1779543179.0551288,0.9730173945426941,,,,3210.0,742.047644,,334
1779543180.8311315,0.9660024642944336,,,,3220.0,743.8202636,,335
1779543182.5978458,0.958087682723999,,,,3230.0,745.5870825,,336
1779543184.37188,0.9601823091506958,,,,3240.0,747.3610147,,337
1779543209.1183157,,,1.5650279521942139,0.00035475231739709885,3250.0,772.1072493,0.8302606344223022,338
1779543209.3006864,0.9641534090042114,,,,3250.0,772.294035,,339
1779543211.1020992,0.9636281728744507,,,,3260.0,774.0915792,,340
1779543212.9026318,0.9763324856758118,,,,3270.0,775.8923452,,341
1779543214.7045941,0.953503429889679,,,,3280.0,777.6937256,,342
1779543216.513961,0.9405524730682373,,,,3290.0,779.5030945,,343
1779543218.4318728,0.943250298500061,,,,3300.0,781.4210045,,344
1779543220.2661731,0.9602653980255127,,,,3310.0,783.2564375,,345
1779543222.1082833,0.9691141843795776,,,,3320.0,785.0975237,,346
1779543223.9912543,0.9549710750579834,,,,3330.0,786.9798809,,347
1779543225.8816242,0.9551336169242859,,,,3340.0,788.8709113,,348
1779543227.764654,0.9538086652755737,,,,3350.0,790.7537856,,349
1779543229.6510663,0.9374833703041077,,,,3360.0,792.6402507,,350
1779543231.5328808,0.9620006084442139,,,,3370.0,794.5220157,,351
1779543233.4160922,0.9507832527160645,,,,3380.0,796.405225,,352
1779543235.3027036,0.9624485969543457,,,,3390.0,798.2913301,,353
1779543237.187363,0.957332193851471,,,,3400.0,800.1766274,,354
1779543239.0697038,0.9532878398895264,,,,3410.0,802.0590163,,355
1779543240.957062,0.9489738345146179,,,,3420.0,803.9461936,,356
1779543242.8455427,0.9504420757293701,,,,3430.0,805.8356294,,357
1779543244.7337449,0.981589674949646,,,,3440.0,807.7229078,,358
1779543246.6228764,0.9585744738578796,,,,3450.0,809.612049,,359
1779543248.5134747,0.950075626373291,,,,3460.0,811.5026062,,360
1779543250.4001145,0.943362295627594,,,,3470.0,813.3892529,,361
1779543252.3234582,0.94386225938797,,,,3480.0,815.3127344,,362
1779543254.2632098,0.917799711227417,,,,3490.0,817.2543414,,363
1779543279.862286,,,1.5838443040847778,0.0002925475029450237,3500.0,842.8520527,0.7887870073318481,364
1779543280.1130815,0.9484744668006897,,,,3500.0,843.1020814,,365
1779543281.9159868,0.9183801412582397,,,,3510.0,844.9053432,,366
1779543283.8128939,0.92767333984375,,,,3520.0,846.8021711,,367
1779543285.6813874,0.9526509642601013,,,,3530.0,848.6705185,,368
1779543287.5641065,0.9352369904518127,,,,3540.0,850.5532375,,369
1779543289.447754,0.9343226552009583,,,,3550.0,852.437088,,370
1779543291.3330653,0.9685918092727661,,,,3560.0,854.3222989,,371
1779543293.219239,0.9430992603302002,,,,3570.0,856.2082521,,372
1779543295.108057,0.9361523985862732,,,,3580.0,858.0971888,,373
1779543296.9939208,0.9321027398109436,,,,3590.0,859.9830532,,374
1779543298.880586,0.9242392778396606,,,,3600.0,861.8700025,,375
1779543300.7688296,0.9133641719818115,,,,3610.0,863.7579624,,376
1779543302.6550076,0.9211825132369995,,,,3620.0,865.6441393,,377
1779543304.5367599,0.9294473528862,,,,3630.0,867.5264333,,378
1779543306.419797,0.9177523851394653,,,,3640.0,869.408932,,379
1779543308.3057306,0.9174702167510986,,,,3650.0,871.294862,,380
1779543310.1869302,0.9467648267745972,,,,3660.0,873.1760634,,381
1779543312.0673459,0.9385669231414795,,,,3670.0,875.0564266,,382
1779543313.94687,0.9088191390037537,,,,3680.0,876.9364564,,383
1779543315.8352501,0.9412482976913452,,,,3690.0,878.8243828,,384
1779543317.7200084,0.8869855999946594,,,,3700.0,880.7091413,,385
1779543319.608206,0.8889556527137756,,,,3710.0,882.5973368,,386
1779543321.4921885,0.9053804874420166,,,,3720.0,884.4815277,,387
1779543323.3808582,0.9039240479469299,,,,3730.0,886.3700152,,388
1779543325.270968,0.90935218334198,,,,3740.0,888.2600992,,389
1779543351.2304797,,,1.6034313440322876,0.00023694285222843113,3750.0,914.2191061,0.7523368000984192,390
1779543351.418389,0.9242364764213562,,,,3750.0,914.413532,,391
1779543353.3036854,0.9382572174072266,,,,3760.0,916.2928193,,392
1779543355.1878352,0.9404119849205017,,,,3770.0,918.1772826,,393
1779543357.0746496,0.931190013885498,,,,3780.0,920.0637812,,394
1779543358.9596515,0.8986325860023499,,,,3790.0,921.9489644,,395
1779543360.8527062,0.9199613332748413,,,,3800.0,923.8418396,,396
1779543362.7362673,0.9300934672355652,,,,3810.0,925.7254005,,397
1779543364.6181793,0.9051400423049927,,,,3820.0,927.6075392,,398
