_step,_runtime,train/loss,val/loss,_timestamp,iter,train/step_loss,Sample Generation,lr
61,144.4719055,,,1779561918.590687,580.0,1.827526569366455,,
62,145.9955647,,,1779561920.1133246,590.0,1.7864348888397217,,
63,147.5195405,,,1779561921.637817,600.0,1.8061074018478394,,
64,149.0432551,,,1779561923.1612883,610.0,1.820704460144043,,
65,150.5672943,,,1779561924.686076,620.0,1.7935174703598022,,
66,152.0919232,,,1779561926.210166,630.0,1.7809354066848755,,
67,153.61583100000001,,,1779561927.7338486,640.0,1.7363704442977905,,
68,155.1394068,,,1779561929.2574983,650.0,1.7728211879730225,,
69,156.6624208,,,1779561930.781202,660.0,1.7750215530395508,,
70,158.1864496,,,1779561932.3045814,670.0,1.7014540433883667,,
71,159.7105424,,,1779561933.8283134,680.0,1.7669765949249268,,
72,161.2341339,,,1779561935.3523788,690.0,1.7257866859436035,,
73,162.758191,,,1779561936.876157,700.0,1.7329378128051758,,
74,164.2822621,,,1779561938.4004285,710.0,1.7038203477859497,,
75,165.8061723,,,1779561939.9244487,720.0,1.6873310804367065,,
76,167.3301509,,,1779561941.4464197,730.0,1.6775856018066406,,
77,168.8532596,,,1779561942.9720411,740.0,1.656679391860962,,
78,190.1085056,1.5892807245254517,1.7817004919052124,1779561964.2256308,750.0,,,0.0009614856803571157
79,190.2655447,,,1779561964.3838212,750.0,1.6926724910736084,,
80,191.7895081,,,1779561965.9082894,760.0,1.6916240453720093,,
81,193.3139031,,,1779561967.4321804,770.0,1.679006576538086,,
82,194.8385998,,,1779561968.9566545,780.0,1.6617215871810913,,
83,196.3626066,,,1779561970.4808478,790.0,1.6640830039978027,,
84,197.8871672,,,1779561972.0033836,800.0,1.6641700267791748,,
85,199.4104699,,,1779561973.5292513,810.0,1.6358275413513184,,
86,200.9337902,,,1779561975.0513368,820.0,1.632789134979248,,
87,202.4582787,,,1779561976.5765562,830.0,1.6279326677322388,,
88,203.9809557,,,1779561978.0980453,840.0,1.638686180114746,,
89,205.505032,,,1779561979.6232164,850.0,1.616503357887268,,
90,207.0288236,,,1779561981.1425812,860.0,1.6205142736434937,,
91,208.5537537,,,1779561982.6720293,870.0,1.618944525718689,,
92,210.0785991,,,1779561984.1967983,880.0,1.6037358045578003,,
93,211.6012356,,,1779561985.7200172,890.0,1.6040146350860596,,
94,213.1260785,,,1779561987.2439315,900.0,1.603021502494812,,
95,214.6494728,,,1779561988.7672622,910.0,1.5368621349334717,,
96,216.1745518,,,1779561990.292891,920.0,1.579235553741455,,
97,217.6979774,,,1779561991.8167589,930.0,1.569591999053955,,
98,219.2211792,,,1779561993.3399606,940.0,1.560002088546753,,
99,220.7452379,,,1779561994.8640194,950.0,1.574709415435791,,
100,222.2688946,,,1779561996.3876762,960.0,1.5811800956726074,,
101,223.7929297,,,1779561997.9109704,970.0,1.5836513042449951,,
102,225.3157881,,,1779561999.4340153,980.0,1.5693202018737793,,
103,226.8377457,,,1779562000.9560022,990.0,1.5432000160217285,,
104,248.0369369,1.4700782299041748,1.6694328784942627,1779562022.1552153,1000.0,,,0.0009271396472013282
105,248.1939852,,,1779562022.3121731,1000.0,1.5673319101333618,,
106,249.7179039,,,1779562023.836181,1010.0,1.5418012142181396,,
107,251.2418419,,,1779562025.3595858,1020.0,1.5156855583190918,,
108,252.7662139,,,1779562026.8849952,1030.0,1.5353418588638306,,
109,254.2915155,,,1779562028.4097905,1040.0,1.5700269937515259,,
110,255.8151517,,,1779562029.9339333,1050.0,1.4874876737594604,,
111,257.3398626,,,1779562031.458139,1060.0,1.5521632432937622,,
112,258.8636394,,,1779562032.9819062,1070.0,1.5421844720840454,,
113,260.3884458,,,1779562034.5067112,1080.0,1.5435469150543213,,
114,261.9144099,,,1779562036.032827,1090.0,1.5481393337249756,,
115,263.4397932,,,1779562037.5578666,1100.0,1.5309474468231201,,
116,264.9642276,,,1779562039.0800653,1110.0,1.497938632965088,,
117,266.4884259,,,1779562040.6067035,1120.0,1.4917151927947998,,
118,268.0114432,,,1779562042.1291327,1130.0,1.498490571975708,,
119,269.5358967,,,1779562043.6541238,1140.0,1.498375415802002,,
120,271.0598564,,,1779562045.1781335,1150.0,1.502143144607544,,
121,272.5829094,,,1779562046.7011847,1160.0,1.5387730598449707,,
122,274.1064767,,,1779562048.219335,1170.0,1.504684567451477,,
123,275.6304775,,,1779562049.748754,1180.0,1.5164381265640259,,
124,277.1531873,,,1779562051.2709968,1190.0,1.4709988832473755,,
125,278.6761418,,,1779562052.7895162,1200.0,1.4830787181854248,,
126,280.1997485,,,1779562054.3175302,1210.0,1.4589598178863525,,
127,281.7233268,,,1779562055.8421085,1220.0,1.5108150243759155,,
128,283.2470569,,,1779562057.3658383,1230.0,1.5090575218200684,,
129,284.7712804,,,1779562058.8895574,1240.0,1.499309778213501,,
130,305.9537985,1.3971105813980103,1.620927095413208,1779562080.0720038,1250.0,,,0.000883125098683892
131,306.1102661,,,1779562080.2280576,1250.0,1.4957621097564697,,
132,307.6328828,,,1779562081.7511604,1260.0,1.477489709854126,,
133,309.1554768,,,1779562083.2742581,1270.0,1.4519603252410889,,
134,310.6803197,,,1779562084.799101,1280.0,1.4541337490081787,,
135,312.2030567,,,1779562086.3218381,1290.0,1.4838699102401733,,
136,313.7260243,,,1779562087.843926,1300.0,1.4974545240402222,,
137,315.2492585,,,1779562089.3674753,1310.0,1.4280261993408203,,
138,316.7711481,,,1779562090.8894026,1320.0,1.5027217864990234,,
139,318.2951913,,,1779562092.4134517,1330.0,1.4506560564041138,,
140,319.8179235,,,1779562093.9335034,1340.0,1.4817662239074707,,
141,321.3420465,,,1779562095.460511,1350.0,1.4484045505523682,,
142,322.8663308,,,1779562096.984607,1360.0,1.4716663360595703,,
143,324.3904172,,,1779562098.5087821,1370.0,1.4493777751922607,,
144,325.9130227,,,1779562100.031804,1380.0,1.4573439359664917,,
145,327.4364254,,,1779562101.555207,1390.0,1.441235065460205,,
146,328.9608964,,,1779562103.0791569,1400.0,1.454996943473816,,
147,330.4841574,,,1779562104.602939,1410.0,1.4346904754638672,,
148,332.0077416,,,1779562106.1211133,1420.0,1.4603301286697388,,
149,333.5313719,,,1779562107.6496456,1430.0,1.4326910972595215,,
150,335.0548705,,,1779562109.1731467,1440.0,1.4498792886734009,,
151,336.5780397,,,1779562110.6962228,1450.0,1.4179953336715698,,
152,338.1012252,,,1779562112.2178705,1460.0,1.4315422773361206,,
153,339.6254887,,,1779562113.7437649,1470.0,1.415858268737793,,
154,341.1484559,,,1779562115.2672374,1480.0,1.412796974182129,,
155,342.6726369,,,1779562116.7881742,1490.0,1.4243605136871338,,
156,363.7855393,1.3451229333877563,1.5667561292648315,1779562137.902808,1500.0,,,0.0008305704108364302
157,363.9419661,,,1779562138.0607476,1500.0,1.426537036895752,,
158,365.4671545,,,1779562139.5854313,1510.0,1.4365887641906738,,
159,366.9905057,,,1779562141.1084807,1520.0,1.4114985466003418,,
160,368.5134204,,,1779562142.632202,1530.0,1.4449456930160522,,
161,370.0369545,,,1779562144.155019,1540.0,1.3822228908538818,,
162,371.5596074,,,1779562145.6775753,1550.0,1.4207004308700562,,
163,373.0834717,,,1779562147.2017477,1560.0,1.402747392654419,,
164,374.6070826,,,1779562148.7258642,1570.0,1.4391663074493408,,
165,376.1306746,,,1779562150.2487423,1580.0,1.4024494886398315,,
166,377.6551616,,,1779562151.7730181,1590.0,1.3810499906539917,,
167,379.1793702,,,1779562153.2966146,1600.0,1.3886032104492188,,
168,380.7027433,,,1779562154.8215246,1610.0,1.4277976751327515,,
169,382.2278917,,,1779562156.34498,1620.0,1.3698323965072632,,
170,383.7516402,,,1779562157.8698068,1630.0,1.403123140335083,,
171,385.2762185,,,1779562159.394495,1640.0,1.3978729248046875,,
172,386.7986193,,,1779562160.9163983,1650.0,1.3640371561050415,,
173,388.3221151,,,1779562162.4408965,1660.0,1.4081447124481201,,
174,389.8461956,,,1779562163.9644694,1670.0,1.3862392902374268,,
175,391.3695413,,,1779562165.4883227,1680.0,1.3891170024871826,,
176,392.8938297,,,1779562167.0126112,1690.0,1.392413854598999,,
177,394.4167133,,,1779562168.5345736,1700.0,1.3786029815673828,,
178,395.9415782,,,1779562170.0596616,1710.0,1.3678338527679443,,
179,397.4630989,,,1779562171.5818803,1720.0,1.3728861808776855,,
180,398.9870017,,,1779562173.1057832,1730.0,1.3902095556259155,,
181,400.511009,,,1779562174.6297905,1740.0,1.366548776626587,,
182,421.7110546,1.305503487586975,1.5516636371612549,1779562195.8298361,1750.0,,,0.0007708228984017721
183,421.8679927,,,1779562195.9867742,1750.0,1.3805742263793945,,
184,423.3916147,,,1779562197.5094838,1760.0,1.3845908641815186,,
185,424.9130301,,,1779562199.0318115,1770.0,1.3878288269042969,,
186,426.4358556,,,1779562200.5541313,1780.0,1.3826563358306885,,
187,427.9597797,,,1779562202.0785613,1790.0,1.3905967473983765,,
188,429.4846753,,,1779562203.6029522,1800.0,1.375272512435913,,
189,431.0096633,,,1779562205.1278036,1810.0,1.3450684547424316,,
190,432.534139,,,1779562206.6514566,1820.0,1.371240496635437,,
191,434.0620483,,,1779562208.1803267,1830.0,1.369362711906433,,
192,435.5864942,,,1779562209.70471,1840.0,1.35067880153656,,
193,437.1102601,,,1779562211.2290416,1850.0,1.351862907409668,,
194,438.6316721,,,1779562212.7494314,1860.0,1.3744618892669678,,
195,440.1549764,,,1779562214.273254,1870.0,1.3348525762557983,,
196,441.6789501,,,1779562215.7922544,1880.0,1.3708677291870117,,
197,443.2029037,,,1779562217.3211694,1890.0,1.3807499408721924,,
198,444.7268753,,,1779562218.8399942,1900.0,1.3403983116149902,,
199,446.25104,,,1779562220.3698215,1910.0,1.3715157508850098,,
200,447.7746268,,,1779562221.8934083,1920.0,1.3637011051177979,,
201,449.2996487,,,1779562223.4169931,1930.0,1.3499622344970703,,
202,450.8228337,,,1779562224.937549,1940.0,1.3355216979980469,,
203,452.3468303,,,1779562226.464106,1950.0,1.3342598676681519,,
204,453.8709697,,,1779562227.989247,1960.0,1.3534274101257324,,
205,455.3951308,,,1779562229.5139122,1970.0,1.3349604606628418,,
206,456.9188997,,,1779562231.037681,1980.0,1.3524513244628906,,
207,458.4422251,,,1779562232.5599632,1990.0,1.3540319204330444,,
208,479.5982631,1.2745896577835083,1.535733699798584,1779562253.7167394,2000.0,,,0.0007054142744895884
209,479.754514,,,1779562253.8728576,2000.0,1.318721890449524,,
210,481.279106,,,1779562255.3967965,2010.0,1.3386422395706177,,
211,482.8015168,,,1779562256.917984,2020.0,1.3227646350860596,,
212,484.324503,,,1779562258.4427788,2030.0,1.359281301498413,,
213,485.8488599,,,1779562259.966672,2040.0,1.3369097709655762,,
214,487.3733389,,,1779562261.491599,2050.0,1.2991455793380737,,
215,488.8960289,,,1779562263.0141811,2060.0,1.2994948625564575,,
216,490.4197249,,,1779562264.5366328,2070.0,1.3252193927764893,,
217,491.9447801,,,1779562266.0624182,2080.0,1.3135370016098022,,
218,493.4703673,,,1779562267.5891488,2090.0,1.3457883596420288,,
219,494.9946358,,,1779562269.1128256,2100.0,1.320620059967041,,
220,496.51817,,,1779562270.6369514,2110.0,1.314399242401123,,
221,498.0424123,,,1779562272.1611936,2120.0,1.3309977054595947,,
222,499.5661563,,,1779562273.6849377,2130.0,1.3378686904907227,,
223,501.088474,,,1779562275.206453,2140.0,1.3353039026260376,,
224,502.6133371,,,1779562276.7311766,2150.0,1.3216897249221802,,
225,504.1370741,,,1779562278.2551925,2160.0,1.3563673496246338,,
226,505.6614318,,,1779562279.7797043,2170.0,1.338007926940918,,
227,507.1857259,,,1779562281.3042037,2180.0,1.3148829936981201,,
228,508.7090937,,,1779562282.826728,2190.0,1.3101816177368164,,
229,510.2331888,,,1779562284.351078,2200.0,1.3282952308654785,,
230,511.7585985,,,1779562285.8768635,2210.0,1.3072307109832764,,
231,513.2833347,,,1779562287.3968458,2220.0,1.3169761896133423,,
232,514.8055086,,,1779562288.9239037,2230.0,1.316312313079834,,
233,516.3304132,,,1779562290.4486873,2240.0,1.3381597995758057,,
234,537.5653861,1.2470521926879883,1.5144134759902954,1779562311.6805167,2250.0,,,0.0006360213829156177
235,537.7230325,,,1779562311.8413084,2250.0,1.2819671630859375,,
236,539.2475542,,,1779562313.3658302,2260.0,1.313217282295227,,
237,540.7727918,,,1779562314.8910503,2270.0,1.354081392288208,,
238,542.2976231,,,1779562316.4159002,2280.0,1.2889673709869385,,
239,543.8213925,,,1779562317.9396706,2290.0,1.3419725894927979,,
240,545.3454059,,,1779562319.463676,2300.0,1.3312041759490967,,
241,546.8706779,,,1779562320.9891067,2310.0,1.3024861812591553,,
242,548.3941632,,,1779562322.5129447,2320.0,1.3027758598327637,,
243,549.9188251,,,1779562324.0370958,2330.0,1.3079261779785156,,
244,551.4428941,,,1779562325.5616755,2340.0,1.3244519233703613,,
245,552.9673462,,,1779562327.0861275,2350.0,1.318976640701294,,
246,554.4920177,,,1779562328.6102958,2360.0,1.3216768503189087,,
247,556.0134959,,,1779562330.1317482,2370.0,1.3050551414489746,,
248,557.5377268,,,1779562331.6558044,2380.0,1.29340398311615,,
249,559.0612435,,,1779562333.1794984,2390.0,1.2831435203552246,,
250,560.5855017,,,1779562334.7037225,2400.0,1.2941217422485352,,
251,562.1079644,,,1779562336.2262402,2410.0,1.2792775630950928,,
252,563.6319952,,,1779562337.7472453,2420.0,1.2886884212493896,,
253,565.1558742,,,1779562339.2739255,2430.0,1.268026351928711,,
254,566.6800705,,,1779562340.7969122,2440.0,1.2730244398117065,,
255,568.20438,,,1779562342.322413,2450.0,1.2914810180664062,,
256,569.7297217,,,1779562343.8479948,2460.0,1.2950595617294312,,
257,571.2550157,,,1779562345.3737972,2470.0,1.3035168647766113,,
258,572.7782824,,,1779562346.896369,2480.0,1.2973449230194092,,
259,574.3018234,,,1779562348.420101,2490.0,1.2749199867248535,,
260,595.5189696,1.216073751449585,1.5040180683135986,1779562369.6368423,2500.0,,,0.000564423209907245
261,595.6766919,,,1779562369.7945256,2500.0,1.2820258140563965,,
262,597.2006711,,,1779562371.3190215,2510.0,1.2926145792007446,,
263,598.7257028,,,1779562372.8436692,2520.0,1.2856839895248413,,
264,600.2500657,,,1779562374.3688471,2530.0,1.2738192081451416,,
265,601.7732278,,,1779562375.8914845,2540.0,1.2619341611862183,,
266,603.2977031,,,1779562377.4159658,2550.0,1.3004398345947266,,
267,604.8219554,,,1779562378.9402325,2560.0,1.2653042078018188,,
268,606.3454308,,,1779562380.4642122,2570.0,1.2932782173156738,,
269,607.86997,,,1779562381.9881384,2580.0,1.296974778175354,,
270,609.393419,,,1779562383.5108404,2590.0,1.2953394651412964,,
271,610.9173614,,,1779562385.0353491,2600.0,1.2789065837860107,,
272,612.4429177,,,1779562386.5616994,2610.0,1.2608650922775269,,
273,613.9666069,,,1779562388.0789783,2620.0,1.2673580646514893,,
274,615.490925,,,1779562389.6085434,2630.0,1.2381207942962646,,
275,617.0123763,,,1779562391.1306362,2640.0,1.26993727684021,,
276,618.5368449,,,1779562392.655095,2650.0,1.301106333732605,,
277,620.0601944,,,1779562394.178976,2660.0,1.265611171722412,,
278,621.5858405,,,1779562395.7041166,2670.0,1.2511863708496094,,
279,623.1104168,,,1779562397.2286646,2680.0,1.2669920921325684,,
280,624.6335945,,,1779562398.752376,2690.0,1.271533489227295,,
281,626.156826,,,1779562400.2756076,2700.0,1.2447478771209717,,
282,627.6814303,,,1779562401.7998257,2710.0,1.273980975151062,,
283,629.2053919,,,1779562403.323511,2720.0,1.2662010192871094,,
284,630.7295524,,,1779562404.8483338,2730.0,1.2815583944320679,,
285,632.2539507,,,1779562406.3717449,2740.0,1.2554857730865479,,
286,653.4526455,1.1944241523742676,1.4974180459976196,1779562427.5704377,2750.0,,,0.0004924552772419723
287,653.6091668,,,1779562427.7279482,2750.0,1.2547078132629395,,
288,655.1217373,,,1779562429.239445,2760.0,1.2527766227722168,,
289,656.6340926,,,1779562430.752164,2770.0,1.2481725215911865,,
290,658.1409993,,,1779562432.259781,2780.0,1.248714566230774,,
291,659.6579701000001,,,1779562433.7753732,2790.0,1.2676079273223877,,
292,661.1691626,,,1779562435.2865622,2800.0,1.2536088228225708,,
293,662.6810158,,,1779562436.793837,2810.0,1.274566411972046,,
294,664.19246,,,1779562438.310742,2820.0,1.2653802633285522,,
295,665.7034254,,,1779562439.8216867,2830.0,1.264763593673706,,
296,667.215031,,,1779562441.3332872,2840.0,1.2112598419189453,,
297,668.7263423,,,1779562442.844316,2850.0,1.2578973770141602,,
298,670.2399794,,,1779562444.3582551,2860.0,1.2541096210479736,,
299,671.7553127,,,1779562445.874094,2870.0,1.240818977355957,,
300,673.2794687,,,1779562447.3934622,2880.0,1.274872899055481,,
301,674.8039738,,,1779562448.9200947,2890.0,1.2380342483520508,,
302,676.329689,,,1779562450.4474597,2900.0,1.2306735515594482,,
303,677.8522446,,,1779562451.9705207,2910.0,1.267080307006836,,
304,679.373963,,,1779562453.490169,2920.0,1.2551367282867432,,
305,680.8971801,,,1779562455.0158343,2930.0,1.2380458116531372,,
306,682.420762,,,1779562456.5389109,2940.0,1.2336242198944092,,
307,683.9460148,,,1779562458.0641658,2950.0,1.2557199001312256,,
308,685.4698925,,,1779562459.5870125,2960.0,1.2367124557495117,,
309,686.9945358,,,1779562461.1126819,2970.0,1.2264643907546997,,
310,688.5180084,,,1779562462.6359186,2980.0,1.23283851146698,,
311,690.0416926,,,1779562464.160347,2990.0,1.2290005683898926,,
312,711.2413911,1.1684315204620361,1.4828224182128906,1779562485.3590508,3000.0,,,0.0004219625860160354
313,711.3985236,,,1779562485.5164893,3000.0,1.2603106498718262,,
314,712.9227136,,,1779562487.0403886,3010.0,1.2359447479248047,,
315,714.4472505,,,1779562488.5615017,3020.0,1.2412689924240112,,
316,715.9727584,,,1779562490.0894115,3030.0,1.2525947093963623,,
317,717.4969821,,,1779562491.61513,3040.0,1.276963710784912,,
318,719.0217714,,,1779562493.139914,3050.0,1.2307302951812744,,
319,720.5456974,,,1779562494.6635969,3060.0,1.2318669557571411,,
320,722.0703383,,,1779562496.188479,3070.0,1.2529141902923584,,
321,723.5943221,,,1779562497.712644,3080.0,1.2516303062438965,,
322,725.1173326,,,1779562499.235987,3090.0,1.2398619651794434,,
323,726.6410102,,,1779562500.7596643,3100.0,1.2541115283966064,,
324,728.1650792,,,1779562502.2832267,3110.0,1.212235927581787,,
325,729.6895499,,,1779562503.8082042,3120.0,1.2467917203903198,,
326,731.2131543,,,1779562505.3309834,3130.0,1.2231128215789795,,
327,732.7362827,,,1779562506.8539686,3140.0,1.2308828830718994,,
328,734.2605751,,,1779562508.3792295,3150.0,1.2460962533950806,,
329,735.7849766,,,1779562509.9036307,3160.0,1.289102554321289,,
330,737.3090738,,,1779562511.4272187,3170.0,1.2033809423446655,,
331,738.8321848,,,1779562512.9504235,3180.0,1.2137892246246338,,
332,740.3538384,,,1779562514.471988,3190.0,1.2327371835708618,,
333,741.8773648,,,1779562515.9955084,3200.0,1.2167539596557617,,
334,743.4024071,,,1779562517.518525,3210.0,1.2221155166625977,,
335,744.9253951,,,1779562519.0396614,3220.0,1.2028719186782837,,
336,746.4487186,,,1779562520.5657053,3230.0,1.2089496850967407,,
337,747.9733339,,,1779562522.0916276,3240.0,1.2049455642700195,,
338,769.1562565,1.1475257873535156,1.485140323638916,1779562543.2735717,3250.0,,,0.00035475231739709885
339,769.3132091,,,1779562543.4318633,3250.0,1.2223408222198486,,
340,770.8372795,,,1779562544.9549375,3260.0,1.2145295143127441,,
341,772.3605903,,,1779562546.4787908,3270.0,1.2326127290725708,,
342,773.8842844,,,1779562547.997259,3280.0,1.202911376953125,,
343,775.4099558,,,1779562549.527143,3290.0,1.2015445232391357,,
344,776.933903,,,1779562551.0515237,3300.0,1.2015914916992188,,
345,778.4577978,,,1779562552.5757544,3310.0,1.207197904586792,,
346,779.9816478,,,1779562554.0996823,3320.0,1.224651575088501,,
347,781.5071906,,,1779562555.6249557,3330.0,1.203701138496399,,
348,783.0312617,,,1779562557.149916,3340.0,1.21220064163208,,
349,784.555651,,,1779562558.6736135,3350.0,1.2160792350769043,,
350,786.0815743,,,1779562560.1992006,3360.0,1.1881744861602783,,
351,787.6069201,,,1779562561.7250643,3370.0,1.2267141342163086,,
352,789.1316392,,,1779562563.249783,3380.0,1.1974506378173828,,
353,790.6562588,,,1779562564.774913,3390.0,1.2170894145965576,,
354,792.1800724,,,1779562566.293875,3400.0,1.209287405014038,,
355,793.7044673,,,1779562567.8231215,3410.0,1.2076857089996338,,
356,795.2282029,,,1779562569.3468573,3420.0,1.2265243530273438,,
357,796.7530377,,,1779562570.8711877,3430.0,1.213832139968872,,
358,798.2770154,,,1779562572.3956697,3440.0,1.2432293891906738,,
359,799.801611,,,1779562573.919662,3450.0,1.2236428260803223,,
360,801.3253088,,,1779562575.4385006,3460.0,1.2157204151153564,,
361,802.8496066,,,1779562576.9672832,3470.0,1.2077873945236206,,
362,804.3730044,,,1779562578.487594,3480.0,1.2235033512115479,,
363,805.8968759,,,1779562580.0155303,3490.0,1.2019798755645752,,
364,827.0583022,1.1262941360473633,1.476352572441101,1779562601.1764352,3500.0,,,0.0002925475029450237
365,827.2147301,,,1779562601.3324175,3500.0,1.1993989944458008,,
366,828.7392594,,,1779562602.8569613,3510.0,1.1801514625549316,,
367,830.261962,,,1779562604.3806162,3520.0,1.2008229494094849,,
368,831.7868205,,,1779562605.905475,3530.0,1.2264702320098877,,
369,833.3114767,,,1779562607.430131,3540.0,1.2074593305587769,,
370,834.8353515,,,1779562608.9534483,3550.0,1.190601110458374,,
371,836.3587497,,,1779562610.4768791,3560.0,1.2258830070495605,,
372,837.8820614,,,1779562612.0002093,3570.0,1.2173064947128296,,
373,839.4084815,,,1779562613.5225992,3580.0,1.2138378620147705,,
374,840.9322724,,,1779562615.0504215,3590.0,1.2005267143249512,,
375,842.4564936,,,1779562616.5745478,3600.0,1.201326608657837,,
376,843.9806622,,,1779562618.0984063,3610.0,1.21281099319458,,
377,845.5044649,,,1779562619.6193485,3620.0,1.1950912475585938,,
378,847.0279222,,,1779562621.1414282,3630.0,1.1912851333618164,,
379,848.5522044,,,1779562622.6708589,3640.0,1.182431936264038,,
380,850.076463,,,1779562624.1946654,3650.0,1.2040467262268066,,
381,851.6005451,,,1779562625.717688,3660.0,1.2111157178878784,,
382,853.123926,,,1779562627.2425802,3670.0,1.2114293575286865,,
383,854.649247,,,1779562628.7673154,3680.0,1.189007043838501,,
384,856.1737144,,,1779562630.2918377,3690.0,1.2166523933410645,,
385,857.6968899,,,1779562631.8155444,3700.0,1.1567684412002563,,
386,859.2225802,,,1779562633.3407307,3710.0,1.1666641235351562,,
387,860.7480275,,,1779562634.8666818,3720.0,1.1929848194122314,,
388,862.2721345,,,1779562636.3898568,3730.0,1.1780080795288086,,
389,863.795786,,,1779562637.9132981,3740.0,1.2008097171783447,,
390,884.9816796,1.1067639589309692,1.4721159934997559,1779562659.0998237,3750.0,,,0.00023694285222843113
391,885.1378198,,,1779562659.255905,3750.0,1.1975486278533936,,
392,886.6502416,,,1779562660.7683914,3760.0,1.214552640914917,,
393,888.1622123,,,1779562662.279135,3770.0,1.2152562141418457,,
394,889.6762301,,,1779562663.7944622,3780.0,1.2091341018676758,,
395,891.1896443,,,1779562665.3039749,3790.0,1.1708910465240479,,
396,892.7018175,,,1779562666.819904,3800.0,1.193497896194458,,
397,894.2134197,,,1779562668.331439,3810.0,1.2062792778015137,,
398,895.7262986,,,1779562669.844447,3820.0,1.172947645187378,,
