_step,_runtime,train/loss,val/loss,_timestamp,iter,train/step_loss,Sample Generation,lr
399,897.2374603,,,1779562671.3561146,3830.0,1.1833422183990479,,
400,898.7495193,,,1779562672.8668988,3840.0,1.1690843105316162,,
401,900.2629654,,,1779562674.3806114,3850.0,1.1631429195404053,,
402,901.7774367,,,1779562675.8953502,3860.0,1.1577637195587158,,
403,903.2898269,,,1779562677.4084814,3870.0,1.1773686408996582,,
404,904.8042954,,,1779562678.9221175,3880.0,1.178889513015747,,
405,906.3182889,,,1779562680.436943,3890.0,1.1746630668640137,,
406,907.8303469,,,1779562681.946023,3900.0,1.1907968521118164,,
407,909.3442826,,,1779562683.4624033,3910.0,1.174241542816162,,
408,910.8578394,,,1779562684.9759927,3920.0,1.1502196788787842,,
409,912.3706155,,,1779562686.4892697,3930.0,1.177395224571228,,
410,913.8840146,,,1779562688.0021572,3940.0,1.1652131080627441,,
411,915.3996098,,,1779562689.5173638,3950.0,1.18464195728302,,
412,916.9229742,,,1779562691.0411246,3960.0,1.2064051628112793,,
413,918.4473312,,,1779562692.5654035,3970.0,1.1980103254318237,,
414,919.9704737,,,1779562694.089128,3980.0,1.1987340450286865,,
415,921.4944275,,,1779562695.613082,3990.0,1.1689715385437012,,
416,942.5113097,1.0906239748001099,1.4798898696899414,1779562716.629964,4000.0,,,0.00018936387015941957
417,942.6577133,,,1779562716.7757657,4000.0,1.168438196182251,,
418,944.1584423,,,1779562718.2770967,4010.0,1.1755746603012085,,
419,945.6812238,,,1779562719.7992587,4020.0,1.1840900182724,,
420,947.2025264,,,1779562721.3202608,4030.0,1.1627247333526611,,
421,948.7247627,,,1779562722.8421328,4040.0,1.1789507865905762,,
422,950.2458862,,,1779562724.36395,4050.0,1.1686705350875854,,
423,951.7669763,,,1779562725.8851264,4060.0,1.1551098823547363,,
424,953.2894438,,,1779562727.408098,4070.0,1.155956745147705,,
425,954.8136264,,,1779562728.9316206,4080.0,1.175896406173706,,
426,956.3352539,,,1779562730.4531057,4090.0,1.135386347770691,,
427,957.8569866,,,1779562731.9750519,4100.0,1.1945528984069824,,
428,959.3794915,,,1779562733.497935,4110.0,1.1773972511291504,,
429,960.9016695,,,1779562735.0198169,4120.0,1.1630265712738037,,
430,962.4244599,,,1779562736.54261,4130.0,1.1600358486175537,,
431,963.9479067,,,1779562738.0659482,4140.0,1.166888952255249,,
432,965.4715028,,,1779562739.587346,4150.0,1.1740050315856934,,
433,966.9934378,,,1779562741.1120923,4160.0,1.1563866138458252,,
434,968.5174098,,,1779562742.6357105,4170.0,1.1691124439239502,,
435,970.0440897,,,1779562744.1620028,4180.0,1.1703507900238037,,
436,971.5673166,,,1779562745.6833827,4190.0,1.1790577173233032,,
437,973.090762,,,1779562747.205529,4200.0,1.1558327674865723,,
438,974.613222,,,1779562748.7314188,4210.0,1.1824451684951782,,
439,976.1355626,,,1779562750.254217,4220.0,1.1517751216888428,,
440,977.6565228,,,1779562751.7751772,4230.0,1.1675121784210205,,
441,979.1774716,,,1779562753.2955756,4240.0,1.172217845916748,,
442,1000.2438421,1.073402762413025,1.4659967422485352,1779562774.3617172,4250.0,,,0.00015103031213214996
443,1000.3969647,,,1779562774.515619,4250.0,1.1803041696548462,,
444,1001.8770842,,,1779562775.9957385,4260.0,1.171065330505371,,
445,1003.360797,,,1779562777.4789474,4270.0,1.1623677015304565,,
446,1004.843696,,,1779562778.961803,4280.0,1.1633071899414062,,
447,1006.3280477,,,1779562780.446351,4290.0,1.124908447265625,,
448,1007.8127713,,,1779562781.9304159,4300.0,1.12199068069458,,
449,1009.2977138,,,1779562783.4163682,4310.0,1.1600569486618042,,
450,1010.8184456,,,1779562784.9367702,4320.0,1.1294193267822266,,
451,1012.3404449,,,1779562786.4584756,4330.0,1.1531751155853271,,
452,1013.8604656,,,1779562787.977804,4340.0,1.152984619140625,,
453,1015.3816517,,,1779562789.4994545,4350.0,1.138451099395752,,
454,1016.9023195,,,1779562791.0204213,4360.0,1.1622941493988037,,
455,1018.4231405,,,1779562792.5411484,4370.0,1.1590791940689087,,
456,1019.9438513,,,1779562794.0625055,4380.0,1.1270571947097778,,
457,1021.4660724,,,1779562795.5842214,4390.0,1.1766866445541382,,
458,1022.9883825,,,1779562797.106443,4400.0,1.1513200998306274,,
459,1024.5100917,,,1779562798.628746,4410.0,1.1833243370056152,,
460,1026.0316037,,,1779562800.1502578,4420.0,1.1566390991210938,,
461,1027.5529881,,,1779562801.6716423,4430.0,1.1415308713912964,,
462,1029.0737794,,,1779562803.1924336,4440.0,1.1438103914260864,,
463,1030.5952155,,,1779562804.712651,4450.0,1.1401786804199219,,
464,1032.1158224,,,1779562806.23369,4460.0,1.1462960243225098,,
465,1033.6367275,,,1779562807.754998,4470.0,1.159424901008606,,
466,1035.1606146,,,1779562809.2787642,4480.0,1.1295104026794434,,
467,1036.6847062,,,1779562810.8029494,4490.0,1.1449470520019531,,
468,1057.7526091,1.0607491731643677,1.4816838502883911,1779562831.8712635,4500.0,,,0.00012292491384519912
469,1057.88511,,,1779562832.003202,4500.0,1.1442742347717285,,
470,1059.3736223,,,1779562833.488376,4510.0,1.1615585088729858,,
471,1060.8982824,,,1779562835.0169368,4520.0,1.1494942903518677,,
472,1062.4225315,,,1779562836.5404487,4530.0,1.1529245376586914,,
473,1063.9460493,,,1779562838.0641184,4540.0,1.155632495880127,,
474,1065.4693598,,,1779562839.5880141,4550.0,1.198699712753296,,
475,1066.9923049,,,1779562841.1100636,4560.0,1.1520941257476807,,
476,1068.5167762,,,1779562842.6349258,4570.0,1.1532297134399414,,
477,1070.0414584,,,1779562844.1601126,4580.0,1.1650500297546387,,
478,1071.5648183,,,1779562845.6829658,4590.0,1.1582181453704834,,
479,1073.0878798,,,1779562847.2065341,4600.0,1.1423622369766235,,
480,1074.6122175,,,1779562848.7303665,4610.0,1.190433382987976,,
481,1076.1365371,,,1779562850.2544236,4620.0,1.1543889045715332,,
482,1077.6599459,,,1779562851.7786002,4630.0,1.1204814910888672,,
483,1079.1830793,,,1779562853.3010635,4640.0,1.14523184299469,,
484,1080.7071646,,,1779562854.8207092,4650.0,1.1626102924346924,,
485,1082.2315009,,,1779562856.349402,4660.0,1.1873106956481934,,
486,1083.7545592,,,1779562857.8727088,4670.0,1.1506166458129883,,
487,1085.2777425,,,1779562859.3963969,4680.0,1.1449317932128906,,
488,1086.801305,,,1779562860.9199593,4690.0,1.1568262577056885,,
489,1088.3248271,,,1779562862.4385738,4700.0,1.128195881843567,,
490,1089.8496425,,,1779562863.9672964,4710.0,1.1095728874206543,,
491,1091.3735129,,,1779562865.4875827,4720.0,1.1494531631469727,,
492,1092.9112508,,,1779562867.0178914,4730.0,1.1329615116119385,,
493,1094.4271677,,,1779562868.5453184,4740.0,1.1458632946014404,,
494,1115.602759,1.0524646043777466,1.4786169528961182,1779562889.7214134,4750.0,,,0.00010576819746349742
495,1115.7606068,,,1779562889.8787067,4750.0,1.142235279083252,,
496,1117.2863142,,,1779562891.4049685,4760.0,1.1419037580490112,,
497,1118.8101707,,,1779562892.9264715,4770.0,1.1086671352386475,,
498,1120.3333655,,,1779562894.4515116,4780.0,1.1155948638916016,,
499,1121.8589279,,,1779562895.977052,4790.0,1.1588677167892456,,
500,1123.3822243,,,1779562897.5008786,4800.0,1.1376960277557373,,
501,1124.9059441,,,1779562899.019702,4810.0,1.1582942008972168,,
502,1126.4304053,,,1779562900.5485554,4820.0,1.1259310245513916,,
503,1127.9525446,,,1779562902.070694,4830.0,1.1381468772888184,,
504,1129.4758765,,,1779562903.5940206,4840.0,1.1486090421676636,,
505,1130.999479,,,1779562905.1181333,4850.0,1.1391942501068115,,
506,1132.5228198,,,1779562906.641474,4860.0,1.1321916580200195,,
507,1134.0467607,,,1779562908.1649106,4870.0,1.114548683166504,,
508,1135.5700866,,,1779562909.686803,4880.0,1.143236756324768,,
509,1137.0938085,,,1779562911.212463,4890.0,1.1369409561157227,,
510,1138.6178017,,,1779562912.735183,4900.0,1.1063028573989868,,
511,1140.1401547,,,1779562914.2582455,4910.0,1.148042917251587,,
512,1141.6615914,,,1779562915.7802458,4920.0,1.117173671722412,,
513,1143.1838476,,,1779562917.3016477,4930.0,1.1339300870895386,,
514,1144.7052725,,,1779562918.8239267,4940.0,1.1104412078857422,,
515,1146.2295142,,,1779562920.3473923,4950.0,1.1489388942718506,,
516,1147.7534376,,,1779562921.8715875,4960.0,1.1485230922698975,,
517,1149.2763579,,,1779562923.3896139,4970.0,1.1135532855987549,,
518,1150.7994088,,,1779562924.9166012,4980.0,1.1010981798171997,,
519,1152.3218539,,,1779562926.4397898,4990.0,1.1489746570587158,,
520,1173.3005321,1.0477076768875122,1.4877396821975708,1779562947.4186468,5000.0,,,0.0001
521,1173.4476076,,,1779562947.5656095,5000.0,1.1366333961486816,,
522,1174.4254964,,,1779562948.5435712,,,"{'sha256': '038771ca0bc1db8c6c2fa9bfe6ca97d40bcf8bba92cd6de4b3ed0e271b4cb056', 'path': 'media/html/Sample Generation_522_038771ca0bc1db8c6c2f.html', 'size': 273, '_type': 'html-file'}",
